标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【企业官网】采购管理系统,https://task.epwk.com/468943/,187人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,采购管理系统,直接雇佣￥ 25000,￥ 25000,任务编号：468943,2000-2900.csv,,,,"采购管理, 系统"
【其他内容创作】华江机械有限公司,https://task.epwk.com/468944/,685人,1人,"¥12,869",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,华江机械有限公司,直接雇佣￥ 12869,￥ 12869,任务编号：468944,2000-2900.csv,,,,"华江机械, 有限公司"
【企业官网】浙江杜山集团网站维护,https://task.epwk.com/468945/,331人,1人,"¥19,056",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,浙江杜山集团网站维护,直接雇佣￥ 19056,￥ 19056,任务编号：468945,2000-2900.csv,,,,"网站维护, 浙江杜山集团"
【广告片/MV】恒丰国际海悦酒店2017年宣传片,https://task.epwk.com/468949/,825人,1人,"¥18,650",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,恒丰国际海悦酒店2017年宣传片,直接雇佣￥ 18650,￥ 18650,任务编号：468949,2000-2900.csv,,,,"恒丰国际海悦酒店, 宣传片, 2017年"
【电商网站】理财管理平台开发,https://task.epwk.com/468950/,254人,1人,"¥21,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,理财管理平台开发,直接雇佣￥ 21000,￥ 21000,任务编号：468950,2000-2900.csv,,,,"理财管理, 平台开发"
【LOGO设计】海运企业LOGO+VI,https://task.epwk.com/468963/,549人,1人,"¥49,995",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,海运企业LOGO+VI,直接雇佣￥ 49995,￥ 49995,任务编号：468963,2000-2900.csv,,,,"海运企业, LOGO, VI系统"
【宣传册设计】国际时尚企业画册,https://task.epwk.com/468964/,268人,1人,"¥49,994",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,国际时尚企业画册,直接雇佣￥ 49994,￥ 49994,任务编号：468964,2000-2900.csv,,,,"国际时尚, 企业画册"
【海报设计】金融集团全年海报,https://task.epwk.com/468965/,243人,1人,"¥10,011",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,金融集团全年海报,直接雇佣￥ 10011,￥ 10011,任务编号：468965,2000-2900.csv,,,,"金融集团, 全年海报"
【VI设计】海报设计,https://task.epwk.com/468969/,240人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,海报设计,直接雇佣￥ 18000,￥ 18000,任务编号：468969,2000-2900.csv,,,,海报设计
【电商网站】基于ECShop二次开发B2C电商网站,https://task.epwk.com/468990/,334人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,基于ECShop二次开发B2C电商网站,直接雇佣￥ 1000,￥ 1000,任务编号：468990,2000-2900.csv,,,,"ECShop, B2C电商, 二次开发"
【企业官网】地域性竞赛网站,https://task.epwk.com/468994/,415人,1人,¥500,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,地域性竞赛网站,直接雇佣￥ 500,￥ 500,任务编号：468994,2000-2900.csv,,,,"地域性竞赛, 网站"
【企业官网】集团网站-子公司网站,https://task.epwk.com/468995/,216人,1人,¥300,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,集团网站-子公司网站,直接雇佣￥ 300,￥ 300,任务编号：468995,2000-2900.csv,,,,"集团网站, 子公司网站"
【企业官网】集团公司网站-地产事业部子站,https://task.epwk.com/468997/,327人,1人,¥600,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,集团公司网站-地产事业部子站,直接雇佣￥ 600,￥ 600,任务编号：468997,2000-2900.csv,,,,"集团公司网站, 地产事业部, 子站"
【企业官网】集团公司网站-主站,https://task.epwk.com/468998/,139人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,集团公司网站-主站,直接雇佣￥ 1200,￥ 1200,任务编号：468998,2000-2900.csv,,,,"集团公司网站, 主站"
【企业官网】游戏直播网站,https://task.epwk.com/468999/,112人,1人,¥500,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,游戏直播网站,直接雇佣￥ 500,￥ 500,任务编号：468999,2000-2900.csv,,,,"游戏直播, 网站"
【企业官网】集团公司网站-配套App，要求可以简单销售并打通子站和主站数据,https://task.epwk.com/469000/,185人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,集团公司网站-配套App，要求可以简单销售并打通子站和主站数据,直接雇佣￥ 2000,￥ 2000,任务编号：469000,2000-2900.csv,,,,"集团公司网站, 配套App, 数据打通"
【企业官网】门户网站PC端开发二期,https://task.epwk.com/469001/,238人,1人,¥500,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,门户网站PC端开发二期,直接雇佣￥ 500,￥ 500,任务编号：469001,2000-2900.csv,,,,"门户网站, PC端, 开发"
【企业官网】企业门户形象建站，具有完整的门户功能：首页+新闻+产品,https://task.epwk.com/469004/,341人,1人,¥300,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,企业门户形象建站，具有完整的门户功能：首页+新闻+产品,直接雇佣￥ 300,￥ 300,任务编号：469004,2000-2900.csv,,,,"企业门户, 门户功能, 首页, 新闻, 产品"
【企业官网】高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,https://task.epwk.com/469005/,385人,1人,¥600,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,直接雇佣￥ 600,￥ 600,任务编号：469005,2000-2900.csv,,,,"高端定制门户, HTML5制作, 浏览器兼容, 平板兼容, 手机兼容"
【企业官网】豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,https://task.epwk.com/469007/,166人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,直接雇佣￥ 1200,￥ 1200,任务编号：469007,2000-2900.csv,,,,"豪华定制网站, 特别功能, HTML5制作, 浏览器, 平板, 手机"
【企业官网】电商网站  B2C/B2B2C  PC/微信/App,https://task.epwk.com/469010/,142人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,电商网站  B2C/B2B2C  PC/微信/App,直接雇佣￥ 2000,￥ 2000,任务编号：469010,2000-2900.csv,,,,"电商网站, B2C, B2B2C, PC, 微信, App"
【企业官网】企业门户形象建站，具有完整的门户功能：首页+新闻+产品,https://task.epwk.com/469014/,237人,1人,¥300,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,企业门户形象建站，具有完整的门户功能：首页+新闻+产品,直接雇佣￥ 300,￥ 300,任务编号：469014,2000-2900.csv,,,,"企业门户, 门户功能, 首页, 新闻, 产品"
【企业官网】高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,https://task.epwk.com/469015/,244人,1人,¥600,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,直接雇佣￥ 600,￥ 600,任务编号：469015,2000-2900.csv,,,,"高端定制门户, HTML5制作, 浏览器兼容, 平板兼容, 手机兼容"
【企业官网】豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,https://task.epwk.com/469017/,195人,1人,"¥1,200",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,直接雇佣￥ 1200,￥ 1200,任务编号：469017,2000-2900.csv,,,,"豪华定制网站, 特别功能, HTML5制作, 浏览器, 平板, 手机"
【企业官网】电商网站  B2C/B2B2C  PC/微信/App,https://task.epwk.com/469018/,147人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,电商网站  B2C/B2B2C  PC/微信/App,直接雇佣￥ 2000,￥ 2000,任务编号：469018,2000-2900.csv,,,,"电商网站, B2C, B2B2C, PC, 微信, App"
【排版设计】40P杂志内页排版设计,https://task.epwk.com/469045/,242人,1人,¥720,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,40P杂志内页排版设计,直接雇佣￥ 720,￥ 720,任务编号：469045,2000-2900.csv,,,,"杂志内页, 排版设计"
【小程序开发】儿童乐园（TNWX）,https://task.epwk.com/469046/,285人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,儿童乐园（TNWX）,直接雇佣￥ 30000,￥ 30000,任务编号：469046,2000-2900.csv,,,,"儿童乐园, 微信公众号"
【小程序开发】大型商场综合收银管理系统（LH）（硬件定金）,https://task.epwk.com/469047/,223人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,大型商场综合收银管理系统（LH）（硬件定金）,直接雇佣￥ 30000,￥ 30000,任务编号：469047,2000-2900.csv,,,,"大型商场, 收银系统, 硬件"
【店铺装修】淘宝店铺装修设计,https://task.epwk.com/469048/,416人,1人,¥80,圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,淘宝店铺装修设计,直接雇佣￥ 80,￥ 80,任务编号：469048,2000-2900.csv,,,,"淘宝店铺, 装修设计"
【广告片/MV】制作工艺流程动画,https://task.epwk.com/469052/,255人,1人,"¥1,080",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,制作工艺流程动画,直接雇佣￥ 1080,￥ 1080,任务编号：469052,2000-2900.csv,,,,"制作工艺, 动画"
【广告片/MV】宣传片,https://task.epwk.com/469058/,454人,1人,"¥14,998",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,宣传片,直接雇佣￥ 14998,￥ 14998,任务编号：469058,2000-2900.csv,,,,宣传片
【APP开发】电子商城app开发,https://task.epwk.com/469059/,192人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,电子商城app开发,直接雇佣￥ 49999,￥ 49999,任务编号：469059,2000-2900.csv,,,,"电子商城, app开发"
【APP开发】电子商城app开发,https://task.epwk.com/469060/,204人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,电子商城app开发,直接雇佣￥ 49999,￥ 49999,任务编号：469060,2000-2900.csv,,,,"电子商城, app开发"
【APP开发】化妆品行业三级分销定制开发,https://task.epwk.com/469061/,195人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,化妆品行业三级分销定制开发,直接雇佣￥ 49999,￥ 49999,任务编号：469061,2000-2900.csv,,,,"化妆品行业, 三级分销, 定制开发"
【APP开发】化妆品行业三级分销定制开发,https://task.epwk.com/469062/,260人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,化妆品行业三级分销定制开发,直接雇佣￥ 49999,￥ 49999,任务编号：469062,2000-2900.csv,,,,"化妆品行业, 三级分销, 定制开发"
互联网企业LOGO方案,https://task.epwk.com/469067/,236人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,互联网企业LOGO方案,直接雇佣￥ 2000,￥ 2000,任务编号：469067,2000-2900.csv,,,,"互联网企业, LOGO设计, 企业标识"
【宣传册设计】画册设计,https://task.epwk.com/469073/,313人,1人,"¥8,500",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,画册设计,直接雇佣￥ 8500,￥ 8500,任务编号：469073,2000-2900.csv,,,,"画册, 设计"
【其他软件开发】影像平台处理软件一期,https://task.epwk.com/469077/,179人,1人,"¥35,000",圆满完成,https://task.epwk.com/page2362.html?m=6&o=7,影像平台处理软件一期,直接雇佣￥ 35000,￥ 35000,任务编号：469077,2000-2900.csv,,,,"影像平台, 处理软件, 一期"
【其他软件开发】影像平台处理软件二期,https://task.epwk.com/469079/,342人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,影像平台处理软件二期,直接雇佣￥ 48000,￥ 48000,任务编号：469079,2000-2900.csv,,,,"影像平台, 软件处理, 二期开发"
【企业官网】宣传展示型网站开发一期,https://task.epwk.com/469081/,216人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,宣传展示型网站开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：469081,2000-2900.csv,,,,"宣传展示型网站, 网站开发"
【企业官网】宣传展示型网站开发二期,https://task.epwk.com/469082/,250人,1人,"¥23,335",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,宣传展示型网站开发二期,直接雇佣￥ 23335,￥ 23335,任务编号：469082,2000-2900.csv,,,,"宣传展示型网站, 二期开发"
【测试服务】alm（项目生命周期管理） β版测试,https://task.epwk.com/469085/,1451人,1人,"¥25,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,alm（项目生命周期管理） β版测试,直接雇佣￥ 25000,￥ 25000,任务编号：469085,2000-2900.csv,,,,"项目生命周期管理, β版测试"
【企业官网】宣传展示型网站开发三期,https://task.epwk.com/469093/,281人,1人,"¥19,811",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,宣传展示型网站开发三期,直接雇佣￥ 19811,￥ 19811,任务编号：469093,2000-2900.csv,,,,"宣传展示型网站, 三期开发"
【企业官网】交流类APP开发,https://task.epwk.com/469096/,176人,1人,"¥33,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,交流类APP开发,直接雇佣￥ 33000,￥ 33000,任务编号：469096,2000-2900.csv,,,,"交流类APP, 开发"
【APP开发】VR直播APP建设,https://task.epwk.com/469100/,209人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,VR直播APP建设,直接雇佣￥ 50000,￥ 50000,任务编号：469100,2000-2900.csv,,,,"VR直播, APP建设"
【APP开发】3D扫描app开发,https://task.epwk.com/469101/,196人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,3D扫描app开发,直接雇佣￥ 50000,￥ 50000,任务编号：469101,2000-2900.csv,,,,"3D扫描, app开发"
帮忙弄一个混合声音的APP,https://task.epwk.com/469103/,110人,1人,"¥6,200",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,帮忙弄一个混合声音的APP,直接雇佣￥ 6200,￥ 6200,任务编号：469103,2000-2900.csv,,,,"混合声音, APP开发"
【APP开发】物流云平台项目开发,https://task.epwk.com/469104/,201人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,物流云平台项目开发,直接雇佣￥ 50000,￥ 50000,任务编号：469104,2000-2900.csv,,,,"物流云平台, 项目开发"
【APP开发】似花椒直播开发,https://task.epwk.com/469105/,369人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,似花椒直播开发,直接雇佣￥ 50000,￥ 50000,任务编号：469105,2000-2900.csv,,,,"花椒直播, 开发"
【后端开发】PHP程序写代码接口开发,https://task.epwk.com/469118/,1807人,1人,¥300,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,PHP程序写代码接口开发,直接雇佣￥ 300,￥ 300,任务编号：469118,2000-2900.csv,,,,"PHP程序, 接口开发"
【电商网站】橡胶制品电商平台开发,https://task.epwk.com/469119/,363人,1人,¥800,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,橡胶制品电商平台开发,直接雇佣￥ 800,￥ 800,任务编号：469119,2000-2900.csv,,,,"橡胶制品, 电商平台, 电商开发"
【电商网站】论坛开发,https://task.epwk.com/469121/,386人,1人,¥800,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,论坛开发,直接雇佣￥ 800,￥ 800,任务编号：469121,2000-2900.csv,,,,"论坛, 开发"
【电商网站】公司门户网站开发,https://task.epwk.com/469122/,833人,1人,¥800,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,公司门户网站开发,直接雇佣￥ 800,￥ 800,任务编号：469122,2000-2900.csv,,,,"公司网站, 门户网站开发"
国外网站制作,https://task.epwk.com/469123/,249人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,国外网站制作,直接雇佣￥ 50000,￥ 50000,任务编号：469123,2000-2900.csv,,,,"国外网站, 网站制作"
医学会议网站建设,https://task.epwk.com/469124/,190人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,医学会议网站建设,直接雇佣￥ 50000,￥ 50000,任务编号：469124,2000-2900.csv,,,,"医学会议, 网站建设"
【电商网站】外企门户网站升级,https://task.epwk.com/469125/,305人,1人,¥500,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,外企门户网站升级,直接雇佣￥ 500,￥ 500,任务编号：469125,2000-2900.csv,,,,"外企网站, 门户网站升级"
【FLASH制作】30秒MG动画片段制作,https://task.epwk.com/469127/,495人,1人,"¥4,500",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,30秒MG动画片段制作,直接雇佣￥ 4500,￥ 4500,任务编号：469127,2000-2900.csv,,,,"MG动画, 30秒, 片段制作"
分类信息网站制作,https://task.epwk.com/469134/,638人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,分类信息网站制作,直接雇佣￥ 50000,￥ 50000,任务编号：469134,2000-2900.csv,,,,"分类信息网站, 网站制作"
企业Html5网站制作,https://task.epwk.com/469135/,257人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,企业Html5网站制作,直接雇佣￥ 50000,￥ 50000,任务编号：469135,2000-2900.csv,,,,"企业网站, Html5, 网站制作"
"【LOGO设计】""成都久玺""LOGO设计",https://task.epwk.com/469138/,264人,1人,¥300,圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,"""成都久玺""LOGO设计",直接雇佣￥ 300,￥ 300,任务编号：469138,2000-2900.csv,,,,"成都久玺, LOGO设计"
【其他软件开发】IOS系统插件开发,https://task.epwk.com/469139/,277人,1人,"¥40,135",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,IOS系统插件开发,直接雇佣￥ 40135,￥ 40135,任务编号：469139,2000-2900.csv,,,,"IOS系统, 插件开发"
【关键词优化】春季新品SEO推广一期,https://task.epwk.com/469142/,294人,1人,"¥41,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,春季新品SEO推广一期,直接雇佣￥ 41000,￥ 41000,任务编号：469142,2000-2900.csv,,,,"春季新品, SEO推广, 一期"
【视频定制】微电影拍摄制作,https://task.epwk.com/469143/,568人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,微电影拍摄制作,直接雇佣￥ 50000,￥ 50000,任务编号：469143,2000-2900.csv,,,,"微电影, 拍摄, 制作"
【后期制作】微电影后期制作,https://task.epwk.com/469144/,1815人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,微电影后期制作,直接雇佣￥ 50000,￥ 50000,任务编号：469144,2000-2900.csv,,,,"微电影, 后期制作"
【小程序开发】游戏程序插件开发,https://task.epwk.com/469150/,229人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,游戏程序插件开发,直接雇佣￥ 49000,￥ 49000,任务编号：469150,2000-2900.csv,,,,"游戏程序, 插件开发"
【手游开发】手机游戏页面设计,https://task.epwk.com/469151/,423人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,手机游戏页面设计,直接雇佣￥ 14000,￥ 14000,任务编号：469151,2000-2900.csv,,,,"手机游戏, 页面设计"
APP界面设计,https://task.epwk.com/469158/,159人,1人,"¥2,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,APP界面设计,直接雇佣￥ 2000,￥ 2000,任务编号：469158,2000-2900.csv,,,,"APP界面, 设计"
物流电子商务平台开发源码,https://task.epwk.com/469161/,234人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2361.html?m=6&o=7,物流电子商务平台开发源码,直接雇佣￥ 49000,￥ 49000,任务编号：469161,2000-2900.csv,,,,"物流电子商务, 平台开发, 源码"
点餐APP开发 餐饮类外卖源码,https://task.epwk.com/469163/,124人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,点餐APP开发 餐饮类外卖源码,直接雇佣￥ 50000,￥ 50000,任务编号：469163,2000-2900.csv,,,,"点餐APP, 餐饮外卖, 源码"
【广告设计】广告设计,https://task.epwk.com/469164/,257人,1人,"¥39,820",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,广告设计,直接雇佣￥ 39820,￥ 39820,任务编号：469164,2000-2900.csv,,,,广告设计
app资讯类开发源码,https://task.epwk.com/469165/,185人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,app资讯类开发源码,直接雇佣￥ 50000,￥ 50000,任务编号：469165,2000-2900.csv,,,,"app资讯, 源码开发"
手机外接摄像头源码,https://task.epwk.com/469166/,340人,1人,"¥47,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,手机外接摄像头源码,直接雇佣￥ 47000,￥ 47000,任务编号：469166,2000-2900.csv,,,,"手机外接摄像头, 源码"
【VI设计】外贸公司VI设计,https://task.epwk.com/469167/,389人,1人,"¥31,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,外贸公司VI设计,直接雇佣￥ 31000,￥ 31000,任务编号：469167,2000-2900.csv,,,,"外贸公司, VI设计"
【APP开发】厦门游戏开发一期,https://task.epwk.com/469168/,221人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,厦门游戏开发一期,直接雇佣￥ 45000,￥ 45000,任务编号：469168,2000-2900.csv,,,,"游戏开发, 厦门"
【APP开发】厦门游戏开发二期,https://task.epwk.com/469170/,146人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,厦门游戏开发二期,直接雇佣￥ 45000,￥ 45000,任务编号：469170,2000-2900.csv,,,,"游戏开发, 二期"
【APP开发】外卖系统开发,https://task.epwk.com/469171/,238人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,外卖系统开发,直接雇佣￥ 40000,￥ 40000,任务编号：469171,2000-2900.csv,,,,"外卖系统, 开发"
利用spring做一个案例源码,https://task.epwk.com/469172/,238人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,利用spring做一个案例源码,直接雇佣￥ 48000,￥ 48000,任务编号：469172,2000-2900.csv,,,,"spring, 案例源码"
【VI设计】餐饮VI设计,https://task.epwk.com/469173/,150人,1人,"¥10,800",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,餐饮VI设计,直接雇佣￥ 10800,￥ 10800,任务编号：469173,2000-2900.csv,,,,餐饮VI设计
【宣传册设计】舞蹈室宣传册设计,https://task.epwk.com/469174/,351人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,舞蹈室宣传册设计,直接雇佣￥ 9000,￥ 9000,任务编号：469174,2000-2900.csv,,,,"舞蹈室, 宣传册, 设计"
【APP推广】设计类QQ群拉人假人+真人,https://task.epwk.com/469176/,866人,1人,¥50,圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,设计类QQ群拉人假人+真人,直接雇佣￥ 50,￥ 50,任务编号：469176,2000-2900.csv,,,,"QQ群拉人, 假人, 真人"
娱乐模板网站源码,https://task.epwk.com/469177/,72人,1人,"¥46,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,娱乐模板网站源码,直接雇佣￥ 46000,￥ 46000,任务编号：469177,2000-2900.csv,,,,"娱乐模板, 网站源码"
【APP推广】APP安卓市场下载+评论,https://task.epwk.com/469178/,226人,1人,¥200,圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,APP安卓市场下载+评论,直接雇佣￥ 200,￥ 200,任务编号：469178,2000-2900.csv,,,,"APP安卓市场, 下载, 评论"
食品app源码购买,https://task.epwk.com/469182/,77人,1人,"¥47,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,食品app源码购买,直接雇佣￥ 47000,￥ 47000,任务编号：469182,2000-2900.csv,,,,"食品app, 源码购买"
【商业提案】文案编写,https://task.epwk.com/469188/,205人,1人,"¥8,850",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,文案编写,直接雇佣￥ 8850,￥ 8850,任务编号：469188,2000-2900.csv,,,,文案编写
【APP开发】使用安卓平台开发一个大屏幕的触摸软件,https://task.epwk.com/469198/,276人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,使用安卓平台开发一个大屏幕的触摸软件,直接雇佣￥ 1000,￥ 1000,任务编号：469198,2000-2900.csv,,,,"安卓开发, 大屏幕触摸软件"
【LOGO设计】岛上女鞋LOGO设计,https://task.epwk.com/469207/,142人,1人,"¥9,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,岛上女鞋LOGO设计,直接雇佣￥ 9000,￥ 9000,任务编号：469207,2000-2900.csv,,,,"岛上女鞋, LOGO设计"
【广告设计】杭州恒大公寓策划方案,https://task.epwk.com/469209/,243人,1人,"¥12,800",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,杭州恒大公寓策划方案,直接雇佣￥ 12800,￥ 12800,任务编号：469209,2000-2900.csv,,,,"杭州恒大公寓, 策划方案, 公寓设计"
【其他工业设计】恒丰洪湖大酒店设计方案,https://task.epwk.com/469210/,1499人,1人,"¥11,200",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,恒丰洪湖大酒店设计方案,直接雇佣￥ 11200,￥ 11200,任务编号：469210,2000-2900.csv,,,,"恒丰洪湖大酒店, 设计方案"
【小程序开发】按照开发文档开发,https://task.epwk.com/469215/,290人,1人,¥500,圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,按照开发文档开发,直接雇佣￥ 500,￥ 500,任务编号：469215,2000-2900.csv,,,,"开发文档, 开发"
【VI设计】撸撸粉宣传整体VI物料设计,https://task.epwk.com/469217/,254人,1人,"¥7,500",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,撸撸粉宣传整体VI物料设计,直接雇佣￥ 7500,￥ 7500,任务编号：469217,2000-2900.csv,,,,"撸撸粉, VI设计, 宣传物料"
【小程序开发】信息管理系统开发,https://task.epwk.com/469220/,279人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2360.html?m=6&o=7,信息管理系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：469220,2000-2900.csv,,,,"信息管理系统, 系统开发"
