标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【产品外观设计】高端新国潮眼镜外观创意设计,https://task.epwk.com/992192/,830人,1人,"¥3,000",圆满完成,,高端新国潮眼镜外观创意设计,直接雇佣￥ 3000,￥ 3000,任务编号：992192,0-88.csv,,,,"高端国潮眼镜, 外观设计, 创意设计"
【手机网站】网站定制开发,https://task.epwk.com/992214/,259人,1人,"¥4,300",圆满完成,,网站定制开发,直接雇佣￥ 4300,￥ 4300,任务编号：992214,0-88.csv,,,,"网站定制, 开发"
【网站二次开发】商城二次开发,https://task.epwk.com/992244/,284人,1人,"¥5,000",圆满完成,,商城二次开发,直接雇佣￥ 5000,￥ 5000,任务编号：992244,0-88.csv,,,,商城二次开发
【网站二次开发】小程序预约功能,https://task.epwk.com/992249/,235人,1人,"¥3,000",圆满完成,,小程序预约功能,直接雇佣￥ 3000,￥ 3000,任务编号：992249,0-88.csv,,,,"小程序, 预约功能"
【彩页设计】2022年4月刊设计排版,https://task.epwk.com/992305/,200人,1人,"¥8,448",圆满完成,,2022年4月刊设计排版,直接雇佣￥ 8448,￥ 8448,任务编号：992305,0-88.csv,,,,"2022年4月刊, 设计排版"
【LOGO设计】LOGO设计,https://task.epwk.com/992406/,256人,1人,"¥4,980",圆满完成,,LOGO设计,直接雇佣￥ 4980,￥ 4980,任务编号：992406,0-88.csv,,,,LOGO设计
【小程序开发】基于客户提供的人人商城上做后续开发,https://task.epwk.com/992562/,246人,1人,"¥6,000",圆满完成,,基于客户提供的人人商城上做后续开发,直接雇佣￥ 6000,￥ 6000,任务编号：992562,0-88.csv,,,,"人人商城, 后续开发, 商城系统"
【响应式网站】H5前端页面html+css+js,https://task.epwk.com/992577/,1074人,1人,¥380,圆满完成,,H5前端页面html+css+js,直接雇佣￥ 380,￥ 380,任务编号：992577,0-88.csv,,,,"H5前端页面, html, css, js"
【小程序开发】小程序维护,https://task.epwk.com/992605/,933人,1人,¥150,圆满完成,,小程序维护,直接雇佣￥ 150,￥ 150,任务编号：992605,0-88.csv,,,,小程序维护
【软件UI设计】UI设计,https://task.epwk.com/992707/,367人,1人,"¥2,000",圆满完成,,UI设计,直接雇佣￥ 2000,￥ 2000,任务编号：992707,0-88.csv,,,,UI设计
【LOGO设计】设计公司标志,https://task.epwk.com/992879/,276人,1人,"¥3,500",圆满完成,,设计公司标志,直接雇佣￥ 3500,￥ 3500,任务编号：992879,0-88.csv,,,,"公司标志, 标志设计"
【APP开发】图像识别软件开发三期,https://task.epwk.com/992977/,216人,1人,"¥20,000",圆满完成,,图像识别软件开发三期,直接雇佣￥ 20000,￥ 20000,任务编号：992977,0-88.csv,,,,"图像识别, 软件开发, 三期"
【LOGO设计】LOGO修改,https://task.epwk.com/993076/,269人,1人,¥75,圆满完成,,LOGO修改,直接雇佣￥ 75,￥ 75,任务编号：993076,0-88.csv,,,,"LOGO, 修改"
【APP开发】休闲体育赛事资讯开发【三期】,https://task.epwk.com/993259/,286人,1人,"¥15,000",圆满完成,,休闲体育赛事资讯开发【三期】,直接雇佣￥ 15000,￥ 15000,任务编号：993259,0-88.csv,,,,"休闲体育, 赛事资讯, 三期开发"
【包装设计】茯苓、枣片、百合标签设计,https://task.epwk.com/993274/,332人,1人,"¥1,200",圆满完成,,茯苓、枣片、百合标签设计,直接雇佣￥ 1200,￥ 1200,任务编号：993274,0-88.csv,,,,"茯苓, 枣片, 百合标签设计"
【详情页设计】保温壶详情页设计,https://task.epwk.com/993508/,296人,1人,¥75,圆满完成,,保温壶详情页设计,直接雇佣￥ 75,￥ 75,任务编号：993508,0-88.csv,,,,"保温壶, 详情页设计"
【企业宣传片】AE,https://task.epwk.com/993542/,267人,1人,"¥1,000",圆满完成,,AE,直接雇佣￥ 1000,￥ 1000,任务编号：993542,0-88.csv,,,,"AE, 动画设计"
【网站UI设计】网站设计,https://task.epwk.com/993604/,2314人,1人,¥600,圆满完成,,网站设计,直接雇佣￥ 600,￥ 600,任务编号：993604,0-88.csv,,,,网站设计
【网站UI设计】网站设计,https://task.epwk.com/993606/,2352人,1人,¥600,圆满完成,,网站设计,直接雇佣￥ 600,￥ 600,任务编号：993606,0-88.csv,,,,网站设计
【其他工具软件】喷涂机对接程序开发,https://task.epwk.com/993699/,213人,1人,"¥4,000",圆满完成,,喷涂机对接程序开发,直接雇佣￥ 4000,￥ 4000,任务编号：993699,0-88.csv,,,,"喷涂机, 程序开发, 对接"
【运维服务】软件开发,https://task.epwk.com/993872/,604人,1人,"¥3,100",圆满完成,,软件开发,直接雇佣￥ 3100,￥ 3100,任务编号：993872,0-88.csv,,,,软件开发
【脚本开发】图形图像大小,https://task.epwk.com/993992/,1388人,1人,¥600,圆满完成,,图形图像大小,直接雇佣￥ 600,￥ 600,任务编号：993992,0-88.csv,,,,"图形图像, 大小"
【宣传册设计】宣传册设计,https://task.epwk.com/993993/,379人,1人,¥800,圆满完成,,宣传册设计,直接雇佣￥ 800,￥ 800,任务编号：993993,0-88.csv,,,,"宣传册, 设计"
【手游开发】手游后端+后台开发,https://task.epwk.com/994007/,485人,1人,"¥12,000",圆满完成,,手游后端+后台开发,直接雇佣￥ 12000,￥ 12000,任务编号：994007,0-88.csv,,,,"手游后端, 后台开发"
【LOGO设计】梅花鹿logo制作,https://task.epwk.com/994011/,343人,1人,¥500,圆满完成,,梅花鹿logo制作,直接雇佣￥ 500,￥ 500,任务编号：994011,0-88.csv,,,,"梅花鹿, logo"
【其他工业设计】渲染5张声波牙刷图，5个场景,https://task.epwk.com/994140/,834人,1人,¥300,圆满完成,,渲染5张声波牙刷图，5个场景,直接雇佣￥ 300,￥ 300,任务编号：994140,0-88.csv,,,,"声波牙刷, 图片渲染, 场景设计"
【APP开发】无忧管家系统===多商户商城/家政/装修/招投标,https://task.epwk.com/994227/,301人,1人,"¥4,800",圆满完成,,无忧管家系统===多商户商城/家政/装修/招投标,直接雇佣￥ 4800,￥ 4800,任务编号：994227,0-88.csv,,,,"无忧管家系统, 多商户商城, 家政, 装修, 招投标"
【彩页设计】杂志设计排版,https://task.epwk.com/994299/,219人,1人,"¥7,680",圆满完成,,杂志设计排版,直接雇佣￥ 7680,￥ 7680,任务编号：994299,0-88.csv,,,,"杂志设计, 排版设计"
【运维服务】4月运维技术支持云费用,https://task.epwk.com/994380/,717人,1人,"¥49,999",圆满完成,,4月运维技术支持云费用,直接雇佣￥ 49999,￥ 49999,任务编号：994380,0-88.csv,,,,"运维支持, 云费用"
【其他工业设计】产品渲染,https://task.epwk.com/994439/,784人,1人,¥100,圆满完成,,产品渲染,直接雇佣￥ 100,￥ 100,任务编号：994439,0-88.csv,,,,产品渲染
【书籍装帧】彩印书籍设计,https://task.epwk.com/994468/,376人,1人,"¥9,900",圆满完成,,彩印书籍设计,直接雇佣￥ 9900,￥ 9900,任务编号：994468,0-88.csv,,,,"彩印书籍, 设计"
【运维服务】4月人工开支费用,https://task.epwk.com/994567/,526人,1人,"¥9,999",圆满完成,,4月人工开支费用,直接雇佣￥ 9999,￥ 9999,任务编号：994567,0-88.csv,,,,"人工开支, 费用"
【LOGO设计】商标设计,https://task.epwk.com/994609/,252人,1人,"¥5,000",圆满完成,,商标设计,直接雇佣￥ 5000,￥ 5000,任务编号：994609,0-88.csv,,,,商标设计
【网站UI设计】【黑羽网络】量身设计/KV设计/LOGO设计/海报设计/,https://task.epwk.com/994629/,1997人,1人,¥500,圆满完成,,【黑羽网络】量身设计/KV设计/LOGO设计/海报设计/,直接雇佣￥ 500,￥ 500,任务编号：994629,0-88.csv,,,,"黑羽网络, KV设计, LOGO设计, 海报设计"
【数据采集】信息采集比对和导出,https://task.epwk.com/994636/,838人,1人,¥800,圆满完成,,信息采集比对和导出,直接雇佣￥ 800,￥ 800,任务编号：994636,0-88.csv,,,,"信息采集, 数据比对, 数据导出"
【商城建设】仿一个商城网站,https://task.epwk.com/994651/,528人,1人,"¥40,000",圆满完成,,仿一个商城网站,直接雇佣￥ 40000,￥ 40000,任务编号：994651,0-88.csv,,,,"商城网站, 仿站"
【详情页设计】满足我的修改要求,https://task.epwk.com/994702/,401人,1人,¥30,圆满完成,,满足我的修改要求,直接雇佣￥ 30,￥ 30,任务编号：994702,0-88.csv,,,,"修改要求, 任务需求"
【宣传册设计】产品宣传画册,https://task.epwk.com/994708/,297人,1人,"¥5,632",圆满完成,,产品宣传画册,直接雇佣￥ 5632,￥ 5632,任务编号：994708,0-88.csv,,,,"产品宣传, 画册设计"
【定制开发】仿制共富天下app,https://task.epwk.com/994774/,278人,1人,"¥4,000",圆满完成,,仿制共富天下app,直接雇佣￥ 4000,￥ 4000,任务编号：994774,0-88.csv,,,,"共富天下, app仿制"
【包装设计】网站轮播图设计三张,https://task.epwk.com/994841/,348人,1人,¥500,圆满完成,,网站轮播图设计三张,直接雇佣￥ 500,￥ 500,任务编号：994841,0-88.csv,,,,"网站轮播图, 设计, 三张"
【LOGO设计】奶茶店logo设计,https://task.epwk.com/994856/,310人,1人,"¥2,000",圆满完成,,奶茶店logo设计,直接雇佣￥ 2000,￥ 2000,任务编号：994856,0-88.csv,,,,"奶茶店, logo设计"
【LOGO设计】小食LOGO设计,https://task.epwk.com/994892/,275人,1人,"¥3,600",圆满完成,,小食LOGO设计,直接雇佣￥ 3600,￥ 3600,任务编号：994892,0-88.csv,,,,"小食, LOGO设计"
【其他管理软件】业务应用系统开发二期,https://task.epwk.com/995065/,738人,1人,"¥25,000",圆满完成,,业务应用系统开发二期,直接雇佣￥ 25000,￥ 25000,任务编号：995065,0-88.csv,,,,"业务应用系统, 系统开发, 二期"
【包装设计】系列产品包装设计,https://task.epwk.com/995089/,279人,1人,"¥6,000",圆满完成,,系列产品包装设计,直接雇佣￥ 6000,￥ 6000,任务编号：995089,0-88.csv,,,,"系列产品包装, 设计"
【书籍装帧】2022年5月刊设计,https://task.epwk.com/995171/,314人,1人,"¥8,500",圆满完成,,2022年5月刊设计,直接雇佣￥ 8500,￥ 8500,任务编号：995171,0-88.csv,,,,"2022年5月刊, 设计"
【响应式网站】H5前端页面切图html+css+js,https://task.epwk.com/995191/,400人,1人,¥300,圆满完成,,H5前端页面切图html+css+js,直接雇佣￥ 300,￥ 300,任务编号：995191,0-88.csv,,,,"H5页面, html, css, js"
【包装设计】凉拌饸络包装盒,https://task.epwk.com/995195/,254人,1人,¥500,圆满完成,,凉拌饸络包装盒,直接雇佣￥ 500,￥ 500,任务编号：995195,0-88.csv,,,,"凉拌饸络, 包装盒"
【3D建模】精模建模,https://task.epwk.com/995214/,997人,1人,¥500,圆满完成,,精模建模,直接雇佣￥ 500,￥ 500,任务编号：995214,0-88.csv,,,,"精模建模, 3D建模"
【VI设计】企业vi设计套餐G,https://task.epwk.com/995220/,318人,1人,"¥13,800",圆满完成,,企业vi设计套餐G,直接雇佣￥ 13800,￥ 13800,任务编号：995220,0-88.csv,,,,"企业vi设计, 套餐"
【园林设计】要求店面设计布局软装有：炸鸡冷饮区，零食区，打印复印区。,https://task.epwk.com/995256/,266人,1人,¥150,圆满完成,,要求店面设计布局软装有：炸鸡冷饮区，零食区，打印复印区。,直接雇佣￥ 150,￥ 150,任务编号：995256,0-88.csv,,,,"店面设计布局, 软装, 炸鸡冷饮区, 零食区, 打印复印区"
【LOGO设计】设计LOGO,https://task.epwk.com/995278/,256人,1人,"¥1,800",圆满完成,,设计LOGO,直接雇佣￥ 1800,￥ 1800,任务编号：995278,0-88.csv,,,,LOGO设计
【宣传册设计】医疗行业微流控芯片，POCT.  体外诊断OEM制造,https://task.epwk.com/995308/,314人,1人,"¥1,000",圆满完成,,医疗行业微流控芯片，POCT.  体外诊断OEM制造,直接雇佣￥ 1000,￥ 1000,任务编号：995308,0-88.csv,,,,"医疗行业, 微流控芯片, POCT, 体外诊断, OEM制造"
【包装设计】产品彩盒包装设计,https://task.epwk.com/995318/,265人,1人,¥100,圆满完成,,产品彩盒包装设计,直接雇佣￥ 100,￥ 100,任务编号：995318,0-88.csv,,,,"产品彩盒, 包装设计"
【其他工业设计】渲染产品,https://task.epwk.com/995319/,732人,1人,¥100,圆满完成,,渲染产品,直接雇佣￥ 100,￥ 100,任务编号：995319,0-88.csv,,,,产品渲染
【响应式网站】H5前端页面切图html+css+js,https://task.epwk.com/995352/,581人,1人,¥50,圆满完成,,H5前端页面切图html+css+js,直接雇佣￥ 50,￥ 50,任务编号：995352,0-88.csv,,,,"H5页面, html, css, js"
【其他软件开发】前端和后端开发,https://task.epwk.com/995357/,300人,1人,"¥2,500",圆满完成,,前端和后端开发,直接雇佣￥ 2500,￥ 2500,任务编号：995357,0-88.csv,,,,"前端开发, 后端开发"
【响应式网站】www.zhongqicai.cn开发,https://task.epwk.com/995405/,872人,1人,¥300,圆满完成,,www.zhongqicai.cn开发,直接雇佣￥ 300,￥ 300,任务编号：995405,0-88.csv,,,,"网站开发, 企业网站"
【其他软件开发】喷码机Modbus对接第二笔费用托管,https://task.epwk.com/995653/,267人,1人,"¥10,000",圆满完成,,喷码机Modbus对接第二笔费用托管,直接雇佣￥ 10000,￥ 10000,任务编号：995653,0-88.csv,,,,"喷码机, Modbus对接, 费用托管"
【LOGO设计】品牌LOGO设计,https://task.epwk.com/995695/,257人,1人,¥350,圆满完成,,品牌LOGO设计,直接雇佣￥ 350,￥ 350,任务编号：995695,0-88.csv,,,,"品牌LOGO, 设计"
【LOGO设计】品牌LOGO设计,https://task.epwk.com/995725/,253人,1人,¥345,圆满完成,,品牌LOGO设计,直接雇佣￥ 345,￥ 345,任务编号：995725,0-88.csv,,,,"品牌LOGO, 设计"
【包装设计】茶叶系列包装设计,https://task.epwk.com/995733/,315人,1人,"¥5,850",圆满完成,,茶叶系列包装设计,直接雇佣￥ 5850,￥ 5850,任务编号：995733,0-88.csv,,,,"茶叶包装, 设计"
【包装设计】猫砂，撞色包装设计,https://task.epwk.com/995772/,315人,1人,¥700,圆满完成,,猫砂，撞色包装设计,直接雇佣￥ 700,￥ 700,任务编号：995772,0-88.csv,,,,"猫砂, 撞色包装设计"
【H5开发】可视化页面前端+绑接口开发,https://task.epwk.com/995872/,287人,1人,"¥2,000",圆满完成,,可视化页面前端+绑接口开发,直接雇佣￥ 2000,￥ 2000,任务编号：995872,0-88.csv,,,,"可视化页面, 前端开发, 接口绑定"
【其他软件开发】技能大赛系统,https://task.epwk.com/995898/,240人,1人,"¥20,000",圆满完成,,技能大赛系统,直接雇佣￥ 20000,￥ 20000,任务编号：995898,0-88.csv,,,,"技能大赛, 系统"
【详情页设计】设计出ppt,https://task.epwk.com/996097/,97人,1人,¥200,圆满完成,,设计出ppt,直接雇佣￥ 200,￥ 200,任务编号：996097,0-88.csv,,,,PPT设计
【手游开发】现有游戏,https://task.epwk.com/996375/,275人,1人,"¥5,000",圆满完成,,现有游戏,直接雇佣￥ 5000,￥ 5000,任务编号：996375,0-88.csv,,,,游戏
【手游开发】现有游戏1,https://task.epwk.com/996386/,280人,1人,"¥30,000",圆满完成,,现有游戏1,直接雇佣￥ 30000,￥ 30000,任务编号：996386,0-88.csv,,,,游戏
【海报设计】平面包月,https://task.epwk.com/996415/,390人,1人,"¥2,400",圆满完成,,平面包月,直接雇佣￥ 2400,￥ 2400,任务编号：996415,0-88.csv,,,,"面包, 月"
【LOGO设计】汇银资本logo升级,https://task.epwk.com/996416/,326人,1人,"¥1,000",圆满完成,,汇银资本logo升级,直接雇佣￥ 1000,￥ 1000,任务编号：996416,0-88.csv,,,,"汇银资本, logo升级"
【彩页设计】产品画册,https://task.epwk.com/996444/,131人,1人,"¥3,600",圆满完成,,产品画册,直接雇佣￥ 3600,￥ 3600,任务编号：996444,0-88.csv,,,,产品画册
【手机网站】手机pc自适应页面搜索功能,https://task.epwk.com/996476/,548人,1人,¥700,圆满完成,,手机pc自适应页面搜索功能,直接雇佣￥ 700,￥ 700,任务编号：996476,0-88.csv,,,,"手机pc自适应, 搜索功能"
【定制开发】外包网站,https://task.epwk.com/996488/,302人,1人,"¥3,000",圆满完成,,外包网站,直接雇佣￥ 3000,￥ 3000,任务编号：996488,0-88.csv,,,,网站外包
【网站二次开发】第一期需求测试,https://task.epwk.com/996492/,259人,1人,"¥1,500",圆满完成,,第一期需求测试,直接雇佣￥ 1500,￥ 1500,任务编号：996492,0-88.csv,,,,第一期需求测试
【APP开发】app定制开发,https://task.epwk.com/996587/,206人,1人,"¥5,000",圆满完成,,app定制开发,直接雇佣￥ 5000,￥ 5000,任务编号：996587,0-88.csv,,,,"app定制, 软件开发"
【APP开发】图像识别软件开发四期,https://task.epwk.com/996643/,195人,1人,"¥5,000",圆满完成,,图像识别软件开发四期,直接雇佣￥ 5000,￥ 5000,任务编号：996643,0-88.csv,,,,"图像识别, 软件开发, 四期"
【VI设计】设计企业VI,https://task.epwk.com/996802/,239人,1人,"¥9,680",圆满完成,,设计企业VI,直接雇佣￥ 9680,￥ 9680,任务编号：996802,0-88.csv,,,,"企业VI设计, VI系统"
【企业官网】2期业务，排版2个页面，不需要响应式，分开排版即可,https://task.epwk.com/996810/,1210人,1人,¥300,圆满完成,,2期业务，排版2个页面，不需要响应式，分开排版即可,直接雇佣￥ 300,￥ 300,任务编号：996810,0-88.csv,,,,"2期业务, 页面排版, 分开排版"
【排版设计】5月期刊排版设计,https://task.epwk.com/996813/,135人,1人,"¥7,656",圆满完成,,5月期刊排版设计,直接雇佣￥ 7656,￥ 7656,任务编号：996813,0-88.csv,,,,"期刊排版, 设计"
【物联网】智能快递柜集成电路开发,https://task.epwk.com/996893/,594人,1人,"¥10,400",圆满完成,,智能快递柜集成电路开发,直接雇佣￥ 10400,￥ 10400,任务编号：996893,0-88.csv,,,,"智能快递柜, 集成电路"
【其他软件开发】图像识别软件开发尾款,https://task.epwk.com/997036/,226人,1人,"¥10,000",圆满完成,,图像识别软件开发尾款,直接雇佣￥ 10000,￥ 10000,任务编号：997036,0-88.csv,,,,"图像识别, 软件开发"
【采集工具】短视频平台直播间采集私信艾特(第一期),https://task.epwk.com/997060/,97人,1人,"¥14,500",圆满完成,,短视频平台直播间采集私信艾特(第一期),直接雇佣￥ 14500,￥ 14500,任务编号：997060,0-88.csv,,,,"短视频平台, 直播间, 私信艾特"
【小程序开发】小程序修改,https://task.epwk.com/997082/,1047人,1人,¥800,圆满完成,,小程序修改,直接雇佣￥ 800,￥ 800,任务编号：997082,0-88.csv,,,,"小程序, 修改"
【其他软件开发】京东价格监控软件开发,https://task.epwk.com/997400/,224人,1人,"¥6,000",圆满完成,,京东价格监控软件开发,直接雇佣￥ 6000,￥ 6000,任务编号：997400,0-88.csv,,,,"价格监控, 京东, 软件开发"
【脚本开发】js文件解密,https://task.epwk.com/997581/,568人,1人,"¥10,000",圆满完成,,js文件解密,直接雇佣￥ 10000,￥ 10000,任务编号：997581,0-88.csv,,,,js文件解密
【包装设计】IP设计三套动作,https://task.epwk.com/997670/,310人,1人,"¥1,000",圆满完成,,IP设计三套动作,直接雇佣￥ 1000,￥ 1000,任务编号：997670,0-88.csv,,,,"IP设计, 动作设计"
【企业宣传片】企业宣传片摄制,https://task.epwk.com/997676/,177人,1人,"¥43,250",圆满完成,,企业宣传片摄制,直接雇佣￥ 43250,￥ 43250,任务编号：997676,0-88.csv,,,,"企业宣传片, 摄制"
【其他网站】商城网站开发,https://task.epwk.com/997681/,251人,1人,"¥38,000",圆满完成,,商城网站开发,直接雇佣￥ 38000,￥ 38000,任务编号：997681,0-88.csv,,,,"商城网站, 开发"
【其他软件开发】短视频平台直播间采集私信艾特(第二期),https://task.epwk.com/997759/,223人,1人,"¥6,000",圆满完成,,短视频平台直播间采集私信艾特(第二期),直接雇佣￥ 6000,￥ 6000,任务编号：997759,0-88.csv,,,,"短视频平台, 直播间, 私信艾特"
【APP开发】app定制开发尾款,https://task.epwk.com/997767/,256人,1人,"¥10,000",圆满完成,,app定制开发尾款,直接雇佣￥ 10000,￥ 10000,任务编号：997767,0-88.csv,,,,"app定制, 开发尾款"
【定制开发】防伪查询系统,https://task.epwk.com/997871/,220人,1人,"¥4,000",圆满完成,,防伪查询系统,直接雇佣￥ 4000,￥ 4000,任务编号：997871,0-88.csv,,,,"防伪查询, 系统"
【采集工具】短视频平台直播间采集私信艾特(第三期),https://task.epwk.com/997893/,143人,1人,"¥4,000",圆满完成,,短视频平台直播间采集私信艾特(第三期),直接雇佣￥ 4000,￥ 4000,任务编号：997893,0-88.csv,,,,"短视频平台, 直播间, 私信艾特"
【网站UI设计】数字藏品八个界面设计,https://task.epwk.com/998094/,283人,1人,"¥1,200",圆满完成,,数字藏品八个界面设计,直接雇佣￥ 1200,￥ 1200,任务编号：998094,0-88.csv,,,,"数字藏品, 界面设计"
【软件UI设计】ui设计,https://task.epwk.com/998099/,280人,1人,"¥2,000",圆满完成,,ui设计,直接雇佣￥ 2000,￥ 2000,任务编号：998099,0-88.csv,,,,UI设计
【APP开发】筛选软件开发,https://task.epwk.com/998140/,303人,1人,"¥2,000",圆满完成,,筛选软件开发,直接雇佣￥ 2000,￥ 2000,任务编号：998140,0-88.csv,,,,"软件开发, 筛选"
【后端开发】修改电商系统,https://task.epwk.com/998141/,604人,1人,"¥5,000",圆满完成,,修改电商系统,直接雇佣￥ 5000,￥ 5000,任务编号：998141,0-88.csv,,,,"电商系统, 修改"
【小程序开发】小程序前端功能开发+接口绑定,https://task.epwk.com/998179/,255人,1人,"¥7,000",圆满完成,,小程序前端功能开发+接口绑定,直接雇佣￥ 7000,￥ 7000,任务编号：998179,0-88.csv,,,,"小程序前端, 接口绑定"
【其他软件开发】小程序后台管理+小程序接口开发,https://task.epwk.com/998228/,317人,1人,"¥8,000",圆满完成,,小程序后台管理+小程序接口开发,直接雇佣￥ 8000,￥ 8000,任务编号：998228,0-88.csv,,,,"小程序后台管理, 小程序接口开发"
【企业官网】网站新闻,https://task.epwk.com/998234/,193人,1人,"¥1,230",圆满完成,,网站新闻,直接雇佣￥ 1230,￥ 1230,任务编号：998234,0-88.csv,,,,网站新闻
【APP开发】需要拼多多数据,https://task.epwk.com/998573/,607人,1人,¥800,圆满完成,,需要拼多多数据,直接雇佣￥ 800,￥ 800,任务编号：998573,0-88.csv,,,,拼多多数据
【网站UI设计】ui设计,https://task.epwk.com/998574/,300人,1人,"¥1,200",圆满完成,,ui设计,直接雇佣￥ 1200,￥ 1200,任务编号：998574,0-88.csv,,,,UI设计
【分销管理软件】分销管理软件开发一期,https://task.epwk.com/998769/,502人,1人,"¥30,000",圆满完成,,分销管理软件开发一期,直接雇佣￥ 30000,￥ 30000,任务编号：998769,0-88.csv,,,,"分销管理, 软件开发, 一期"
【其他软件开发】无效链接检测定制,https://task.epwk.com/998956/,297人,1人,"¥1,800",圆满完成,,无效链接检测定制,直接雇佣￥ 1800,￥ 1800,任务编号：998956,0-88.csv,,,,"无效链接检测, 定制"
【小程序开发】参靠app做的小程序预付款,https://task.epwk.com/998967/,110人,1人,"¥3,000",圆满完成,,参靠app做的小程序预付款,直接雇佣￥ 3000,￥ 3000,任务编号：998967,0-88.csv,,,,"小程序预付款, 参考app"
【定制开发】网站平台开发,https://task.epwk.com/999010/,355人,1人,"¥14,680",圆满完成,,网站平台开发,直接雇佣￥ 14680,￥ 14680,任务编号：999010,0-88.csv,,,,"网站平台, 开发"
【宣传策划】在原有订单基础上增加PPT视频页面,https://task.epwk.com/999076/,253人,1人,¥200,圆满完成,,在原有订单基础上增加PPT视频页面,直接雇佣￥ 200,￥ 200,任务编号：999076,0-88.csv,,,,"原有订单, PPT视频页面"
【包装设计】狗粮外包装设计,https://task.epwk.com/999088/,338人,1人,"¥1,200",圆满完成,,狗粮外包装设计,直接雇佣￥ 1200,￥ 1200,任务编号：999088,0-88.csv,,,,"狗粮包装, 设计"
【其他网站】网站搭建,https://task.epwk.com/999116/,271人,1人,"¥12,000",圆满完成,,网站搭建,直接雇佣￥ 12000,￥ 12000,任务编号：999116,0-88.csv,,,,"网站搭建, 网站设计, 网站开发"
【LOGO设计】logo设计,https://task.epwk.com/999213/,273人,1人,"¥3,980",圆满完成,,logo设计,直接雇佣￥ 3980,￥ 3980,任务编号：999213,0-88.csv,,,,logo设计
【财务管理系统】财务管理系统开发一期,https://task.epwk.com/999223/,513人,1人,"¥32,011",圆满完成,,财务管理系统开发一期,直接雇佣￥ 32011,￥ 32011,任务编号：999223,0-88.csv,,,,"财务管理系统, 一期开发"
【小程序开发】人脸识别小程序,https://task.epwk.com/999231/,102人,1人,"¥3,500",圆满完成,,人脸识别小程序,直接雇佣￥ 3500,￥ 3500,任务编号：999231,0-88.csv,,,,"人脸识别, 小程序"
【包装设计】多门店商城轮播图设计,https://task.epwk.com/999233/,253人,1人,¥400,圆满完成,,多门店商城轮播图设计,直接雇佣￥ 400,￥ 400,任务编号：999233,0-88.csv,,,,"多门店商城, 轮播图设计"
【VI设计】VI套餐G+包装套餐六,https://task.epwk.com/999238/,290人,1人,"¥19,680",圆满完成,,VI套餐G+包装套餐六,直接雇佣￥ 19680,￥ 19680,任务编号：999238,0-88.csv,,,,"VI设计, 包装设计"
【彩页设计】宣传册排版设计,https://task.epwk.com/999278/,192人,1人,"¥9,600",圆满完成,,宣传册排版设计,直接雇佣￥ 9600,￥ 9600,任务编号：999278,0-88.csv,,,,"宣传册, 排版设计"
【排版设计】使用手册,https://task.epwk.com/999381/,103人,1人,"¥5,450",圆满完成,,使用手册,直接雇佣￥ 5450,￥ 5450,任务编号：999381,0-88.csv,,,,使用手册
【LOGO设计】安保公司LOGO及基础VI设计,https://task.epwk.com/999458/,259人,1人,"¥6,000",圆满完成,,安保公司LOGO及基础VI设计,直接雇佣￥ 6000,￥ 6000,任务编号：999458,0-88.csv,,,,"安保公司, LOGO, VI设计"
【运维服务】5月人工开支费用,https://task.epwk.com/999519/,476人,1人,"¥22,222",圆满完成,,5月人工开支费用,直接雇佣￥ 22222,￥ 22222,任务编号：999519,0-88.csv,,,,"人工开支, 5月费用"
【IT解决方案】5月就解决方案支费用,https://task.epwk.com/999520/,493人,1人,"¥40,000",圆满完成,,5月就解决方案支费用,直接雇佣￥ 40000,￥ 40000,任务编号：999520,0-88.csv,,,,"解决方案, 费用"
【网站二次开发】第二期工作,https://task.epwk.com/999540/,235人,1人,"¥1,500",圆满完成,,第二期工作,直接雇佣￥ 1500,￥ 1500,任务编号：999540,0-88.csv,,,,第二期工作
【定制开发】性格测试,https://task.epwk.com/999572/,291人,1人,"¥3,000",圆满完成,,性格测试,直接雇佣￥ 3000,￥ 3000,任务编号：999572,0-88.csv,,,,性格测试
【小程序开发】题库小程序开发,https://task.epwk.com/999634/,84人,1人,"¥3,000",圆满完成,,题库小程序开发,直接雇佣￥ 3000,￥ 3000,任务编号：999634,0-88.csv,,,,"题库小程序, 开发"
【包装设计】包装礼盒设计,https://task.epwk.com/999779/,248人,1人,"¥5,880",圆满完成,,包装礼盒设计,直接雇佣￥ 5880,￥ 5880,任务编号：999779,0-88.csv,,,,"包装礼盒, 设计"
【三维动画】三维动画制作,https://task.epwk.com/999786/,277人,1人,"¥16,800",圆满完成,,三维动画制作,直接雇佣￥ 16800,￥ 16800,任务编号：999786,0-88.csv,,,,"三维动画, 制作"
【APP界面设计】小程序首页设计,https://task.epwk.com/999789/,1905人,1人,¥350,圆满完成,,小程序首页设计,直接雇佣￥ 350,￥ 350,任务编号：999789,0-88.csv,,,,"小程序首页, 设计"
【海报设计】包月,https://task.epwk.com/999871/,367人,1人,"¥1,200",圆满完成,,包月,直接雇佣￥ 1200,￥ 1200,任务编号：999871,0-88.csv,,,,包月
