标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签
【APP开发】湖北11选5手机计算器APP开发,https://task.epwk.com/825076/,1798人,1人,1万-2万元,圆满完成,k6108****22,具体要求 看附件   已经谈好了 按事先说好的来。勿扰。,2019-12-24,2023.02.28,任务编号：825076,13000.0,30天,福建省-福州市,福州常来网络科技有限公司,https://shop.epwk.com/4rn8q1p29ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【小程序开发】煤气小程序开发,https://task.epwk.com/824984/,623人,1人,1000元以内,圆满完成,k2437****55,"项目:煤气小程序开发称呼:王先生地区:广东省,东莞市需求:煤气公司，要做一个微信二维码，只要扫码显示电话订气，打开就是电话号码就可以了预算:需要报价",2019-12-24,2020.01.03,任务编号：824984,300.0,3天,广东省-东莞市-东莞市市辖区,量蚁网络,https://shop.epwk.com/j7n38o36o5e1/,量蚁网络,出售服务,https://shop.epwk.com/j7n38o36o5e1/chushou/,企业,六品,38分,,,量蚁网络,,,,,,,,,,,,,,,,,,,,小程序开发
【小程序开发】会员积分的商城小程序开发,https://task.epwk.com/824482/,1685人,5人,3000-5000元,圆满完成,冯4119,要求搭建一个商城小程序，有会员消费积分兑换的功能。属于自营商城。目前已有已认证公众号和网站，开发完成后要介入微信支付。原创性并且有完善的售后服务。靠谱的个人优先。,2019-12-23,2020.01.06,任务编号：824482,3000.0,"14天,30天,1天,15天","河南省-洛阳市,四川省-成都市-武侯区,湖北省-武汉市-江夏区,江苏省-无锡市-滨湖区",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发
【APP开发】发任务（单）接任务（单）软件开发,https://task.epwk.com/823439/,2299人,1人,2万-5万元,圆满完成,o5def23b644007,发任务（单）接任务（单）软件开发，网页。app、微信小程附件有基本的思路设计。需要提交详细的设计方案。需要源码。价格可以协商。任务承接方请注意，本项目不提供定金。提供完整方案。含进度、完成时间等合同。安照合同约定项目完成，付款。留部分保证金，保质期到付款。一旦合同签订。合同全款将支付到威客平台，监管。按约定付款。请量力接任务。勿扰。,2019-12-19,2020.04.19,任务编号：823439,40000.0,70天,山东省-东营市,山诺网络科技,https://shop.epwk.com/m7d7w2ply5q8/,山诺网络科技,出售服务,https://shop.epwk.com/m7d7w2ply5q8/chushou/,企业,二品,37分,,,山诺网络科技,,微信小程序开发,"￥6000
            /起",微信公账号开发,"￥6000
            /起",APP定制开发,"￥20000
            /起",创客专属,"￥10000
            /起",,,,,,,,,,,APP开发
【其他行业】作图软件,https://task.epwk.com/822994/,1032人,2人,1000元以内,圆满完成,o5d82fed80e6f3,可以一键自定义背景模板自定义标题自定义价格自定义图片一键生成图片详情看附件,2019-12-18,2019.12.26,任务编号：822994,800.0,2天,天津市-市辖区-西青区,天津九零速研科技有限公司,https://shop.epwk.com/3gd2m83lpner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他行业
【APP开发】贸易公司管理软件开发第一期,https://task.epwk.com/822775/,871人,1人,2万-5万元,圆满完成,k8022****80,管理软件开发，公司内部的各部门管理系统，类似钉钉,2019-12-17,2019.12.18,任务编号：822775,20000.0,30天,广东省-珠海市,三点一四数据技术,https://shop.epwk.com/j7n38x9895e1/,三点一四数据技术,出售服务,https://shop.epwk.com/j7n38x9895e1/chushou/,企业,一品,40分,,,三点一四数据技术,,App定制开发,"￥10000
            /起",微信小程序开发,"￥10000
            /起",电商交易系统,"￥10000
            /起",行业信息化系统建设,"￥10000
            /起",产品交互UI设计,"￥5000
            /起",数据采集服务,"￥5000
            /起",数据仓库建设,"￥10000
            /起",数据分析可视化,"￥10000
            /起",园区智能门禁系统|访客预约系统|人脸识别|人工智能|图像识别,"￥16800
            /年",APP开发
【APP开发】搭建一个APP,https://task.epwk.com/822534/,1400人,7人,3000-5000元,圆满完成,o5c63e4db66b71,有前端后端源码，找个技术搭建下，费用自提，价高勿扰，需要通过平台交易，需要有类似经验的开发商,2019-12-17,2019.12.27,任务编号：822534,3000.0,"3天,2天,3天,25天,5天","山东省-临沂市,辽宁省-沈阳市-于洪区,河南省-郑州市,山东省-泰安市-泰山区,广东省-汕头市-龙湖区",山东巴利巴利信息技术有限公司,https://shop.epwk.com/78dljr18l5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发
【其他软件开发】自动预约系统开发,https://task.epwk.com/822385/,1236人,3人,1万-2万元,圆满完成,xunzhaohezuo,自动刷新指定网页可以指定刷新时间段侦测到目标商品上架时自动填写相关信息自动提交订单支持多账户同时预约,2019-12-16,2020.01.08,任务编号：822385,10000.0,"15天,1天","天津市-市辖区-西青区,湖北省-武汉市-武昌区",天津九零速研科技有限公司,https://shop.epwk.com/3gd2m83lpner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发
【小程序开发】线上授信和贷款小程序开发,https://task.epwk.com/822477/,2386人,7人,1万-2万元,圆满完成,天很高地很阔,"想找一个熟悉微信小程序或H5的朋友，在需求功能的基础上，设计产品和开发部署本程序，聊得好后续的二开可以继续合作。                    1. 程序功能说明：                            1、获取用户微信授权（头像+昵称+地址）2、用户在微信端可进行额度查询：查询有额度（可导入客户贷款额度），则展示客户的贷款额度，客户可自主选择是否继续贷款操作。查询无额度，则提示客户目前在本行暂无授信额度（自定义文本），客户可自主选择是否继续贷款操作。3、用户可在微信端发起贷款申请，用户填写身份信息：姓名、身份证号、手机号码、短信验证码；申请信息：申请金额，贷款用途（经营、消费等可自定义）；勾选""XX贷款申请协议，勾选处的文本可自定义另，在进入这个页面的时候弹一个可自定义文本内容的框框，客户确定了就隐藏4、用户可在微信端进行额度测算。可根据工资、公积金、房产等测算贷款额度；额度测算的首页下方，分类展示银行贷款产品，并可在详情页直接连接到贷款页面。特别说明：在房产测算时，选择区域后可自定义小区名字供用户选择5、用户可在微信端查询申请进度（贷款申请、授信申请），完成后可以评价6、微信通知：       微信通知  触发条件  接收方  状态    贷款申请通知  用户发起申请时  客户经理       贷款受理通知  客户经理处理申请后  用户  受理/不受理    贷款审批通知  用户资料提交后  客户经理       贷款面签通知  客户经理完成所有审批流程  用户    7、后台系统用户管理、员工管理、机构管理、黑名单（失信被执行人）、贷款管理、报表、微信配置、站点配置、        如果有不清楚的地方，随时联系，帮我理清思路，谢谢。",2019-12-16,2020.02.18,任务编号：822477,10000.0,"30天,20天,1天,30天,30天,10天,10天","山东省-菏泽市,河南省-郑州市,湖北省-武汉市-武昌区,四川省-成都市-武侯区,江苏省-徐州市-贾汪区,四川省-成都市,四川省-成都市",云芽树网络科技-菏泽网站建设,https://shop.epwk.com/2j5xo8r9g5xm/,云芽树网络科技-菏泽网站建设,出售服务,https://shop.epwk.com/2j5xo8r9g5xm/chushou/,企业,三品,45分,,,云芽树网络科技-菏泽网站建设,,网站建设开发制作，网站设计，企业网站，公司官网，定制网页，商城系统,"￥2000
            /次",app开发app定制开发app制作app设计app商城安卓苹果,"￥30000
            /起",小程序开发 小程序定制 设计 服务类小程序开发 O2O小程序开发 展示型小程序开发 个性化小程序定制开发,"￥3000
            /次",微信开发，微信小程序开发，公众号平台，h5定制分销商城功能微信商城,"￥3000
            /次",,,,,,,,,,,小程序开发
【企业官网】旅游公司网站开发,https://task.epwk.com/822090/,1738人,11人,3000-5000元,圆满完成,o5c27ad3e12b7f,旅游公司网站开发可参考http://www.521sxzl.comhtpp://www.2215985.com,2019-12-15,2020.01.08,任务编号：822090,3000.0,"14天,20天,20天,14天,20天,40天,20天,15天,20天,30天","福建省-泉州市,江苏省-常州市,江苏省-无锡市,广东省-深圳市,山东省-青岛市,江苏省-徐州市-贾汪区,陕西省-西安市-未央区,山东省-济南市,山东省-日照市,山东省-菏泽市",福建省网动网络科技有限公司,https://shop.epwk.com/9w56e1p77dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网
【APP开发】企业系统开发尾款,https://task.epwk.com/822230/,465人,1人,2万-5万元,圆满完成,vitorru,已经谈好 合作愉快勿扰。,2019-12-16,2019.12.16,任务编号：822230,49000.0,1天,浙江省-杭州市,杭州基沐科技有限公司,https://shop.epwk.com/9w56e1r67dv1/,杭州基沐科技有限公司,出售服务,https://shop.epwk.com/9w56e1r67dv1/chushou/,企业,一品,45分,,,杭州基沐科技有限公司,,大数据平台开发（舆情系统，外卖代运营系统，政务系统等）,"￥500000
            /起",SAAS平台开发（企业资源管理系统，商家资源管理系统，培训教育管理系统）,"￥200000
            /起",共享模式开发（单车，平衡车，健身房等）,"￥100000
            /起",系统开发（地方人才引入系统，P2P系统，现金贷系统等）,"￥200000
            /起",微信公众号开发（商城，社交，金融等）,"￥10000
            /起",微信支付宝小程序开发（商城，小游戏，问答等）,"￥20000
            /起",物联网APP开发（智能家居，智能停车场，智能办公等）,"￥100000
            /起",,,,,APP开发
"【其他软件开发】修改一下模板,修改一些小功能",https://task.epwk.com/821670/,993人,3人,1000-3000元,圆满完成,mf183****1307,"修改一下模板,修改一些小功能具体可以看下需求附件1.全仿赚分享模板，做成wap或者h5就行 反正样子像就行2. 发布任务的时候 可以选择让哪些注册时间段的用户接单，比如任务发出去，前三个月注册的用户，前台看不到今天的任务，其他的用户可以看到今天的任务可以接任务做3. 开启后台子权限，比如给审核人员开启的账号，他审核的任务后面有自己的id  就是审核单子的时候可以看到是哪个后台人员审的4. 用户必须满足后台设置的小时后才能提交截图，比如任务需要满足2个小时，用户需要两个小时后才能上传任务截图，用户必须完成一个任务才能继续接下个任务。5.对接企业支付宝，自动出款，后台审核提现通过，企业支付宝自动打款",2019-12-13,2020.01.06,任务编号：821670,2500.0,"7天,1天,20天","陕西省-西安市-未央区,湖北省-武汉市-武昌区,山东省-菏泽市",陕西恩多线程信息科技有限公司,https://shop.epwk.com/v0n1xoq7457y/,陕西恩多线程信息科技有限公司,出售服务,https://shop.epwk.com/v0n1xoq7457y/chushou/,企业,五品,37分,,,陕西恩多线程信息科技有限公司,,,,,,,,,,,,,,,,,,,,其他软件开发
【H5开发】智慧水务前端静态页面,https://task.epwk.com/821424/,2727人,10人,1000元以内,圆满完成,mf5413e4d35c9bd,水务的大屏展示页面，UI高保真效果已经设计，需要前端静态页面切图;可以做的QQ或者微信我;,2019-12-13,2020.01.02,任务编号：821424,600.0,"2天,5天,7天,10天,7天,25天,10天","广东省-深圳市-南山区,甘肃省-兰州市,上海市-市辖区,北京市-北京市-昌平区,河南省-郑州市-金水区,山东省-泰安市-泰山区,陕西省-西安市-未央区",零一无限,https://shop.epwk.com/78dljr1ex5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H5开发
【企业官网】仿网站开发,https://task.epwk.com/821311/,2403人,17人,1万-2万元,圆满完成,o5b8ca3997ab2d,仿一个网站和开发后台,2019-12-12,2020.09.21,任务编号：821311,18000.0,"25天,18天,45天,20天,20天,20天,20天","河南省-南阳市,天津市-市辖区,河北省-石家庄市,江苏省-徐州市,河北省-唐山市-路南区,山东省-济南市-历下区,江苏省-徐州市",曦和科技APP小程序微信公众号网站开发,https://shop.epwk.com/2j5xoj6x95xm/,曦和科技APP小程序微信公众号网站开发,出售服务,https://shop.epwk.com/2j5xoj6x95xm/chushou/,企业,四品,38分,,,曦和科技APP小程序微信公众号网站开发,,app开发,"￥10000
            /起",小程序开发/公众号开发/app开发/网站开发,"￥2000
            /起",,,,,,,,,,,,,,,企业官网
【小程序开发】教育培训类小程序开发,https://task.epwk.com/820494/,3059人,39人,5000-10000元,圆满完成,ChessH,教育培训类小程序具有 录播课功能，可以线上上课,2019-12-10,2020.03.10,任务编号：820494,8000.0,"30天,30天,30天,30天,25天","北京市-北京市-海淀区,河南省-洛阳市,江苏省-常州市,江苏省-淮安市,河南省-南阳市",初八信珩【专注VR/AR定制研发】,https://shop.epwk.com/z2nkz994xnqy/,初八信珩【专注VR/AR定制研发】,出售服务,https://shop.epwk.com/z2nkz994xnqy/chushou/,企业,一品,170分,,,初八信珩【专注VR/AR定制研发】,,微信小程序开发【模版/定制】,"￥100
            /起",微信公众号开发【模版/定制】,"￥100
            /起",网站开发【模版/定制】,"￥100
            /起",VR项目【模版/定制】,"￥100
            /起",AR项目【模版/定制】,"￥100
            /起",OA管理系统【模版/定制】,"￥100
            /起",CRM管理系统【模版/定制】,"￥100
            /起",定制/成品 专用【模版/定制】,"￥100
            /起",,,小程序开发
【小程序开发】微信订水类小程序开发,https://task.epwk.com/820415/,2665人,34人,5000-10000元,圆满完成,o5def49ba4322d,微信订水类小程序开发。可以加微信提供样本，具体详谈。,2019-12-10,2020.01.11,任务编号：820415,5000.0,"5天,30天,10天,10天,20天,20天,30天,10天,7天","福建省-厦门市,江苏省-南京市,河南省-洛阳市,广东省-广州市,广西壮族自治区-南宁市-青秀区,广东省-广州市-天河区,河南省-南阳市,浙江省-杭州市,重庆市-重庆市-九龙坡区",华麟世纪,https://shop.epwk.com/81n41oz3onp6/,华麟世纪,出售服务,https://shop.epwk.com/81n41oz3onp6/chushou/,企业,三品,29分,,,华麟世纪,,订送水小程序,"￥3000
            /起",企业网站定制开发,500,微信小程序多商户商城,"￥5000
            /起",微信小程序单商户商城,"￥3000
            /起",,,,,,,,,,,小程序开发
【网站二次开发】微擎源码二次开发,https://task.epwk.com/820119/,1228人,3人,1000-3000元,圆满完成,o5dee4e0e5d778,网站http://dz.benwey.cn/app/index.php?i=4&c=entry&m=ewei_shopv2&do=mobile目测是微擎改的源码，需要调整的地方如下，整个程序需要在微信内使用。1.设定一个入口，访客登录功能(类似此站的游客登录，网址http://h5.862587.cn/)，登录状态不超时，只要缓存没删，打开网站的时候一直处于登录状态2.支付方式增加一个微信转账付款(就直接生成一张图片，上面有订单号，需要支付的金额，长按可以出来那个发送给朋友)(以下功能为可选项)3.选择颜色尺码的时候无需登录4.解决微信内打开登录无反应的问题工期：3天测试账号：13800138000测试密码：123456,2019-12-09,2019.12.13,任务编号：820119,1000.0,"5天,3天,15天","河南省-洛阳市,山东省-济南市-章丘市,山东省-菏泽市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,网站二次开发
【采集工具】从全国认证认可信息公共服务平台数据采集,https://task.epwk.com/819825/,2633人,6人,1000-3000元,圆满完成,o5bd6c55f92284,网站：全国认证认可信息公共服务平台687474703a2f2f63782e636e63612e636e/CertECloud/index/index/page1.认证机构名录包含字段：机构名称、机构状态、有效期至、统一社会信用代码/组织机构代码、法定代表人、法人类型、注册资本（万元）、认证类别及认证领域、网址、联系人、邮编、行政区划、机构地址（住所）2.检验检测机构名录包含字段：机构名称、证书状态、有效日期、机构地址、联系人、联系电话、所属系统,2019-12-09,2020.01.09,任务编号：819825,1100.0,"3天,1天,3天,3天,3天","北京市-北京市,湖北省-武汉市-武昌区,河南省-郑州市,广东省-深圳市-宝安区,四川省-成都市",莱悦科技工作室,https://shop.epwk.com/4rn8q3exwngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,采集工具
【小程序开发】扫码借用/归还/盘点/电商界面小程序开发,https://task.epwk.com/819576/,1724人,6人,5000-10000元,圆满完成,o5db0fa2a8bf1d,需要做一款小程序，类似精臣资产管理app那样，但多出两个单元 一个是物联网解锁功能和电商功能。请自行搜索 【精臣资产管理软件相关信息】参考下。我需要做类似的，请做过类似的小程序的联系我。无模板可开发也行，有模板套用即可。价格可商议。周期可商议。请电话联系，可微信联系。,2019-12-07,2020.01.10,任务编号：819576,6500.0,"30天,10天,10天,20天,20天","山东省-青岛市,北京市-北京市,河南省-郑州市-二七区,云南省-昆明市,广东省-广州市",索尔瑞科技,https://shop.epwk.com/3gd2mowkpner/,索尔瑞科技,出售服务,https://shop.epwk.com/3gd2mowkpner/chushou/,企业,三品,39分,,,索尔瑞科技,,,,,,,,,,,,,,,,,,,,小程序开发
【其他网站】打字练习网站开发,https://task.epwk.com/819775/,4116人,8人,3000-5000元,圆满完成,qawandaz27,仿www.typing.com用户微信登陆，记录学习进度和测试成绩。有排行榜功能，举办大赛功能和大赛获奖者展示。测试完成生成荣誉证书，可分享朋友圈。支持多语言，支持中文打字，英文打字，维文打字。,2019-12-09,2020.06.23,任务编号：819775,3500.0,"10天,20天,15天,35天,30天","广东省-广州市-番禺区,湖南省-长沙市-天心区,山东省-菏泽市,广东省-广州市-番禺区,四川省-成都市",晟浩科技,https://shop.epwk.com/0z5o4jv88njq/,晟浩科技,出售服务,https://shop.epwk.com/0z5o4jv88njq/chushou/,企业,四品,40分,,,晟浩科技,,茶饮外卖小程序,"￥3000
            /套",,,,,,,,,,,,,,,,,其他网站
【小程序开发】C#采集网站数据，小需求,https://task.epwk.com/819384/,1543人,3人,1000元以内,圆满完成,o5c37****3e6f6,http://www.zlhui.com/portal/patentDetail/CN201711357932.1.html抓取如上地址的数据，要求是必须用c#实现，且接口响应数据时间必须一秒之内能有两三条需要批量查询多个专利号对应的信息。,2019-12-06,2019.12.09,任务编号：819384,300.0,"2天,1天,3天","吉林省-吉林市,广东省-深圳市-龙岗区,四川省-成都市",欣荣软件开发有限公司,https://shop.epwk.com/m7d7wvmey5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【APP开发】运动旅游通讯三大主题的APP开发首付款,https://task.epwk.com/819229/,684人,1人,5万-10万元,圆满完成,vitorru,运动旅游通讯三大主题的APP开发：按照合作谈好的来，合作愉快,2019-12-06,2019.12.09,任务编号：819229,50000.0,5天,北京市-北京市,北京鸿米科技发展有限公司,https://shop.epwk.com/3gd2moy1yner/,北京鸿米科技发展有限公司,出售服务,https://shop.epwk.com/3gd2moy1yner/chushou/,企业,三品,38分,,,北京鸿米科技发展有限公司,,旅游平台,￥5000,婚恋APP,￥5000,知识付费、教育直播APP开发(ios+android+微信),"￥45000
            /起",招聘APP,￥29800,社交APP开发(ios+android),"￥19800
            /年",小程序其它服务定制,价格面议,游戏小程序,价格面议,视觉设计,价格面议,,,APP开发
【数据库设计】想做一个数据库,https://task.epwk.com/819213/,3629人,5人,1000-3000元,圆满完成,lbx8738,"想做一个数据库,通过特定的条件检索出一定数量的数据,引入到电子表格内,进行数据处理。具体内容详谈，需服务商报价",2019-12-06,2019.12.11,任务编号：819213,1000.0,"2天,2天,1天","广东省-深圳市-龙岗区,河南省-郑州市-管城回族区,四川省-成都市",深圳码客信息技术有限公司,https://shop.epwk.com/mod04z98l5yv/,深圳码客信息技术有限公司,出售服务,https://shop.epwk.com/mod04z98l5yv/chushou/,企业,六品,39分,,,深圳码客信息技术有限公司,,区块链移动端,价格面议,区块链web端,价格面议,企业官网开发,"￥1000
            /起",公众号开发,"￥1000
            /起",小程序开发,"￥1000
            /起",电商类网站开发,"￥5000
            /起",原生APP定制,"￥5000
            /起",,,,,数据库设计
【其他软件开发】用Qt和lame接口进行mp3与wav文件的互转,https://task.epwk.com/819159/,836人,1人,1000-3000元,圆满完成,xizhengcao,在Qt下，利用lame接口进行mp3文件与wav文件的互转，以及wav文件的拼接。附件有3个，分别为：可以运行的Qt工程（Qt5.9.8）以及运行后的界面图，3个槽函数中有详细的关于互转的代码的要求（用注释表达）；lame-3.100源代码；测试用的mp3文件。要求：（1）能开FaPiao；（2）代码书写美观，不要太拥挤，逻辑、思路清晰，模块化清晰，尽可能地添加注释，尽可能地添加变量数据合法性校验。,2019-12-06,2020.01.03,任务编号：819159,2000.0,7天,北京市-北京市,初八信珩【专注VR/AR定制研发】,https://shop.epwk.com/z2nkz994xnqy/,初八信珩【专注VR/AR定制研发】,出售服务,https://shop.epwk.com/z2nkz994xnqy/chushou/,企业,一品,170分,,,初八信珩【专注VR/AR定制研发】,,微信小程序开发【模版/定制】,"￥100
            /起",微信公众号开发【模版/定制】,"￥100
            /起",网站开发【模版/定制】,"￥100
            /起",VR项目【模版/定制】,"￥100
            /起",AR项目【模版/定制】,"￥100
            /起",OA管理系统【模版/定制】,"￥100
            /起",CRM管理系统【模版/定制】,"￥100
            /起",定制/成品 专用【模版/定制】,"￥100
            /起",,,其他软件开发
【小程序开发】平台网站后台混合APP微信公众号接入,https://task.epwk.com/818426/,1216人,8人,5000-10000元,圆满完成,jobthon,1会员注册登录2会员发布物品3快递接口/支付快递费。4微信公众接入5两个平台混合APP,2019-12-04,2019.12.27,任务编号：818426,5200.0,"30天,30天,50天,45天,10天,3天,10天","河南省-南阳市,北京市-北京市-昌平区,浙江省-杭州市-余杭区,四川省-成都市-新都区,山东省-菏泽市,湖北省-襄樊市,湖南省-长沙市-芙蓉区",曦和科技APP小程序微信公众号网站开发,https://shop.epwk.com/2j5xoj6x95xm/,曦和科技APP小程序微信公众号网站开发,出售服务,https://shop.epwk.com/2j5xoj6x95xm/chushou/,企业,四品,38分,,,曦和科技APP小程序微信公众号网站开发,,app开发,"￥10000
            /起",小程序开发/公众号开发/app开发/网站开发,"￥2000
            /起",,,,,,,,,,,,,,,小程序开发
【网站UI设计】一套付费音，视频网站的UI设计,https://task.epwk.com/818290/,1935人,10人,1000-3000元,圆满完成,o5b3308e94e007,要界面简约，操作便捷，青春风格。 效率高的公司优先,2019-12-04,2019.12.12,任务编号：818290,2000.0,"3天,15天,15天,7天,5天,5天","广东省-深圳市-福田区,上海市-市辖区,黑龙江省-哈尔滨市-香坊区,江苏省-南京市-鼓楼区,广东省-深圳市,广东省-深圳市",小火花软件,https://shop.epwk.com/j7n38o4x35e1/,小火花软件,出售服务,https://shop.epwk.com/j7n38o4x35e1/chushou/,企业,一品,110分,,,小火花软件,,原型设计,"￥3000
            /起",IT解决方案,"￥20000
            /起",公众号开发,"￥20000
            /起",小程序开发,"￥20000
            /起",企业官网定制,"￥2980
            /起",交互界面设计,"￥1000
            /起",嵌入式设备,"￥1000
            /起",电商系统开发,"￥20000
            /起",logo设计,"￥500
            /起",网站UI设计
【小程序开发】交友微信小程序开发,https://task.epwk.com/818110/,2043人,3人,5000-10000元,圆满完成,o2fvb0ly0bvfzo,交友微信小程序开发，有做过这方面经验的企业优先，没做过的勿扰。具体需求详谈,2019-12-03,2019.12.27,任务编号：818110,6500.0,"15天,30天,30天","北京市-北京市,山东省-临沂市-河东区,四川省-成都市-武侯区",东晋网络,https://shop.epwk.com/p05qj7lqydev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【企业官网】制作公司网站,https://task.epwk.com/818151/,1340人,11人,1000-3000元,圆满完成,北京闪宇设计,做影视制作的企业网站，需要展示作品视频作品，图片作品等网站老了想改版,2019-12-03,2020.01.09,任务编号：818151,2000.0,"20天,15天,30天,30天,20天,8天,5天,15天","山东省-菏泽市,河南省-洛阳市,山东省-临沂市-河东区,四川省-成都市,山东省-青岛市,山东省-济南市-历城区,重庆市-重庆市-九龙坡区,江苏省-无锡市-滨湖区",云芽树网络科技-菏泽网站建设,https://shop.epwk.com/2j5xo8r9g5xm/,云芽树网络科技-菏泽网站建设,出售服务,https://shop.epwk.com/2j5xo8r9g5xm/chushou/,企业,三品,45分,,,云芽树网络科技-菏泽网站建设,,网站建设开发制作，网站设计，企业网站，公司官网，定制网页，商城系统,"￥2000
            /次",app开发app定制开发app制作app设计app商城安卓苹果,"￥30000
            /起",小程序开发 小程序定制 设计 服务类小程序开发 O2O小程序开发 展示型小程序开发 个性化小程序定制开发,"￥3000
            /次",微信开发，微信小程序开发，公众号平台，h5定制分销商城功能微信商城,"￥3000
            /次",,,,,,,,,,,企业官网
【其他网站】体育赛事直播网站搭建,https://task.epwk.com/817862/,2069人,9人,1万-2万元,圆满完成,o5de4e51bc5350,诚信、实力、大佬来,2019-12-02,2020.01.03,任务编号：817862,10000.0,"20天,10天,1天,45天,15天,20天,100天,1天","福建省-福州市-仓山区,云南省-昆明市,陕西省-西安市-未央区,四川省-成都市-新都区,北京市-北京市-昌平区,山东省-菏泽市,山东省-淄博市-张店区,湖北省-武汉市-武昌区",星源开发,https://shop.epwk.com/2j5xo8z835xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他网站
【其他软件开发】程序修改和漏洞修复,https://task.epwk.com/817473/,1486人,5人,1000-3000元,圆满完成,o5cbd285a22bd4,"现有程序一套，php语言，TP3.0框架，需前端后端代码安全审计，SQL注入检测和修复，现已知有sql注入后台漏洞存在, 整站的GET POST表单，要做安全过滤 ，预算3千，3天完成 有这方面经验的来",2019-12-01,2019.12.14,任务编号：817473,2000.0,"7天,2天,1天","河南省-洛阳市,山东省-济南市-章丘市,湖北省-武汉市-武昌区",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,其他软件开发
【小程序开发】获客信息小程序开发,https://task.epwk.com/817308/,1759人,7人,1000-3000元,圆满完成,o5c833ce06e08c,做一个获客信息，后台确认有效后奖励赏金的小程序。，前端是微信小程序端，后端用JAVA语言做个PC端。UI已经设计好了,2019-11-30,2019.12.18,任务编号：817308,1700.0,"5天,15天,10天,15天,1天,15天","四川省-成都市,北京市-北京市-昌平区,山东省-菏泽市-牡丹区,广东省-广州市-市辖区,湖北省-武汉市-武昌区,山东省-济南市-历城区",四川白鲤鱼科技,https://shop.epwk.com/j7n3810w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发
【其他网站】空号检测网站开发,https://task.epwk.com/817202/,2259人,4人,3000-5000元,圆满完成,qq531****2,空号检测  对接API，基础的功能就是一个充值  登陆注册什么的基本的就不说了来个靠谱的开发 最好是个人能加班的！ 外包别联系我  别找骂。下面 图片是参考的。 （1-3天开发完成。）模板直接偷。。。,2019-11-29,2019.12.07,任务编号：817202,4500.0,"7天,1天,3天","辽宁省-沈阳市-于洪区,湖北省-武汉市-武昌区,四川省-成都市-青羊区",壹零贰肆软件开发工作室,https://shop.epwk.com/zqdplgo7on1v/,壹零贰肆软件开发工作室,出售服务,https://shop.epwk.com/zqdplgo7on1v/chushou/,工作室,六品,37分,,,壹零贰肆软件开发工作室,,,,,,,,,,,,,,,,,,,,其他网站
