标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,知识
【VI设计】小餐饮连锁品牌VI设计,https://task.epwk.com/293967/,236人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,小餐饮连锁品牌VI设计,直接雇佣￥ 2000,￥ 2000,任务编号：293967,3153-3304.csv,,,"小餐饮, 连锁品牌, VI设计"
【数据录入】数据录入之22,https://task.epwk.com/293994/,200人,1人,¥50,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,数据录入之22,直接雇佣￥ 50,￥ 50,任务编号：293994,3153-3304.csv,,,"数据录入, 22"
【数据录入】数据录入之23,https://task.epwk.com/293995/,260人,1人,¥50,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,数据录入之23,直接雇佣￥ 50,￥ 50,任务编号：293995,3153-3304.csv,,,"数据录入, 23"
【LOGO设计】公司LOGO设计,https://task.epwk.com/294020/,251人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,公司LOGO设计,直接雇佣￥ 1000,￥ 1000,任务编号：294020,3153-3304.csv,,,"公司LOGO, 设计"
【其他家装服务】新房装修设计,https://task.epwk.com/294102/,446人,1人,¥900,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,新房装修设计,直接雇佣￥ 900,￥ 900,任务编号：294102,3153-3304.csv,,,"新房装修, 装修设计"
【LOGO设计】化妆品标志设计,https://task.epwk.com/294104/,170人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,化妆品标志设计,直接雇佣￥ 1000,￥ 1000,任务编号：294104,3153-3304.csv,,,"化妆品标志, 设计"
【企业官网】中英文双语网站制作,https://task.epwk.com/294122/,315人,1人,"¥1,680",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,中英文双语网站制作,直接雇佣￥ 1680,￥ 1680,任务编号：294122,3153-3304.csv,,,"中英文双语网站, 网站制作"
【小程序开发】美发管理,https://task.epwk.com/294133/,336人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,美发管理,直接雇佣￥ 1000,￥ 1000,任务编号：294133,3153-3304.csv,,,"美发, 管理"
【LOGO设计】运输之宝,https://task.epwk.com/294142/,653人,1人,¥300,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,运输之宝,直接雇佣￥ 300,￥ 300,任务编号：294142,3153-3304.csv,,,"运输, 宝物"
【网店推广】2个美丽说超级主编推广和一个蘑菇街达人推广,https://task.epwk.com/294173/,260人,1人,¥210,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,2个美丽说超级主编推广和一个蘑菇街达人推广,直接雇佣￥ 210,￥ 210,任务编号：294173,3153-3304.csv,,,"美丽说超级主编, 蘑菇街达人推广"
【关键词优化】百度收录,https://task.epwk.com/294212/,182人,1人,¥150,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,百度收录,直接雇佣￥ 150,￥ 150,任务编号：294212,3153-3304.csv,,,百度收录
【小程序开发】上传同步程序改进,https://task.epwk.com/294234/,378人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,上传同步程序改进,直接雇佣￥ 3000,￥ 3000,任务编号：294234,3153-3304.csv,,,"程序改进, 同步程序"
【名片设计】百度创意名片,https://task.epwk.com/294241/,264人,1人,¥50,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,百度创意名片,直接雇佣￥ 50,￥ 50,任务编号：294241,3153-3304.csv,,,"百度创意, 名片设计"
【LOGO设计】简单，时尚，易记,https://task.epwk.com/294255/,227人,1人,¥300,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,简单，时尚，易记,直接雇佣￥ 300,￥ 300,任务编号：294255,3153-3304.csv,,,"简单, 时尚, 易记"
【LOGO设计】针对机械自动化发面零配件行业进行设计,https://task.epwk.com/294263/,411人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,针对机械自动化发面零配件行业进行设计,直接雇佣￥ 2500,￥ 2500,任务编号：294263,3153-3304.csv,,,"机械自动化, 零配件设计, 行业设计"
【小程序开发】WPF美发系统开发,https://task.epwk.com/294271/,669人,1人,"¥56,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,WPF美发系统开发,直接雇佣￥ 56000,￥ 56000,任务编号：294271,3153-3304.csv,,,"WPF, 美发系统"
【APP开发】开发一款APP软件及操作后台,https://task.epwk.com/294279/,513人,1人,"¥30,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,开发一款APP软件及操作后台,直接雇佣￥ 30000,￥ 30000,任务编号：294279,3153-3304.csv,,,"APP软件, 操作后台"
【文学创作】息烽县纪委微电影剧本,https://task.epwk.com/294307/,1008人,1人,¥500,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,息烽县纪委微电影剧本,直接雇佣￥ 500,￥ 500,任务编号：294307,3153-3304.csv,,,"纪委微电影, 剧本"
【图片处理】需要一张效果图,https://task.epwk.com/294323/,357人,1人,¥260,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,需要一张效果图,直接雇佣￥ 260,￥ 260,任务编号：294323,3153-3304.csv,,,效果图
【电商网站】硅峰网络商城项目,https://task.epwk.com/294332/,326人,1人,"¥2,020",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,硅峰网络商城项目,直接雇佣￥ 2020,￥ 2020,任务编号：294332,3153-3304.csv,,,"硅峰网络商城, 项目"
【企业官网】网站开发二期任务,https://task.epwk.com/294351/,211人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,网站开发二期任务,直接雇佣￥ 3500,￥ 3500,任务编号：294351,3153-3304.csv,,,"网站开发, 二期任务"
【海报设计】电梯广告设计,https://task.epwk.com/294395/,584人,1人,¥500,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,电梯广告设计,直接雇佣￥ 500,￥ 500,任务编号：294395,3153-3304.csv,,,"电梯广告, 设计"
【其他工业设计】藻益生牌微藻培养机的外观和结构设计,https://task.epwk.com/294422/,1615人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,藻益生牌微藻培养机的外观和结构设计,直接雇佣￥ 2000,￥ 2000,任务编号：294422,3153-3304.csv,,,"藻益生牌微藻培养机, 外观设计, 结构设计"
【机械设备】果蝇实验台设计制作,https://task.epwk.com/294432/,1925人,1人,"¥7,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,果蝇实验台设计制作,直接雇佣￥ 7000,￥ 7000,任务编号：294432,3153-3304.csv,,,"果蝇实验台, 设计, 制作"
【服装设计】杨裕兴工作服设计,https://task.epwk.com/294450/,1756人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,杨裕兴工作服设计,直接雇佣￥ 3000,￥ 3000,任务编号：294450,3153-3304.csv,,,"工作服设计, 杨裕兴"
【VI设计】设计个名片，一个文件封皮,https://task.epwk.com/294454/,483人,1人,¥200,圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,设计个名片，一个文件封皮,直接雇佣￥ 200,￥ 200,任务编号：294454,3153-3304.csv,,,"名片设计, 文件封皮"
【网站UI设计】整站舞蹈网页设计,https://task.epwk.com/294503/,519人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3189.html?m=6&o=7,整站舞蹈网页设计,直接雇佣￥ 1600,￥ 1600,任务编号：294503,3153-3304.csv,,,"整站设计, 舞蹈网页"
【企业官网】另类交友网,https://task.epwk.com/294529/,317人,1人,"¥2,300",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,另类交友网,直接雇佣￥ 2300,￥ 2300,任务编号：294529,3153-3304.csv,,,"另类交友, 交友网站"
【海报设计】做一个logo和一张单面海报,https://task.epwk.com/294532/,547人,1人,¥700,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,做一个logo和一张单面海报,直接雇佣￥ 700,￥ 700,任务编号：294532,3153-3304.csv,,,"logo, 单面海报"
【网站UI设计】做女装描述详情页,https://task.epwk.com/294581/,429人,1人,¥750,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,做女装描述详情页,直接雇佣￥ 750,￥ 750,任务编号：294581,3153-3304.csv,,,"女装详情页, 产品描述"
【宣传册设计】UI界面设计,https://task.epwk.com/294639/,266人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,UI界面设计,直接雇佣￥ 2000,￥ 2000,任务编号：294639,3153-3304.csv,,,"UI界面, 设计"
【数据录入】数据录入之24,https://task.epwk.com/294645/,94人,1人,¥150,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,数据录入之24,直接雇佣￥ 150,￥ 150,任务编号：294645,3153-3304.csv,,,"数据录入, 24"
【数据录入】数据录入之25,https://task.epwk.com/294648/,242人,1人,¥100,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,数据录入之25,直接雇佣￥ 100,￥ 100,任务编号：294648,3153-3304.csv,,,"数据录入, 25"
【数据录入】数据录入之26,https://task.epwk.com/294649/,84人,1人,¥100,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,数据录入之26,直接雇佣￥ 100,￥ 100,任务编号：294649,3153-3304.csv,,,"数据录入, 26"
【LOGO设计】乒乓附件,https://task.epwk.com/294691/,145人,1人,¥150,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,乒乓附件,直接雇佣￥ 150,￥ 150,任务编号：294691,3153-3304.csv,,,乒乓附件
【日用百货】培训公司稿子,https://task.epwk.com/294699/,2230人,1人,¥300,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,培训公司稿子,直接雇佣￥ 300,￥ 300,任务编号：294699,3153-3304.csv,,,培训公司稿子
【VI设计】麦哆基炸鸡汉堡连锁店VI设计,https://task.epwk.com/294753/,679人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,麦哆基炸鸡汉堡连锁店VI设计,直接雇佣￥ 2000,￥ 2000,任务编号：294753,3153-3304.csv,,,"麦哆基, 炸鸡汉堡, VI设计"
【电商网站】商城的二次开发,https://task.epwk.com/294763/,310人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,商城的二次开发,直接雇佣￥ 1500,￥ 1500,任务编号：294763,3153-3304.csv,,,商城二次开发
【数据录入】信息数据录入之316,https://task.epwk.com/294764/,174人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,信息数据录入之316,直接雇佣￥ 2000,￥ 2000,任务编号：294764,3153-3304.csv,,,"信息数据录入, 316"
【LOGO设计】湖南滋乐淘LOGO设计,https://task.epwk.com/294794/,399人,1人,¥500,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,湖南滋乐淘LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：294794,3153-3304.csv,,,"湖南滋乐淘, LOGO设计"
【包装设计】湿巾品牌LOGO与包装设计,https://task.epwk.com/294805/,339人,1人,¥600,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,湿巾品牌LOGO与包装设计,直接雇佣￥ 600,￥ 600,任务编号：294805,3153-3304.csv,,,"湿巾品牌, LOGO, 包装设计"
【数据录入】信息数据录入之317,https://task.epwk.com/294819/,207人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,信息数据录入之317,直接雇佣￥ 1000,￥ 1000,任务编号：294819,3153-3304.csv,,,"信息数据录入, 317"
【数据录入】信息数据录入之318,https://task.epwk.com/294823/,227人,1人,¥200,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,信息数据录入之318,直接雇佣￥ 200,￥ 200,任务编号：294823,3153-3304.csv,,,"信息数据录入, 318"
【企业官网】产品展示型网站开发（兼容性）,https://task.epwk.com/294824/,327人,1人,¥30,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,产品展示型网站开发（兼容性）,直接雇佣￥ 30,￥ 30,任务编号：294824,3153-3304.csv,,,"产品展示, 网站开发, 兼容性"
【宣传册设计】宣传册设计,https://task.epwk.com/294899/,639人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,宣传册设计,直接雇佣￥ 1500,￥ 1500,任务编号：294899,3153-3304.csv,,,"宣传册, 设计"
【电商网站】php电商网站开发，基于ecshop,https://task.epwk.com/294904/,426人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,php电商网站开发，基于ecshop,直接雇佣￥ 3500,￥ 3500,任务编号：294904,3153-3304.csv,,,"php电商网站, ecshop开发"
【店铺厂房】烤鱼店装修效果图,https://task.epwk.com/294915/,524人,1人,¥800,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,烤鱼店装修效果图,直接雇佣￥ 800,￥ 800,任务编号：294915,3153-3304.csv,,,"烤鱼店, 装修效果图"
【企业官网】直销网站,https://task.epwk.com/294926/,297人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,直销网站,直接雇佣￥ 10000,￥ 10000,任务编号：294926,3153-3304.csv,,,直销网站
【APP开发】《碎片恋人》手机游戏开发合同第一期，人民币1万元,https://task.epwk.com/294953/,399人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,《碎片恋人》手机游戏开发合同第一期，人民币1万元,直接雇佣￥ 10000,￥ 10000,任务编号：294953,3153-3304.csv,,,"手机游戏开发, 碎片恋人, 合同"
【APP开发】《碎片恋人》手机游戏开发合同第三期，人民币1万元,https://task.epwk.com/294954/,320人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,《碎片恋人》手机游戏开发合同第三期，人民币1万元,直接雇佣￥ 10000,￥ 10000,任务编号：294954,3153-3304.csv,,,"手机游戏开发, 碎片恋人, 合同"
【网站UI设计】符合品牌风格，突出产品特点。,https://task.epwk.com/294958/,339人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,符合品牌风格，突出产品特点。,直接雇佣￥ 2500,￥ 2500,任务编号：294958,3153-3304.csv,,,"品牌风格, 产品特点"
【动漫其他】四重奏设置,https://task.epwk.com/294967/,449人,1人,¥500,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,四重奏设置,直接雇佣￥ 500,￥ 500,任务编号：294967,3153-3304.csv,,,"四重奏, 设置"
【APP开发】《碎片恋人》手机游戏开发合同第二期，人民币1万元,https://task.epwk.com/294969/,404人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,《碎片恋人》手机游戏开发合同第二期，人民币1万元,直接雇佣￥ 10000,￥ 10000,任务编号：294969,3153-3304.csv,,,"手机游戏开发, 碎片恋人, 合同"
【数据录入】数据录入之27,https://task.epwk.com/294981/,99人,1人,¥50,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,数据录入之27,直接雇佣￥ 50,￥ 50,任务编号：294981,3153-3304.csv,,,"数据录入, 27"
【手机网站】开发微信公众平台（二）,https://task.epwk.com/294990/,388人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,开发微信公众平台（二）,直接雇佣￥ 2000,￥ 2000,任务编号：294990,3153-3304.csv,,,"微信公众平台, 二次开发"
【PPT设计】电力供热系统标书,https://task.epwk.com/294994/,533人,1人,¥750,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,电力供热系统标书,直接雇佣￥ 750,￥ 750,任务编号：294994,3153-3304.csv,,,"电力供热系统, 标书"
【企业官网】企业宣传展示型网站开发制作（编辑器不兼容）,https://task.epwk.com/294999/,355人,1人,¥20,圆满完成,https://task.epwk.com/page3188.html?m=6&o=7,企业宣传展示型网站开发制作（编辑器不兼容）,直接雇佣￥ 20,￥ 20,任务编号：294999,3153-3304.csv,,,"企业宣传, 网站开发, 展示型网站"
【数据录入】信息数据录入之319,https://task.epwk.com/295015/,565人,1人,"¥4,100",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,信息数据录入之319,直接雇佣￥ 4100,￥ 4100,任务编号：295015,3153-3304.csv,,,"信息数据录入, 319"
【手机网站】美食手机网站开发,https://task.epwk.com/295055/,528人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,美食手机网站开发,直接雇佣￥ 2000,￥ 2000,任务编号：295055,3153-3304.csv,,,"美食手机网站, 网站开发"
【编辑校对】二八女性网文章发布,https://task.epwk.com/295085/,842人,1人,¥240,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,二八女性网文章发布,直接雇佣￥ 240,￥ 240,任务编号：295085,3153-3304.csv,,,"女性网, 文章发布"
【电商网站】开发金融网站,https://task.epwk.com/295098/,404人,1人,"¥25,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,开发金融网站,直接雇佣￥ 25000,￥ 25000,任务编号：295098,3153-3304.csv,,,"金融网站, 网站开发"
【后端开发】公司旅游网站开发工作室对接,https://task.epwk.com/295137/,1583人,1人,¥30,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,公司旅游网站开发工作室对接,直接雇佣￥ 30,￥ 30,任务编号：295137,3153-3304.csv,,,"公司旅游, 网站开发, 工作室对接"
【店铺厂房】门店展厅设计,https://task.epwk.com/295140/,422人,1人,"¥1,050",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,门店展厅设计,直接雇佣￥ 1050,￥ 1050,任务编号：295140,3153-3304.csv,,,"门店展厅, 设计"
【表情设计】图纸设计,https://task.epwk.com/295155/,568人,1人,¥100,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,图纸设计,直接雇佣￥ 100,￥ 100,任务编号：295155,3153-3304.csv,,,图纸设计
【广告设计】路演活动主画面、展架、刮刮卡,https://task.epwk.com/295235/,204人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,路演活动主画面、展架、刮刮卡,直接雇佣￥ 3000,￥ 3000,任务编号：295235,3153-3304.csv,,,"路演活动, 主画面, 展架, 刮刮卡"
【品牌故事】英国论文,https://task.epwk.com/295297/,363人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,英国论文,直接雇佣￥ 2000,￥ 2000,任务编号：295297,3153-3304.csv,,,英国论文
【小程序开发】做一个网站,https://task.epwk.com/295299/,383人,1人,"¥1,250",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,做一个网站,直接雇佣￥ 1250,￥ 1250,任务编号：295299,3153-3304.csv,,,"网站设计, 网站开发"
【表情设计】征求原创QQ动态表情(PandaBaby),https://task.epwk.com/295304/,479人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,征求原创QQ动态表情(PandaBaby),直接雇佣￥ 1600,￥ 1600,任务编号：295304,3153-3304.csv,,,"原创QQ动态表情, PandaBaby"
【APP开发】android客户端服务器文件上传,https://task.epwk.com/295307/,248人,1人,¥500,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,android客户端服务器文件上传,直接雇佣￥ 500,￥ 500,任务编号：295307,3153-3304.csv,,,"android客户端, 服务器文件上传"
【LOGO设计】公司logo设计,https://task.epwk.com/295320/,273人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,公司logo设计,直接雇佣￥ 1500,￥ 1500,任务编号：295320,3153-3304.csv,,,"公司logo, 设计"
【微信开发】微信平台,https://task.epwk.com/295354/,391人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,微信平台,直接雇佣￥ 5000,￥ 5000,任务编号：295354,3153-3304.csv,,,微信平台
【表情设计】原创 (Sexy Girl 2)QQ动态表情,https://task.epwk.com/295357/,459人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,原创 (Sexy Girl 2)QQ动态表情,直接雇佣￥ 1200,￥ 1200,任务编号：295357,3153-3304.csv,,,"原创, QQ动态表情, Sexy Girl"
【小程序开发】网络注册验证码系统,https://task.epwk.com/295405/,633人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,网络注册验证码系统,直接雇佣￥ 6000,￥ 6000,任务编号：295405,3153-3304.csv,,,"网络注册, 验证码系统"
【图片处理】商品抠图,https://task.epwk.com/295406/,476人,1人,¥50,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,商品抠图,直接雇佣￥ 50,￥ 50,任务编号：295406,3153-3304.csv,,,商品抠图
【软文发布】品牌营销,https://task.epwk.com/295466/,372人,1人,"¥18,230",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,品牌营销,直接雇佣￥ 18230,￥ 18230,任务编号：295466,3153-3304.csv,,,品牌营销
【小程序开发】做手机安卓版考试软件,https://task.epwk.com/295481/,214人,1人,"¥4,500",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,做手机安卓版考试软件,直接雇佣￥ 4500,￥ 4500,任务编号：295481,3153-3304.csv,,,"手机安卓版, 考试软件"
【APP开发】电商移动应用（第一期任务）,https://task.epwk.com/295547/,305人,1人,"¥26,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,电商移动应用（第一期任务）,直接雇佣￥ 26000,￥ 26000,任务编号：295547,3153-3304.csv,,,"电商移动应用, 第一期任务"
【企业官网】商城开发,https://task.epwk.com/295548/,268人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,商城开发,直接雇佣￥ 10000,￥ 10000,任务编号：295548,3153-3304.csv,,,"商城系统, 开发"
【其他家装服务】房屋装修效果图,https://task.epwk.com/295556/,273人,1人,¥800,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,房屋装修效果图,直接雇佣￥ 800,￥ 800,任务编号：295556,3153-3304.csv,,,"房屋装修, 效果图"
【企业官网】网站几个小问题修改,https://task.epwk.com/295558/,263人,1人,¥100,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,网站几个小问题修改,直接雇佣￥ 100,￥ 100,任务编号：295558,3153-3304.csv,,,"网站问题, 修改"
【LOGO设计】需要标志修改,https://task.epwk.com/295600/,211人,1人,¥200,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,需要标志修改,直接雇佣￥ 200,￥ 200,任务编号：295600,3153-3304.csv,,,标志修改
【数据录入】数据录入之28,https://task.epwk.com/295634/,306人,1人,¥100,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,数据录入之28,直接雇佣￥ 100,￥ 100,任务编号：295634,3153-3304.csv,,,"数据录入, 28"
【企业官网】企业门户网站开发制作,https://task.epwk.com/295671/,335人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,企业门户网站开发制作,直接雇佣￥ 2000,￥ 2000,任务编号：295671,3153-3304.csv,,,"企业网站, 门户网站开发"
【数据录入】数据录入之29,https://task.epwk.com/295672/,135人,1人,¥50,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,数据录入之29,直接雇佣￥ 50,￥ 50,任务编号：295672,3153-3304.csv,,,"数据录入, 29"
【数据录入】数据录入之30,https://task.epwk.com/295676/,113人,1人,¥50,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,数据录入之30,直接雇佣￥ 50,￥ 50,任务编号：295676,3153-3304.csv,,,"数据录入, 30"
【企业官网】仿租房2哥,https://task.epwk.com/295678/,247人,1人,¥200,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,仿租房2哥,直接雇佣￥ 200,￥ 200,任务编号：295678,3153-3304.csv,,,"仿租房, 人物设计"
【数据录入】数据录入之31,https://task.epwk.com/295679/,112人,1人,¥200,圆满完成,https://task.epwk.com/page3187.html?m=6&o=7,数据录入之31,直接雇佣￥ 200,￥ 200,任务编号：295679,3153-3304.csv,,,"数据录入, 31"
"【小程序开发】数据库软件开发统计概率分析,得出的软件",https://task.epwk.com/295688/,277人,1人,"¥2,500",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,"数据库软件开发统计概率分析,得出的软件",直接雇佣￥ 2500,￥ 2500,任务编号：295688,3153-3304.csv,,,"数据库软件开发, 概率分析, 软件统计"
【LOGO设计】破壳小鸡,https://task.epwk.com/295690/,355人,1人,¥500,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,破壳小鸡,直接雇佣￥ 500,￥ 500,任务编号：295690,3153-3304.csv,,,破壳小鸡
【网站UI设计】淘宝店铺装修,https://task.epwk.com/295714/,295人,1人,¥660,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,淘宝店铺装修,直接雇佣￥ 660,￥ 660,任务编号：295714,3153-3304.csv,,,"淘宝店铺, 店铺装修"
【网站UI设计】网页图片的设计与处理,https://task.epwk.com/295753/,189人,1人,¥100,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,网页图片的设计与处理,直接雇佣￥ 100,￥ 100,任务编号：295753,3153-3304.csv,,,"网页图片设计, 图片处理"
【LOGO设计】影音LOGO设计,https://task.epwk.com/295767/,157人,1人,¥500,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,影音LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：295767,3153-3304.csv,,,"影音, LOGO设计"
【LOGO设计】商标设计,https://task.epwk.com/295794/,390人,1人,¥400,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,商标设计,直接雇佣￥ 400,￥ 400,任务编号：295794,3153-3304.csv,,,商标设计
【活动策划】珠宝店营销策划,https://task.epwk.com/295829/,646人,1人,¥100,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,珠宝店营销策划,直接雇佣￥ 100,￥ 100,任务编号：295829,3153-3304.csv,,,"珠宝店, 营销, 策划"
【其他工业设计】理疗椅2期设计,https://task.epwk.com/295841/,1529人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,理疗椅2期设计,直接雇佣￥ 8000,￥ 8000,任务编号：295841,3153-3304.csv,,,"理疗椅, 二期设计"
【表情设计】征求原创( 憨豆驴)QQ动态表情,https://task.epwk.com/295865/,561人,1人,"¥1,300",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,征求原创( 憨豆驴)QQ动态表情,直接雇佣￥ 1300,￥ 1300,任务编号：295865,3153-3304.csv,,,"原创表情, 憨豆驴, QQ动态表情"
【数据录入】数据录入之32,https://task.epwk.com/295870/,178人,1人,¥100,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,数据录入之32,直接雇佣￥ 100,￥ 100,任务编号：295870,3153-3304.csv,,,"数据录入, 32"
【数据录入】数据录入之33,https://task.epwk.com/295871/,112人,1人,¥50,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,数据录入之33,直接雇佣￥ 50,￥ 50,任务编号：295871,3153-3304.csv,,,"数据录入, 33"
【其他软件开发】支付宝订单监控软件开发！,https://task.epwk.com/295901/,351人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,支付宝订单监控软件开发！,直接雇佣￥ 4000,￥ 4000,任务编号：295901,3153-3304.csv,,,"支付宝订单, 软件开发"
【印刷出版】招商手册及名牌印刷,https://task.epwk.com/295940/,491人,1人,"¥2,800",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,招商手册及名牌印刷,直接雇佣￥ 2800,￥ 2800,任务编号：295940,3153-3304.csv,,,"招商手册, 名牌印刷"
【宣传册设计】设计双面单页的秋季招生宣传单,https://task.epwk.com/295955/,234人,1人,¥100,圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,设计双面单页的秋季招生宣传单,直接雇佣￥ 100,￥ 100,任务编号：295955,3153-3304.csv,,,"双面单页, 秋季招生, 宣传单"
【小程序开发】页面美化设计,https://task.epwk.com/296178/,315人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3186.html?m=6&o=7,页面美化设计,直接雇佣￥ 1000,￥ 1000,任务编号：296178,3153-3304.csv,,,"页面美化, 设计"
