标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【LOGO设计】画个logo图,https://task.epwk.com/711588/,3081人,92人,1000元以内,圆满完成,o5b7391b233d41,我有logo图草稿，只需要对画图软件会懂即可，画个logo图 大学生即可完成,2019.02.17,2019.02.21,任务编号：711588,"￥100,￥1000,￥200,￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,3天,1天,4天,100天,3天,1天,1天,1天,1天","上海市-市辖区-黄浦区,四川省-成都市,广东省-深圳市-南山区,广东省-梅州市-梅江区,福建省-厦门市,河北省-沧州市-河间市,上海市-市辖区,广东省-广州市-番禺区,甘肃省-庆阳市-西峰区,四川省-成都市-武侯区",绍渊品牌形象设计,https://shop.epwk.com/m7d7w21er5q8/,,,,,,,,,,,,,,,,,,
【VI设计】企业VI设计,https://task.epwk.com/711577/,2204人,15人,5000-10000元,圆满完成,o5c69039ff3a6b,想设计一套企业的logo和名片，信封，宣传画，广告牌，门头，展示柜，工作服，等等。,2019.02.17,2019.03.13,任务编号：711577,"￥6000,￥8000,￥5000,￥8000,￥5000,￥8000,￥5000,￥5000","15天,15天,5天,12天,7天,5天,14天,15天","山东省-济南市-天桥区,四川省-成都市-锦江区,广东省-深圳市-南山区,江苏省-南京市-鼓楼区,湖南省-长沙市-雨花区,辽宁省-沈阳市-和平区,山东省-济南市-市中区,北京市-北京市",图度文化,https://shop.epwk.com/p05qj9mm3dev/,,,,,,,,,,,,,,,,,,
【包装设计】应急逃生灭火瓶外包装设计,https://task.epwk.com/711386/,513人,1人,1000元以内,圆满完成,o5c678abd68ad9,设计要求：大气，简洁，明快上档次，具有装饰性，科技性，一定的气势,2019.02.16,2019.02.26,任务编号：711386,￥800,3天,山东省-济南市,图度文化,https://shop.epwk.com/p05qj9mm3dev/,,,,,,,,,,,,,,,,,,
【产品外观设计】对高尔夫球杆进行产品配色,https://task.epwk.com/711102/,2532人,12人,1000元以内,圆满完成,o5c665465c16f2,是对高尔夫球杆进行产品配色  毛坯打样看附件，添加Q 加好友的话 备注是产品配色,2019.02.15,2019.03.13,任务编号：711102,"￥800,￥1000,￥600,￥666,￥1000,￥800,￥1000,￥800,￥1000","4天,3天,3天,4天,2天,3天,3天,2天,7天","山东省-临沂市-沂水县,广东省-深圳市-南山区,河南省-郑州市-中原区,广东省-深圳市-福田区,广东省-深圳市,江苏省-无锡市-锡山区,广东省-佛山市,江苏省-南京市-鼓楼区,陕西省-西安市-市辖区",辉灿工作室-工业产品一站式服务,https://shop.epwk.com/81n41oxqynp6/,,,,,,,,,,,,,,,,,,
【LOGO设计】贸易有限公司logo设计,https://task.epwk.com/711033/,798人,1人,1000元以内,圆满完成,未来科技工作室,"设计Logo公司名称：澜叶贸易有限公司拥有品牌：澜叶易居品牌：狗奔夜送品牌：千年瑶浴品牌：哎呦喂产后恢复经营业务：外卖，定制家居，药浴，产后恢复，减肥设计一个综合性Logo中性点的，个人喜欢复古，中式的感觉。纯图或者带唐这个字均可预算：200知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.02.15,2019.02.21,任务编号：711033,￥200,3天,广东省-惠州市,一鹿创意,https://shop.epwk.com/p05qjwy4wdev/,一鹿创意,出售服务,https://shop.epwk.com/p05qjwy4wdev/chushou/,工作室,七品,59分,总 17 次中标，交易总金额,￥3717.50,一鹿创意,,LOGO设计,"￥688
            /套",【一鹿创意】字体设计,"￥188
            /起",【一鹿创意】画册设计,"￥200
            /页",【一鹿创意】海报设计,"￥188
            /起"
【LOGO设计】卤制食品品牌logo设计,https://task.epwk.com/710858/,1564人,9人,1000元以内,圆满完成,mf138****9067,LOGO设计，品牌名“卤老兜”主要做卤制食品，要求设计的大气上档次！预算100元，能接受的再联系微信预算100元，能接受的再联系微信预算100元，能接受的再联系微信,2019.02.14,2019.02.22,任务编号：710858,"￥100,￥500,￥100,￥800,￥100,￥100","3天,2天,2天,2天,1天,2天","山东省-烟台市-芝罘区,广东省-深圳市-南山区,四川省-成都市-双流县,江苏省-南京市-鼓楼区,江苏省-苏州市-市辖区,广东省-汕头市-龙湖区",悦禾品牌设计,https://shop.epwk.com/j7n38ze2l5e1/,,,,,,,,,,,,,,,,,,
【排版设计】校志编排 文字图片,https://task.epwk.com/710588/,2042人,7人,3000-5000元,圆满完成,zhuchunying,校志编排 文字图片已备好 预计500页 急急急 3天见稿 北京地区优先 价格低的来 办事儿利索的来 预算3000至4000,2019.02.14,2019.02.19,任务编号：710588,"￥3000,￥5000,￥3000,￥3888,￥5000","3天,3天,3天,3天,3天","北京市-北京市-海淀区,广东省-深圳市-龙岗区,广东省-汕头市-龙湖区,广东省-深圳市,重庆市-市辖区",纳美创艺,https://shop.epwk.com/zqdplgwwgn1v/,纳美创艺,出售服务,https://shop.epwk.com/zqdplgwwgn1v/chushou/,企业,五品,38分,,,纳美创艺,,画册 宣传册设计排版,"￥80
            /页",易拉宝展架设计,"￥80
            /页",单页设计排版,"￥80
            /页",,
【LOGO设计】公司logo设计,https://task.epwk.com/710679/,685人,1人,1000元以内,圆满完成,k7382****25,公司logo设计，后续需要注册商标，室内装修设计和施工企业。简单容易记就可以。需要体现公司的名字,2019.02.14,2019.02.28,任务编号：710679,￥800,3天,北京市-北京市-海淀区,纳美创艺,https://shop.epwk.com/zqdplgwwgn1v/,纳美创艺,出售服务,https://shop.epwk.com/zqdplgwwgn1v/chushou/,企业,五品,38分,,,纳美创艺,,画册 宣传册设计排版,"￥80
            /页",易拉宝展架设计,"￥80
            /页",单页设计排版,"￥80
            /页",,
【海报设计】辅导机构的宣传招生海报,https://task.epwk.com/710677/,965人,1人,1000元以内,圆满完成,k3622****18,"项目:海报称呼:代先生地区:山东省,青岛市需求:辅导机构的宣传招生海报。注意:想跟设计师联系看看怎么设计更好，具体详谈加微信联系。备注:联系时请备注一品威客蔡伟平推荐（推广项目 引荐",2019.02.14,2019.02.23,任务编号：710677,￥300,7天,四川省-成都市-锦江区,瑞艺品牌全案机构,https://shop.epwk.com/zqdplw136n1v/,,,,,,,,,,,,,,,,,,
【表情设计】原创表情包动态设计,https://task.epwk.com/710304/,2127人,3人,1000元以内,圆满完成,o5c638eaf93ce4,1.需要懂粤语2.要求原创3.做的是粤语表情包4.只需要设计动态原图加一到两个表情包微信联系，不要电话,2019.02.13,2019.02.18,任务编号：710304,"￥800,￥800,￥1000","3天,5天,7天","湖南省-长沙市-雨花区,广东省-阳江市-江城区,山东省-济南市-市中区",王素人品牌设计,https://shop.epwk.com/mod044x805yv/,,,,,,,,,,,,,,,,,,
【宣传册设计】30页画册设计排版 北京 急,https://task.epwk.com/710292/,2030人,10人,1000-3000元,圆满完成,rutice77,30页画册设计排版    预算1500-3000     急急急    北京地区优先    越快越好,2019.02.13,2019.03.04,任务编号：710292,"￥2500,￥2800,￥3000,￥3000,￥2500","10天,7天,12天,7天,7天","北京市-北京市,北京市-北京市-海淀区,北京市-北京市,北京市-北京市,山东省-济南市-市中区",纳美创艺,https://shop.epwk.com/zqdplgwwgn1v/,纳美创艺,出售服务,https://shop.epwk.com/zqdplgwwgn1v/chushou/,企业,五品,38分,,,纳美创艺,,画册 宣传册设计排版,"￥80
            /页",易拉宝展架设计,"￥80
            /页",单页设计排版,"￥80
            /页",,
【宣传册设计】科技公司企业宣传册设计,https://task.epwk.com/710061/,1700人,14人,1000-3000元,圆满完成,汇晶科技,科技公司企业宣传册设计，logo已有。主营：LED显示屏，视频会议系统，音响广播，拼接屏，夜景亮化工程，智能化工程 要求：32开得宣传册，包括企业介绍，案例等，需要设计8P左右具体预算详谈，欢迎有经验的威客踊跃参加。,2019.02.12,2019.02.28,任务编号：710061,"￥1200,￥2000,￥2500,￥2000,￥1000","7天,5天,12天,3天,3天","浙江省-杭州市-西湖区,广东省-深圳市-福田区,北京市-北京市,北京市-北京市-通州区,山东省-济南市-天桥区",杭州面对面,https://shop.epwk.com/omdwk3j1rdrp/,杭州面对面,出售服务,https://shop.epwk.com/omdwk3j1rdrp/chushou/,企业,一品,56分,总 29 次中标，交易总金额,￥16.67万,杭州面对面,,设计定制服务,"￥15800
            /套",LOGO定制设计,"￥460
            /件",宣传册定制设计,"￥100
            /页",品牌VI设计,"￥2980
            /起"
【LOGO设计】新能源公司logo设计,https://task.epwk.com/706922/,982人,1人,1000元以内,圆满完成,k5361****68,项目:logo设计称呼:商先生 地区:河北沧州需求:新能源公司logo设计 沧州炬达新能源科技有限公司注意:已谈好合作勿扰备注:联系请说一品威客推广员小方推荐,2019.02.12,2019.03.05,任务编号：706922,￥198,3天,广东省-惠州市,一鹿创意,https://shop.epwk.com/p05qjwy4wdev/,一鹿创意,出售服务,https://shop.epwk.com/p05qjwy4wdev/chushou/,工作室,七品,59分,总 17 次中标，交易总金额,￥3717.50,一鹿创意,,LOGO设计,"￥688
            /套",【一鹿创意】字体设计,"￥188
            /起",【一鹿创意】画册设计,"￥200
            /页",【一鹿创意】海报设计,"￥188
            /起"
【LOGO设计】餐饮行业logo设计,https://task.epwk.com/709693/,815人,1人,1000元以内,圆满完成,k1132****,餐饮行业logo设计，已谈好,2019.02.11,2019.03.11,任务编号：709693,￥500,3天,山东省-淄博市-张店区,灵动创视品牌设计,https://shop.epwk.com/78dljjekp5lx/,灵动创视品牌设计,出售服务,https://shop.epwk.com/78dljjekp5lx/chushou/,工作室,一品,57分,,,灵动创视品牌设计,,,,,,,,,
【LOGO设计】花店店铺logo简单修改,https://task.epwk.com/707984/,788人,1人,1000元以内,圆满完成,x1825****036,具体要修改的已跟设计师 谈好了，勿扰！,2019.01.29,2019.01.29,任务编号：707984,￥180,3天,河南省-郑州市,一品尚韵文化传媒有限公司,https://shop.epwk.com/89dvg2klzdl2/,一品尚韵文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg2klzdl2/chushou/,企业,五品,45分,,,一品尚韵文化传媒有限公司,,LOGO,￥500,ＶＩ设计,￥1800,包装设计,￥580,海报设计,￥380
【LOGO设计】logo设计,https://task.epwk.com/707979/,696人,1人,1000元以内,圆满完成,k9235****00,logo设计，需要做下修改，尽快完成,2019.01.29,2019.01.29,任务编号：707979,￥300,1天,上海市-市辖区,百灵品牌设计旗舰店,https://shop.epwk.com/mod0427345yv/,,,,,,,,,,,,,,,,,,
【LOGO设计】金融行业LOGO设计,https://task.epwk.com/707841/,709人,1人,1000元以内,圆满完成,o5c4eacb937f1d,项目：LOGO设计称呼：李女士地区：深圳需求：金融行业LOGO设计预算：无注意：意向中备注：联系请说一品威客推广员小方推荐，已谈好合作,2019.01.28,2019.01.31,任务编号：707841,￥168,3天,广东省-惠州市,一鹿创意,https://shop.epwk.com/p05qjwy4wdev/,一鹿创意,出售服务,https://shop.epwk.com/p05qjwy4wdev/chushou/,工作室,七品,59分,总 17 次中标，交易总金额,￥3717.50,一鹿创意,,LOGO设计,"￥688
            /套",【一鹿创意】字体设计,"￥188
            /起",【一鹿创意】画册设计,"￥200
            /页",【一鹿创意】海报设计,"￥188
            /起"
【LOGO设计】企业logo设计,https://task.epwk.com/707543/,771人,2人,1000元以内,圆满完成,o5c4d9b9b2aaa5,"九黎科技，LOGO设计                                    经营介绍： 九黎科技是一家主要从事软件行业的企业。                                     设计要求：                                                                            1、大气、简洁、青春、活力、富有朝气;                                                                2、醒目易识别，突出科技元素;                     3、附上创意说明。                                                                        知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.01.27,2019.01.31,任务编号：707543,￥300,3天,广东省-汕头市,TWO B YOUNG设计工作室,https://shop.epwk.com/78n9691o8nkv/,,,,,,,,,,,,,,,,,,
【LOGO设计】自媒体平台logo设计,https://task.epwk.com/706997/,1104人,1人,1000元以内,圆满完成,o5c4ab51cdd1fa,设计公众号logo，方形，简约，自媒体平台，不需要注册商标，性质有点想医疗科普类，不需要太过硬朗的设计,2019.01.25,2019.01.29,任务编号：706997,￥200,3天,河北省-石家庄市,乐济文化,https://shop.epwk.com/z2nkzx2j2nqy/,乐济文化,出售服务,https://shop.epwk.com/z2nkzx2j2nqy/chushou/,企业,六品,39分,,,乐济文化,,【乐济文化】资深VI/原创精品/企业/金融/地产/餐饮/视觉系统设计/医疗生物科技/公司VI应用设计,"￥10000
            /起",【乐济文化】设计总监VI/原创精品/企业/金融/地产/餐饮/视觉系统设计/医疗生物科技/公司VI应用设计,"￥14500
            /起",【乐济文化】资深设计师/LOGO设计/品牌设计/标志设计/公司logo/设计餐饮log/o科技logo/食品logo,"￥898
            /起",【乐济文化】设计总监/LOGO设计/品牌设计/标志设计/公司logo/设计餐饮log/o科技logo/食品logo,"￥2980
            /起"
【名片设计】微信的卡通头像设计,https://task.epwk.com/706668/,1573人,1人,1000元以内,圆满完成,k9078****12,定制一款微信的卡通头像，3天完成，能完成的设计师联系,2019.01.24,2019.01.27,任务编号：706668,￥200,3天,浙江省-杭州市,筑之·艺工作室,https://shop.epwk.com/2j5jjyg9v5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】美容店养生馆 logo设计,https://task.epwk.com/706470/,730人,1人,1000元以内,圆满完成,k6204****77,项目:logo设计称呼:王先生 地区:山东菏泽需求:美容店养生馆   logo设计预算:200左右注意:备注:联系请说一品威客推广员小方推荐  已谈好合作勿扰,2019.01.24,2019.01.29,任务编号：706470,￥200,3天,山东省-济南市,图度文化,https://shop.epwk.com/p05qj9mm3dev/,,,,,,,,,,,,,,,,,,
【店铺装修】淘宝店铺设计,https://task.epwk.com/706375/,2681人,28人,1000-3000元,圆满完成,o5c48****2108e,淘宝店铺3C数码，店铺装修、主图、详情页设计,2019.01.23,2019.04.16,任务编号：706375,"￥2900,￥3000,￥3000,￥2000,￥1500,￥2000,￥2500,￥1000,￥3000,￥2000,￥3000,￥3000","20天,7天,7天,7天,7天,7天,7天,5天,7天,3天,3天,5天","河南省-郑州市,山东省-青岛市,北京市-北京市-东城区,上海市-市辖区-徐汇区,贵州省-遵义市-绥阳县,广西-南宁市,广东省-深圳市,广东省-深圳市-宝安区,辽宁省-大连市,山东省-济南市-天桥区,福建省-泉州市-丰泽区,广西-柳州市",客多多信息技术有限公司,https://shop.epwk.com/rp5z4myrwdx3/,客多多信息技术有限公司,出售服务,https://shop.epwk.com/rp5z4myrwdx3/chushou/,企业,四品,40分,,,客多多信息技术有限公司,,网络建站,价格面议,小程序定制开发,价格面议,APP开发,"￥30000
            /套",UI设计/视觉设计,价格面议
【包装设计】空气清新剂喷剂包装设计,https://task.epwk.com/706303/,753人,1人,1000元以内,圆满完成,k3237****11,空气清新剂喷剂的瓶子上的图案设计和外包装设计，需要有类似经验的团队沟通，不限地域,2019.01.23,2019.03.10,任务编号：706303,￥700,5天,浙江省-杭州市,筑之·艺工作室,https://shop.epwk.com/2j5jjyg9v5pz/,,,,,,,,,,,,,,,,,,
【广告设计】室外广告设计,https://task.epwk.com/706284/,709人,1人,1000元以内,圆满完成,o5c481d1eb0db4,4张图，每张200，可以接受的联系，打电话就好，微信同号,2019.01.23,2019.01.24,任务编号：706284,￥800,2天,上海市-市辖区,上海暔尚广告设计公司,https://shop.epwk.com/z2nkzz1k4nqy/,上海暔尚广告设计公司,出售服务,https://shop.epwk.com/z2nkzz1k4nqy/chushou/,企业,二品,65分,,,上海暔尚广告设计公司,,ps平面设计包装宣传单册广告logo彩页画册喷绘排版易拉宝海报设计,价格面议,客厅电视背景墙装修效果图片制作家装室内设计图服务家居房子吊顶,价格面议,高端VI设计 品牌形象VIS设计 公司logo企业全套视觉识别系统设计,价格面议,招牌设计 店面门头设计效果图 实体店铺设计 广告牌匾 门面设计,"￥100
            /起"
【包装设计】小罐茶茶业包装设计,https://task.epwk.com/706234/,1387人,1人,5000-10000元,圆满完成,k5220****86,小罐茶茶业包装设计，内外包装都需要，要有类似经验的团队联系，方便沟通，按照谈好的来,2019.01.23,2019.06.11,任务编号：706234,￥6000,20天,北京市-北京市,一纬三渡品牌设计,https://shop.epwk.com/z2nkz9qo4nqy/,一纬三渡品牌设计,出售服务,https://shop.epwk.com/z2nkz9qo4nqy/chushou/,企业,一品,45分,,,一纬三渡品牌设计,,热点传播设计,"￥500
            /起",广告设计,"￥800
            /起",病毒性传播设计,"￥500
            /起",LOGO/标示设计,"￥650
            /起"
【LOGO设计】拖鞋生产厂商logo设计,https://task.epwk.com/705848/,431人,1人,1000元以内,圆满完成,k9382****52,拖鞋生产厂商logo设计，不用注册，预算在500以内可以做的联系,2019.01.22,2019.01.22,任务编号：705848,￥300,1天,上海市-市辖区-普陀区,百灵品牌设计旗舰店,https://shop.epwk.com/mod0427345yv/,,,,,,,,,,,,,,,,,,
【海报设计】人像手绘过年海报,https://task.epwk.com/705728/,2590人,5人,5000-10000元,圆满完成,o5c467d2c40877,主题：需要设计一共八幅的过年手绘风格海报要求：1.主要绘制人物要和真人相似， 分别绘制7幅单人的（对应初一至初七），1幅全家福的。 2.每个人物拟定一个与过年相关的喜庆人物，如：玉帝、财神、八仙等.....。  3.每个需要附带一句四字词的新春贺语（这个由本公司提供，也可自己发挥）。信息： 公司名：广东合壹汇供应链管理有限公司。     人物名字：到时正式绘制是一对一提供。微信联系，不要电话,2019.01.22,2019.02.04,任务编号：705728,"￥600,￥5000,￥5000,￥5000","3天,7天,10天,7天","广东省-深圳市,广东省-深圳市-龙岗区,山东省-烟台市,浙江省-杭州市",赛亚动漫创意设计,https://shop.epwk.com/78n96w968nkv/,,,,,,,,,,,,,,,,,,
【LOGO设计】保健食品类logo设计和商标注册,https://task.epwk.com/705685/,2068人,42人,1000-3000元,圆满完成,远海群岛,根据“远海群岛”四个字设计图形LOGO，保健食品类，设计元素中要有海岛，灯塔等海洋元素。微信联系，不要电话保健食品类logo设计（800元）和商标注册（800元），如商标未通过，后续需配合修改,2019.01.22,2019.03.05,任务编号：705685,"￥1600,￥1000,￥1000,￥1000,￥300,￥1000,￥1000,￥100,￥300,￥300","3天,2天,3天,2天,2天,3天,3天,2天,2天,3天","天津市-市辖区,北京市-北京市-东城区,上海市-市辖区-黄浦区,广东省-深圳市,四川省-德阳市-旌阳区,四川省-成都市-锦江区,广东省-佛山市,福建省-泉州市-南安市,四川省-广元市,广东省-广州市-海珠区",良臣品牌设计,https://shop.epwk.com/09drjrmp653w/,良臣品牌设计,出售服务,https://shop.epwk.com/09drjrmp653w/chushou/,企业,四品,39分,,,良臣品牌设计,,UE交互原型设计网站交互软件交互设计交互草图高保真,"￥1900
            /起",卡通logo设计企业卡通形象设计公司标志海报吉祥物设计,"￥2999
            /起",宝贝详情页设计美工包月外包淘宝店铺装修网店首页详情海报定制作,"￥1099
            /起",高端包装设计平面设计包装食产品礼盒彩盒瓶贴纸袋广告手提袋制作,"￥1999
            /起"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【LOGO设计】果业店铺LOGO设计,https://task.epwk.com/705672/,1643人,17人,1000元以内,圆满完成,o5b5eeea7c2e1b,店铺名称叫橙源果业设计一个LOGO，风格不限。预算200元，能接受的联系沟通,2019.01.22,2019.01.23,任务编号：705672,"￥200,￥100,￥200,￥200,￥200,￥200,￥150,￥1000,￥200","2天,3天,1天,1天,3天,1天,2天,3天,1天","广东省-汕头市-潮南区,广东省-湛江市-霞山区,广东省-深圳市,贵州省-贵阳市,广东省-汕头市-龙湖区,江苏省-无锡市,山东省-德州市-临邑县,浙江省-杭州市,江苏省-南京市-鼓楼区",TWO B YOUNG设计工作室,https://shop.epwk.com/78n9691o8nkv/,,,,,,,,,,,,,,,,,,
【其他宣传品设计】大会胸牌设计,https://task.epwk.com/705549/,2392人,14人,1000元以内,圆满完成,专业PPT设计,内容： Slogan：传承 新生主办方2个logo 主题：第八届（2019）中国智能交通市场年会内容：嘉宾证（凸显） 主办单位：赛文交通网 主办单位：中国智能交通协会、北京交通工程学会、安徽省智能交通协会、 湖北省智能交通协会、湖南省智能交通行业协会、 广东省智能交通协会、上海智能交通系统产业联盟特别支持：信控中国、TVOICE时间：2019.4.10-11地点：中国 · 北京 会议日程注：大会胸牌设计，投标附以往【胸牌设计】案例。下方附件为去年找人设计得胸牌案例，部分展示,2019.01.21,2019.02.01,任务编号：705549,"￥150,￥1000,￥1000,￥1000,￥1000,￥1000,￥1000,￥699","3天,3天,3天,3天,3天,3天,7天,3天","北京市-北京市-朝阳区,四川省-成都市,广东省-深圳市-龙岗区,广东省-佛山市,浙江省-杭州市,福建省-泉州市-丰泽区,河南省-新乡市,山东省-烟台市-芝罘区",北京风行互动传媒科技有限公司,https://shop.epwk.com/09drjv18353w/,北京风行互动传媒科技有限公司,出售服务,https://shop.epwk.com/09drjv18353w/chushou/,企业,四品,40分,,,北京风行互动传媒科技有限公司,,图标、标志、商标、LOGO设计,"￥800
            /起",品牌VIS设计,"￥3000
            /起",画册/海报/宣传品设计,"￥200
            /起",网站、店铺详情页设计,"￥800
            /起"
【LOGO设计】水利工程咨询公司logo设计,https://task.epwk.com/705399/,810人,1人,1000元以内,圆满完成,k1609****05,1.称呼：黎先生2. 地区：南宁 3.需求：水利工程咨询公司logo设计 地区不限 微信是手机4.预算：无 5.备注：意向中 联系请说一品威客推广员小方推荐   已谈好合作勿扰,2019.01.21,2019.03.27,任务编号：705399,￥420,2天,上海市-市辖区-普陀区,百灵品牌设计旗舰店,https://shop.epwk.com/mod0427345yv/,,,,,,,,,,,,,,,,,,
【LOGO设计】公司logo设计,https://task.epwk.com/705491/,733人,1人,1000元以内,圆满完成,o5c456821d10c7,公司logo设计，具体以实际沟通为准,2019.01.21,2019.03.04,任务编号：705491,￥200,5天,河南省-郑州市,一品尚韵文化传媒有限公司,https://shop.epwk.com/89dvg2klzdl2/,一品尚韵文化传媒有限公司,出售服务,https://shop.epwk.com/89dvg2klzdl2/chushou/,企业,五品,45分,,,一品尚韵文化传媒有限公司,,LOGO,￥500,ＶＩ设计,￥1800,包装设计,￥580,海报设计,￥380
【LOGO设计】企业logo设计,https://task.epwk.com/705459/,735人,1人,1000-3000元,圆满完成,耶耶叶,企业logo设计，需要注册，按照谈好的来，需要成都的设计师联系，方便沟通，按照谈好的来,2019.01.21,2019.02.22,任务编号：705459,￥1900,3天,四川省-成都市,梵顿品牌设计,https://shop.epwk.com/2j5jjyj325pz/,梵顿品牌设计,出售服务,https://shop.epwk.com/2j5jjyj325pz/chushou/,企业,三品,39分,,,梵顿品牌设计,,平面设计组-LOGO设计企业餐饮品牌地产标志图形商标+标准字,"￥899
            /起",初创版，VI设计，品牌，企业，餐饮，视觉系统设计,"￥1499
            /套",包装设计组，包装设计 礼盒食品包装设计茶叶酒类化妆品包装设计,￥1499,资深设计师-LOGO设计企业餐饮品牌地产标志图形商标+标准字,￥1499
【LOGO设计】企业管理服务的公司logo设计,https://task.epwk.com/704913/,1490人,6人,1000-3000元,圆满完成,k9541****79,企业管理服务的公司，我公司主要业务，推广国家文化产业与企业、政府之间的桥梁。文化包括：书法。绘画……等。我公司的使命有传承和发扬中国文明的社会责任！,2019.01.20,2019.01.28,任务编号：704913,"￥1800,￥1000,￥200,￥400,￥1000","15天,7天,3天,2天,2天","广东省-广州市,河南省-新乡市,广西壮族自治区-南宁市-西乡塘区,辽宁省-鞍山市-千山区,安徽省-合肥市-包河区",锐点品牌视觉,https://shop.epwk.com/p05qjeorodev/,锐点品牌视觉,出售服务,https://shop.epwk.com/p05qjeorodev/chushou/,企业,三品,70分,,,锐点品牌视觉,,宣传册设计 画册设计 产品画册  企业画册,"￥200
            /P",餐饮小食点餐海报点餐灯箱,"￥350
            /款",首席餐饮VI西餐火锅咖啡奶茶饮品甜品门店品牌vi设计,"￥2000
            /起",金融科技工业制造证券投资钟表珠宝房地产卡通logo商标设计,"￥1800
            /款"
【宣传册设计】制作四页宣传册,https://task.epwk.com/705157/,2897人,11人,1000元以内,圆满完成,o5c43da39f0365,制作招生宣传册要求：颜色暖色           重点突出志愿填报给孩子带来哪些好处            简介明朗,2019.01.20,2019.06.19,任务编号：705157,"￥720,￥1000,￥1000,￥1000,￥600,￥632,￥1000","2天,3天,5天,3天,2天,3天,5天","辽宁省-沈阳市-铁西区,广东省-佛山市,江苏省-苏州市-金阊区,浙江省-杭州市,山东省-烟台市-芝罘区,广东省-深圳市-龙岗区,山东省-济南市-市中区",沈阳奥维广告传媒有限公司,https://shop.epwk.com/j7n38xoo25e1/,,,,,,,,,,,,,,,,,,
【VI设计】连锁店VI系统设计,https://task.epwk.com/704671/,1799人,5人,1000元以内,圆满完成,谭小瓶,LOGO设计，包装设计、店面设计、品牌包装、’营销策划,2019.01.18,2019.01.28,任务编号：704671,"￥800,￥2499,￥3000,￥3000","5天,7天,7天,3天","湖北省-武汉市,广东省-深圳市-龙岗区,山东省-济南市-市中区,广东省-佛山市",相对论技术,https://shop.epwk.com/0z5o48lq8njq/,,,,,,,,,,,,,,,,,,
【PPT设计】求公司和产品出口推广 PPT模板设计,https://task.epwk.com/704612/,2019人,22人,1000元以内,圆满完成,bjwy,PPT模版设计需求：1、模版含封面、公司业务介绍页、产品介绍页、产品介绍页、产品介绍页、结束页共6个页面模板；2、贴合我司公司网站中咖啡色基色，兼顾LOGO蓝、金色系；。3、我们的产品品种杂，每一个产品有一、两幅照片、有5-6项产品交易信息文字介绍，每一页PPT页面放一个产品或多个产品（不超4个产品）。     产品介绍页为3个适合不同类型产品的页面模板。4、整体大气高端、华贵不失时尚，模板富有质感，生动而赏心悦目，适合商务应用，应用过程简单；PPT为国外客户提供，风格对路。5、设计完毕后，需要把一些文字、图片等插入，方便观效果；6、一点产品图、网站基本色调图等，详见附件；拟支付共350元。,2019.01.18,2019.01.28,任务编号：704612,"￥350,￥200,￥200,￥300,￥180,￥1000,￥300,￥300,￥500,￥300","3天,1天,2天,3天,1天,3天,2天,1天,5天,3天","浙江省-杭州市,云南省-玉溪市-江川县,广东省-广州市-海珠区,四川省-成都市-双流县,河北省-保定市,江苏省-南京市-鼓楼区,河南省-商丘市-永城市,重庆市-重庆市-北碚区,上海市-市辖区-徐汇区,山西省-运城市-临猗县",设计域品牌设计工作室,https://shop.epwk.com/7g5yk1em6n0q/,,,,,,,,,,,,,,,,,,
【产品外观设计】车载手机支架外观设计,https://task.epwk.com/704668/,2294人,1人,1000-3000元,圆满完成,k8093****33,车载手机支架外观设计，需要详细沟通，按照谈好的来，,2019.01.18,2019.01.18,任务编号：704668,￥2000,5天,上海市-市辖区,哲像设计,https://shop.epwk.com/89dvg2x64dl2/,哲像设计,出售服务,https://shop.epwk.com/89dvg2x64dl2/chushou/,企业,四品,39分,,,哲像设计,,文具设计,"￥3000
            /款",工业设计产品外观结构小家电子设计,￥5000,包装设计,"￥500
            /起",灯具外观结构设计,"￥3000
            /款"
