标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【网店推广】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,https://task.epwk.com/655086/,238人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,直接雇佣￥ 5000,￥ 5000,任务编号：655086,1415-1500.csv,,,
【微信推广】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,https://task.epwk.com/655087/,153人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,直接雇佣￥ 1000,￥ 1000,任务编号：655087,1415-1500.csv,,,
【VI设计】VI设计，酒店VI设计，农产品VI设计，门店VI设计,https://task.epwk.com/655120/,470人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,VI设计，酒店VI设计，农产品VI设计，门店VI设计,直接雇佣￥ 10000,￥ 10000,任务编号：655120,1415-1500.csv,,,
【详情页设计】详情页套版设计,https://task.epwk.com/655145/,442人,1人,¥60,圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,详情页套版设计,直接雇佣￥ 60,￥ 60,任务编号：655145,1415-1500.csv,,,
【宣传册设计】产品展示宣传画册,https://task.epwk.com/655172/,243人,1人,"¥6,700",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,产品展示宣传画册,直接雇佣￥ 6700,￥ 6700,任务编号：655172,1415-1500.csv,,,
【LOGO设计】企业整套vi设计,https://task.epwk.com/655177/,191人,1人,"¥12,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,企业整套vi设计,直接雇佣￥ 12000,￥ 12000,任务编号：655177,1415-1500.csv,,,
【LOGO设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,https://task.epwk.com/655178/,187人,1人,"¥4,800",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,直接雇佣￥ 4800,￥ 4800,任务编号：655178,1415-1500.csv,,,
公司宣传片拍摄制作,https://task.epwk.com/655184/,637人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,公司宣传片拍摄制作,直接雇佣￥ 5000,￥ 5000,任务编号：655184,1415-1500.csv,,,
【详情页设计】网店装修 淘宝美工 详情页设计,https://task.epwk.com/655185/,280人,1人,"¥7,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,网店装修 淘宝美工 详情页设计,直接雇佣￥ 7000,￥ 7000,任务编号：655185,1415-1500.csv,,,
【详情页设计】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,https://task.epwk.com/655196/,264人,1人,"¥11,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,直接雇佣￥ 11000,￥ 11000,任务编号：655196,1415-1500.csv,,,
【教育场所】星空幼儿园施工图设计,https://task.epwk.com/655202/,341人,1人,"¥28,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,星空幼儿园施工图设计,直接雇佣￥ 28000,￥ 28000,任务编号：655202,1415-1500.csv,,,
【三维动画】原创动画电影制作 第三期,https://task.epwk.com/655215/,766人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,原创动画电影制作 第三期,直接雇佣￥ 50000,￥ 50000,任务编号：655215,1415-1500.csv,,,
【店铺装修】天猫商城装修,https://task.epwk.com/655218/,395人,1人,"¥35,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,天猫商城装修,直接雇佣￥ 35000,￥ 35000,任务编号：655218,1415-1500.csv,,,
【LOGO设计】VI设计,https://task.epwk.com/655225/,173人,1人,"¥14,450",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,VI设计,直接雇佣￥ 14450,￥ 14450,任务编号：655225,1415-1500.csv,,,
【IT解决方案】技术支持,https://task.epwk.com/655250/,1898人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,技术支持,直接雇佣￥ 1000,￥ 1000,任务编号：655250,1415-1500.csv,,,
【微信开发】微信公众号小商城开发,https://task.epwk.com/655255/,308人,1人,"¥2,418",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,微信公众号小商城开发,直接雇佣￥ 2418,￥ 2418,任务编号：655255,1415-1500.csv,,,
【APP开发】类似探探社交APP开发首付款,https://task.epwk.com/655261/,235人,1人,"¥23,700",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,类似探探社交APP开发首付款,直接雇佣￥ 23700,￥ 23700,任务编号：655261,1415-1500.csv,,,
【其他管理软件】企业管理软件 办公软件 内部管理系统 数据管理系统 进销存系统 盘点系统定制开发二期二次款,https://task.epwk.com/655265/,1612人,1人,"¥9,990",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,企业管理软件 办公软件 内部管理系统 数据管理系统 进销存系统 盘点系统定制开发二期二次款,直接雇佣￥ 9990,￥ 9990,任务编号：655265,1415-1500.csv,,,
【小程序开发】电商程序开发,https://task.epwk.com/655290/,282人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1434.html?m=6&o=7,电商程序开发,直接雇佣￥ 30000,￥ 30000,任务编号：655290,1415-1500.csv,,,
【APP开发】代购app开发,https://task.epwk.com/655291/,134人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,代购app开发,直接雇佣￥ 25000,￥ 25000,任务编号：655291,1415-1500.csv,,,
【小程序开发】共享汽车增补开发,https://task.epwk.com/655334/,194人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,共享汽车增补开发,直接雇佣￥ 1000,￥ 1000,任务编号：655334,1415-1500.csv,,,
【小程序开发】百汇时代增补项目,https://task.epwk.com/655338/,213人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,百汇时代增补项目,直接雇佣￥ 1000,￥ 1000,任务编号：655338,1415-1500.csv,,,
【项目策划】市场拓展策略,https://task.epwk.com/655340/,1232人,1人,"¥68,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,市场拓展策略,直接雇佣￥ 68000,￥ 68000,任务编号：655340,1415-1500.csv,,,
【项目策划】市场拓展策略第二期,https://task.epwk.com/655341/,1045人,1人,"¥52,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,市场拓展策略第二期,直接雇佣￥ 52000,￥ 52000,任务编号：655341,1415-1500.csv,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发,https://task.epwk.com/655353/,378人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,家用体感游戏机(3D无手柄游戏机)硬件开发,直接雇佣￥ 46000,￥ 46000,任务编号：655353,1415-1500.csv,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发二期,https://task.epwk.com/655354/,268人,1人,"¥39,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,家用体感游戏机(3D无手柄游戏机)硬件开发二期,直接雇佣￥ 39000,￥ 39000,任务编号：655354,1415-1500.csv,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发三期,https://task.epwk.com/655355/,304人,1人,"¥35,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,家用体感游戏机(3D无手柄游戏机)硬件开发三期,直接雇佣￥ 35000,￥ 35000,任务编号：655355,1415-1500.csv,,,
ERP系统开发 一期,https://task.epwk.com/655357/,69人,1人,"¥43,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,ERP系统开发 一期,直接雇佣￥ 43000,￥ 43000,任务编号：655357,1415-1500.csv,,,
ERP二期开发,https://task.epwk.com/655359/,64人,1人,"¥28,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,ERP二期开发,直接雇佣￥ 28500,￥ 28500,任务编号：655359,1415-1500.csv,,,
软件开发一期,https://task.epwk.com/655391/,43人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,软件开发一期,直接雇佣￥ 45000,￥ 45000,任务编号：655391,1415-1500.csv,,,
软件开发二期,https://task.epwk.com/655392/,56人,1人,"¥44,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,软件开发二期,直接雇佣￥ 44000,￥ 44000,任务编号：655392,1415-1500.csv,,,
【数据采集】数据采集,https://task.epwk.com/655397/,2423人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,数据采集,直接雇佣￥ 1500,￥ 1500,任务编号：655397,1415-1500.csv,,,
【PPT设计】悦慧PPT制作,https://task.epwk.com/655429/,495人,1人,"¥7,800",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,悦慧PPT制作,直接雇佣￥ 7800,￥ 7800,任务编号：655429,1415-1500.csv,,,
关于圈圈APP开发项目,https://task.epwk.com/655431/,126人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,关于圈圈APP开发项目,直接雇佣￥ 10000,￥ 10000,任务编号：655431,1415-1500.csv,,,
【企业官网】运行平台搭建服务,https://task.epwk.com/655433/,115人,1人,¥500,圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,运行平台搭建服务,直接雇佣￥ 500,￥ 500,任务编号：655433,1415-1500.csv,,,
【LOGO设计】设计天华食品LOGO,https://task.epwk.com/655434/,198人,1人,"¥3,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,设计天华食品LOGO,直接雇佣￥ 3500,￥ 3500,任务编号：655434,1415-1500.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/655439/,356人,1人,¥500,圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：655439,1415-1500.csv,,,
【网站二次开发】中文网站翻译成英文,https://task.epwk.com/655440/,315人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,中文网站翻译成英文,直接雇佣￥ 1000,￥ 1000,任务编号：655440,1415-1500.csv,,,
妙思logo设计,https://task.epwk.com/655446/,169人,1人,¥500,圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,妙思logo设计,直接雇佣￥ 500,￥ 500,任务编号：655446,1415-1500.csv,,,
【小程序开发】购买一个分销系统,https://task.epwk.com/655453/,484人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,购买一个分销系统,直接雇佣￥ 20000,￥ 20000,任务编号：655453,1415-1500.csv,,,
【APP开发】波菜系统维护升级,https://task.epwk.com/655481/,117人,1人,"¥18,000",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,波菜系统维护升级,直接雇佣￥ 18000,￥ 18000,任务编号：655481,1415-1500.csv,,,
【其他软件开发】网站程序修改,https://task.epwk.com/655496/,165人,1人,"¥5,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,网站程序修改,直接雇佣￥ 5500,￥ 5500,任务编号：655496,1415-1500.csv,,,
【包装设计】包装设计，彩盒设计，礼盒设计，茶叶包装设计,https://task.epwk.com/655503/,238人,1人,"¥1,880",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,包装设计，彩盒设计，礼盒设计，茶叶包装设计,直接雇佣￥ 1880,￥ 1880,任务编号：655503,1415-1500.csv,,,
【包装设计】产品画册设计，产品宣传册设计，企业画册设计，公司画册设计,https://task.epwk.com/655509/,273人,1人,"¥1,600",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,产品画册设计，产品宣传册设计，企业画册设计，公司画册设计,直接雇佣￥ 1600,￥ 1600,任务编号：655509,1415-1500.csv,,,
【宣传册设计】家校手册设计,https://task.epwk.com/655510/,454人,1人,"¥1,750",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,家校手册设计,直接雇佣￥ 1750,￥ 1750,任务编号：655510,1415-1500.csv,,,
【产品外观设计】产品天地盒，瓦楞纸箱,https://task.epwk.com/655523/,1689人,1人,¥350,圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,产品天地盒，瓦楞纸箱,直接雇佣￥ 350,￥ 350,任务编号：655523,1415-1500.csv,,,
【产品推广】推广合作,https://task.epwk.com/655525/,263人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,推广合作,直接雇佣￥ 1500,￥ 1500,任务编号：655525,1415-1500.csv,,,
【LOGO设计】LOGO设计/组长设计/餐饮LOGO/公司LOGO/企业LOGO设计/创微设计,https://task.epwk.com/655545/,174人,1人,"¥1,800",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,LOGO设计/组长设计/餐饮LOGO/公司LOGO/企业LOGO设计/创微设计,直接雇佣￥ 1800,￥ 1800,任务编号：655545,1415-1500.csv,,,
【产品外观设计】儿童手推车外观设计,https://task.epwk.com/655577/,1547人,1人,"¥19,500",圆满完成,https://task.epwk.com/page1433.html?m=6&o=7,儿童手推车外观设计,直接雇佣￥ 19500,￥ 19500,任务编号：655577,1415-1500.csv,,,
【宣传册设计】企业画册设计,https://task.epwk.com/655578/,268人,1人,"¥16,560",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,企业画册设计,直接雇佣￥ 16560,￥ 16560,任务编号：655578,1415-1500.csv,,,
【宣传册设计】产品画册设计,https://task.epwk.com/655590/,479人,1人,"¥10,940",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,产品画册设计,直接雇佣￥ 10940,￥ 10940,任务编号：655590,1415-1500.csv,,,
【包装设计】包装设计,https://task.epwk.com/655607/,192人,1人,¥890,圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,包装设计,直接雇佣￥ 890,￥ 890,任务编号：655607,1415-1500.csv,,,
【LOGO设计】logo设计,https://task.epwk.com/655608/,394人,1人,¥999,圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,logo设计,直接雇佣￥ 999,￥ 999,任务编号：655608,1415-1500.csv,,,
【企业官网】区块链艺术高端定制网站建设,https://task.epwk.com/655609/,167人,1人,"¥7,500",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,区块链艺术高端定制网站建设,直接雇佣￥ 7500,￥ 7500,任务编号：655609,1415-1500.csv,,,
【宣传册设计】根据提供的内容完成折页设计,https://task.epwk.com/655612/,543人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,根据提供的内容完成折页设计,直接雇佣￥ 1000,￥ 1000,任务编号：655612,1415-1500.csv,,,
【APP开发】app界面修改,https://task.epwk.com/655628/,349人,1人,"¥3,500",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,app界面修改,直接雇佣￥ 3500,￥ 3500,任务编号：655628,1415-1500.csv,,,
【效果图设计】装修/建筑设计,https://task.epwk.com/655630/,474人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,装修/建筑设计,直接雇佣￥ 1500,￥ 1500,任务编号：655630,1415-1500.csv,,,
【包装设计】大枣包装设计,https://task.epwk.com/655641/,145人,1人,"¥1,500",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,大枣包装设计,直接雇佣￥ 1500,￥ 1500,任务编号：655641,1415-1500.csv,,,
【包装设计】白茶说logo设计,https://task.epwk.com/655643/,459人,1人,"¥2,500",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,白茶说logo设计,直接雇佣￥ 2500,￥ 2500,任务编号：655643,1415-1500.csv,,,
【VI设计】一句话广告公司,https://task.epwk.com/655653/,318人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,一句话广告公司,直接雇佣￥ 30000,￥ 30000,任务编号：655653,1415-1500.csv,,,
【VI设计】天上灯饰商城,https://task.epwk.com/655654/,553人,1人,"¥23,999",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,天上灯饰商城,直接雇佣￥ 23999,￥ 23999,任务编号：655654,1415-1500.csv,,,
图像处理,https://task.epwk.com/655661/,571人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,图像处理,直接雇佣￥ 3000,￥ 3000,任务编号：655661,1415-1500.csv,,,
【淘宝/天猫代运营】天猫代运营,https://task.epwk.com/655674/,411人,1人,"¥13,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,天猫代运营,直接雇佣￥ 13000,￥ 13000,任务编号：655674,1415-1500.csv,,,
【效果图设计】旧房改造,https://task.epwk.com/655695/,501人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,旧房改造,直接雇佣￥ 1000,￥ 1000,任务编号：655695,1415-1500.csv,,,
【企业官网】网站开发服务,https://task.epwk.com/655710/,152人,1人,"¥7,024",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,网站开发服务,直接雇佣￥ 7024,￥ 7024,任务编号：655710,1415-1500.csv,,,
【APP开发】建材网站开发四期,https://task.epwk.com/655718/,177人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,建材网站开发四期,直接雇佣￥ 45000,￥ 45000,任务编号：655718,1415-1500.csv,,,
【APP开发】建材网站开发尾款,https://task.epwk.com/655719/,181人,1人,"¥41,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,建材网站开发尾款,直接雇佣￥ 41000,￥ 41000,任务编号：655719,1415-1500.csv,,,
【APP开发】汽车维修APP开发，主要是售后服务配套这块,https://task.epwk.com/655760/,196人,1人,"¥12,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,汽车维修APP开发，主要是售后服务配套这块,直接雇佣￥ 12000,￥ 12000,任务编号：655760,1415-1500.csv,,,
【吉祥物设计】装修公司吉祥物设计,https://task.epwk.com/655774/,520人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,装修公司吉祥物设计,直接雇佣￥ 5000,￥ 5000,任务编号：655774,1415-1500.csv,,,
【智能家居软件】智能家居软件开发,https://task.epwk.com/655775/,1548人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,智能家居软件开发,直接雇佣￥ 40000,￥ 40000,任务编号：655775,1415-1500.csv,,,
【微信开发】微信小程序开发,https://task.epwk.com/655783/,201人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,微信小程序开发,直接雇佣￥ 40000,￥ 40000,任务编号：655783,1415-1500.csv,,,
【APP开发】虚拟社交APP开发五期,https://task.epwk.com/655789/,122人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,虚拟社交APP开发五期,直接雇佣￥ 46000,￥ 46000,任务编号：655789,1415-1500.csv,,,
sheji1,https://task.epwk.com/655792/,82人,1人,"¥8,790",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,sheji1,直接雇佣￥ 8790,￥ 8790,任务编号：655792,1415-1500.csv,,,
【H5设计】公司H5设计,https://task.epwk.com/655794/,678人,1人,"¥3,900",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,公司H5设计,直接雇佣￥ 3900,￥ 3900,任务编号：655794,1415-1500.csv,,,
【微信开发】公众号开发,https://task.epwk.com/655795/,235人,1人,"¥24,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,公众号开发,直接雇佣￥ 24000,￥ 24000,任务编号：655795,1415-1500.csv,,,
【海报设计】实体店广告装饰设计、易拉宝海报设计、手持宣传单设计,https://task.epwk.com/655801/,428人,1人,"¥15,990",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,实体店广告装饰设计、易拉宝海报设计、手持宣传单设计,直接雇佣￥ 15990,￥ 15990,任务编号：655801,1415-1500.csv,,,
【APP开发】电商平台开发二期,https://task.epwk.com/655811/,126人,1人,"¥7,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,电商平台开发二期,直接雇佣￥ 7000,￥ 7000,任务编号：655811,1415-1500.csv,,,
【英语】竞品资料补充收集,https://task.epwk.com/655816/,463人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,竞品资料补充收集,直接雇佣￥ 15000,￥ 15000,任务编号：655816,1415-1500.csv,,,
【品牌策划】品牌全案策划,https://task.epwk.com/655828/,353人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1432.html?m=6&o=7,品牌全案策划,直接雇佣￥ 40000,￥ 40000,任务编号：655828,1415-1500.csv,,,
【APP开发】虚拟社交APP开发尾款,https://task.epwk.com/655839/,110人,1人,"¥18,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,虚拟社交APP开发尾款,直接雇佣￥ 18000,￥ 18000,任务编号：655839,1415-1500.csv,,,
医疗网站构建（补充功能）,https://task.epwk.com/655848/,149人,1人,"¥14,200",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,医疗网站构建（补充功能）,直接雇佣￥ 14200,￥ 14200,任务编号：655848,1415-1500.csv,,,
【APP开发】地产物业管理APP开发,https://task.epwk.com/655917/,146人,1人,"¥12,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,地产物业管理APP开发,直接雇佣￥ 12000,￥ 12000,任务编号：655917,1415-1500.csv,,,
【微信开发】微信公众号开发,https://task.epwk.com/655918/,252人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,微信公众号开发,直接雇佣￥ 8000,￥ 8000,任务编号：655918,1415-1500.csv,,,
【PPT设计】设计一个PPT,https://task.epwk.com/655944/,531人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,设计一个PPT,直接雇佣￥ 1000,￥ 1000,任务编号：655944,1415-1500.csv,,,
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,https://task.epwk.com/655960/,229人,1人,"¥6,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,【久铭乐】商标、网站、企业商业餐饮品牌门店公司logo设计,直接雇佣￥ 6000,￥ 6000,任务编号：655960,1415-1500.csv,,,
【企业官网】模板网站,https://task.epwk.com/655973/,171人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,模板网站,直接雇佣￥ 1000,￥ 1000,任务编号：655973,1415-1500.csv,,,
【LOGO设计】【北泓创意】LOGO设计商标品牌设计标志设计公司logo设计餐饮logo科技logo食品logo,https://task.epwk.com/656006/,248人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,【北泓创意】LOGO设计商标品牌设计标志设计公司logo设计餐饮logo科技logo食品logo,直接雇佣￥ 3000,￥ 3000,任务编号：656006,1415-1500.csv,,,
【LOGO设计】我需要珠宝画册设计一共25P,https://task.epwk.com/656012/,175人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,我需要珠宝画册设计一共25P,直接雇佣￥ 5000,￥ 5000,任务编号：656012,1415-1500.csv,,,
【LOGO设计】幼儿园VI设计,https://task.epwk.com/656013/,169人,1人,"¥12,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,幼儿园VI设计,直接雇佣￥ 12000,￥ 12000,任务编号：656013,1415-1500.csv,,,
【LOGO设计】设计2,https://task.epwk.com/656023/,133人,1人,"¥8,932",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,设计2,直接雇佣￥ 8932,￥ 8932,任务编号：656023,1415-1500.csv,,,
【淘宝/天猫代运营】母婴、备孕QQ群推广,https://task.epwk.com/656024/,401人,1人,¥300,圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,母婴、备孕QQ群推广,直接雇佣￥ 300,￥ 300,任务编号：656024,1415-1500.csv,,,
【金融】金融理财软件开发一期,https://task.epwk.com/656033/,211人,1人,"¥24,500",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,金融理财软件开发一期,直接雇佣￥ 24500,￥ 24500,任务编号：656033,1415-1500.csv,,,
【APP开发】拍照APP开发,https://task.epwk.com/656045/,206人,1人,"¥16,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,拍照APP开发,直接雇佣￥ 16000,￥ 16000,任务编号：656045,1415-1500.csv,,,
【企业官网】企业网站建设/公司网站定制开发/网站制作/企业官网/网站开发,https://task.epwk.com/656055/,163人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,企业网站建设/公司网站定制开发/网站制作/企业官网/网站开发,直接雇佣￥ 10000,￥ 10000,任务编号：656055,1415-1500.csv,,,
【LOGO设计】编织袋logo设计,https://task.epwk.com/656068/,157人,1人,¥401,圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,编织袋logo设计,直接雇佣￥ 401,￥ 401,任务编号：656068,1415-1500.csv,,,
【APP开发】OA类APP开发（第三期）,https://task.epwk.com/656080/,178人,1人,"¥42,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,OA类APP开发（第三期）,直接雇佣￥ 42000,￥ 42000,任务编号：656080,1415-1500.csv,,,
【LOGO设计】做一个饮品LOGO,https://task.epwk.com/656100/,178人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,做一个饮品LOGO,直接雇佣￥ 1000,￥ 1000,任务编号：656100,1415-1500.csv,,,
【通讯通信】通讯通信软件开发一期,https://task.epwk.com/656105/,381人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,通讯通信软件开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：656105,1415-1500.csv,,,
【通讯通信】通讯通信软件开发二期,https://task.epwk.com/656106/,324人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,通讯通信软件开发二期,直接雇佣￥ 50000,￥ 50000,任务编号：656106,1415-1500.csv,,,
【企业官网】免签约收款网站开发第三期,https://task.epwk.com/656113/,162人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,免签约收款网站开发第三期,直接雇佣￥ 30000,￥ 30000,任务编号：656113,1415-1500.csv,,,
【微信推广】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,https://task.epwk.com/656114/,192人,1人,¥300,圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,直接雇佣￥ 300,￥ 300,任务编号：656114,1415-1500.csv,,,
【LOGO设计】膳食包装两款,https://task.epwk.com/656119/,170人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,膳食包装两款,直接雇佣￥ 10000,￥ 10000,任务编号：656119,1415-1500.csv,,,
【LOGO设计】汽保设备VI设计,https://task.epwk.com/656122/,269人,1人,"¥6,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,汽保设备VI设计,直接雇佣￥ 6000,￥ 6000,任务编号：656122,1415-1500.csv,,,
【LOGO设计】餐饮LOGO设计,https://task.epwk.com/656125/,246人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,餐饮LOGO设计,直接雇佣￥ 3000,￥ 3000,任务编号：656125,1415-1500.csv,,,
【LOGO设计】文化传媒公司宣传册设计,https://task.epwk.com/656126/,350人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,文化传媒公司宣传册设计,直接雇佣￥ 8000,￥ 8000,任务编号：656126,1415-1500.csv,,,
【LOGO设计】集团VI设计,https://task.epwk.com/656127/,146人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1431.html?m=6&o=7,集团VI设计,直接雇佣￥ 15000,￥ 15000,任务编号：656127,1415-1500.csv,,,
