标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【网络接单】简单加好友任务  一单2元,https://task.epwk.com/303044/,7504人,51人,¥100,,,sdwfcili,注册YY账号 修改自己的名字格式  ＪＹゞX  Xゞ『一团成员』→鱼之白（XX自己任意起名） 然后加我好友1076397869  跟我聊天截图即可交稿即可,2014-08-28,,任务编号：303044,100.0,,,B任务编号：303044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥98,swxjflk,"工作室 |            
            创威科技",lovefcb,心灵飞舞,lkyfly962,小丽晨,mf533******da57,mf53f******e9da,csy1043,"工作室 |            
            艳栖远阁",,,,,2014
【网络接单】简单注册试玩，一稿2.5元,https://task.epwk.com/302769/,2469人,5人,¥100,,,唯美小猪,点击打开链接：http://www.mingjiqp.com/Register.aspx?pgameid=1873579↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  2 打开链接注册游戏，并下载：试玩赢12次以上，3 试玩完成并截图，截图请看下面附件，4 一个IP只能做一次,2014-08-27,,任务编号：302769,100.0,,,B任务编号：302769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥5,jiew928653029,lwj523716,,,,,,,,,,,,,2014
【网络接单】注册试玩，2.5元一单,https://task.epwk.com/302723/,2835人,9人,¥100,,,唯美小猪,1 打开链接：http://www.6igo.com/Register.aspx?pgameid=1586538                              ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  ↑  2 打开链接注册游戏，并下载：试玩12次以上，3 试玩完成并截图，截图请看下面附件，4 一个IP只能做一次,2014-08-26,,任务编号：302723,100.0,,,B任务编号：302723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥5,daqindiguo1234,mojinping,,,,,,,,,,,,,2014
【网络接单】网站推广，完成1稿得2元,https://task.epwk.com/302699/,2631人,2人,¥100,,,pendar163,1：直接点开下面网址：http://blog.sina.com.cn/s/blog_d9ec85a90102v0ez.html 2：按里面的要求完成任务！交稿条件：把你的 用户名 和 图片 上传到网站，就OK。,2014-08-26,,任务编号：302699,100.0,,,B任务编号：302699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥2,那雪那城,,,,,,,,,,,,,,2014
"【网络接单】简单注册,每单2元",https://task.epwk.com/302375/,4003人,8人,¥300,,,好运来吧,亲，在 http://www.youzhuan.com/tg/?u=9ad674e018 注册，在打码平台，随便选一个参与任务（最好选前几个）。要与打码的截图为主审核标准：提交注册该网站的ID号及打码100字的截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交,2014-08-25,,任务编号：302375,300.0,,,B任务编号：302375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥2,o53fbd03fb9973,,,,,,,,,,,,,,2014
【网络接单】轻松注册任务，一稿5元,https://task.epwk.com/302121/,1859人,0人,¥200,,,mf53f553d60ed33,任务链接： http://www.lezhuan.com/ru/1098384   通过此链接进行注册1：注册后进行游戏试玩然后领取乐币奖励2：当乐币数量到达80000后截主页全屏交稿《必须是全屏 能清楚的看到7位数字ID还有乐币数量》Ps：之前做过任务或者在别的地方做过的就别交稿了此任务可长期做 稿件审核后注销账号从新做任务 可无限反复做次任务别怕我没钱给你 只要你做了任务 快没稿费的时候我会加稿  要求快速审稿的 可加QQ1303304522要求审稿 注意 别问废话  自己琢磨  如果这么简单的任务不懂做  我也不需要你这样的人才做任务了！,2014-08-22,,任务编号：302121,200.0,,,B任务编号：302121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【招商加盟】发帖推广，每稿两元,https://task.epwk.com/302117/,3900人,2人,¥100,,,应急救护特训营,发稿要求： 1：分类信息网站、黄页 2：每稿两帖，附件下载 3：每个ID一稿，重复无效。 4：不允许预留与帖子内容无关联系信息审核标准：提交链接，一稿发两贴（两个附件中的内容）一稿两元,2014-08-22,,任务编号：302117,100.0,,,B任务编号：302117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,招商加盟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】百万盟注册，10元一稿,https://task.epwk.com/301920/,2667人,3人,¥100,,,shuyiyi,任务链接：http://www.baiwanmeng.com/reg.asp?r=shuyiyi 通过此链接进行注册1：注册后进行游戏试玩然后领取金币奖励2：当金币数量到达80000后截主页全屏交稿《必须是全屏 能清楚的看到7位数字ID还有金币数量》Ps：之前做过任务或者在别的地方做过的就别交稿了此任务可长期做 稿件审核后注销账号从新做任务 可无限反复做次任务别怕我没钱给你 只要你做了任务 快没稿费的时候我会加稿  要求快速审稿的 可加QQ1728526792要求审稿 注意 别问废话  自己琢磨  如果这么简单的任务不懂做  我也不需要你这样的人才做任务了！,2014-08-21,,任务编号：301920,100.0,,,B任务编号：301920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】注册任务，一稿3元,https://task.epwk.com/301949/,26960人,36人,¥530,,,mf53c75c33df3a0,"3元一稿，简单试玩，每天必审1. 点击进入http://www.juxiangyou.com/r4272409（必须由此点击进入）2. 注册就送10000U币，通过试玩游戏账户达到40000U币就算完成任务。3. 本人制作的新手教程，新手可以先注册，再看看教程http://blog.sina.com.cn/s/blog_137d024440102uzvk.html532e706e67"" alt="""" />4.有不懂的可以加QQ群44133872 一起交流，教你怎么快速完成任务。交稿：截图你的ID即可（看附件，获得的U币可以）",2014-08-22,,任务编号：301949,530.0,,,B任务编号：301949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥42.42,mbname,关尔卫,"个人 |            
            称霸世界杂货铺",mf540******23d9,JIN799097874,mf540******b0c9,Qianyye,HYJ拾壹设计,w123685495,hybdks,,,,,2014
【网络接单】简单下载，一稿两元,https://task.epwk.com/301676/,1972人,0人,¥100,,,lwx517,亲，到 http://url.cn/NVsWfT下载审核要求：提交你的ID及帐号有40000积分（截图）即可,2014-08-20,,任务编号：301676,100.0,,,B任务编号：301676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】注册任务，一稿两元,https://task.epwk.com/301261/,1685人,1人,¥100,,,lwx517,亲，到 http://url.cn/OlAGw8   注册下  审核标准：提交注册该网站的ID号及账号有40000u币以上的截图 即可温馨提示：我在聚享游做了很多天了，每天收入不算多，四五十元，就当赚点零花钱。几分钟内就能到账。,2014-08-19,,任务编号：301261,100.0,,,B任务编号：301261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】注册任务2元，一分钟解决,https://task.epwk.com/301186/,5357人,55人,¥100,,,唯美小猪,注册：2345王牌手机联盟            2345王牌技术联盟注：上面两个联盟分别为电脑版跟手机版，注册一个账号既可登陆：http://shouji.2345.com/?519503161注册了把你的账号名称告诉我即可，我会第一时间确认，注册了我希望大家去看看内容了解一下，我们是什么样的一个平台，谢谢,2014-08-18,,任务编号：301186,100.0,,,B任务编号：301186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥20,琼羽醉觞,jiweikang12,w648452789,贾晓伟1992,包瓜子,十三阿哥,mf53f******ffc4,"个人 |            
            地球人都知道的店铺",王小喵,"工作室 |            
            小庆设计工作室",,,,,2014
【网络接单】注册任务2元，一分钟解决,https://task.epwk.com/301156/,1889人,2人,¥100,,,唯美小猪,注册：2345王牌手机联盟            2345王牌技术联盟注：上面两个联盟分别为电脑版跟手机版，注册一个账号既可登陆：http://shouji.2345.com/?519503161注册了把你的账号名称告诉我即可，我会第一时间确认，注册了我希望大家去看看内容了解一下，我们是什么样的一个平台，谢谢,2014-08-18,,任务编号：301156,100.0,,,B任务编号：301156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥100,qwe1558337386,kd1993,,,,,,,,,,,,,2014
【网络接单】加群任务，一稿两元,https://task.epwk.com/300969/,5836人,25人,¥800,,,日赚一万,加群任务，一稿两元，群号80710686长期有任务Q群号80710686长期有任务具体要求：1:加入QQ群： ８０*７１０*６８６验证填写【wk810】    2：要求QQ使用年龄不能低于3年，等级太阳以上   3：进群后发送“￥报道”，并等待群内回复    4：（样图在附件）截图无误的！需要有100%通过审核！如果有审稿不公平的，欢迎投诉 5：群里不定时发布一次佣金任务 最高可得1500元   QQ群号８０*７１０*６８６(把加号去掉),2014-08-16,,任务编号：300969,800.0,,,B任务编号：300969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥38,十三阿哥,belliue,gang995478787,欢乐谷,欢乐谷,xuqinqin,xuqinqin,"个人 |            
            闻闻的小铺",qwe1558337386,风华绝代,,,,,2014
【网络接单】QQ群推广，一稿6元,https://task.epwk.com/300841/,2140人,0人,¥100,,,sushan,1.一稿6元，发4条指定信息为一稿。2.将信息发到指定qq群，只发群消息。3.发布信息、群号：请加QQ 2096723560 （验证信息：一品威客）。4.提交类型：请截图（完整截图，群聊天对话框、群聊天记录、发送的推广信息、发送人与发送时间，以及电脑桌面右下角的时间清晰可见）至QQ 2096723560，缺少一个不予审核。5.合格稿件：符合提交类型标准，并将稿件编号截图发至QQ 2096723560 即可。6.发布时间：周一至周五9:30-17:30，其他时间段无效。7.雇主亲自审核。,2014-08-15,,任务编号：300841,100.0,,,B任务编号：300841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】下载手机软件，简单2元,https://task.epwk.com/300661/,1626人,0人,¥100,,,mf53c75c33df3a0,1  用手机登陆 http://www.v89.com/ 下载软件微乐  或者百度搜索 微乐官网 并下载到手机2  用手机注册微乐  邀请人号码 填 138415741803  用拥挤登陆微乐  并使自己的粉丝数达到 10 个，截图（进入软件——点击乐友圈——我的粉丝）    这是一个非常好的软件，值得你长期拥有，任务过程中有不明白的可以加群99283819咨询,2014-08-14,,任务编号：300661,100.0,,,B任务编号：300661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【招商加盟】发帖推广，每稿两元,https://task.epwk.com/300496/,4430人,1人,¥100,,,应急救护特训营,发稿要求： 1：分类信息网站、黄页 2：每稿两帖，附件下载 3：每个ID一稿，重复无效。 4：不允许预留与帖子内容无关联系信息审核标准：提交链接，一稿发两贴（两个附件中的内容）一稿两元,2014-08-13,,任务编号：300496,100.0,,,B任务编号：300496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,招商加盟,,,,,,,,,,,,,,,,,,,,,,￥2,十三阿哥,,,,,,,,,,,,,,2014
【网络接单】注册任务，一稿两元,https://task.epwk.com/300340/,1428人,0人,¥100,,,lwx517,亲，到 http://url.cn/OlAGw8   注册下  审核标准：提交注册该网站的ID号及账号有40000u币以上的截图 即可温馨提示：我在聚享游做了很多天了，每天收入不算多，四五十元，就当赚点零花钱。几分钟内就能到账。,2014-08-12,,任务编号：300340,100.0,,,B任务编号：300340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】加群任务，一稿两元,https://task.epwk.com/299833/,8980人,47人,"¥1,000",,,日赚一万,Q群号80710686长期有任务具体要求：1:加入QQ群： ８０*７１０*６８６验证填写【wk810】    2：要求QQ使用年龄不能低于3年，等级太阳以上   3：进群后发送“￥报道”，并等待群内回复    4：（样图在附件）截图无误的！需要有100%通过审核！如果有审稿不公平的，欢迎投诉 5：群里不定时发布一次佣金任务 最高可得1500元   QQ群号８０*７１０*６８６６８６(把加号去掉),2014-08-10,,任务编号：299833,1000.0,,,B任务编号：299833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥78,"工作室 |            
            BY工作室",catherine72,"工作室 |            
            论文代写",田田螺,fjh63860927,mf53e******0857,asd979542415,a9831411,"个人 |            
            anya109的店铺",fjw1028,,,,,2014
"【网络接单】简单注册,每单2元",https://task.epwk.com/299136/,4478人,10人,¥198,,,好运来吧,亲，在 http://user.yunzhuan.com/Public/register/id/140380 注册，在打码平台，随便选一个参与任务（最好选前几个）。要与打码的截图为主审核标准：提交注册该网站的ID号及打码100字的有效截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交温馨提醒：任务征集期间，交易双方交流可通过一品威客站内信、任务交流区联系雇主！,2014-08-06,,任务编号：299136,198.0,,,B任务编号：299136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥2,"工作室 |            
            余趣摄影",米虫米虫,"工作室 |            
            华谊工作室",一品一袋,身边y然是你,无双乱舞,疯子李,小曾曾,小雨20120622,闷闷咚咚,,,,,2014
【网络接单】5元一单，游戏试玩,https://task.epwk.com/298392/,3473人,2人,¥100,,,mf53c75c33df3a0,5元一单，游戏试玩，体验广告，打码点击http://www.juxiangyou.com/r4272409 注册（必须由本链接进入）赚取90000U币。非常简单，注册就有10000U币，随便体验个广告或者10分钟试玩一个游戏就有5000到20000U币不等，你自己赚的90000U币任务之后，记得完成刷新你体验或者试玩的进入页面，领取U币奖励，然后截图你的ID和账户余额任务过程中有不懂的加群44133872  一起交流，分享快速完成任务方法,2014-08-03,,任务编号：298392,100.0,,,B任务编号：298392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,单执系,米虫米虫,,,,,,,,,,,,,2014
【网络接单】打字任务，2元一稿,https://task.epwk.com/297470/,5433人,3人,¥100,,,meshiwo,通过http://www.xxbux.com注册，在打码平台，随便选一个参与任务。审核标准：提交注册该网站的ID号及会员中心2000金币截图即可很简单。（2000金币相当于2元，注册网站赠送300金币，每天登陆送10金币，推广徒弟注册更有高额奖励）。,2014-07-29,,任务编号：297470,100.0,,,B任务编号：297470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥4,csy1043,包瓜子,包瓜子,心仪sj,,,,,,,,,,,2014
【网络接单】乐赚注册~10元一稿~~,https://task.epwk.com/297851/,10244人,25人,"¥1,500",,,自由的我2012,任务链接：http://www.lezhuan.com/ru/1011749  通过此链接进行注册1：注册后进行游戏试玩然后领取乐币奖励2：当乐币数量到达80000后截主页全屏交稿《必须是全屏 能清楚的看到7位数字ID还有乐币数量》Ps：之前做过任务或者在别的地方做过的就别交稿了 此任务可长期做 稿件审核后注销账号从新做任务 可无限反复做次任务别怕我没钱给你 只要你做了任务 快没稿费的时候我会加稿  要求快速审稿的 可加QQ2479264991要求审稿 注意 别问废话  自己琢磨  如果这么简单的任务不懂做  我也不需要你这样的人才做任务了！,2014-07-31,,任务编号：297851,1500.0,,,B任务编号：297851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥140,csy1043,那个男孩说,qq464974965,wan64692473,oyzy1314,demon灬,jin9758395,gm182690192,_菲薄的青春,"个人 |            
            起步从这里开始",,,,,2014
【网络接单】注册任务，一稿两元,https://task.epwk.com/297829/,2010人,1人,¥100,,,lwx517,亲，到 http://url.cn/OlAGw8   注册下  审核标准：提交注册该网站的ID号及账号有40000u币以上的截图 即可温馨提示：我在聚享游做了很多天了，每天收入不算多，四五十元，就当赚点零花钱。几分钟内就能到账,2014-07-31,,任务编号：297829,100.0,,,B任务编号：297829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
"【网络接单】简单注册,每单2元",https://task.epwk.com/297640/,3573人,7人,¥200,,,好运来吧,亲，在 http://user.yunzhuan.com/Public/register/id/140380 注册，在打码平台，随便选一个参与任务（最好选前几个）。要与打码的截图为主审核标准：提交注册该网站的ID号及打码100字的有效截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交,2014-07-30,,任务编号：297640,200.0,,,B任务编号：297640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】注册任务，一稿两元,https://task.epwk.com/297213/,3423人,8人,¥300,,,好运来吧,亲，到http://www.juxiangyou.com/r2449267    注册下  审核标准：提交注册该网站的ID号及账号有40000u币以上的截图 即可，一稿2元温馨提示：我在聚享游做了很多天了，每天收入不算多，四五十元，就当赚点零花钱。几分钟内就能到账。,2014-07-28,,任务编号：297213,300.0,,,B任务编号：297213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
"【网络接单】简单注册,每单2元",https://task.epwk.com/296799/,4882人,14人,¥200,,,好运来吧,亲，在 http://www.youzhuan.com/tg/?u=9ad674e018 注册，在打码平台，随便选一个参与任务（最好选前几个）。要与打码的截图为主审核标准：提交注册该网站的ID号及打码100字的有效截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交,2014-07-25,,任务编号：296799,200.0,,,B任务编号：296799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥18,JIN799097874,云上人家,csy1043,cyzwxtaywfn,mf53d******591a,启创意工作室,魅力天使,amy静,ailn,,,,,,2014
【网络接单】动动你的金手指~11元一稿,https://task.epwk.com/295812/,26947人,21人,¥220,,,自由的我2012,1. 打开链接http://www.juxiangyou.com/r3266302进入注册，就送10000U币=1元 2、游戏体验：参与新人任务，挂机用鼠标点10-20分钟，玩玩游戏就赚钱了。如果你的打字够快，打打验证码也是不错的选择！只要你账户里面有90000U币就算完成任务，截图给我就可以领取任务奖励，我这边任务奖励5元更懒一点的，体验一下广告。U币也来得很快。反正满90000U币就可以交任务了。说明：玩游戏打码体验广告 都有丰富的奖励！3、有效要求：账户里面U币满90000就算完成任务，截图给我即可。（截图包括数字ID和U币数量）《交稿截图必须是全屏 包括电脑右下角的时间》一定要通过我的推荐链接点击的才算有效。大家不要老是拿其他人的推荐来充做任务乱提交切记。有什么不懂的加QQ2479264991问我  此任务可以长期做长期赚钱 。交稿的时候告我 哪款游戏比较好玩就好了！有做了任务收不到钱的也可以加我QQ讨伐我既然进来了就做一下任务吧 一次挂几个网页小游戏 傻瓜式操作 很快的,2014-07-19,,任务编号：295812,220.0,,,B任务编号：295812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥77,dada0932,清凌叶影,tjx5608,zc08121113,csy1043,乐水无心,o53e9c079eb83d,,,,,,,,2014
"【网络接单】游戏注册试玩,一稿8元",https://task.epwk.com/295177/,3387人,5人,¥100,,,a773177,任务要求：1：自己注册    2：试玩5分钟，挂机也可以3：游戏昵称必须是指定格式任务前请进加QQ群：64942773   发放游戏昵称格式 验证输入：一品威客重要提示：1：每个任务每个IP只可做一次，重复无效                       2：    注册试玩一个8元                     3：做完之后截图交稿                          截图角色名称和图像                         4：还有不明白的问群主！                       5：交稿之后QQ通知，在线秒审！,2014-07-16,,任务编号：295177,100.0,,,B任务编号：295177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】注册任务，一稿两元,https://task.epwk.com/295179/,4665人,9人,¥100,,,lwx517,亲，到 http://url.cn/OlAGw8   注册下  审核标准：提交注册该网站的ID号及账号有40000u币以上的截图 即可温馨提示：我在聚享游做了很多天了，每天收入不算多，四五十元，就当赚点零花钱。几分钟内就能到账。,2014-07-16,,任务编号：295179,100.0,,,B任务编号：295179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥6,o5311f565d4b3a,dada0932,o53bd0c2b8d32e,,,,,,,,,,,,2014
"【网络接单】简单注册,每单2元",https://task.epwk.com/294174/,7933人,30人,¥200,,,好运来吧,亲，在 http://www.youzhuan.com/tg/?u=9ad674e018 注册，在打码平台，随便选一个参与任务（最好选前几个）。要与打码的截图为主审核标准：提交注册该网站的ID号及打码100字的截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交,2014-07-10,,任务编号：294174,200.0,,,B任务编号：294174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥34,王翠12345,"个人 |            
            猪妹网络众包",苗亦瑶,C13545003334,o5332e7875a403,我是大好人,WSZXA,"工作室 |            
            小柒专业协助","个人 |            
            独特设计",lizhi021,,,,,2014
【网络接单】加QQ好友就能挣钱很简单,https://task.epwk.com/293448/,9952人,15人,¥100,,,o53b6****30985,1.自己申请QQ号，加我指定的QQ2.每个QQ上要加25个好友3.一个稿件5元4.平常空余时间比较多的，能快速完成的任何的！后面还有很多单，现在这是测试，加的好的会让你接着加！5.忽悠的就不要来了！有诚信的过来！！！6.觉得自己适合的加QQ群313676390详谈7准备要加的就好好加，不要加了几个就不想加了！不要过来浪费大家的时间！想做的就认真做！6，提交截图,2014-07-05,,任务编号：293448,100.0,,,B任务编号：293448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【数据录入】数据录入，1000字两元,https://task.epwk.com/292842/,9041人,5人,¥100,,,only娃哈哈,请下载附件，有详细操作步骤，不懂的留言给我，有效码满1000个就两元，快赚啦交稿：截图交任务，点击查询我的票数，下方显示，有效打码个数和有效率，个数满1000字以上，有效率不低于80%，两项合格才算合格（截图需要截下打码个数、有效率、以及工号，没工号也不算合格）,2014-07-01,,任务编号：292842,100.0,,,B任务编号：292842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,数据录入,,,,,,,,,,,,,,,,,,,,,,￥10,caoyanfeng2012,caoyanfeng2012,caoyanfeng2012,caoyanfeng2012,caoyanfeng2012,,,,,,,,,,2014
【网络接单】做完任务就赚20元，有苹果设备和wifi就可做,https://task.epwk.com/292124/,4047人,2人,¥100,,,o53a2a107f33e2,支持设备：iPad、iPhone、iPod Touch。下载地址：http://taojoy.51zhuan.net.cn/   或者在苹果官方商店APP Store搜索淘开心然后下载。任务要求：下载安装完成之后，首页右上角有个大拇指，必须先填写推荐人ID：80910之后，再到任务仓库做任务，（填写推荐人ID立刻就会得到10个金币）做任务得到金币达到300个就算完成任务陌陌仓库有个120金币的任务，迪迪仓库有个90金币的任务，加起来就210个了，剩下的随便做2个任务，加起来就够300个了，就能完成本次任务，附件里面是任务攻略会教你怎么做）一个任务只需要几分钟即可完成，不会做任务的可以加QQ373112690，手把手教你做，也可以看淘开心首页的任务攻略完成任务淘开心里面就至少有310个金币=15.5元（20个金币=1元钱），金币可以自己选择提现，也可以充话费或者充QB，也可以选择不要，这个随意您了一机一码，抹机做任务无效，而且会被淘开心封设备哦，所以每部手机可以做一次任务,2014-06-26,,任务编号：292124,100.0,,,B任务编号：292124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥4.55,o53ad6ed22bf70,,,,,,,,,,,,,,2014
【网络接单】发生日祝福短信,https://task.epwk.com/292132/,14387人,55人,¥100,,,古柯碱,我的老婆阳历七月三号生日，我想要在她生日那天，收到来自天涯海角的人送来的祝福。详情看附件,2014-06-26,,任务编号：292132,100.0,,,B任务编号：292132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥96,王翠12345,王翠12345,"个人 |            
            小情绪灬大蒜",csgxkj,wqj576811266,一个人的事,"工作室 |            
            柒⑧工作室","工作室 |            
            美视觉创意设计工作室","工作室 |            
            美视觉创意设计工作室","工作室 |            
            美视觉创意设计工作室",,,,,2014
"【网络接单】简单轻松,每单5元！",https://task.epwk.com/291907/,2669人,0人,¥100,,,lwx517,亲，在 http://url.cn/OlAGw8注册，在试玩，打码平台，随便做下任务（最好选前几个）。审核标准：提交注册该网站的ID号及账号有88888U币左右（80000U币以上）的截图即可很简单，之前有做过此任务的就别做了。（如有不懂可见该页的打码视频教程）每个人只能交一稿不能重复交温馨提示：不是到这注册的就别交了，谢谢大家配合！,2014-06-25,,任务编号：291907,100.0,,,B任务编号：291907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网络接单】新手必做~10秒赚11元,https://task.epwk.com/291393/,9285人,5人,¥220,,,自由的我2012,1. 打开链接http://www.juxiangyou.com/r3266302进入注册，就送10000U币=1元 2、游戏体验：参与新人任务，挂机用鼠标点10-20分钟，玩玩游戏就赚钱了。如果你的打字够快，打打验证码也是不错的选择！只要你账户里面有90000U币就算完成任务，截图给我就可以领取任务奖励，我这边任务奖励5元更懒一点的，体验一下广告。U币也来得很快。反正满90000U币就可以交任务了。说明：玩游戏打码体验广告 都有丰富的奖励！3、有效要求：账户里面U币满90000就算完成任务，截图给我即可。（截图包括数字ID和U币数量）《交稿截图必须是全屏 包括电脑右下角的时间》一定要通过我的推荐链接点击的才算有效。大家不要老是拿其他人的推荐来充做任务乱提交切记。有什么不懂的加QQ2479264991问我  此任务可以长期做长期赚钱 。交稿的时候告我 哪款游戏比较好玩就好了！有做了任务收不到钱的也可以加我QQ讨伐我既然进来了就做一下任务吧 一次挂几个网页小游戏 傻瓜式操作 很快的,2014-06-22,,任务编号：291393,220.0,,,B任务编号：291393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网络接单,,,,,,,,,,,,,,,,,,,,,,￥22,小小鬼头,eloise,,,,,,,,,,,,,2014
