ID,Transaction_Price,Publication_Time,[z],type
任务编号：310452,300,2014/10/14,2,订单
任务编号：310532,300,2014/10/14,2,订单
任务编号：310503,200,2014/10/14,2,订单
任务编号：310483,200,2014/10/14,2,订单
任务编号：309831,200,2014/10/10,2,订单
任务编号：310124,200,2014/10/12,2,订单
任务编号：310359,1000,2014/10/14,2,订单
任务编号：310332,1000,2014/10/13,2,订单
任务编号：310225,300,2014/10/13,2,订单
任务编号：310176,500,2014/10/13,2,订单
任务编号：310206,1000,2014/10/13,2,订单
任务编号：310048,300,2014/10/12,2,订单
任务编号：309900,300,2014/10/11,2,订单
任务编号：309894,300,2014/10/11,2,订单
任务编号：309641,576,2014/10/9,2,订单
任务编号：309815,300,2014/10/10,2,订单
任务编号：309745,300,2014/10/10,2,订单
任务编号：309740,300,2014/10/10,2,订单
任务编号：309488,400,2014/10/9,2,订单
任务编号：309233,200,2014/10/7,2,订单
任务编号：309195,800,2014/10/6,2,订单
任务编号：309070,300,2014/10/5,2,订单
任务编号：309162,500,2014/10/6,2,订单
任务编号：309051,150,2014/10/5,2,订单
任务编号：309041,300,2014/10/4,2,订单
任务编号：308998,200,2014/10/4,2,订单
任务编号：309001,500,2014/10/4,2,订单
任务编号：308873,350,2014/10/2,2,订单
任务编号：308844,900,2014/10/1,2,订单
任务编号：308428,1500,2014/9/29,2,订单
任务编号：308763,500,2014/9/30,2,订单
任务编号：308556,300,2014/9/29,2,订单
任务编号：308553,1000,2014/9/29,2,订单
任务编号：308475,200,2014/9/29,2,订单
任务编号：308476,200,2014/9/29,2,订单
任务编号：308443,500,2014/9/29,2,订单
任务编号：308168,1000,2014/9/27,2,订单
任务编号：308172,850,2014/9/27,2,订单
任务编号：307768,1800,2014/9/25,2,订单
任务编号：307760,1000,2014/9/25,2,订单
任务编号：307753,300,2014/9/25,2,订单
任务编号：307721,500,2014/9/24,2,订单
任务编号：307707,200,2014/9/24,2,订单
任务编号：307526,360,2014/9/23,2,订单
任务编号：307497,1000,2014/9/23,2,订单
任务编号：307433,100,2014/9/23,2,订单
任务编号：307422,300,2014/9/23,2,订单
任务编号：307328,600,2014/9/22,2,订单
任务编号：307323,500,2014/9/22,2,订单
任务编号：307318,300,2014/9/22,2,订单
任务编号：307144,300,2014/9/22,2,订单
任务编号：307131,360,2014/9/22,2,订单
任务编号：307063,300,2014/9/21,2,订单
任务编号：307015,400,2014/9/21,2,订单
任务编号：306658,300,2014/9/19,2,订单
任务编号：306829,1000,2014/9/19,2,订单
任务编号：306755,300,2014/9/19,2,订单
任务编号：306717,800,2014/9/19,2,订单
任务编号：306626,500,2014/9/18,2,订单
任务编号：306621,300,2014/9/18,2,订单
任务编号：306586,300,2014/9/18,2,订单
任务编号：306413,300,2014/9/17,2,订单
任务编号：306411,360,2014/9/17,2,订单
任务编号：306410,800,2014/9/17,2,订单
任务编号：306398,500,2014/9/17,2,订单
任务编号：306252,460,2014/9/17,2,订单
任务编号：306239,600,2014/9/17,2,订单
任务编号：306200,1500,2014/9/16,2,订单
任务编号：306199,1500,2014/9/16,2,订单
任务编号：306195,1500,2014/9/16,2,订单
任务编号：306086,500,2014/9/16,2,订单
任务编号：305979,300,2014/9/15,2,订单
任务编号：305955,1000,2014/9/15,2,订单
任务编号：305907,500,2014/9/15,2,订单
任务编号：305884,750,2014/9/15,2,订单
任务编号：305837,600,2014/9/15,2,订单
任务编号：305783,500,2014/9/15,2,订单
任务编号：305753,300,2014/9/14,2,订单
任务编号：305722,200,2014/9/14,2,订单
任务编号：305711,200,2014/9/14,2,订单
任务编号：305661,250,2014/9/13,2,订单
任务编号：305631,300,2014/9/13,2,订单
任务编号：305626,500,2014/9/13,2,订单
任务编号：305564,1000,2014/9/12,2,订单
任务编号：305479,600,2014/9/12,2,订单
任务编号：305428,300,2014/9/12,2,订单
任务编号：305262,450,2014/9/11,2,订单
任务编号：305234,350,2014/9/11,2,订单
任务编号：305212,1000,2014/9/11,2,订单
任务编号：305108,1000,2014/9/10,2,订单
任务编号：305048,500,2014/9/10,2,订单
任务编号：304951,202,2014/9/10,2,订单
任务编号：304932,500,2014/9/10,2,订单
任务编号：304854,300,2014/9/9,2,订单
任务编号：304751,300,2014/9/7,2,订单
任务编号：304728,500,2014/9/7,2,订单
任务编号：304122,500,2014/9/3,2,订单
任务编号：304536,500,2014/9/5,2,订单
任务编号：304550,1500,2014/9/5,2,订单
任务编号：304548,1500,2014/9/5,2,订单
任务编号：304547,1500,2014/9/5,2,订单
任务编号：304527,500,2014/9/5,2,订单
任务编号：304494,300,2014/9/5,2,订单
任务编号：304461,1100,2014/9/5,2,订单
任务编号：304458,500,2014/9/5,2,订单
任务编号：304274,1200,2014/9/4,2,订单
任务编号：304226,1000,2014/9/4,2,订单
任务编号：304116,1000,2014/9/3,2,订单
任务编号：303967,300,2014/9/2,2,订单
任务编号：303884,666,2014/9/2,2,订单
任务编号：303764,500,2014/9/2,2,订单
任务编号：302865,300,2014/8/27,2,订单
任务编号：303534,200,2014/9/1,2,订单
任务编号：303495,300,2014/8/31,2,订单
任务编号：303348,400,2014/8/29,2,订单
任务编号：303328,400,2014/8/29,2,订单
任务编号：303205,1000,2014/8/29,2,订单
任务编号：303083,360,2014/8/28,2,订单
任务编号：302987,1000,2014/8/28,2,订单
任务编号：302995,500,2014/8/28,2,订单
任务编号：302684,300,2014/8/26,2,订单
任务编号：302934,600,2014/8/27,2,订单
任务编号：302911,100,2014/8/27,2,订单
任务编号：302891,400,2014/8/27,2,订单
任务编号：302444,300,2014/8/25,2,订单
任务编号：302410,150,2014/8/25,2,订单
任务编号：302361,500,2014/8/25,2,订单
任务编号：302358,500,2014/8/25,2,订单
任务编号：302309,450,2014/8/24,2,订单
任务编号：302156,300,2014/8/23,2,订单
任务编号：302043,200,2014/8/22,2,订单
任务编号：301953,198,2014/8/22,2,订单
任务编号：301922,600,2014/8/21,2,订单
任务编号：301744,300,2014/8/21,2,订单
任务编号：301735,500,2014/8/21,2,订单
任务编号：301511,360,2014/8/20,2,订单
任务编号：301682,200,2014/8/20,2,订单
任务编号：301667,300,2014/8/20,2,订单
任务编号：301623,1000,2014/8/20,2,订单
任务编号：301431,500,2014/8/19,2,订单
任务编号：301294,360,2014/8/19,2,订单
任务编号：301240,1500,2014/8/18,2,订单
任务编号：301239,1500,2014/8/18,2,订单
任务编号：301237,1500,2014/8/18,2,订单
任务编号：301119,800,2014/8/18,2,订单
任务编号：301111,100,2014/8/18,2,订单
任务编号：301106,300,2014/8/18,2,订单
任务编号：301099,500,2014/8/18,2,订单
任务编号：301080,1000,2014/8/18,2,订单
任务编号：301039,500,2014/8/17,2,订单
任务编号：301025,500,2014/8/17,2,订单
任务编号：300968,150,2014/8/16,2,订单
任务编号：300721,500,2014/8/14,2,订单
任务编号：300844,500,2014/8/15,2,订单
任务编号：300799,1000,2014/8/15,2,订单
任务编号：300696,300,2014/8/14,2,订单
任务编号：300476,1000,2014/8/13,2,订单
任务编号：300211,1000,2014/8/12,2,订单
任务编号：300433,300,2014/8/13,2,订单
任务编号：300074,300,2014/8/11,2,订单
任务编号：299974,300,2014/8/11,2,订单
任务编号：299889,300,2014/8/11,2,订单
任务编号：299817,500,2014/8/10,2,订单
任务编号：299793,300,2014/8/10,2,订单
任务编号：299770,300,2014/8/10,2,订单
任务编号：299712,300,2014/8/9,2,订单
任务编号：299427,300,2014/8/8,2,订单
任务编号：299394,2000,2014/8/7,2,订单
任务编号：299339,1000,2014/8/7,2,订单
任务编号：299327,600,2014/8/7,2,订单
任务编号：299244,300,2014/8/7,2,订单
任务编号：299171,500,2014/8/6,2,订单
任务编号：299144,300,2014/8/6,2,订单
任务编号：298993,1500,2014/8/6,2,订单
任务编号：298986,1500,2014/8/6,2,订单
任务编号：298966,400,2014/8/6,2,订单
任务编号：298946,800,2014/8/6,2,订单
任务编号：298892,360,2014/8/5,2,订单
任务编号：298646,300,2014/8/4,2,订单
任务编号：298691,300,2014/8/4,2,订单
任务编号：298617,3000,2014/8/4,2,订单
任务编号：298531,300,2014/8/4,2,订单
任务编号：298339,1000,2014/8/2,2,订单
任务编号：298331,300,2014/8/2,2,订单
任务编号：298326,300,2014/8/2,2,订单
任务编号：297925,300,2014/7/31,2,订单
任务编号：297924,800,2014/7/31,2,订单
任务编号：297857,1400,2014/7/31,2,订单
任务编号：297856,518,2014/7/31,2,订单
任务编号：297852,2000,2014/7/31,2,订单
任务编号：297802,300,2014/7/31,2,订单
任务编号：324619,400,2014/12/26,2,订单
任务编号：323793,3500,2014/12/23,2,订单
任务编号：323586,200,2014/12/22,2,订单
任务编号：322159,1000,2014/12/15,2,订单
任务编号：321984,480,2014/12/15,2,订单
任务编号：320377,900,2014/12/5,2,订单
任务编号：319290,1000,2014/11/29,2,订单
任务编号：319292,1000,2014/11/29,2,订单
任务编号：318550,130,2014/11/25,2,订单
任务编号：317575,600,2014/11/20,2,订单
任务编号：317186,900,2014/11/19,2,订单
任务编号：316661,800,2014/11/16,2,订单
任务编号：316582,1000,2014/11/15,2,订单
任务编号：313365,500,2014/10/30,2,订单
任务编号：313054,380,2014/10/28,2,订单
任务编号：312943,500,2014/10/28,2,订单
任务编号：312829,1000,2014/10/27,2,订单
任务编号：312140,100,2014/10/23,2,订单
任务编号：311723,800,2014/10/21,2,订单
任务编号：311530,1500,2014/10/20,2,订单
任务编号：311306,300,2014/10/19,2,订单
任务编号：309807,500,2014/10/10,2,订单
任务编号：309637,1000,2014/10/9,2,订单
任务编号：309413,4888,2014/10/8,2,订单
任务编号：308304,200,2014/9/28,2,订单
任务编号：307799,300,2014/9/25,2,订单
任务编号：307500,800,2014/9/23,2,订单
任务编号：307301,1000,2014/9/22,2,订单
任务编号：306393,600,2014/9/17,2,订单
任务编号：305332,1000,2014/9/11,2,订单
任务编号：305131,700,2014/9/11,2,订单
任务编号：305146,200,2014/9/11,2,订单
任务编号：304955,500,2014/9/10,2,订单
任务编号：304832,1000,2014/9/9,2,订单
任务编号：304708,300,2014/9/7,2,订单
任务编号：304252,200,2014/9/4,2,订单
任务编号：303710,200,2014/9/1,2,订单
任务编号：302807,500,2014/8/27,2,订单
任务编号：302219,300,2014/8/24,2,订单
任务编号：302129,2000,2014/8/23,2,订单
任务编号：302051,500,2014/8/22,2,订单
任务编号：302059,500,2014/8/22,2,订单
任务编号：301543,500,2014/8/20,2,订单
任务编号：301013,400,2014/8/17,2,订单
任务编号：301006,500,2014/8/17,2,订单
任务编号：300594,500,2014/8/13,2,订单
任务编号：299779,1000,2014/8/10,2,订单
任务编号：299560,2000,2014/8/8,2,订单
任务编号：298411,700,2014/8/3,2,订单
任务编号：298366,2000,2014/8/2,2,订单
任务编号：298333,100,2014/8/2,2,订单
任务编号：298182,1500,2014/8/1,2,订单
任务编号：297649,500,2014/7/30,2,订单
任务编号：297461,500,2014/7/29,2,订单
任务编号：297361,100,2014/7/29,2,订单
任务编号：296607,800,2014/7/24,2,订单
任务编号：296600,500,2014/7/24,2,订单
任务编号：296408,300,2014/7/23,2,订单
任务编号：295978,300,2014/7/21,2,订单
任务编号：294842,800,2014/7/14,2,订单
任务编号：294306,1000,2014/7/10,2,订单
任务编号：294265,150,2014/7/10,2,订单
任务编号：293798,2000,2014/7/7,2,订单
任务编号：293724,880,2014/7/7,2,订单
任务编号：293055,680,2014/7/2,2,订单
任务编号：292972,500,2014/7/2,2,订单
任务编号：292807,998,2014/7/1,2,订单
任务编号：292721,1000,2014/7/1,2,订单
任务编号：292562,500,2014/6/30,2,订单
任务编号：292348,1000,2014/6/28,2,订单
任务编号：291927,1500,2014/6/25,2,订单
任务编号：291529,500,2014/6/23,2,订单
任务编号：291025,1000,2014/6/19,2,订单
任务编号：290665,3500,2014/6/17,2,订单
任务编号：290406,770,2014/6/16,2,订单
任务编号：289625,999,2014/6/10,2,订单
任务编号：288801,500,2014/6/4,2,订单
任务编号：288700,800,2014/6/4,2,订单
任务编号：288648,8000,2014/6/4,2,订单
任务编号：288549,500,2014/6/3,2,订单
任务编号：288407,2688,2014/5/31,2,订单
任务编号：288356,600,2014/5/30,2,订单
任务编号：288061,200,2014/5/29,2,订单
任务编号：287707,600,2014/5/27,2,订单
任务编号：287524,600,2014/5/26,2,订单
任务编号：287262,1000,2014/5/23,2,订单
任务编号：287100,1200,2014/5/22,2,订单
任务编号：285905,300,2014/5/14,2,订单
任务编号：285955,600,2014/5/14,2,订单
任务编号：285946,500,2014/5/14,2,订单
任务编号：285063,200,2014/5/8,2,订单
任务编号：284494,1000,2014/5/5,2,订单
任务编号：284468,1000,2014/5/5,2,订单
任务编号：283432,4000,2014/4/28,2,订单
任务编号：266651,200,2014/4/27,2,订单
任务编号：258626,500,2014/4/25,2,订单
任务编号：257949,400,2014/4/22,2,订单
任务编号：257311,300,2014/4/17,2,订单
任务编号：257095,300,2014/4/16,2,订单
任务编号：255936,500,2014/4/11,2,订单
任务编号：254896,300,2014/4/3,2,订单
任务编号：254283,500,2014/3/30,2,订单
任务编号：253796,15000,2014/3/25,2,订单
任务编号：253427,1600,2014/3/23,2,订单
任务编号：253161,2000,2014/3/21,2,订单
任务编号：253052,600,2014/3/20,2,订单
任务编号：252969,350,2014/3/20,2,订单
任务编号：252759,580,2014/3/19,2,订单
任务编号：252294,500,2014/3/16,2,订单
任务编号：252185,2000,2014/3/15,2,订单
任务编号：251534,200,2014/3/11,2,订单
任务编号：250155,500,2014/3/1,2,订单
任务编号：247241,5000,2014/2/5,2,订单
任务编号：245621,800,2014/1/14,2,订单
任务编号：244141,300,2014/1/2,2,订单
任务编号：319625,100,2014/12/1,2,订单
任务编号：293975,2900,2014/7/8,2,订单
任务编号：293019,2230,2014/7/2,2,订单
任务编号：318435,2000,2014/11/25,2,订单
任务编号：300419,2000,2014/8/13,2,订单
任务编号：293210,2000,2014/7/3,2,订单
任务编号：290072,2000,2014/6/13,2,订单
任务编号：252702,2000,2014/3/18,2,订单
任务编号：246908,1688,2014/1/25,2,订单
任务编号：303079,1500,2014/8/28,2,订单
任务编号：290083,1500,2014/6/13,2,订单
任务编号：259339,1500,2014/4/26,2,订单
任务编号：254010,1500,2014/3/27,2,订单
任务编号：308681,1280,2014/9/30,2,订单
任务编号：306718,1200,2014/9/19,2,订单
任务编号：305616,1200,2014/9/13,2,订单
任务编号：288275,1200,2014/5/30,2,订单
任务编号：286148,1200,2014/5/15,2,订单
任务编号：251466,1200,2014/3/10,2,订单
任务编号：250291,1200,2014/3/2,2,订单
任务编号：295851,1080,2014/7/20,2,订单
任务编号：319010,1000,2014/11/27,2,订单
任务编号：315094,1000,2014/11/7,2,订单
任务编号：313718,1000,2014/10/31,2,订单
任务编号：308691,1000,2014/9/30,2,订单
任务编号：303030,1000,2014/8/28,2,订单
任务编号：300587,1000,2014/8/13,2,订单
任务编号：299788,1000,2014/8/10,2,订单
任务编号：299528,400,2014/8/8,2,订单
任务编号：293350,1000,2014/7/4,2,订单
任务编号：255302,1000,2014/4/7,2,订单
任务编号：315410,900,2014/11/9,2,订单
任务编号：296979,900,2014/7/26,2,订单
任务编号：309611,800,2014/10/9,2,订单
任务编号：305800,800,2014/9/15,2,订单
任务编号：284188,800,2014/5/3,2,订单
任务编号：246485,800,2014/1/22,2,订单
任务编号：244318,800,2014/1/3,2,订单
任务编号：292449,700,2014/6/30,2,订单
任务编号：254524,688,2014/4/1,2,订单
任务编号：307202,600,2014/9/22,2,订单
任务编号：299014,600,2014/8/6,2,订单
任务编号：289099,600,2014/6/6,2,订单
任务编号：287879,600,2014/5/28,2,订单
任务编号：284427,600,2014/5/5,2,订单
任务编号：259368,600,2014/4/26,2,订单
任务编号：257292,600,2014/4/17,2,订单
任务编号：244992,600,2014/1/9,2,订单
任务编号：294146,550,2014/7/9,2,订单
任务编号：322685,400,2014/12/17,2,订单
任务编号：311804,400,2014/10/21,2,订单
任务编号：299944,400,2014/8/11,2,订单
任务编号：292723,400,2014/7/1,2,订单
任务编号：288248,400,2014/5/30,2,订单
任务编号：286851,400,2014/5/20,2,订单
任务编号：285094,400,2014/5/9,2,订单
任务编号：257757,400,2014/4/20,2,订单
任务编号：252335,350,2014/3/16,2,订单
任务编号：324695,300,2014/12/27,2,订单
任务编号：322438,300,2014/12/17,2,订单
任务编号：321692,300,2014/12/12,2,订单
任务编号：317991,300,2014/11/23,2,订单
任务编号：315989,300,2014/11/12,2,订单
任务编号：314613,300,2014/11/5,2,订单
任务编号：311396,300,2014/10/20,2,订单
任务编号：308325,300,2014/9/28,2,订单
任务编号：308221,300,2014/9/28,2,订单
任务编号：297578,300,2014/7/30,2,订单
任务编号：297320,300,2014/7/28,2,订单
任务编号：297071,300,2014/7/27,2,订单
任务编号：296457,300,2014/7/23,2,订单
任务编号：295094,300,2014/7/15,2,订单
任务编号：294487,300,2014/7/11,2,订单
任务编号：293283,300,2014/7/4,2,订单
任务编号：292003,300,2014/6/26,2,订单
任务编号：291699,300,2014/6/24,2,订单
任务编号：291257,300,2014/6/20,2,订单
任务编号：290309,300,2014/6/15,2,订单
任务编号：290245,300,2014/6/14,2,订单
任务编号：289717,300,2014/6/11,2,订单
任务编号：287676,300,2014/5/26,2,订单
任务编号：287533,300,2014/5/26,2,订单
任务编号：287453,300,2014/5/25,2,订单
任务编号：286276,300,2014/5/16,2,订单
任务编号：284588,300,2014/5/6,2,订单
任务编号：284591,300,2014/5/6,2,订单
任务编号：284291,300,2014/5/4,2,订单
任务编号：258172,300,2014/4/23,2,订单
任务编号：257092,300,2014/4/16,2,订单
任务编号：253940,300,2014/3/27,2,订单
任务编号：252621,300,2014/3/18,2,订单
任务编号：250694,300,2014/3/5,2,订单
任务编号：245282,300,2014/1/11,2,订单
任务编号：244599,300,2014/1/6,2,订单
任务编号：250808,230,2014/3/5,2,订单
任务编号：324824,200,2014/12/28,2,订单
任务编号：323280,200,2014/12/20,2,订单
任务编号：323285,200,2014/12/20,2,订单
任务编号：322745,200,2014/12/18,2,订单
任务编号：312403,200,2014/10/24,2,订单
任务编号：309910,200,2014/10/11,2,订单
任务编号：306927,200,2014/9/20,2,订单
任务编号：305739,200,2014/9/14,2,订单
任务编号：295459,200,2014/7/17,2,订单
任务编号：295121,200,2014/7/16,2,订单
任务编号：293272,200,2014/7/4,2,订单
任务编号：293165,200,2014/7/3,2,订单
任务编号：290578,200,2014/6/17,2,订单
任务编号：290095,200,2014/6/13,2,订单
任务编号：287722,200,2014/5/27,2,订单
任务编号：287558,200,2014/5/26,2,订单
任务编号：284758,200,2014/5/7,2,订单
任务编号：258220,200,2014/4/23,2,订单
任务编号：255406,200,2014/4/8,2,订单
任务编号：255263,200,2014/4/6,2,订单
任务编号：252757,200,2014/3/19,2,订单
任务编号：252397,200,2014/3/17,2,订单
任务编号：250025,200,2014/2/28,2,订单
任务编号：247832,200,2014/2/11,2,订单
任务编号：246196,200,2014/1/18,2,订单
任务编号：245011,200,2014/1/9,2,订单
任务编号：259304,60,2014/4/26,2,订单
任务编号：315829,500,2014/11/12,2,订单
任务编号：299038,100,2014/8/6,2,订单
任务编号：257718,250,2014/4/20,2,订单
任务编号：324833,500,2014/12/28,2,订单
任务编号：324385,800,2014/12/25,2,订单
任务编号：323498,1300,2014/12/22,2,订单
任务编号：323008,700,2014/12/19,2,订单
任务编号：322766,1000,2014/12/18,2,订单
任务编号：322747,300,2014/12/18,2,订单
任务编号：320167,600,2014/12/4,2,订单
任务编号：319840,800,2014/12/2,2,订单
任务编号：318704,800,2014/11/26,2,订单
任务编号：316341,500,2014/11/14,2,订单
任务编号：314774,8000,2014/11/6,2,订单
任务编号：311830,300,2014/10/21,2,订单
任务编号：310400,600,2014/10/14,2,订单
任务编号：309871,350,2014/10/11,2,订单
任务编号：308910,300,2014/10/3,2,订单
任务编号：308979,700,2014/10/4,2,订单
任务编号：308933,500,2014/10/3,2,订单
任务编号：307288,3000,2014/9/22,2,订单
任务编号：306163,1500,2014/9/16,2,订单
任务编号：306156,3500,2014/9/16,2,订单
