标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,能力标签,订单编号后缀,需求方,设计师,知识
【数据录入】信息数据录入之345,https://task.epwk.com/307294/,117人,1人,¥50,圆满完成,https://task.epwk.com/page3169.html?m=6&o=7,信息数据录入之345,直接雇佣￥ 50,￥ 50,任务编号：307294,3153-3304.csv,数据录入,307294,A307294,B307294,"信息数据录入, 数据录入"
【漫画设计】手绘,https://task.epwk.com/307300/,896人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3169.html?m=6&o=7,手绘,直接雇佣￥ 1200,￥ 1200,任务编号：307300,3153-3304.csv,漫画设计,307300,A307300,B307300,手绘
销售系统与后台OA,https://task.epwk.com/307316/,341人,1人,"¥1,950",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,销售系统与后台OA,直接雇佣￥ 1950,￥ 1950,任务编号：307316,3153-3304.csv,,307316,A307316,B307316,"销售系统, 后台OA"
【广告设计】设计两页图书宣传广告,https://task.epwk.com/307358/,155人,1人,¥400,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,设计两页图书宣传广告,直接雇佣￥ 400,￥ 400,任务编号：307358,3153-3304.csv,广告设计,307358,A307358,B307358,"图书宣传, 广告设计"
【网站UI设计】APP整体设计,https://task.epwk.com/307367/,185人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,APP整体设计,直接雇佣￥ 3000,￥ 3000,任务编号：307367,3153-3304.csv,网站UI设计,307367,A307367,B307367,"APP设计, 整体设计"
【机械设备】CAD绘图,https://task.epwk.com/307395/,2272人,1人,¥300,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,CAD绘图,直接雇佣￥ 300,￥ 300,任务编号：307395,3153-3304.csv,机械设备,307395,A307395,B307395,CAD绘图
【APP开发】APP开发,https://task.epwk.com/307399/,344人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,APP开发,直接雇佣￥ 1500,￥ 1500,任务编号：307399,3153-3304.csv,APP开发,307399,A307399,B307399,APP开发
【爱情表白】表白呢,https://task.epwk.com/307412/,5031人,1人,"¥6,000",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,表白呢,直接雇佣￥ 6000,￥ 6000,任务编号：307412,3153-3304.csv,爱情表白,307412,A307412,B307412,表白
【其他工业设计】超声模具设计二期,https://task.epwk.com/307483/,1866人,1人,"¥1,250",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,超声模具设计二期,直接雇佣￥ 1250,￥ 1250,任务编号：307483,3153-3304.csv,其他工业设计,307483,A307483,B307483,"超声模具, 模具设计, 二期"
【宣传策划】推广部方案调整,https://task.epwk.com/307492/,217人,1人,¥200,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,推广部方案调整,直接雇佣￥ 200,￥ 200,任务编号：307492,3153-3304.csv,宣传策划,307492,A307492,B307492,"推广部, 方案调整"
化妆网站,https://task.epwk.com/307511/,202人,1人,¥500,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,化妆网站,直接雇佣￥ 500,￥ 500,任务编号：307511,3153-3304.csv,,307511,A307511,B307511,"化妆网站, 网站设计"
德邦聚惠商城第四批300件货品主图+详情页,https://task.epwk.com/307568/,148人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,德邦聚惠商城第四批300件货品主图+详情页,直接雇佣￥ 1200,￥ 1200,任务编号：307568,3153-3304.csv,,307568,A307568,B307568,"德邦聚惠商城, 主图, 详情页"
【卡通形象设计】公司的卡通形象设计,https://task.epwk.com/307584/,266人,1人,¥600,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,公司的卡通形象设计,直接雇佣￥ 600,￥ 600,任务编号：307584,3153-3304.csv,卡通形象设计,307584,A307584,B307584,"卡通形象设计, 公司形象"
捷顺行  整彩 100,https://task.epwk.com/307596/,270人,1人,¥100,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,捷顺行  整彩 100,直接雇佣￥ 100,￥ 100,任务编号：307596,3153-3304.csv,,307596,A307596,B307596,"整彩, 捷顺行"
【LOGO设计】广西字林公司LOGO设计,https://task.epwk.com/307655/,134人,1人,¥400,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,广西字林公司LOGO设计,直接雇佣￥ 400,￥ 400,任务编号：307655,3153-3304.csv,LOGO设计,307655,A307655,B307655,"广西字林公司, LOGO设计"
数据录入之67,https://task.epwk.com/307675/,124人,1人,¥200,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,数据录入之67,直接雇佣￥ 200,￥ 200,任务编号：307675,3153-3304.csv,,307675,A307675,B307675,"数据录入, 67"
【封面设计】笔记本封面设计,https://task.epwk.com/307746/,368人,1人,¥500,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,笔记本封面设计,直接雇佣￥ 500,￥ 500,任务编号：307746,3153-3304.csv,封面设计,307746,A307746,B307746,笔记本封面设计
【广告设计】设计一个大幅面店面宣传广告,https://task.epwk.com/307750/,184人,1人,"¥1,200",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,设计一个大幅面店面宣传广告,直接雇佣￥ 1200,￥ 1200,任务编号：307750,3153-3304.csv,广告设计,307750,A307750,B307750,"店面宣传, 广告设计"
【企业官网】项目延续4,https://task.epwk.com/307756/,259人,1人,¥500,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,项目延续4,直接雇佣￥ 500,￥ 500,任务编号：307756,3153-3304.csv,企业官网,307756,A307756,B307756,项目延续
【其他工业设计】身份卡小批量生产,https://task.epwk.com/307800/,1601人,1人,"¥22,999",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,身份卡小批量生产,直接雇佣￥ 22999,￥ 22999,任务编号：307800,3153-3304.csv,其他工业设计,307800,A307800,B307800,"身份卡, 小批量生产"
美凯公司产品画册设计,https://task.epwk.com/307805/,146人,1人,"¥8,400",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,美凯公司产品画册设计,直接雇佣￥ 8400,￥ 8400,任务编号：307805,3153-3304.csv,,307805,A307805,B307805,"美凯公司, 产品画册, 设计"
方略设计,https://task.epwk.com/307852/,174人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,方略设计,直接雇佣￥ 2000,￥ 2000,任务编号：307852,3153-3304.csv,,307852,A307852,B307852,方略设计
做网站,https://task.epwk.com/307861/,198人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,做网站,直接雇佣￥ 3500,￥ 3500,任务编号：307861,3153-3304.csv,,307861,A307861,B307861,"网站设计, 网站开发"
【电商网站】海外购商品网站制作,https://task.epwk.com/307908/,199人,1人,"¥2,100",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,海外购商品网站制作,直接雇佣￥ 2100,￥ 2100,任务编号：307908,3153-3304.csv,电商网站,307908,A307908,B307908,"海外购商品, 网站制作"
LOGO设计,https://task.epwk.com/307959/,217人,1人,¥100,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,LOGO设计,直接雇佣￥ 100,￥ 100,任务编号：307959,3153-3304.csv,,307959,A307959,B307959,LOGO设计
LOGO设计,https://task.epwk.com/307985/,92人,1人,¥500,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：307985,3153-3304.csv,,307985,A307985,B307985,LOGO设计
完善采集需求,https://task.epwk.com/308075/,609人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,完善采集需求,直接雇佣￥ 1000,￥ 1000,任务编号：308075,3153-3304.csv,,308075,A308075,B308075,采集需求完善
诚发   整彩  100,https://task.epwk.com/308106/,195人,1人,¥100,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,诚发   整彩  100,直接雇佣￥ 100,￥ 100,任务编号：308106,3153-3304.csv,,308106,A308106,B308106,"整彩, 诚发"
网站修改,https://task.epwk.com/308117/,202人,1人,"¥1,100",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,网站修改,直接雇佣￥ 1100,￥ 1100,任务编号：308117,3153-3304.csv,,308117,A308117,B308117,网站修改
【企业官网】veneta网站开发,https://task.epwk.com/308118/,327人,1人,"¥2,400",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,veneta网站开发,直接雇佣￥ 2400,￥ 2400,任务编号：308118,3153-3304.csv,企业官网,308118,A308118,B308118,"veneta网站, 网站开发"
网页阅览支持程序Windows版（一期）,https://task.epwk.com/308161/,167人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,网页阅览支持程序Windows版（一期）,直接雇佣￥ 3000,￥ 3000,任务编号：308161,3153-3304.csv,,308161,A308161,B308161,"网页阅览, 程序支持, Windows版"
数据录入之68,https://task.epwk.com/308173/,205人,1人,¥50,圆满完成,https://task.epwk.com/page3168.html?m=6&o=7,数据录入之68,直接雇佣￥ 50,￥ 50,任务编号：308173,3153-3304.csv,,308173,A308173,B308173,"数据录入, 68"
教室工装,https://task.epwk.com/308184/,398人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,教室工装,直接雇佣￥ 1000,￥ 1000,任务编号：308184,3153-3304.csv,,308184,A308184,B308184,教室工装
MJK主形象与PPT内页设计(1页),https://task.epwk.com/308190/,367人,1人,¥300,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,MJK主形象与PPT内页设计(1页),直接雇佣￥ 300,￥ 300,任务编号：308190,3153-3304.csv,,308190,A308190,B308190,"MJK主形象, PPT内页设计, 1页"
【网站UI设计】网站页面设计,https://task.epwk.com/308226/,2226人,1人,"¥1,500",待验收,,网站页面设计,直接雇佣￥ 1500,￥ 1500,任务编号：308226,0-88.csv,网站UI设计,308226,A308226,B308226,"网站设计, 页面设计"
LOGO修改,https://task.epwk.com/308233/,121人,1人,¥200,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,LOGO修改,直接雇佣￥ 200,￥ 200,任务编号：308233,3153-3304.csv,,308233,A308233,B308233,"LOGO, 修改"
淘宝店详情页,https://task.epwk.com/308250/,338人,1人,¥100,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,淘宝店详情页,直接雇佣￥ 100,￥ 100,任务编号：308250,3153-3304.csv,,308250,A308250,B308250,"淘宝店, 详情页"
【电商网站】做一个电器商城模板，程序未定可以希望使用Ecshop,https://task.epwk.com/308362/,233人,1人,"¥3,500",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,做一个电器商城模板，程序未定可以希望使用Ecshop,直接雇佣￥ 3500,￥ 3500,任务编号：308362,3153-3304.csv,电商网站,308362,A308362,B308362,"电器商城, 模板, Ecshop"
蒲公英文化传播公司LOGO设计加广告语,https://task.epwk.com/308378/,196人,1人,¥250,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,蒲公英文化传播公司LOGO设计加广告语,直接雇佣￥ 250,￥ 250,任务编号：308378,3153-3304.csv,,308378,A308378,B308378,"蒲公英文化, LOGO设计, 广告语"
【LOGO设计】碧夏二字进行Logo设计,https://task.epwk.com/308416/,175人,1人,¥300,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,碧夏二字进行Logo设计,直接雇佣￥ 300,￥ 300,任务编号：308416,3153-3304.csv,LOGO设计,308416,A308416,B308416,"碧夏, logo设计"
笔记本封面设计,https://task.epwk.com/308422/,178人,1人,¥500,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,笔记本封面设计,直接雇佣￥ 500,￥ 500,任务编号：308422,3153-3304.csv,,308422,A308422,B308422,笔记本封面设计
电商网站主页横幅原图修改,https://task.epwk.com/308436/,386人,1人,¥50,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,电商网站主页横幅原图修改,直接雇佣￥ 50,￥ 50,任务编号：308436,3153-3304.csv,,308436,A308436,B308436,"电商网站, 横幅, 原图修改"
【网站UI设计】网站界面美化,https://task.epwk.com/308444/,223人,1人,"¥1,500",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,网站界面美化,直接雇佣￥ 1500,￥ 1500,任务编号：308444,3153-3304.csv,网站UI设计,308444,A308444,B308444,"网站界面, 美化设计"
按照附件要求完成软件开发任务(二十),https://task.epwk.com/308456/,97人,1人,¥625,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,按照附件要求完成软件开发任务(二十),直接雇佣￥ 625,￥ 625,任务编号：308456,3153-3304.csv,,308456,A308456,B308456,"软件开发, 附件要求, 任务完成"
开蛋吧,https://task.epwk.com/308474/,196人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,开蛋吧,直接雇佣￥ 3000,￥ 3000,任务编号：308474,3153-3304.csv,,308474,A308474,B308474,"开蛋吧, 蛋品开箱"
仿左左网站源码,https://task.epwk.com/308516/,151人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,仿左左网站源码,直接雇佣￥ 1000,￥ 1000,任务编号：308516,3153-3304.csv,,308516,A308516,B308516,"仿站, 网站源码"
商品详情页,https://task.epwk.com/308539/,349人,1人,¥920,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,商品详情页,直接雇佣￥ 920,￥ 920,任务编号：308539,3153-3304.csv,,308539,A308539,B308539,商品详情页
数据录入之69,https://task.epwk.com/308625/,104人,1人,¥50,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之69,直接雇佣￥ 50,￥ 50,任务编号：308625,3153-3304.csv,,308625,A308625,B308625,"数据录入, 69"
数据录入之70,https://task.epwk.com/308626/,153人,1人,¥20,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之70,直接雇佣￥ 20,￥ 20,任务编号：308626,3153-3304.csv,,308626,A308626,B308626,"数据录入, 70"
【电商网站】商城建设,https://task.epwk.com/308630/,227人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,商城建设,直接雇佣￥ 10000,￥ 10000,任务编号：308630,3153-3304.csv,电商网站,308630,A308630,B308630,"商城建设, 电商平台, 商业系统"
数据录入之71,https://task.epwk.com/308634/,516人,1人,¥50,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之71,直接雇佣￥ 50,￥ 50,任务编号：308634,3153-3304.csv,,308634,A308634,B308634,"数据录入, 71"
“萌么哒”双系统app，android和ios版本预付款30%,https://task.epwk.com/308647/,154人,1人,"¥15,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,“萌么哒”双系统app，android和ios版本预付款30%,直接雇佣￥ 15000,￥ 15000,任务编号：308647,3153-3304.csv,,308647,A308647,B308647,"双系统app, android, ios"
数据录入之73,https://task.epwk.com/308662/,129人,1人,¥75,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之73,直接雇佣￥ 75,￥ 75,任务编号：308662,3153-3304.csv,,308662,A308662,B308662,"数据录入, 73"
【数据录入】信息数据录入之346,https://task.epwk.com/308669/,930人,1人,"¥4,300",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,信息数据录入之346,直接雇佣￥ 4300,￥ 4300,任务编号：308669,3153-3304.csv,数据录入,308669,A308669,B308669,"信息数据录入, 346"
数据录入之75,https://task.epwk.com/308671/,152人,1人,¥65,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之75,直接雇佣￥ 65,￥ 65,任务编号：308671,3153-3304.csv,,308671,A308671,B308671,"数据录入, 75"
数据录入之72,https://task.epwk.com/308673/,121人,1人,¥500,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之72,直接雇佣￥ 500,￥ 500,任务编号：308673,3153-3304.csv,,308673,A308673,B308673,"数据录入, 72"
数据录入之76,https://task.epwk.com/308683/,80人,1人,¥20,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之76,直接雇佣￥ 20,￥ 20,任务编号：308683,3153-3304.csv,,308683,A308683,B308683,"数据录入, 76"
【数据录入】信息数据录入之347,https://task.epwk.com/308685/,614人,1人,"¥4,100",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,信息数据录入之347,直接雇佣￥ 4100,￥ 4100,任务编号：308685,3153-3304.csv,数据录入,308685,A308685,B308685,"信息数据录入, 347"
数据录入之77,https://task.epwk.com/308690/,149人,1人,¥30,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,数据录入之77,直接雇佣￥ 30,￥ 30,任务编号：308690,3153-3304.csv,,308690,A308690,B308690,"数据录入, 77"
根据平面图画施工图和立面图,https://task.epwk.com/308700/,235人,1人,¥200,圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,根据平面图画施工图和立面图,直接雇佣￥ 200,￥ 200,任务编号：308700,3153-3304.csv,,308700,A308700,B308700,"平面图, 施工图, 立面图"
【APP开发】APP整体开发（一期）,https://task.epwk.com/308715/,290人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,APP整体开发（一期）,直接雇佣￥ 10000,￥ 10000,任务编号：308715,3153-3304.csv,APP开发,308715,A308715,B308715,"APP整体开发, 一期开发"
【网站UI设计】oye网站UI整体页面优化设计,https://task.epwk.com/308758/,379人,1人,"¥1,600",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,oye网站UI整体页面优化设计,直接雇佣￥ 1600,￥ 1600,任务编号：308758,3153-3304.csv,网站UI设计,308758,A308758,B308758,"网站UI, 页面优化, 设计"
电商移动应用（第三期任务）,https://task.epwk.com/308823/,285人,1人,"¥13,000",圆满完成,https://task.epwk.com/page3167.html?m=6&o=7,电商移动应用（第三期任务）,直接雇佣￥ 13000,￥ 13000,任务编号：308823,3153-3304.csv,,308823,A308823,B308823,"电商移动应用, 移动应用开发, 任务三"
微信需求定制开发,https://task.epwk.com/308843/,224人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,微信需求定制开发,直接雇佣￥ 5000,￥ 5000,任务编号：308843,3153-3304.csv,,308843,A308843,B308843,"微信需求, 定制开发"
DB2调试部署,https://task.epwk.com/308851/,213人,1人,¥500,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,DB2调试部署,直接雇佣￥ 500,￥ 500,任务编号：308851,3153-3304.csv,,308851,A308851,B308851,"DB2, 调试, 部署"
【包装设计】图书精锐设计,https://task.epwk.com/308885/,181人,1人,"¥3,100",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,图书精锐设计,直接雇佣￥ 3100,￥ 3100,任务编号：308885,3153-3304.csv,包装设计,308885,A308885,B308885,"图书设计, 精锐设计"
【效果图设计】效果图制作二,https://task.epwk.com/308905/,249人,1人,¥280,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,效果图制作二,直接雇佣￥ 280,￥ 280,任务编号：308905,3153-3304.csv,效果图设计,308905,A308905,B308905,"效果图, 制作"
按照附件要求完成软件开发任务(二十一),https://task.epwk.com/309065/,138人,1人,¥625,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,按照附件要求完成软件开发任务(二十一),直接雇佣￥ 625,￥ 625,任务编号：309065,3153-3304.csv,,309065,A309065,B309065,"软件开发, 附件要求, 任务"
【视频定制】制作短视频6个,https://task.epwk.com/309073/,500人,1人,"¥14,400",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,制作短视频6个,直接雇佣￥ 14400,￥ 14400,任务编号：309073,3153-3304.csv,视频定制,309073,A309073,B309073,"短视频, 制作, 短视频制作"
【宣传册设计】设计印刷画册,https://task.epwk.com/309075/,436人,1人,"¥8,850",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,设计印刷画册,直接雇佣￥ 8850,￥ 8850,任务编号：309075,3153-3304.csv,宣传册设计,309075,A309075,B309075,"设计印刷, 画册"
【网站UI设计】网贷公司网站,https://task.epwk.com/309090/,291人,1人,¥400,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,网贷公司网站,直接雇佣￥ 400,￥ 400,任务编号：309090,3153-3304.csv,网站UI设计,309090,A309090,B309090,"网贷公司, 网站"
【LOGO设计】keeka玉器店logo设计,https://task.epwk.com/309092/,461人,1人,¥10,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,keeka玉器店logo设计,直接雇佣￥ 10,￥ 10,任务编号：309092,3153-3304.csv,LOGO设计,309092,A309092,B309092,"keeka玉器店, logo设计"
【企业官网】发送广告邮件的系统开发,https://task.epwk.com/309138/,10634人,1人,"¥4,000",工作中,,发送广告邮件的系统开发,直接雇佣￥ 4000,￥ 4000,任务编号：309138,0-88.csv,企业官网,309138,A309138,B309138,"广告邮件, 系统开发"
【VI设计】投资公司标志设计,https://task.epwk.com/309157/,200人,1人,"¥2,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,投资公司标志设计,直接雇佣￥ 2000,￥ 2000,任务编号：309157,3153-3304.csv,VI设计,309157,A309157,B309157,"投资公司, 标志设计"
【咨询服务】你能解开我的心结吗,https://task.epwk.com/309176/,689人,1人,"¥10,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,你能解开我的心结吗,直接雇佣￥ 10000,￥ 10000,任务编号：309176,3153-3304.csv,咨询服务,309176,A309176,B309176,"心结, 解开"
【标签设计】瓶贴设计之一,https://task.epwk.com/309177/,430人,1人,¥200,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,瓶贴设计之一,直接雇佣￥ 200,￥ 200,任务编号：309177,3153-3304.csv,标签设计,309177,A309177,B309177,"瓶贴设计, 之一"
【效果图设计】中式风格客厅效果图一张,https://task.epwk.com/309239/,181人,1人,¥100,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,中式风格客厅效果图一张,直接雇佣￥ 100,￥ 100,任务编号：309239,3153-3304.csv,效果图设计,309239,A309239,B309239,"中式风格, 客厅效果图"
【宣传策划】文章,https://task.epwk.com/309250/,371人,1人,¥500,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,文章,直接雇佣￥ 500,￥ 500,任务编号：309250,3153-3304.csv,宣传策划,309250,A309250,B309250,文章
【VI设计】科技公司logo及基本VI,https://task.epwk.com/309267/,211人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,科技公司logo及基本VI,直接雇佣￥ 3000,￥ 3000,任务编号：309267,3153-3304.csv,VI设计,309267,A309267,B309267,"科技公司, logo, VI系统"
【APP开发】服装App展示,https://task.epwk.com/309269/,296人,1人,"¥13,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,服装App展示,直接雇佣￥ 13000,￥ 13000,任务编号：309269,3153-3304.csv,APP开发,309269,A309269,B309269,"服装App, 展示设计"
【网站UI设计】app网站制作,https://task.epwk.com/309289/,396人,1人,¥800,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,app网站制作,直接雇佣￥ 800,￥ 800,任务编号：309289,3153-3304.csv,网站UI设计,309289,A309289,B309289,"app网站, 制作"
三室两厅室内设计,https://task.epwk.com/309307/,251人,1人,"¥1,300",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,三室两厅室内设计,直接雇佣￥ 1300,￥ 1300,任务编号：309307,3153-3304.csv,,309307,A309307,B309307,"三室两厅, 室内设计"
强虎  半彩 100,https://task.epwk.com/309330/,256人,1人,¥100,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,强虎  半彩 100,直接雇佣￥ 100,￥ 100,任务编号：309330,3153-3304.csv,,309330,A309330,B309330,"强虎, 半彩"
新闻软文,https://task.epwk.com/309347/,130人,1人,¥200,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,新闻软文,直接雇佣￥ 200,￥ 200,任务编号：309347,3153-3304.csv,,309347,A309347,B309347,新闻软文
数据录入之78,https://task.epwk.com/309362/,169人,1人,¥70,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,数据录入之78,直接雇佣￥ 70,￥ 70,任务编号：309362,3153-3304.csv,,309362,A309362,B309362,"数据录入, 78"
【VI设计】字林VI设计,https://task.epwk.com/309364/,177人,1人,"¥3,600",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,字林VI设计,直接雇佣￥ 3600,￥ 3600,任务编号：309364,3153-3304.csv,VI设计,309364,A309364,B309364,"VI设计, 字林"
某官网的移动响应式改造,https://task.epwk.com/309365/,87人,1人,"¥3,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,某官网的移动响应式改造,直接雇佣￥ 3000,￥ 3000,任务编号：309365,3153-3304.csv,,309365,A309365,B309365,"移动响应式设计, 官网改造"
【网站UI设计】用MFC做一个软件界面，提供素材,https://task.epwk.com/309367/,290人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,用MFC做一个软件界面，提供素材,直接雇佣￥ 1000,￥ 1000,任务编号：309367,3153-3304.csv,网站UI设计,309367,A309367,B309367,"MFC, 软件界面, 素材"
新闻撰写,https://task.epwk.com/309373/,184人,1人,¥150,圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,新闻撰写,直接雇佣￥ 150,￥ 150,任务编号：309373,3153-3304.csv,,309373,A309373,B309373,新闻撰写
【微信开发】微信公众平台二次开发,https://task.epwk.com/309395/,498人,1人,"¥5,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,微信公众平台二次开发,直接雇佣￥ 5000,￥ 5000,任务编号：309395,3153-3304.csv,微信开发,309395,A309395,B309395,"微信公众平台, 二次开发"
【手机网站】微信公众号接入多媒体微信支付购买类微网站,https://task.epwk.com/309401/,684人,1人,"¥9,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,微信公众号接入多媒体微信支付购买类微网站,直接雇佣￥ 9000,￥ 9000,任务编号：309401,3153-3304.csv,手机网站,309401,A309401,B309401,"微信公众号, 多媒体支付, 微网站"
【创意短视频】产品宣传动画,https://task.epwk.com/309405/,633人,1人,"¥3,600",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,产品宣传动画,直接雇佣￥ 3600,￥ 3600,任务编号：309405,3153-3304.csv,创意短视频,309405,A309405,B309405,"产品宣传, 动画"
【其他软件开发】产业经济学的数据建模实证,https://task.epwk.com/309428/,293人,1人,"¥1,250",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,产业经济学的数据建模实证,直接雇佣￥ 1250,￥ 1250,任务编号：309428,3153-3304.csv,其他软件开发,309428,A309428,B309428,"产业经济学, 数据建模, 实证分析"
题库系统二期款,https://task.epwk.com/309443/,148人,1人,"¥4,000",圆满完成,https://task.epwk.com/page3166.html?m=6&o=7,题库系统二期款,直接雇佣￥ 4000,￥ 4000,任务编号：309443,3153-3304.csv,,309443,A309443,B309443,"题库系统, 二期款"
【企业官网】微九酒微信电商开发,https://task.epwk.com/309462/,178人,1人,"¥8,000",圆满完成,https://task.epwk.com/page3165.html?m=6&o=7,微九酒微信电商开发,直接雇佣￥ 8000,￥ 8000,任务编号：309462,3153-3304.csv,企业官网,309462,A309462,B309462,"微九酒, 微信电商"
化妆品文章,https://task.epwk.com/309467/,565人,1人,"¥1,000",圆满完成,https://task.epwk.com/page3165.html?m=6&o=7,化妆品文章,直接雇佣￥ 1000,￥ 1000,任务编号：309467,3153-3304.csv,,309467,A309467,B309467,化妆品文章
福建大联盟   封面  100,https://task.epwk.com/309477/,123人,1人,¥100,圆满完成,https://task.epwk.com/page3165.html?m=6&o=7,福建大联盟   封面  100,直接雇佣￥ 100,￥ 100,任务编号：309477,3153-3304.csv,,309477,A309477,B309477,"福建大联盟, 封面设计"
华邦集团    单张2张  200,https://task.epwk.com/309480/,202人,1人,¥200,圆满完成,https://task.epwk.com/page3165.html?m=6&o=7,华邦集团    单张2张  200,直接雇佣￥ 200,￥ 200,任务编号：309480,3153-3304.csv,,309480,A309480,B309480,"华邦集团, 单张, 2张"
