标题,browser,字段1,价格,status
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,443人,1人,¥2000,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,200人,1人,¥3000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,175人,1人,¥5000,圆满完成
【营销推广软文】论坛软文推广,678人,1人,¥120,圆满完成
【软文发布】论坛软文推广-母婴类,460人,1人,¥200,圆满完成
【商业提案】视频推广播放量评论点赞顶踩淘宝小视频制作企业宣传片产品宣传片土豆优酷爱奇艺播放量|视频首页推荐|,426人,1人,¥2000,圆满完成
【商业提案】微信代运营微信公众号代运营微信爆文推广微信文案撰写广告语代写微信推文品牌故事电商文案,203人,1人,¥3000,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,166人,1人,¥6000,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,161人,1人,¥2000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,217人,1人,¥2000,圆满完成
,,,,
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,133人,1人,¥3000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,134人,1人,¥2000,圆满完成
【商业提案】商业计划书,463人,1人,¥10000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,235人,1人,¥1000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,600人,1人,¥1000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,180人,1人,¥3500,圆满完成
【商业提案】新能源商业计划书,451人,1人,¥6000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,182人,1人,¥1000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,375人,1人,¥3200,圆满完成
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿微信图文运营品牌故事,935人,1人,¥2000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,315人,1人,¥2000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,186人,1人,¥3000,圆满完成
【广告策划】综合医院大牌设计，制作及安装,827人,1人,¥30000,圆满完成
【商业提案】商业计划书,379人,1人,¥12649,圆满完成
【宣传策划】微信代运营微信公众号代运营微信爆文推广微信文案撰写广告语代写微信推文品牌故事电商文案,198人,1人,¥3000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,196人,1人,¥2000,圆满完成
【项目策划】房地产营销全案策划第三期,1157人,1人,¥63000,圆满完成
【项目策划】房地产营销全案策划第二期,1227人,1人,¥72000,圆满完成
【项目策划】房地产营销全案策划,1228人,1人,¥65000,圆满完成
【商业提案】纸巾宝商业计划书撰写,277人,1人,¥400,圆满完成
【商业提案】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,174人,1人,¥1000,圆满完成
【商业提案】视频推广播放量评论点赞顶踩淘宝小视频制作企业宣传片产品宣传片土豆优酷爱奇艺播放量|视频首页推荐|,386人,1人,¥2000,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,207人,1人,¥6000,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,121人,1人,¥2000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,192人,1人,¥1500,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,154人,1人,¥3500,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,113人,1人,¥3000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,137人,1人,¥1000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案,321人,1人,¥2000,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,111人,1人,¥3000,圆满完成
,,,,
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,161人,1人,¥2500,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,141人,1人,¥500,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,141人,1人,¥8000,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,120人,1人,¥1500,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,143人,1人,¥1500,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,165人,1人,¥1400,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,135人,1人,¥2500,圆满完成
【宣传策划】肤护品宣传文案撰写,389人,1人,¥10000,圆满完成
【商业提案】商业白皮书,653人,1人,¥11000,圆满完成
【产品卖点】新上市化妆品文案编写第二期,495人,1人,¥5998,圆满完成
【其他内容创作】婚庆活动策划,1248人,1人,¥18000,圆满完成
【产品卖点】可行性报告,599人,1人,¥1000,圆满完成
【商业提案】光伏项目建议书,352人,1人,¥2000,圆满完成
【宣传策划】房地产宣传文案编写,475人,1人,¥20000,圆满完成
【宣传策划】合作研究文字分析,307人,1人,¥3000,圆满完成
【商业提案】商业计划书,618人,1人,¥50000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,209人,1人,¥1000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,115人,1人,¥3000,圆满完成
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿微信图文运营品牌故事,1014人,1人,¥1000,圆满完成
【商业提案】商业计划书,226人,1人,¥1500,圆满完成
【品牌故事】服装公司品牌故事,574人,1人,¥100,圆满完成
【商业提案】商业计划书,207人,1人,¥5000,圆满完成
【产品卖点】工厂自动化解决方案尾款,515人,1人,¥940,圆满完成
【软文发布】新闻发布 新闻发稿 新闻软文发布 新闻推广，新闻稿代发 推广新闻 营销门户 新浪腾讯网易新华人民网,905人,1人,¥30,圆满完成
【产品卖点】详情文案,538人,1人,¥500,圆满完成
【专业代笔】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,251人,1人,¥2000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,263人,1人,¥2000,圆满完成
【宣传策划】精华素产品文案,1727人,1人,¥500,圆满完成
【宣传策划】修改软文1篇,367人,1人,¥50,圆满完成
【软文发布】视频打赏系统开发,600人,1人,¥950,圆满完成
,,,,
【软文发布】软文媒体平台发布,442人,1人,¥980,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,198人,1人,¥1000,圆满完成
【商业提案】微信代运营微信公众号代运营微信爆文推广微信文案撰写广告语代写微信推文品牌故事电商文案,235人,1人,¥5000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,188人,1人,¥1000,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,460人,1人,¥10000,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,159人,1人,¥3000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,119人,1人,¥2000,圆满完成
【商业提案】商业白皮书,470人,1人,¥6000,圆满完成
【商业提案】茶厂商业计划书,594人,1人,¥48333,圆满完成
【宣传策划】公司宣传册,452人,1人,¥500,圆满完成
【品牌起名】我需要取名的任务,486人,1人,¥19,圆满完成
【宝宝起名】帮我娃娃取一个名字,893人,1人,¥160,圆满完成
【商业提案】商业计划书,369人,1人,¥10000,圆满完成
【产品卖点】护肤品产品文案编写,737人,1人,¥29369,圆满完成
【专业代笔】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,217人,1人,¥2000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,358人,1人,¥3000,圆满完成
【宣传策划】新媒体创意文案撰写软文写作撰写招商文案微信文章,1133人,1人,¥1000,圆满完成
【专业代笔】PPT设计定制策划制作美化企业代做商业幻灯片,198人,1人,¥2000,圆满完成
【商业提案】商业计划书招商融资计划书撰写路演PPT商业策划融资bp,164人,1人,¥3000,圆满完成
【宣传策划】新闻稿修改,702人,1人,¥50,圆满完成
【商业提案】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,248人,1人,¥1000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,178人,1人,¥1000,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,205人,1人,¥3200,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,142人,1人,¥2500,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,132人,1人,¥500,圆满完成
【宣传策划】玩一个小时《红月传说》到底是什么样的体验,729人,1人,¥500,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,245人,1人,¥2000,圆满完成
【宣传策划】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,343人,1人,¥500,圆满完成
【宣传策划】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,190人,1人,¥500,圆满完成
【宣传策划】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,341人,1人,¥200,圆满完成
,,,,
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,257人,1人,¥300,圆满完成
【产品卖点】新上市化妆品文案编写,751人,1人,¥30000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,197人,1人,¥5500,圆满完成
【宣传策划】推广软文,463人,1人,¥400,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,263人,1人,¥2000,圆满完成
【宣传策划】暑期电子产品促销方案,449人,1人,¥21889,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,194人,1人,¥800,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,209人,1人,¥1000,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,302人,1人,¥3000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,181人,1人,¥4500,圆满完成
【宣传策划】商务PPT制作，发言稿撰写,429人,1人,¥13000,圆满完成
【商业提案】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,514人,1人,¥18000,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,294人,1人,¥1500,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,267人,1人,¥3000,圆满完成
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,255人,1人,¥8000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,197人,1人,¥5500,圆满完成
【营销推广软文】请为一款女士内内，撰写引导性推广软文,681人,1人,¥900,圆满完成
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿微信图文,776人,1人,¥1000,圆满完成
【商业提案】商业计划书招商融资计划书路演PPT项目计划书融资bp,246人,1人,¥3000,圆满完成
【专业代笔】PPT制作设计润色美化策划企业公司代做幻灯片路演PPT,227人,1人,¥3000,圆满完成
【产品卖点】文案撰写,649人,1人,¥22000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司,383人,1人,¥2000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书,375人,1人,¥4000,圆满完成
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿,637人,1人,¥2000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,219人,1人,¥1500,圆满完成
【专业代笔】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,261人,1人,¥4500,圆满完成
【专业代笔】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,300人,1人,¥3000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,198人,1人,¥1000,圆满完成
【商业提案】商业计划,382人,1人,¥27000,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,240人,1人,¥1000,圆满完成
,,,,
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,239人,1人,¥3000,圆满完成
【商业提案】商业计划书设计,248人,1人,¥1200,圆满完成
【商业提案】商业计划书+BP,1039人,1人,¥5000,圆满完成
【商业提案】商业计划书,552人,1人,¥50000,圆满完成
【宣传策划】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,820人,1人,¥1200,圆满完成
【宣传策划】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,762人,1人,¥700,圆满完成
【宣传策划】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,1090人,1人,¥600,圆满完成
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿微信图文运营品牌故事,754人,1人,¥1000,圆满完成
【宣传策划】肤护品宣传文案撰写,224人,1人,¥6100,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,262人,1人,¥2000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,192人,1人,¥500,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,213人,1人,¥2000,圆满完成
【宣传策划】新媒体创意文案撰写微信公众号文章电商文案新闻稿撰写,1363人,1人,¥400,圆满完成
【专业代笔】PPT设计定制制作润色美化路演PPT,399人,1人,¥3000,圆满完成
【宣传策划】新媒体创意文案软文写作文案撰写微信推广软文,1060人,1人,¥1000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,241人,1人,¥2500,圆满完成
【商业提案】项目融资计划书,483人,1人,¥30000,圆满完成
【产品卖点】文案撰写,662人,1人,¥14999,圆满完成
【百科/问答撰写】编辑百科词条,858人,1人,¥8800,圆满完成
【营销推广软文】撰写新闻稿，推广软文,948人,1人,¥13000,圆满完成
【宣传策划】幼儿园宣传片文案,1592人,1人,¥300,圆满完成
【宣传策划】媒体文案撰写,198人,1人,¥600,圆满完成
【专业代笔】PPT,287人,1人,¥1500,圆满完成
【商业提案】商议计划书,207人,1人,¥4500,圆满完成
【宣传策划】文案撰写,639人,1人,¥500,圆满完成
【专业代笔】PPT制作,331人,1人,¥1000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,339人,1人,¥6000,圆满完成
【产品卖点】嘉奈丝电商文案,664人,1人,¥39000,圆满完成
【产品卖点】天猫店铺详情文案创作,664人,1人,¥500,圆满完成
【宣传策划】汽车贴膜软文,820人,1人,¥1000,圆满完成
,,,,
【宣传策划】全网整合营销传播品牌信息营销策划网络活动营销方案品牌整合营销企业营销企业产品营销品牌策划营销渠道管理,206人,1人,¥4300,圆满完成
【专业代笔】PPT制作,218人,1人,¥900,圆满完成
【宣传策划】新媒体文案微信微博文案定制电商文案电商软文网店宣传软文,195人,1人,¥600,圆满完成
【商业提案】商业计划书,605人,1人,¥50000,圆满完成
【宣传策划】创意软文撰写,657人,1人,¥1200,圆满完成
【专业代笔】路演PPT制作,275人,1人,¥3000,圆满完成
【宣传策划】汽车配件seo软文,543人,1人,¥100,圆满完成
【营销推广软文】智能筷子营销策划方案第二期,789人,1人,¥38000,圆满完成
【营销推广软文】智能筷子营销策划方案,851人,1人,¥62000,圆满完成
【宣传策划】撰写推文两篇,356人,1人,¥600,圆满完成
【商业提案】商业计划书招商加盟融资计划书代写,720人,1人,¥3000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,172人,1人,¥2000,圆满完成
【专业代笔】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,254人,1人,¥3000,圆满完成
【宣传策划】新媒体文案微信微博文案定制电商文案电商软文网店宣传软文,171人,1人,¥500,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,308人,1人,¥200,圆满完成
【宣传策划】ZG平台-注册策划,770人,1人,¥6500,圆满完成
【宣传策划】ZG平台-注册策划,610人,1人,¥13000,圆满完成
【宣传策划】ZG平台-注册策划,579人,1人,¥6500,圆满完成
【宣传策划】ZG平台-注册策划,575人,1人,¥1500,圆满完成
【项目策划】定制一个生日汇,1024人,1人,¥17000,圆满完成
【宣传策划】创意文案,586人,1人,¥500,圆满完成
【专业代笔】PPT,291人,1人,¥900,圆满完成
【商业提案】商业计划书,172人,1人,¥3000,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,245人,1人,¥1200,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,239人,1人,¥2000,圆满完成
【产品卖点】工厂的文案撰写,1794人,1人,¥18000,圆满完成
【营销推广软文】新媒体文案,702人,1人,¥30000,圆满完成
【品牌故事】皇太栀-品牌故事及品牌简介，广告语,641人,1人,¥200,圆满完成
【文学创作】煤矿相关正能量短篇投稿,1222人,1人,¥20,圆满完成
【专业代笔】ppt设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,207人,1人,¥1200,圆满完成
,,,,
【宣传策划】新媒体创意文案软文写作撰写电商文案演讲稿微信图文运营品牌故事,961人,1人,¥1000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,210人,1人,¥2000,圆满完成
【宣传策划】撰写推文两篇,292人,1人,¥600,圆满完成
【宣传策划】代写文章,276人,1人,¥300,圆满完成
【宣传策划】文案撰写,228人,1人,¥600,圆满完成
【广告策划】广告语,1192人,1人,¥10,圆满完成
【商业提案】商业计划,369人,1人,¥28000,圆满完成
【宣传策划】草原相亲之旅招募,177人,1人,¥200,圆满完成
【宣传策划】微信公众号文章30篇,440人,1人,¥2500,圆满完成
【品牌故事】品牌故事与广告语,716人,1人,¥1500,圆满完成
【专业代笔】写一份演讲稿,494人,1人,¥200,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,201人,1人,¥600,圆满完成
【宣传策划】撰写推文两篇,289人,1人,¥300,圆满完成
【宣传策划】公众号文章推广,238人,1人,¥200,圆满完成
【专业代笔】A股每日复盘,862人,1人,¥10000,圆满完成
【商业提案】奥连物业商业计划书,420人,1人,¥15000,圆满完成
【品牌故事】品牌故事撰写,397人,1人,¥150,圆满完成
【产品卖点】文案撰写,576人,1人,¥23000,圆满完成
【商业提案】莲蒂儿商业计划书,625人,1人,¥35000,圆满完成
【商业提案】农产品商业计划书第二期,567人,1人,¥40000,圆满完成
【商业提案】农产品商业计划书,740人,1人,¥50000,圆满完成
【宣传策划】软文,241人,1人,¥8000,圆满完成
【商业提案】蝶莲娜微商计化书,436人,1人,¥14500,圆满完成
【商业提案】计划和网络安全公司交流购买安全检测服务,481人,1人,¥8000,圆满完成
【宣传策划】苹果推广,275人,1人,¥300,圆满完成
【商业提案】卡希尔商业计划书,484人,1人,¥20000,圆满完成
【品牌起名】服装品牌取名,417人,1人,¥17,圆满完成
【品牌起名】食品品牌名称,477人,1人,¥22,圆满完成
【宝宝起名】杨姓女宝宝起名,647人,1人,¥80,圆满完成
【品牌起名】白酒取名,624人,1人,¥96,圆满完成
,,,,
【产品卖点】新媒体文案品牌故事品牌文案网站文案品牌全案微商文案宣传文案,874人,1人,¥18990,圆满完成
【专业代笔】党建历史脚本撰写,817人,1人,¥600,圆满完成
【商业提案】艾莱尔商业计划书,412人,1人,¥10000,圆满完成
【商业提案】商业计划书项目融资计划书路演PPT设计可行性研究报告,600人,1人,¥3998,圆满完成
【软文发布】150组百度知道+50组贴吧,333人,1人,¥950,圆满完成
【商业提案】商业计划书项目融资计划书路演PPT设计可行性研究报告,563人,1人,¥19950,圆满完成
【商业提案】白酒融资文案,401人,1人,¥800,圆满完成
【宣传策划】文案撰写,275人,1人,¥800,圆满完成
【宣传策划】公众号代运营,199人,1人,¥1500,圆满完成
【宣传策划】论坛推广,260人,1人,¥500,圆满完成
【宣传策划】微信代运营、,148人,1人,¥600,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,217人,1人,¥3000,圆满完成
【宣传策划】招商文案软文产品宣传文案写作百度品牌策划文案撰写编辑百科文案策划文章写作,903人,1人,¥60000,圆满完成
【产品卖点】品牌文案,770人,1人,¥3000,圆满完成
【专业代笔】需要一篇18000字文章撰写,1224人,1人,¥5000,圆满完成
【广告策划】微信代运营套餐,782人,1人,¥10000,圆满完成
【宣传策划】文案撰写,179人,1人,¥1000,圆满完成
【宣传策划】微信代运营微信公众号代运营微信爆文推广微信文案撰写广告语代写微信推文品牌故事电商文案,403人,1人,¥4200,圆满完成
【宣传策划】微信代运营,230人,1人,¥2400,圆满完成
【宣传策划】品牌推广,328人,1人,¥6000,圆满完成
【宣传策划】微信公众号文案撰写,162人,1人,¥2400,圆满完成
【专业代笔】代写两遍软文,543人,1人,¥600,圆满完成
【广告策划】手机连锁文案策划,777人,1人,¥16000,圆满完成
【产品卖点】新媒体文案品牌故事品牌文案网站文案品牌全案微商文案宣传文案,799人,1人,¥36000,圆满完成
【营销推广软文】公众号推文,975人,1人,¥200,圆满完成
【品牌起名】起名定制公司取名/品牌起名/取名起名/商标起名/店铺起名/产品取名,2446人,1人,¥50000,圆满完成
【商业提案】商业计划书项目融资计划书路演PPT设计可行性研究报告,604人,1人,¥30000,圆满完成
【其他内容创作】新店铺策划,792人,1人,¥13000,圆满完成
【产品卖点】SEO原创文章写作淘宝达人软文撰写微信文案代笔微信爆文制造,533人,1人,¥2985,圆满完成
【产品卖点】SEO原创文章写作,463人,1人,¥3166,圆满完成
,,,,
【广告策划】教育折页设计,841人,1人,¥10000,圆满完成
【品牌起名】小家电产品取名,582人,1人,¥80,圆满完成
【专业代笔】产品文案撰写（二）,295人,1人,¥300,圆满完成
【专业代笔】产品文案撰写（一）,366人,1人,¥700,圆满完成
【宣传策划】平衡系列公众号文案,427人,1人,¥200,圆满完成
【项目策划】活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,1206人,1人,¥20000,圆满完成
【产品卖点】井盐文化+洗澡 极软文撰写,307人,1人,¥150,圆满完成
【广告策划】微信H5\官方网站\品牌手册\旗舰店设计,968人,1人,¥36000,圆满完成
【宣传策划】化妆品三八节公众号文案,611人,1人,¥200,圆满完成
【广告策划】医药馆项目设计,941人,1人,¥10000,圆满完成
【品牌起名】商用塑胶地板，品牌取名,431人,1人,¥188,圆满完成
【商业提案】商业计划书,733人,1人,¥1200,圆满完成
【项目策划】活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,1097人,1人,¥6500,圆满完成
【专业代笔】上周一周股市总结,415人,1人,¥3000,圆满完成
【店铺/网店起名】麻辣烫，早餐店起名,484人,1人,¥15,圆满完成
【宝宝起名】宝宝取名,711人,1人,¥165,圆满完成
【品牌起名】自动化控制产品取名,310人,1人,¥19,圆满完成
【品牌起名】产品名字征集,455人,1人,¥45,圆满完成
【品牌起名】外卖餐饮店取名征集,422人,1人,¥32,圆满完成
【公司起名】平台取名,821人,1人,¥46,圆满完成
【品牌起名】餐厅起名,288人,1人,¥36,圆满完成
【广告策划】地产 餐饮 教育 企业 品牌服务全案推广,1137人,1人,¥35000,圆满完成
【宣传策划】书刊发布文章撰写,476人,1人,¥49500,圆满完成
【宣传策划】一天随行译并翻译金融研报一篇,356人,1人,¥8500,圆满完成
【宣传策划】古言小说代写，大神指导，新店开张，全场优惠，各类网站文风,460人,1人,¥1700,圆满完成
【宣传策划】微信公众平台半年度运营规划,806人,1人,¥10000,圆满完成
【产品卖点】SEO原创文章写作淘宝达人软文撰写微信文案代笔微信爆文制造,530人,1人,¥300,圆满完成
【产品卖点】SEO原创文章写作淘宝达人软文撰写微信文案代笔微信爆文制造,359人,1人,¥300,圆满完成
【公司起名】木地板公司取名,647人,1人,¥24,圆满完成
【品牌起名】日系潮流品牌,308人,1人,¥20,圆满完成
,,,,
【品牌起名】少儿美术教育品牌取名,434人,1人,¥64,圆满完成
【广告策划】椰枣产品slogan,1142人,1人,¥24,圆满完成
【宝宝起名】王姓女宝宝起名,582人,1人,¥100,圆满完成
【其他内容创作】新品牌推广服务,957人,1人,¥9800,圆满完成
【产品卖点】SEO原创文章写作淘宝达人软文撰写微信文案代笔微信爆文制造,521人,1人,¥300,圆满完成
【营销推广软文】竹筒红糖的推广软文,1356人,1人,¥120,圆满完成
【软文发布】论坛营销,586人,1人,¥900,圆满完成
【项目策划】活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,893人,1人,¥3998,圆满完成
【软文发布】编辑维护,376人,1人,¥2500,圆满完成
【项目策划】活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,1068人,1人,¥5000,圆满完成
【品牌起名】滋补养生食品准备注册一个商标,404人,1人,¥83,圆满完成
【宣传策划】类似江小白文案撰写,505人,1人,¥3500,圆满完成
【项目策划】地产集团新财年宣传计划竞标案,1067人,1人,¥60000,圆满完成
【产品卖点】上市公司商业可行性分析,535人,1人,¥7000,圆满完成
【店铺/网店起名】饮品连锁店中英文名称征集,441人,1人,¥86,圆满完成
【品牌故事】书籍故事案例撰稿,722人,1人,¥2294,圆满完成
【宣传策划】旅游公司微信公众号文章,1343人,1人,¥150,圆满完成
【产品卖点】品牌故事,365人,1人,¥300,圆满完成
【商业提案】商业地产项目宣传策划竞标方案,810人,1人,¥30000,圆满完成
【项目策划】直播类APP运营推广定位策划方案第二期,1415人,1人,¥50000,圆满完成
【项目策划】直播类APP运营推广定位策划方案,1082人,1人,¥50000,圆满完成
【项目策划】年终庆典活动文案及策划,1030人,1人,¥30000,圆满完成
【其他内容创作】公司产品推广,971人,1人,¥9900,圆满完成
【项目策划】微信公众平台功能设计+运营规划,1238人,1人,¥30000,圆满完成
【项目策划】活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,839人,1人,¥30000,圆满完成
