标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】男宝宝取名字,https://task.epwk.com/443427/,8319人,128人,¥106,圆满完成,单人悬赏,mf133****0008,本人姓刘，媳妇姓王，男宝宝与2016年8月16日上午11点10分出生，6斤8两，希望各位朋友帮助起名，要求如下：1、请各位朋友认真分析结合八字，结合周易取合适的名字。2、父亲名字为雷，母亲名字为楠，名字中不能包含这两个字眼。3、要求三字，优先考虑前两个字为刘嘉#。4、名字要押韵、无歧义、无不良谐音，避免生僻字。分析很关键哦！,2016.08.31,2016.09.20,任务编号：443427,,,,乖乖宝周易起名QQ2055215326,https://shop.epwk.com/rp5z4q23wdx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】生态农林发展公司起名,https://task.epwk.com/443338/,4066人,95人,¥100,圆满完成,单人悬赏,vitorru,"标题：生态农林发展公司起名 公司简介：我做是的薯产品种植、研发及深加工生产，要求：1.名称响亮，易记，朗朗上口2.要注册：29类、35类，保证能通过注册的3.附上创意说明知识产权说明：  1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品; 备注：所采取的作品需要注册商标的，必须得是原创",2016.08.31,2016.12.27,任务编号：443338,,,,花野君的画铺15800372188,https://shop.epwk.com/omdwkke2rdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】洗洁精厂起名,https://task.epwk.com/443224/,6028人,98人,¥100,圆满完成,单人悬赏,lazily042,洗洁精厂起名 项目详细介绍及要求：1． 任务要求：洗洁精---品牌名称（中文）；2． 产品定位：中低档3． 产品理念：1） 高科技、环保2） 安全、不伤手3） 全效炫白、净白去渍4． 要求说明：重要点：所起的名字必须附带广告语！带有图案着优先！1） 中、英文名称应简洁、大方、大气，符合我公司产品理念。有独特的创意，易懂、易记、易识别、朗朗上口。2） 参考名称风格：立白、汰渍等。3） 品牌名称应有创意说明。4） 名称必须能在国家商标局注册（http://sbj.saic.gov.cn/sbcx/）（第3类）。5． 知识产权声明；1）、所设计的作品应为原创，未在国家商标局注册过，所设计的作品为原创，为第一次发布，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。 2）、如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。 3）、中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。 4）、设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。设计作品一经采用，所有权、修改权和使用权均由本公司所有，设计者不得再在其他任何地方使用该作品，否则构成侵权，本公司保留依法追究设计方法律责任的权利。 5）、征集结果公布后，未采用的作品即可自行处理。 6）、参加此设计任务者被视为同意以上所有声明。,2016.08.30,2017.01.25,任务编号：443224,,,,森淼设计室,https://shop.epwk.com/09drjjmw353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】一天内为螺蛳粉店铺取名,https://task.epwk.com/443184/,12226人,189人,¥250,圆满完成,单人悬赏,mf183****5656,我们做的是螺蛳粉餐饮专卖的 只做螺蛳粉 ，我们店铺装修高大上 采用时下流行的工业风。我们的主要消费对象为15-35岁女性，要求店名要时尚简洁 带有女性化的色彩 。采用的店名必须可以注册营业执照或是公司。1、要求已碗字取名（或已 “wan” 谐音）2、XXX螺蛳粉  XX螺蛳粉3、要求有明确的意思含义或是历史文化、4、简单时尚  一定要能注册商标43.35类5、或是有更好，更适合做螺蛳粉的,2016.08.30,2016.09.30,任务编号：443184,,,,一品典客署,https://shop.epwk.com/89dvggvzkdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】山泉水品牌起名,https://task.epwk.com/443140/,7005人,140人,¥100,圆满完成,单人悬赏,vitorru,"品牌，山泉水，2个字到三个字，念起来不拗口，不要有很偏僻的的字。看一眼大多数都能记得住，别人看到名字就知道是做什么的   水源地浙江安吉县  茶叶， 竹子，泉水，中国美丽乡村称号知识产权说明：·         1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;·         2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.30,2016.09.20,任务编号：443140,,,,mf18857123964,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】农副产品电子商务命名,https://task.epwk.com/443098/,2901人,86人,¥100,圆满完成,单人悬赏,ptccc,项目主要是卖原生态有机的农产品及海产品，主要在电子商务上售卖，大家可以思考方向可以往农家或是渔家风格的，如阿土伯这类似的。,2016.08.30,2016.09.20,任务编号：443098,,,,良风创意的商铺,https://shop.epwk.com/89dvge3wldl2/,良风创意的商铺,出售服务,https://shop.epwk.com/89dvge3wldl2/chushou/,个人,八品,40分,,,良风创意的商铺,,精准，高效，多达50家国内主流媒体软文发布,价格面议,软文写作,"￥120
            /件",为你认真做事，让你十分满意。,"￥18
            /件",,,,,,,,,,,,
【品牌故事】上和元纪实文学作品试写,https://task.epwk.com/442905/,4923人,13人,¥200,圆满完成,单人悬赏,SHYSHYSHY,本作品以传承四百五十年的中医连氏艾灸发展脉络为主线，以连氏艾灸九代传承人的传奇经历为内容，以连氏艾灸研究学者所提供的史料为素材进行撰写。要求：1、将历史与文化，故事和史实相融合，纪实性、文学性、趣味性有机统一      2、字数要求试写不少于1500字特别说明：1、中标者可考虑之后长期合作、          2、书稿一经采用我们暨拥有独家版权，若正式出版，作者可享有署名权          3、有意合作者，请直接阅读和参考附件内容进行撰写，有不明事项者请联系QQ：2776002591。说明：由于附件内容中有三个灸王事迹，请大家优先选择连思盛或连德馨的故事撰写,2016.08.29,2016.10.01,任务编号：442905,,,,墨客文案工作室,https://shop.epwk.com/m7d7ww66p5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】滋补品类的公司起名,https://task.epwk.com/442951/,5494人,105人,¥100,圆满完成,单人悬赏,vitorru,"滋补品类的公司，我们主营产品：燕窝，鱼胶名字能有概括型，名称能要大气好记点。最多不要超过5个字知识产权说明：• 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;• 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.29,2016.10.30,任务编号：442951,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】销售强光手电及户外照明品牌公司起名,https://task.epwk.com/442863/,2110人,69人,¥200,圆满完成,单人悬赏,vitorru,1、品牌定位：强光手电、户外运动照明品牌，专注于户外运动照明工具的研发、制造及销售           2、产品涵盖手电、头灯、自行车灯等系列3、应用领域：广泛应用于军警、安防、工业、民用等4、风格：坚固可靠，有一定的军事风格，国际化5、要求：中英文对照名称，英文可采用音译直译对应中文，针对国内、国外市场销售,2016.08.29,2016.10.10,任务编号：442863,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】上海贸易公司中英文取名,https://task.epwk.com/442810/,3665人,50人,¥188,圆满完成,单人悬赏,mf159****9957,上海贸易公司，中英文公司对应名称，英文名要符合老外思维。从事的行业：五金/工具 出口。名字的字数：2或者3或者4个都可以。至少每个威客提供2个，增加注册通过率。,2016.08.29,2016.09.11,任务编号：442810,,,,星橙设计QQ1356183009,https://shop.epwk.com/3gd2meeypner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】广告语策划征集,https://task.epwk.com/442425/,3743人,22人,¥100,圆满完成,单人悬赏,Mr186****2165,"为争取客源，A地机场推出服务，从B地到A地乘机出行,或从A机场到B地，通过动车/铁路/机场快线等任何一种陆路运输方式在A机场出行或到达，无论散客，还是团体，可享受往返动车报销、免费快线接驳及相关配套服务。    面对从B地到A地机场乘坐当天隔天进出港航班的旅客。只承接24小时内进行空铁衔接的旅客，其中进港航班以航班时刻表标明的落地时间起顺延24小时为准，出港航班以航班时刻表标明的起飞时间起提前24小时为准。    硬广文案，一句主打的吸引眼球的广告语，并适当配有其他必须的信息。    需要两份，分别适合用于户外广告牌、媒体投放。    风格需要有创意，但不能太活泼，严谨、通俗、易懂为主。",2016.08.26,2016.09.18,任务编号：442425,,,,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】王姓男宝宝起名,https://task.epwk.com/441929/,8773人,119人,¥200,圆满完成,单人悬赏,mf131****0055,王姓男宝起名阳历2016年8月19日9时12分出生合乎五行等一应事项，要详细说明。1、名字要三个字2、名字要符合传统命理五行、数理格局。请结合周易五行八卦的算法、生辰八字、五行旺衰喜忌进行综合分析，三才配置要好。五格数理最好全是吉数，交稿时附带详尽的名称寓意，命理分析，解释名字并说明名字和生辰八字的联系。再次强调，要详细说明。3、忌讳：叠字姓名4、名字要好听、脱俗、押韵，无歧义，无不良谐音（包括方言），字型好看，好写，避免生字、怪字，多音字。,2016.08.24,2016.09.06,任务编号：441929,,,,张钛然起名工作室,https://shop.epwk.com/omdwkkj7xdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】房产中介公司取名,https://task.epwk.com/441593/,8076人,161人,¥200,圆满完成,单人悬赏,vitorru,经营二手房买卖，房屋包租，房产投资等，希望给公司取个名，后续拿去注册商标,2016.08.23,2017.07.06,任务编号：441593,,,,航嘉山庄,https://shop.epwk.com/09drj3e3353w/,航嘉山庄,出售服务,https://shop.epwk.com/09drj3e3353w/chushou/,工作室,七品,39分,,,航嘉山庄,,,,,,,,,,,,,,,,,,,
【广告策划】吉满家包子广告语征集,https://task.epwk.com/441285/,9792人,163人,¥600,圆满完成,单人悬赏,mf138****7761,吉满家包子是专业经营生产和销售包子蒸饺产品及粥品的快餐店。自2010年3月创立以来，吉满家秉持以现代经营管理模式发展中式传统饮食的理念，按照标准化、规范化的运作模式发展连锁店。吉满家品牌店一经推出，就以健康美味的饮食、快捷环保的购物方式，迅速获得了消费者的认同，经过几年的耕耘和累积，已深受牟平区人民的喜爱和支持。　　在食物来源的选择上，吉满家主张“绿色、有机、健康”，从源头上保证了所有食物的高品质、高要求。比如，吉满家首家推出健康无矾鸡蛋油条，无铝新配方添加了鸡蛋让油条更安全更健康！吉满家肉包用的不是传统的五花肉、或是猪碎肉，而是选择猪前腿肉，在肉质上更鲜美，更有嚼头，食用油一直选用牟平本地大花生，自榨纯正花生油，保证健康安全用油。　吉满家包子的包制和售卖则由各门店独自完成，通过现场和面再蒸，最大程度的体现出面点的口味。加工过程中，充分尊重食材的品质，不使用添加剂，用最简单的工艺还原食材天然的味道。　　未来，吉满家将坚持秉承严苛的品质管制，坚持对每一位消费者的衷心承诺，竭诚满足每一位消费者的健康需求，努力为消费者创造健康便利的生活文化。用本地花生油做饭，拒绝转基因地沟油，是本店的一大特色，也是顾客能来消费的一大主观原因，用一句广告语来刻画来体现，,2016.08.21,2016.09.11,任务编号：441285,,,,mf18373635286,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】瑜伽馆中文名征集,https://task.epwk.com/441486/,5283人,152人,¥100,圆满完成,单人悬赏,mf185****7703,请本着有寓意和简单明了的风格为瑜伽馆取名,2016.08.22,2016.12.25,任务编号：441486,,,,万思新的商铺,https://shop.epwk.com/09drjxwl153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】智能家居平台名称征集,https://task.epwk.com/441464/,6316人,119人,¥250,圆满完成,单人悬赏,威多多任务,"应用领域：智能家居产品概要：智能家居类的平台，从智能家居的功能、实用性、安防、技术等角度与物联网相搭配方面相互整合。设计要求：1、设计要求主题突出、寓意深刻。字数2-4个字,不能超过4字；2、平台名称能够对智能家居和物联网能较好的诠释；3、易记、易理解、易传播;4、绝对原创; 知识产权说明：        1、 所设计的作品为原创，为第一次发布。未侵犯他人的著作权。 如有侵犯他人著作权，由设计者承担所有法律责任。        2、 中标的设计作品，我方支付设计制作费。即拥有该作品的知识产权，包括著作权、使用权和发布权等，并有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品。",2016.08.22,2016.09.08,任务编号：441464,,,,bin33256,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】瑜伽馆英文名取名,https://task.epwk.com/441413/,4626人,70人,¥100,圆满完成,单人悬赏,mf185****7703,瑜伽馆的中文名是 森木瑜伽，现需要一个英文名来做logo。需要符合中文名的概念以及简练易记的出发点来取名。,2016.08.22,2016.12.25,任务编号：441413,,,,心橙创品牌工作室,https://shop.epwk.com/2j5jjjyek5pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】化妆品公司取名,https://task.epwk.com/441331/,4137人,80人,¥100,圆满完成,单人悬赏,mf152****2090,化妆品公司取名，要能注册，急用！,2016.08.21,2016.11.24,任务编号：441331,,,,茕海工作室,https://shop.epwk.com/2j5xooy1g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】服装公司起名征集,https://task.epwk.com/441107/,5773人,98人,¥100,圆满完成,单人悬赏,o57b74733d221d,"任务需求中英文商标名字征集，本公司主营职业半身裙，运动套装产品消费人群以女性  年龄广泛命名要求：1、名称简单，易记，可以是非常个性的.另类的，也可以是非常随意的.必需有创意(必需可以注册商标的.) 并附上简单商标名字创意说明.知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.20,2016.09.08,任务编号：441107,,,,美协品牌设计,https://shop.epwk.com/81n41y7kenp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】互联网技术创业网站起名,https://task.epwk.com/441147/,3290人,72人,¥100,圆满完成,单人悬赏,dumingwei,本网站用于分享初创阶段各种创业知识，为创业菜鸟扫清草创阶段的各种障碍，致力于帮助发现更多志同道合的合作伙伴。起名要求如下：1、名字三到四个字，名字对应的拼音域名未被注册。2、名字足够形象，辨识度高，便于品牌LOGO设计。3、最好能体现：和创业相关的不畏艰险、迎难而上等精神品质。4、应与互联网技术创业相关联。,2016.08.20,2016.10.03,任务编号：441147,,,,yandi0922,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】为二手车交易平台征集广告语,https://task.epwk.com/440993/,4154人,58人,¥100,圆满完成,单人悬赏,mf185****8953,投标的名称为“好车台”1、每个威客提供的广告语必须在三句以上；2、符合行业特点；3、节奏明快、简短、有冲击力，容易上口；4、投标人必须为原创，并留有联系方式，否则不予采用。,2016.08.19,2016.09.08,任务编号：440993,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】进口产品体验店起名,https://task.epwk.com/440950/,3404人,70人,¥100,圆满完成,单人悬赏,ChockDesign,"进口产品体验店起名现有产品：净水器、红酒、牛肉、护肤品  只做原装进口健康产品 消费人群：25-40岁中高收入人群名字要求:          1.名字容易记，时尚，文雅，有寓意。          2.中英两种名称，并可以注册商标          3.附上创意说明知识产权说明：                         1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                             2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.19,2017.01.29,任务编号：440950,,,,ZS代写,https://shop.epwk.com/omdwklg1wdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】儿童太阳眼镜品牌取名,https://task.epwk.com/440758/,4339人,101人,¥100,圆满完成,单人悬赏,挥洒乾坤,"1. 设计模板标题：儿童太阳眼镜品牌取名  经营介绍：只要用于儿童太阳眼镜。 设计要求：• 1、大气、简洁、明快;• 2、有视觉冲击力，醒目易识别，突出儿童品牌元素;• 3、能体现儿童特色，较有童年童趣及较好记不容易忘记，品牌也写一个故事及历史价值。 4、附上创意说明。知识产权说明：• 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;• 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2016.08.18,2018.02.17,任务编号：440758,,,,byt_lei,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】餐饮综合店铺取名,https://task.epwk.com/440544/,4193人,119人,¥100,圆满完成,单人悬赏,mf151****0146,我想开一家卖小包子为主的中型综合店，想取一个2-3个字的名字（可以注册）名字中最好含火字和金字,2016.08.17,2017.01.29,任务编号：440544,,,,森淼设计室,https://shop.epwk.com/09drjjmw353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】声音监控公司起名任务,https://task.epwk.com/440238/,5426人,149人,¥201,圆满完成,单人悬赏,youzhixiong,公司主要做利用声音来监控厂房、车间、机器运行的解决方案，注册地在厦门，要求名字含有**（厦门）科技有限公司/厦门**科技有限公司，在厦门市工商系统中没有注册的名字。产品的用途：一、厂房、车间等场所运行状态监控  产品可以安装部署到厂房内合适的位置，通过前期训练后，即可实时监控厂房内多台设备的运行状态。一方面可以及时发现隐患和故障，实现安全生产。另一方面可以对每台设备的生产数量、运行、故障和检修等使用状况进行精确地记录和统计。这些功能将极大地促进生产管理的精细化。二、特定生产设备的监控产品也可以针对某些特定的生产设备进行部署，专门监测该台设备的运行状况，及时发现由于磨损、紧固件松动等问题导致工作状态的细微漂移，提高设备的加工质量、生产效率和运行水平。,2016.08.15,2016.09.04,任务编号：440238,,,,【千字造】专业起名取名,https://shop.epwk.com/zqdpllevpn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】体育用品“卡兰”英文名征集,https://task.epwk.com/440053/,3808人,78人,¥100,圆满完成,单人悬赏,张永涛2016,"28类体育用品，“卡兰”求英文名字，要求4到5个英文字母便于设计，有中文内涵，读间相似。要求能注册。KALAN,CARLAN,CARUN,CALLAN已查不能注册",2016.08.14,2017.01.20,任务编号：440053,,,,xdfswyyg,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】服装内衣内裤产品起名,https://task.epwk.com/440011/,4462人,82人,¥200,圆满完成,单人悬赏,tianshixing,"商品品牌名称要求如下：1、必须是中国商标总局25类可以注册的商品名称，不能注册请不要提交，谢谢！2、名字须2--5个汉字，可配有中英文，当然越短越好。3，简单大方易记，朗朗上口，易于传播，推广的商品名称，不要那些音译听起来像国外的名字。 4、请请附上品牌诠释，如有广告语更佳。主要产品：4，主要是男女保健功能型，塑身性内衣、内裤，但名字不局限于听起来就像内衣类，没有特定行业要求。5、现产品主要适用于20-50岁男女。产品名字一经采用，后续还需要LOGO设计，如一起提供更好，LOGO及名片包装的设计会另外付费知识产权说明：1、所提供的商品名称为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由提供者承担所有法律责任;2、中标的作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2016.08.14,2016.08.26,任务编号：440011,,,,李大喵,https://shop.epwk.com/78dljj2kp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】饰品品牌名字起名,https://task.epwk.com/439832/,6533人,111人,¥150,圆满完成,单人悬赏,lml520,需要通过商标局注册注册：14类，35类我公司主要经营饰品首饰批发，主要国外客户群体要求中英文都易记，有寓意其他补充资料：687474703a2f2f70616e2e62616964752e636f6d2f732f316f3852634a4477,2016.08.12,2016.12.18,任务编号：439832,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给宝宝起个好听的名字,https://task.epwk.com/439818/,9241人,197人,¥100,圆满完成,单人悬赏,mf150****9012,刚生了个宝宝，男孩，姓柳，希望取个大气舒服的名字，最好三个字，母亲里面有个倩字，最好能综合一下！,2016.08.12,2016.12.23,任务编号：439818,,,,英德市飓风网络科技有限公司,https://shop.epwk.com/7g5yk8p42n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】医疗器械品牌起名,https://task.epwk.com/439781/,4068人,71人,¥200,圆满完成,单人悬赏,大久医疗科技,主要产品：医疗器械二类、三类产品，雾化器、理疗仪、血压计、导尿管、隆鼻支撑板、精密输液器等等很多产品。希望起名中英文，我们产品要在国内外销售，所以 要国际化、大气些。不需要很复杂，但是要像欧姆龙、JMS、日立、海尔、松下等这样简洁大气些。 附上寓意解释及说明，之后需要注册品牌名称,2016.08.12,2016.09.02,任务编号：439781,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】全屋定制家具品牌取名,https://task.epwk.com/439700/,4484人,72人,¥100,圆满完成,单人悬赏,mf180****0032,"要求：                                1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册的)                            2、最好有中、英文两种名称，并可注册商标                            3、附上创意说明。                                知识产权说明：                                1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                            2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.12,2016.09.10,任务编号：439700,,,,乐活创享,https://shop.epwk.com/omdwkxo1qdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】需要一个互联网家修O2O软件的主推广语,https://task.epwk.com/439696/,3135人,56人,¥100,圆满完成,单人悬赏,mf185****8412,主要是一个软件平台，有点类似一品威客，就是家庭维修工人可以通过该软件（平台）接到维修方面的活，而客户可以通过该平台发布维修需求，并且迅速匹配到维修者。广告语要求：需要亲民一些、并能感觉出来该软件平台的主要服务价值以下这两句不是我们需要的（因为有人用了已经）“您身边的维修专家“，”身边的维修帮手“,2016.08.12,2016.09.28,任务编号：439696,,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】肥料生产厂家公司取名,https://task.epwk.com/439602/,3715人,123人,¥300,圆满完成,单人悬赏,zx436****13,现在要公司取名：名称是需要可以注册公司执照 也可以注册商标的哈，我们是肥料生产厂家。2-4个字。最好是2个字，好记点的，通俗易懂。我们面对的是农民，公司名：云南XX（取的名字）肥业有限公司，一定原创,2016.08.11,2016.08.28,任务编号：439602,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】运动品牌起名征集,https://task.epwk.com/439536/,4302人,108人,¥288,圆满完成,单人悬赏,飞扬222,"任务详情 一：企业基本信息:1：公司名称：苏州优能体育用品有限公司2：公司主要产品：体育用品，运动护具、要求的品牌名字：1、简洁、朗朗上口。 ,2、名字2--3个字、 3、易记、易识别、易用。  5、必须是原创作品，没有其他产品用过的名字。并说明名字的寓意和取名的灵感。 6、必须是可以注册商标的名字。，如注册不过，设计者应免费提供补充方案",2016.08.11,2016.09.04,任务编号：439536,,,,茕海工作室,https://shop.epwk.com/2j5xooy1g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】太阳眼镜公司品牌起名,https://task.epwk.com/439444/,3185人,105人,¥100,圆满完成,单人悬赏,挥洒乾坤,品牌好听好记够时尚够大牌。我要申请太阳眼镜的品牌。品牌好听好记够时尚够大牌。，要能通过注册，,2016.08.11,2016.08.28,任务编号：439444,,,,异凡策划,https://shop.epwk.com/j7n38q6j25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】办公协同设备口号及愿景征集,https://task.epwk.com/439377/,3985人,54人,¥300,圆满完成,单人悬赏,boer_417,原本是中英文取名以及口号和愿景。现在减少英文取名。 我们的办公协同装备是集投影仪／会议室白板／会议终端／高清视频／办公文具雨一体的团队协作装备，参考类型：http://www.cvtouch.com  请点击第一个banner观看视频，更多了解设备功能 我们的英文名为Hi Board      现在我们需要：1.中文名（不要叫嘿板或嗨板） 2.口号（两句以内，简洁明了，体现功能特性，要别致不要浮夸）3.愿景：简洁明了，但不马虎 请注意 现在是2016年 请大家的思维发散一点 过于土的就算了！！,2016.08.10,2017.01.24,任务编号：439377,,,,qy79645,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】水杯、咖啡杯类产品起名,https://task.epwk.com/439216/,4569人,109人,¥150,圆满完成,单人悬赏,MARK__ZHAO,"产品描述： 品牌使用于 玻璃水杯、不锈钢水杯、塑料水杯、咖啡杯和餐盒类产品等； 产品全部是食品级日用品，产品环保、安全、有创意；品牌名字第21类可以注册，发布作品之前请您先查询一下是否可以注册，谢谢合作 ！                                    设计要求：                                                                            1、 简洁、明快;		                    2、 品牌名字要求第21类可以注册；3、 附上创意说明。                                                    知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.08.10,2016.09.28,任务编号：439216,,,,源清文案,https://shop.epwk.com/mod04408x5yv/,源清文案,出售服务,https://shop.epwk.com/mod04408x5yv/chushou/,个人,八品,40分,,,源清文案,,剧本创作,价格面议,广告语策划，广告语编写,价格面议,,,,,,,,,,,,,,
【宣传策划】关于“竹吟”本色竹浆纸 纸巾的品牌故事,https://task.epwk.com/439193/,5027人,9人,¥100,圆满完成,单人悬赏,绿色公园,1、关于“本色纸”和“竹浆纸”详情是什么、有什么优点 请百度。2、创始人A比较完美主义者，有洁癖，是传统文化的爱好者，喜欢天然去雕饰的产品。3、创始人B与A是同学关系，是个耳鼻喉科医生，发现劣质纸巾是鼻炎的诱因之一。4、创始人c是A的哥哥，具有很高的商业才华，十多年的建材行业经营，已经实现财务自由。5、为追求产品外观也达到简约美观，特地找到截画道创始人“王疆”做外观设计。,2016.08.09,2016.08.26,任务编号：439193,,,,茕海工作室,https://shop.epwk.com/2j5xooy1g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
