标题,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,参与交稿,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】公司网站取名，以 inso 字母取名,7888人,90人,¥100,圆满完成,News,公司网站取名（以 inso 字母取名） 说出所取名字的含义，中文名字需和字母读音接近。注：（易搜，英索，应搜）此几个名字不纳入筛选。 名字只能 两个汉字，要求：读说易通好记，普通话和各家乡话读说简易。文字需要简介明了，不宜过多繁杂笔画。,2015.09.01,2015.12.21,任务编号：376793,￥ 100,,忆仙工坊,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】产品取名,20152人,230人,¥500,圆满完成,众熙,主营产品：日式烤鳗(零售)联系方式：1、设计者在投稿阶段附上QQ和电话等联系方式，方便及时沟通。2、如须沟通可站短、QQ或QQ邮箱我方联系QQ：2734566913。3、名字必须注册使用。,2015.09.01,2015.09.15,任务编号：376788,￥ 500,,妙笔生文案,工作室,五品,45分,,,各类中文、英文起名,￥360,广告语、宣传口号,"￥200
            /件",演讲稿代写,"￥240
            /件",软文写作,价格面议,,,,,,,,,,
【品牌起名】XX易物公司品牌英文名,10543人,106人,¥400,圆满完成,eastbw,XX换货网（也叫XX易物，公司经营范围可以参照“易物天下”，百度一下），包括线上与线下，公司的主旨是帮助企业间搭建一个换货平台，帮助企业以货易货，不花钱购物，目标是走向全球，做换货界的阿里巴巴。一、中文名暂定：书瑶（如果你有更好的中文名也可以提供），中文要求：易记、易识别、朗朗上口、简洁明快、古朴典雅，让人耳目一新；二、主要是“书瑶”这个服务品牌的英文名，最好是自创词，寓意好，与我们的服务相关。能体现服务创造价值、搭建平台等功能最好；能注册；三、XX换货网、换货会，易物网，这些后缀再帮我斟酌一下选哪个好。四、给出的名字要有详细的说明。五、中标者我们会有后续的很多的后续服务可以合作，还有另外一个品牌需要起名字；如果名字非常满意，我会给中标者发额外红包；同时，会给至少两位入围者不低于一百的红包；六、如果你特牛也可以联系我；备注：1.中文名是书瑶，是一个人名，跟书本没有关系。2.英文名和域名一定要是原创的，要可以使用的。,2015.08.31,2015.10.03,任务编号：376703,￥ 400,,半爿设计,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】婚庆服务交易平台起名及广告语,6905人,67人,¥388,圆满完成,粒子流设计策划,"我们是一家网络科技公司，致力于打造国内最专业的婚庆服务交易平台
可以简单的这么理解，就好像上淘宝人们通常会去买衣服买鞋子等实物商品
而在我们这个网站平台上，可以进行司仪，摄影摄像，花车，化妆，场地布置等等所有和婚庆礼仪有关的服务的交易
本公司发展于南京，但是业务范围不限于本地，致力于全国

要求：
1，希望是四个字的名字（但是不局限于四个字）
2，我个人建议类似于“一品威客”这个名字的感觉，“一品”说明了档次上乘，“威客”明确的说明了行业特征，
3，威客们起名时不限于以上限制，名字不要有地理限制，让人一看就感觉是全国化的
4，除了起名，还要写一句广告语，（类似于：雀巢咖啡，味道好极了），中标威客的前提是这个名字要能在工商部门注册
5，不要打电话给我
~~~~~~~~~~
6，后续还将委托做一个logo",2015.08.31,2015.09.05,任务编号：376570,￥ 388,,厦门大鱼广告有限公司,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】设计、生产、销售棉花被（棉絮）的公司征集名字,8803人,89人,¥100,圆满完成,wusu2009,"经营范围：棉花被（棉絮）的设计，生产，销售棉花产地：新疆吐鲁番目标人群：18至29岁，比较注重健康，对生活品质比较在意的年轻人销售途径：电商平台品牌诉求：最纯净的棉絮详细需求：望各位小主帮忙给公司起个名字，要求：1、符合我们从事的事情，2、生动、符合互联网调性，3、迎合年轻人的喜好，4、尽量简洁易懂，5、附上名字含义产权说明：1、所创作的名字为原创，为第一次发布，为未被他人使用的（投稿前建议上网搜一下是否被使用）;2、中标名字我方支付创意服务费（即赏金）后，即拥有该作品的知识产权，包括著作权,使用权和发布权等;创作者不得在其他任何地方使用该名字。（留的电话是随便写的，骚扰电话太多了）",2015.08.29,2015.09.23,任务编号：376291,￥ 100,,佐易工作室,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】药店起名字,12242人,177人,¥300,圆满完成,chenshun7898,起个可以注册零售药店品牌名字，名字要有特点，一听就是药店的名字，名字不要带（堂）字：必须要可以注册的药店品牌名，注册35类和5类,2015.08.28,2015.09.18,任务编号：376128,￥ 300,,竹叶常青设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】商标命名,7806人,92人,¥150,圆满完成,奋起的猎人,需求，能通过商标注册，31大类。要求，体现生态农业，原始本真的含义。联系QQ：312744271,2015.08.28,2015.12.17,任务编号：375997,￥ 150,,沽名钓誉,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】男士皮鞋品牌起名,12637人,184人,¥100,圆满完成,好人一枚,公司主要经营男士休闲皮鞋，现在要起一个品牌名要求：1.简单好记，不拗口2.因为是男鞋所以不要起女性化的名字3.一定要是可以注册的，这一点非常重要,2015.08.28,2015.09.12,任务编号：375967,￥ 100,,星橙设计QQ1356183009,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】水果连锁店起名,15567人,201人,¥100,圆满完成,mf137****2278,给水果连锁店起个名字，字数不限，要求时尚易上口,2015.08.27,2015.09.16,任务编号：375906,￥ 100,,华隆,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】五金锁具商标命名,6073人,41人,¥200,圆满完成,Hu781120,五金锁具中英文命名英文要求发音简短，易识别，易记忆，有含义中文名称要求字形简单，有美好形象的含义。中英文最好能结合起来,2015.08.27,2015.09.01,任务编号：375898,￥ 200,,乐活创享,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】品牌英文名取名,7652人,61人,¥100,圆满完成,o5450cb4b59e51,品牌中文名字：目艺中文已经在注册，先需要一个英文名字来配合后期的包装设计要求：简单好看些,2015.08.27,2015.11.20,任务编号：375867,￥ 100,,用心2015,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】店铺取名,11954人,123人,¥300,圆满完成,mf132****0008,1、一店两产品链，左边经营虾蟹等带壳类产品，右边经营鱼类产品；2、店名要简单易懂，最好不要含yu谐音字，；3、所起的名字要能注册，需包含中英文；4、名称要有好的寓意，要有一句广告语；谢谢！,2015.08.26,2015.10.19,任务编号：375653,￥ 300,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】100元征集“金”字开头水果批发贸易公司名字,13427人,151人,¥100,圆满完成,huananmaoyi,100元征集“金”字开头，两个字（含金字）的水果批发贸易公司名字公司性质：泉州水果批发贸易商要求：名字响亮、向上，好的寓意             请简单介绍所取名字的寓意,2015.08.24,2015.09.26,任务编号：375063,￥ 100,,那一家店,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】钱姓女宝宝起名,10671人,87人,¥120,圆满完成,mf132****3588,"出生时间：阳历2015年8月24日，上午7：10出生，父亲姓钱，母亲姓管
1、名字要有好的寓意，不俗气，最好带小名
2、和生辰八字，天地五行等对上
3、谢绝电脑起名，谢绝大众名字
4、名字阳光顺口，尽显儒雅气息
5、交稿时附带详尽的寓意及出处，命理分析",2015.08.26,2015.09.21,任务编号：375461,￥ 120,,gxhtyk,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】征集公司起名,8797人,91人,¥300,圆满完成,mf135****6891,现要成立两个电子商务公司，分别为：（1）服装类   （2）电子产品类 ，需要起两个公司名字。      要求：        1、名称富有寓意、简短简洁易记、有创意但不失稳重（必需可注册的公司）；       2、两个字到三个字；       3、我们需要的是原创，不是起名软件，谢谢！请附上创意说明；,2015.08.26,2015.11.20,任务编号：375414,￥ 300,,竹叶常青设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司起名,8105人,96人,¥200,圆满完成,mf137****8827,要成立一个互联网公司，需要起一个名字，名字要贴近当前的社会文化,2015.08.25,2015.10.04,任务编号：375234,￥ 200,,一点灵感,工作室,九品,36分,,,,,,,,,,,,,,,,,,,,
【公司起名】征集网站英文域名起名,469人,32人,¥300,圆满完成,opspeed,具体设计要求看附件,2015.08.25,2015.09.11,任务编号：375232,￥ 300,,mf18309899332,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】西北凉皮公司字号/品牌起名,8170人,59人,¥100,圆满完成,mf180****3529,"公司位于深圳背景介绍：1、经营内容：主营陕西凉皮、凉粉、凉面、手擀面等西北风味特色小吃加工。2、品牌定位：中高端消费人群，传统凉皮的升级版，本项目走品牌路线。3、客户群体：注重营养、卫生、安全、方便的中高端消费人群4、抽象描述：营养、健康、卫生、安全、天然、绿色。5、产品特色：填加各类蔬菜，营养又健康。要求： 1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司,深圳市市场监督管理局http://app02.szaic.gov.cn/aiceqmis.webui/GeneralSearch.aspx) 2、公司及品牌名要朗朗上口、不俗气、易记......符合公司起名相关规则，最好能突出西北民族特色文化风情。3、最好有中、英文两种名称，并可注册商标 4、格式：深圳市XXXXXXXXX有限公司5、附上创意说明。 素材提示：凉皮及肉加馍是西北特色小食，习总书记和国民党荣誉主席连战连战是陕西老乡，曾于2014年2月28日设家宴招待连战。 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.25,2015.09.19,任务编号：375202,￥ 100,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】绿色农业（生鲜果品）商标名称征集,26437人,104人,¥200,圆满完成,cahfzh,"具体设计要求看附件知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.24,2015.11.05,任务编号：375072,￥ 200,,mf15755162646,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】餐厅取名,11953人,125人,¥150,圆满完成,o5587****38903,"我餐厅原用名称:二娃重庆小面但因我司定位为城市连锁快餐厅,目前正处于急速扩张的过程中；原二娃小面感觉比较小气，没有特点，因此为了符合我餐厅的定位，现发布征名任务。任务要求：1、以附件中logo中的图像为原形进行取名，logo中的图像是我小孩的头像卡通化后的头像。2、所取名字必须与孩子有关系：比如：二娃，萌娃娃，福娃，福大头，大耳朵等等3、有创意，独创的，要求能通过商标注册的，比如：取名“大耳朵”；我们商标上注册即为：大耳朵小面4、要求：大气、顺口、活泼、欢乐，易于传博餐厅经营简介5、我店以重庆口味系列面条、米线、酸辣粉、米饭套餐为主营产品6、后期会引进机器人服务员为噱头",2015.08.23,2015.09.28,任务编号：374753,￥ 150,,起名取名+翻译,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】企业网站标语征集,6673人,46人,¥100,圆满完成,o55bf0dc1739e5,要求如下：1、包装、印刷为主题的公司；2、要求主色调蓝色，有地球、中心、范围大而深的感觉；3、一句话标语，精简、上口，有行业感。最好20字以内。,2015.08.24,2015.11.09,任务编号：374888,￥ 100,,人本美名,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】进口公司起名,7189人,70人,¥300,圆满完成,mf130****8558,"进口公司名称征集，是做牛肉进口生意的要求： 1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的) 2、名字要体现自己的行业以及主要经营的产品，让人一听就知道自己是做牛肉进口生意的。3.在两个字到三个字之间4、附上创意说明。 5.必须要能够注册的名字知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.24,2015.09.10,任务编号：374928,￥ 300,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】征求一个英文品牌名称,6038人,44人,¥100,圆满完成,mf186****5177,品牌主要涵盖：玩具，文具以及婴童三个领域。   市场为北美市场和中国大陆市场，因此要求品牌名称能同时适用这两个国家。   品牌名称尽量简介，易记，不要太过偏离玩具文具婴童的主题。   在投标前，希望能够先自行确认好品牌名称可用，未被注册。,2015.08.24,2015.10.02,任务编号：374923,￥ 100,,妙笔生文案,工作室,五品,45分,,,各类中文、英文起名,￥360,广告语、宣传口号,"￥200
            /件",演讲稿代写,"￥240
            /件",软文写作,价格面议,,,,,,,,,,
【品牌起名】珠宝店中文名和英文名,9432人,92人,¥200,圆满完成,寒山寺老僧,"一家珠宝店，主营彩色宝石类，需要一个中文名和一个对应的英文名。名字最好是4个字之内，中英文要相匹配。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.23,2015.10.02,任务编号：374840,￥ 200,,heylove77,,,,,,,,,,,,,,,,,,,,,,,
【品牌故事】营销新闻软文征集,3440人,6人,¥100,圆满完成,Mr150****1656,"软文定位：营销新闻软文 营销商品：酷折宝网站内商品——内蒙古悦购风干牛肉干,内容要求：通过能牛肉干的产地，特色，生产手法，方式，突出与众不同，实实在在，不弄虚作假，引导客户进站消费。字数限制：800－1000字以内软文资料请参考（http://www.kuzhebao.com/jump-index-id-34926.html68747470733a2f2f64657461696c2e746d616c6c2e636f6d2f6974656d2e68746d3f69643d343237313936323038393026616d703b616c695f747261636b69643d323a6d6d5f3130383635363433335f393337303032365f33313439363633363a313433393335373131305f336b375f33333839363233353526616d703b73706d3d613233316f2e373730353534322e31303030362e372e457046427765）",2015.08.23,2015.09.06,任务编号：374798,￥ 100,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给我家女宝宝起个名,10282人,67人,¥100,圆满完成,铭杨天下,宝宝信息 性别：女孩  重量：4千克   出生时间：阳历2015年8.11号 阴历6.27号 下午14：40 出生父亲姓肖，母亲姓杨提示1、在取名时注意名字阳光顺口，不俗气有灵性的名字，不要用太生僻的字；            2、请根据宝宝的生辰八字取一个90分以上的名字（加小名），宝宝的名字要求三个字 ；3、根据周易八卦看看缺什么 ，和生辰八字，天地五行等对上。4、要有寓意、内涵、避免不雅同音词5、能有特色最好，别出心裁或独具匠心6、谢绝电脑起名，谢绝大众名字；7、交稿时附带详尽的名称寓意及出处，命理分析，解释名字并说明，提交详细的起名方案。,2015.08.22,2015.10.13,任务编号：374710,￥ 100,,罗伊斯戴帽子,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】翻译文案工作室取名,6922人,65人,¥100,圆满完成,o55d8354e07c1a,翻译文案工作室取名-需要附带广告语及英文1、主要用于淘宝店铺、58同城网页，主要从事翻译，文案编写等要求：1、听起来易记，发音读的时候没有咬舌文字（因为地域问题，有些字比如“思”等读起来比较绕口听着不舒服）2、大气有内涵，因为是从事网店的所以要让别人感觉到艺术气息3、要有创意、名字在百度上搜索不到4、2个字为最佳（2-4个字的如果名字确实好的话没限制）5、希望大神们费费心，创造一个经典,2015.08.22,2015.10.10,任务编号：374672,￥ 100,,byt_lei,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】急！品牌取名。,5989人,53人,¥100,圆满完成,雪梨酱,"我司始终从事【汽车配件】（专注的是五菱、宝骏汽车配件）产品的销售，现欲注册商标，需品牌名。我司主要做的是汽车钣金产品，通俗讲就是铁制机盖，车门之类的产品。要求：1、未被注册，钣金件应该属于第12大类（本人不确定，请大侠告知），务必查询后交稿！2、2-3字3、让消费者看的品牌第一反应就联想到，是五菱宝骏汽车上面的配件。4、同行业名字：金兰菱。柳拓（五菱等这些车一般是柳州生产）。金威。抛砖引玉，不要限制各位思维。5、后期需要一些LOGO，软文等，中标者优先直接合作。                    其他要求：                                            1、必需可以注册品牌的                            2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.22,2015.09.13,任务编号：374596,￥ 100,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】汗蒸、理疗，美容 养生馆起名,18093人,153人,¥100,圆满完成,zgq_sunny,好听，好记，高雅。主要以做汗蒸，健康理疗，美容为主，属男女健康养生、美容的场所，产品以完美的为主。,2015.08.21,2015.10.04,任务编号：374561,￥ 100,,品牌天下，名者为先,个人,七品,40分,,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,
【品牌起名】电动车商标品牌起名12类,803人,50人,¥200,圆满完成,mf132****0999,具体内容看附件 名字：最好3个字或者3个字以上,2015.08.21,2015.09.11,任务编号：374422,￥ 200,,mf18235001293,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】海南三亚婚纱摄影店起名,7347人,73人,¥100,圆满完成,o55d472017bbde,"三亚婚纱摄影公司名称征集，本公司位于海南三亚。                            经营介绍：婚纱照，旅拍，情侣照，写真，全家福，后期影楼产品制作等。                    产品主要三类：                                            1、旅行婚纱照                            2、写真                            3、全家福                            要求：                                            1、名称响亮，易记，温馨，有创意但不失海南三亚风情，同时周易算名必须吉利;(必需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标。                            3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.20,2015.10.01,任务编号：374317,￥ 100,,万思新的商铺,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】水族器材公司起名,7878人,117人,¥150,圆满完成,mf139****6464,"公司主营 水族器材  水族造景  日常维护 等 。要求 ：一.2-4个字必须有个""水“字。             二.风格要文艺一些。             三.要包含吉祥富贵之意。             四. 公司名称要能注册。",2015.08.20,2015.09.03,任务编号：374111,￥ 150,,雅末威客,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】给男孩取名,10148人,80人,¥100,圆满完成,mf188****0305,男孩，父亲姓朱母亲姓江，男孩生辰2015.8.18下午14.48分，父亲的生辰1990.5.8晚上7点多，阴历四月十四。母亲生辰1991.5.7 凌晨4分，阴历三月二十四，希望取一个很我们生辰符合又好听的名字，懂五行的最好，最好不要大众化的名字，好记还能叫小名的名字，谢谢大家啦！,2015.08.19,2015.09.18,任务编号：374032,￥ 100,,中国好点子,个人,七品,37分,,,,,,,,,,,,,,,,,,,,
【品牌起名】征婴幼服饰品牌起名,10988人,169人,¥180,圆满完成,o55d3e646b24ae,要求：以爱为主题，主要表现父母对幼儿无私的爱．名字求简洁．朗朗上口． 2-4个字直接，不限中英文。,2015.08.19,2015.09.07,任务编号：373846,￥ 180,,疯狂的小象.起名+logo+商标注册,个人,九品,37分,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】专营茶具类别取名,11507人,126人,¥200,圆满完成,图臣,本店是经营茶具的，店面在500平方这样，卖的产品种类很多，比如茶桌，博古架，茶电器，茶巾茶夹，茶杯，紫砂壶，淘器，工艺品等等。。简单的说没有卖茶叶而已，关于泡茶需要用到的东西都有。要求比较新颖的，或有偶意的，前缀两个或三个字，某某茶具或某某某茶具，最好以后能注册，以后也要进一步设计logo。希望名字大气一点,2015.08.18,2015.09.05,任务编号：373784,￥ 200,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】净水器 品牌取名,7915人,40人,¥100,圆满完成,mf187****7265,净水器品牌起名。简体繁体三才五格吉。净水器品牌起名。名字繁体、简体 三才五格要吉。名字简体、繁体笔画总和最好有18 29 33 37 39 41 划简体繁体笔画总和有一个是37，另一个18 29 33 37 39 41里任选。,2015.08.18,2015.10.03,任务编号：373772,￥ 100,,万思新的商铺,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】棒球馆起名,8896人,79人,¥200,圆满完成,mf186****7918,要求：中文名+英文名          与棒球相关；好记，不绕口；时尚高端前卫，不俗套；欧美感或日韩感,2015.08.18,2015.10.08,任务编号：373748,￥ 200,,航嘉山庄,工作室,七品,39分,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【产品卖点】肉夹馍（用一句话形容的产品文案）,17398人,138人,¥100,圆满完成,bbdbb9691,产品：肉夹馍（时尚类非传统品牌）要求：用简单一句话形容肉夹馍（如：味道、食材用料工艺、食品安全、情怀、使命等）重点：不通俗有要逼格或者文风逗逼网络感好。,2015.08.17,2015.09.18,任务编号：373455,￥ 100,,mf13720061506,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】女性用品品牌名称,11974人,96人,¥100,圆满完成,jinna,"母婴用品进出口公司名称征集                    经营介绍： 主营欧美母婴用品销售，现侧重点女性，在不同年龄段女性，消费人群以18-45岁女性为主， 特色：                    产品主要：        女性的日常必需品                    要求：                                            1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的)                                        2、有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.17,2015.09.10,任务编号：373349,￥ 100,,四叶草,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】给公司取一个名字,10886人,111人,¥100,圆满完成,mf189****7026,本人现在拥有一个保健客户端、一个中国保健用品网、一个保健用品网、一个保健用品行业导航、一个保健用品商城，现在需要注册一家互联网公司，将这些资源整合到公司名下，然后进行股权众筹融资，将这些平台推广运营招商，最终完成公司上市，因此需要取一个与本行业相关，简单易记，响亮富有寓意的公司名字.名字2个字,2015.08.16,2015.10.01,任务编号：373191,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司起名和logo设计,4257人,25人,¥360,圆满完成,卡浪仕,"本公司位于郑州市。经营介绍： 从事游泳池水处理设备、桑拿设备、温泉池设备、泳池水处理药剂等产品生产、销售、设计、安装、售后一条龙服务的一家专业公司。例：郑州 X X X 水设备有限公司  郑州 X X X环境科技有限公司  （最好是三个字）要求：    1）要求公司名称 简洁、大气、好记，突出行业特征、易于传播和推广(必需可以注册公司的)。              2）logo要求图文结合，协调性好，突出水的元素或水蓝色。 可分开组合使用。    3）以上logo释义仅供设计师参考，可不用全部涉列，也可以自行创新，具有一定文化内涵，突出行业特色，企业文化理念即可。 4）附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015.08.16,2015.09.10,任务编号：373204,￥ 360,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【店铺/网店起名】店铺取名,12966人,177人,¥100,圆满完成,art90422,是以布丁为主的甜品店铺，名字要求要有创意 文艺范 不要非主流和大众化，不要和其他品牌名字类似，好读好听顺口，中英均可，最好诠释你这个名字的意义，考虑以后可能注册，多谢大家了。,2015.08.15,2015.08.29,任务编号：372968,￥ 100,,五艺之星,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】拉杆箱品牌取名,12274人,126人,¥300,圆满完成,o55cd93115b876,具体要求：取一个大众的拉杆箱品牌的名字。要求能注册18类25类，以旅行为主题要求中英文都需要可以注册，还有域名。字母可以在二个字到四个字，那些不看内容海投的，请不要投，避免浪费大家时间。参考。新秀丽（Samsonite）美旅箱包爱华仕（OIWAS）Delsey外交官（Diplomat）瑞动（SWISSMOBILITY）美旅（American Tourister）花花公子（PLAYBOY）银座,2015.08.15,2015.12.05,任务编号：372944,￥ 300,,非创意（深圳）,企业,四品,40分,,,华邦首府logo,价格面议,何式工艺企业网站＋电商平台开发,价格面议,何氏工艺画册设计,价格面议,,,,,,,,,,,,
【品牌起名】综合购物平台网站取名,8851人,59人,¥100,圆满完成,mf157****5342,网站取名，主要是做综合购物类平台的网站，可以参考，淘宝网，京东、苏宁等这种1、取名必须可拼音取名要求，3-4单字母、双拼音不超6字母或英文或拼凑英文可注册.com域名，简单易记，符合行业特性，创意夺目，域名要求没有被注册过。例如：jd.com taobao.com2、在各大搜索引擎，不能出现关键字（未侵犯他人的著作权），要求原创注意事项：必须为原创，未在国家商标局注册过。不能侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任。需要贴上中国商标网查询截图。附上创意说明，解释品牌含义，如有相应的广告语，请附上简短，易记，朗朗上口的广告语言。中标的名字，我方支付费用。即拥有该作品的知识产权，包括著作权、使用权和发布权等，并有权对作品进行修改、组合和应用，不得再向其他任何地方使用该命名。请提交稿件前 一定先查询清楚是否已经注册，谢谢！,2015.08.15,2015.11.29,任务编号：372947,￥ 100,,忆仙工坊,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】请为我家宝宝起名,10019人,115人,¥120,圆满完成,daquande,宝宝信息 性别：女孩  重量：3.7千克   出生时间：阴历2015年6月13日，阳历2015年7月28日，上午10时46分出生 ；父亲母亲都姓李   父亲计算机相关工作，1983年出生；母亲：化工专业教师，1981年出生，说明：1、在取名时注意名字阳光顺口，尽显儒雅书香气息，不要用太生僻的字；             2、请根据宝宝的生辰八字取一个90分以上的名字（加小名），宝宝的名字要求三个字 ；3、根据周易八卦看看缺什么   ；4、谢绝电脑起名，谢绝大众名字；5、交稿时附带详尽的名称寓意及出处，命理分析，解释名字并说明，提交详细的起名方案。          伴随宝宝一生的名字，就先拜谢大家了！ 重要提示： 1、字音好：读起来顺口、字音悦耳，注意阴阳平仄，富于节奏感，朗朗上口（顺溜不拗口），不要有不好的谐音，不易联想起外号                       2、字义好：寓意深刻、蕴涵丰富、积极健康向上，名字喜庆                       3、构思好：清新不俗、独具特色、与众不同                        4、易认易念易写，好听好看好记，无歧意无不良联想谐音，吉利吉庆吉祥   重要要求： 根据出生时间分析八字，找出用神（对孩子一生都有利的五行）起名时用上。再找出忌神（对孩子一生都不利的五行）起名时避开不用。然后根据性别，再根据笔划，三才要相生，数理要吉祥。同时照顾字音、字义、字形的配合，还要好听！以上要求，请提交详细分解。,2015.08.13,2015.09.07,任务编号：372599,￥ 120,,忆仙工坊,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】一种国外膏药的产品名称取名,10540人,95人,¥100,圆满完成,mf152****6529,就是临床康复性医药用，主要是颈椎康复用的膏药名字。要求：要欧美，国外一些的风格，洋气点名字2-3个字之间,2015.08.13,2015.09.15,任务编号：372455,￥ 100,,圆梦空间,工作室,六品,40分,,,心理咨询，情感驿站,1,起名改名,1,各种类型文案写作,1,,,,,,,,,,,,
