标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【APP开发】双师智能学练SAAS系统（二期款）,https://task.epwk.com/1104094/,221人,1人,¥31488,圆满完成,,vitorru,双师智能学练SAAS系统    定制开发，具体按照签署的合同内容开发,2025-01-13,2025.03.17,任务编号：1104094,31488.0,60天,北京市-北京市,牛马帮科技,https://shop.epwk.com/09drjy8m153w/,牛马帮科技,出售服务,https://shop.epwk.com/09drjy8m153w/chushou/,企业,三品,64分,总 3 次中标，交易总金额,￥7.48万,牛马帮科技,,企业管理软件数字化系统ERP/OMS/WMS/PLM/MES,"￥20000
            /起",模板小程序/SaaS系统 定制开发/多商户商城,"￥500
            /起",婚恋交友/多商户商城 教育培训/上门预约/本地生活等,"￥5000
            /起",UI页面设计,"￥500
            /页",,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】后端开发首付款,https://task.epwk.com/1104084/,156人,1人,¥28000,圆满完成,,o5f6d607cb1281,后端开发，具体按照签订合同开发,2025-01-13,2025.01.13,任务编号：1104084,28000.0,15天,山东省-青岛市,七行天下,https://shop.epwk.com/j7n38jjyo5e1/,七行天下,出售服务,https://shop.epwk.com/j7n38jjyo5e1/chushou/,企业,三品,66分,总 2 次中标，交易总金额,￥6.58万,七行天下,,低代码平台集成服务,"￥5000
            /起",移动端定制开发服务,"￥1000
            /起",小程序定制开发服务,"￥1000
            /起",企业数字化一站式解决方案,"￥10000
            /起",协同办公一站式解决方案,"￥1000
            /起",,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】小程序前端框架,https://task.epwk.com/1104014/,79人,1人,¥300,圆满完成,,o5f6d607cb1281,称呼:方先生地区:上海需求:搭个小程序前端框架 ，就是页面弄一个数字文本框 然后前后台能跑通就可以了，逻辑部分我自己写,2025-01-13,2025.01.13,任务编号：1104014,300.0,1天,河北省-石家庄市,一惠科技,https://shop.epwk.com/3gd2mvvevner/,一惠科技,出售服务,https://shop.epwk.com/3gd2mvvevner/chushou/,企业,七品,60分,总 3 次中标，交易总金额,￥1.16万,一惠科技,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】flutter开发IOS和安卓版APP开发水印相机一期款,https://task.epwk.com/1103682/,18人,1人,¥10000,圆满完成,,vitorru,"称呼:赵总地区:重庆需求:我们是做：水印相机类型，这个是我们安卓版本APP （ https://gdsggdfv.oss-cn-shanghai.aliyuncs.com/camera.v3.5.6.apk_%E5%88%A0%E9%99%A4%E5%90%8E%E7%BC%80
   ）需要改后缀，阿里云不支持下载.apk，  
这次主要做IOS版本，但是希望同时兼容安卓版本，功能和界面和目前安卓界面一模一样就行,界面1:1还原， 
目前安卓已经上架了，但是找不到设计图了，只需要APP端，后端API和管理后台都是现成的，API文档可以提供",2025-01-10,2025.01.10,任务编号：1103682,10000.0,1天,河北省-保定市,旗铭玉保定市软件开发,https://shop.epwk.com/omdwk99xqdrp/,旗铭玉保定市软件开发,出售服务,https://shop.epwk.com/omdwk99xqdrp/chushou/,工作室,五品,52分,总 8 次中标，交易总金额,￥2.1万,旗铭玉保定市软件开发,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】flutter开发IOS和安卓版APP开发水印相机尾款,https://task.epwk.com/1103683/,10人,1人,¥4000,圆满完成,,vitorru,"称呼:赵总地区:重庆需求:我们是做：水印相机类型，这个是我们安卓版本APP （ https://gdsggdfv.oss-cn-shanghai.aliyuncs.com/camera.v3.5.6.apk_%E5%88%A0%E9%99%A4%E5%90%8E%E7%BC%80
   ）需要改后缀，阿里云不支持下载.apk，  
这次主要做IOS版本，但是希望同时兼容安卓版本，功能和界面和目前安卓界面一模一样就行,界面1:1还原， 
目前安卓已经上架了，但是找不到设计图了，只需要APP端，后端API和管理后台都是现成的，API文档可以提供",2025-01-10,2025.01.17,任务编号：1103683,4000.0,7天,河北省-保定市,旗铭玉保定市软件开发,https://shop.epwk.com/omdwk99xqdrp/,旗铭玉保定市软件开发,出售服务,https://shop.epwk.com/omdwk99xqdrp/chushou/,工作室,五品,52分,总 8 次中标，交易总金额,￥2.1万,旗铭玉保定市软件开发,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】工厂数字孪生开发,https://task.epwk.com/1103634/,55人,1人,¥29520,圆满完成,,vitorru,开发一个工厂数字孪生系统，实时监控生产流程、设备状态和能源消耗。通过数据采集与分析，优化生产效率，降低成本。需整合IoT设备、云计算和大数据技术，实现虚拟模型与实际工厂的同步更新。项目包括需求分析、系统设计、数据建模、测试与部署，确保系统稳定性和安全性，最终提升工厂智能化水平。,2025-01-10,2025.01.20,任务编号：1103634,29520.0,20天,北京市-北京市,博视科技,https://shop.epwk.com/2j5jjg2895pz/,博视科技,出售服务,https://shop.epwk.com/2j5jjg2895pz/chushou/,企业,三品,59分,总 2 次中标，交易总金额,￥5.92万,博视科技,,博视数字孪生建模与开发服务,"￥10000
            /起",博视元宇宙建模与开发服务,"￥10000
            /起",博视AI训练与数据标注服务,"￥10
            /次",博视物联网平台,"￥150000
            /套",博视直播系统,"￥80000
            /套",博视通OA协同平台,"￥12000
            /套",博视监控平台,"￥60000
            /套",博视会议系统,"￥120000
            /套",博视通即时通讯系统,￥60000,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【软件UI设计】⼯业装备数字孪⽣平台UI设计,https://task.epwk.com/1103619/,26人,1人,¥5000,圆满完成,,vinelinx,称呼:周先生地区:陕西西安需求:网站后台的 没有具体预算，10张图，最主要看效果 可以让供应商先根据工作量报  有需求文档   具体按照沟通好的设计,2025-01-10,2025.01.16,任务编号：1103619,5000.0,5天,北京市-北京市,初晓创意互联,https://shop.epwk.com/3gd2mvzyyner/,初晓创意互联,出售服务,https://shop.epwk.com/3gd2mvzyyner/chushou/,个人,一品,98分,总 58 次中标，交易总金额,￥17.62万,初晓创意互联,,网站建设定制开发设计企业公司官网营销门户仿站外贸网站建设制作,"￥5000
            /套",app小程序H5应用软件网站网页交互外包定制ui设计,"￥100
            /页",软件界面设计管理系统ui设计大数据ui客户端软件触摸屏,"￥500
            /页",网页设计网站设计软件设计ui设计app小程序h5前端切图,"￥1000
            /页",网站UI设计 手机端UI设计 软件界面设计 数据大屏设计,"￥300
            /页",移动应用app小程序软件网页界面大数据可视化UI定制设计,"￥10000
            /页",,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】跑腿服务小程序开发首付款,https://task.epwk.com/1103601/,41人,1人,¥2800,圆满完成,,k4874****62,跑腿服务小程序开发，具体按照签订合同开发,2025-01-10,2025.01.10,任务编号：1103601,2800.0,14天,广东省-广州市,一高网络工作室,https://shop.epwk.com/2j5jjg2wk5pz/,一高网络工作室,出售服务,https://shop.epwk.com/2j5jjg2wk5pz/chushou/,工作室,六品,58分,总 3 次中标，交易总金额,￥9360.00,一高网络工作室,,小程序-生鲜配送-定制开发,"￥2999
            /起",小程序-鲜花预定-定制开发,"￥2999
            /起",小程序-美容预约-定制开发,"￥2999
            /起",小程序-盲盒-定制开发,"￥2999
            /起",小程序-旅游预定-定制开发,"￥2999
            /起",小程序-教育机构,"￥2999
            /起",小程序-数独比赛-定制开发,"￥2999
            /起",小程序-物业服务-定制开发,"￥2999
            /起",小程序-陪诊预约-定制开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】前端开发一期款,https://task.epwk.com/1103500/,19人,1人,¥6120,圆满完成,,o5f6d607cb1281,前端开发，具体按照合同开发,2025-01-09,2025.01.09,任务编号：1103500,6120.0,100天,重庆市-市辖区,重庆鹏之跃科技有限公司,https://shop.epwk.com/09drjy1rq53w/,重庆鹏之跃科技有限公司,出售服务,https://shop.epwk.com/09drjy1rq53w/chushou/,企业,五品,61分,总 2 次中标，交易总金额,￥9614.00,重庆鹏之跃科技有限公司,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【电商网站】提升搜索功能准确性,https://task.epwk.com/1115855/,492人,1人,¥6000,圆满完成,,k2327****8,对网站搜索功能进行优化，运用智能算法，提高搜索结果的准确性和相关性。实现模糊搜索、联想搜索，自动纠错，减少用户搜索无结果的情况，提升用户搜索体验。,2025-01-07,2025.01.23,任务编号：1115855,6000.0,10天,江苏-南京市-市辖区,南京玳墨动画,https://shop.epwk.com/z2nkzp4xonqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电商网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【APP开发】Flutter播发器实现,https://task.epwk.com/1102951/,317人,3人,¥2800,圆满完成,,威创享mymaH,实现一个播发器，全屏下需要实现的控件有：快进快退、清晰度切换、字幕语言切换、字幕样式设置、播放速度、选集、播放下一集、播放暂停，返回、标题、时间、进度条；小屏状态下实现控件：返回、快进快退、播放暂停、全屏 、时间、进度条、设置（音轨切换、字幕语言切换、字幕样式设置、播放速度、举报功能）具体沟通后可能做微调切换清晰度和音轨均为切换整个视频地址，字幕外挂形式,2025-01-06,2025.01.14,任务编号：1102951,2800.0,3天,广东省-广州市,一点星河科技,https://shop.epwk.com/4rn8q7rk3ngm/,一点星河科技,出售服务,https://shop.epwk.com/4rn8q7rk3ngm/chushou/,企业,六品,58分,总 5 次中标，交易总金额,￥9100.00,一点星河科技,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】建材商城类小程序开发（尾款，已确定合作者）,https://task.epwk.com/1102945/,22人,1人,¥1000,圆满完成,,k8928****61,称呼：岳先生（决策者）地区: 山西长治，有类似案例的服务商需求: 展示产品，根据消费者的身份显示 会员价与市场价。我们有执照，把产品都已经找好，希望用模版  。服务商提供案例、报价预算: 几千时间：价格合适就会启动备注：微信不要是手机号,2025-01-06,2025.01.07,任务编号：1102945,1000.0,10天,辽宁省-沈阳市,工匠网络,https://shop.epwk.com/rp5z4vpq8dx3/,工匠网络,出售服务,https://shop.epwk.com/rp5z4vpq8dx3/chushou/,企业,五品,86分,总 5 次中标，交易总金额,￥1.2万,工匠网络,,沈阳小程序APP开发网站建设定制java移动安卓源码,"￥998
            /起",门店收银系统开发餐饮管理扫码结算连锁门店收银系统,"￥998
            /起",3D数字大屏Webgl网页开发智慧城市大数据可视化开发,"￥998
            /起",APP定制开发iOS安卓家政教育医疗直播商城,"￥998
            /起",微信小程序定制开发saas商城成品家政外卖点餐微商城教育,"￥998
            /起",网站建设企业官网电商网站门户网站外贸网站营销网站,"￥998
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【其他软件开发】做一个简单存储软件,https://task.epwk.com/1102935/,508人,1人,¥600,圆满完成,,尚品4atjK,需求在附件，不议价，语言不限，兼容86/64 win7-11接单后开始计时8-10小时内交付源码+程序,2025-01-06,2025.01.08,任务编号：1102935,600.0,1天,安徽省-合肥市,红软科技,https://shop.epwk.com/7lngq0903dmr/,红软科技,出售服务,https://shop.epwk.com/7lngq0903dmr/chushou/,企业,四品,63分,总 11 次中标，交易总金额,￥4.67万,红软科技,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】软件开发，确定合作者尾款,https://task.epwk.com/1102901/,77人,1人,¥4000,圆满完成,,o6046ed0e650de,软件开发，确定合作者，按约定内容合作服务商需在腊月二十三之前完成，验收以甲方客户确实为准,2025-01-06,2025.01.06,任务编号：1102901,4000.0,15天,山东省-济南市,济南网络人信息技术有限公司,https://shop.epwk.com/m7d7wwgmv5q8/,济南网络人信息技术有限公司,出售服务,https://shop.epwk.com/m7d7wwgmv5q8/chushou/,企业,一品,97分,总 117 次中标，交易总金额,￥427.32万,济南网络人信息技术有限公司,,B2C、B2B2C电商平台开发,价格面议,网站、微信站、手机站三站合一建设,价格面议,企业管理、业务系统定制开发,价格面议,移动端应用程序开发,价格面议,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【小程序开发】软件开发，确定合作者 首付款,https://task.epwk.com/1102896/,72人,1人,¥4000,圆满完成,,o6046ed0e650de,软件开发，确定合作者，按约定内容合作服务商需在腊月二十三之前完成，验收以甲方客户确实为准,2025-01-06,2025.01.06,任务编号：1102896,4000.0,15天,山东省-济南市,济南网络人信息技术有限公司,https://shop.epwk.com/m7d7wwgmv5q8/,济南网络人信息技术有限公司,出售服务,https://shop.epwk.com/m7d7wwgmv5q8/chushou/,企业,一品,97分,总 117 次中标，交易总金额,￥427.32万,济南网络人信息技术有限公司,,B2C、B2B2C电商平台开发,价格面议,网站、微信站、手机站三站合一建设,价格面议,企业管理、业务系统定制开发,价格面议,移动端应用程序开发,价格面议,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【后端开发】修改APP问题,https://task.epwk.com/1102774/,1264人,2人,¥2800,圆满完成,,威恒天下kR59e,修改APP问题，抓包，具体再详谈,2025-01-05,2025.02.27,任务编号：1102774,2800.0,10天,安徽省-合肥市,红软科技,https://shop.epwk.com/7lngq0903dmr/,红软科技,出售服务,https://shop.epwk.com/7lngq0903dmr/chushou/,企业,四品,63分,总 11 次中标，交易总金额,￥4.67万,红软科技,,,,,,,,,,,,,,,,,,,,后端开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【定制开发】会议注册网站开发,https://task.epwk.com/1102703/,1049人,2人,¥6000,圆满完成,,gryger,1、语言环境：PHP+Mysql；2、中文+英文模板，英文内容可由甲方协助；3、1个首页模板，网站首页综合信息展示，包括不限于导航菜单、滚动Banner、重要提醒、最新动态、图文展示等；4、主要栏目和功能模块：咨讯动态发布和展示（最新信息、温馨提示、通知、指引、嘉宾信息、活动日程等）；报名注册（使用邮箱+验证码验证）；酒店预订（入住日期、房型选择）；论文投稿（标题、类别、摘要、文件上传）；交费（多项服务选择预订后合并或单项交费，如会议注册、报告发言、论文投稿、预订房间、预订餐饮、预订交通，根据用户选择服务项次合并收费，中文版使用微信或银行转帐，英文版须使用外币在线支付，可选用首信易或PayPal）；留言互动；5、后台可管理注册信息、酒店预订信息、导出注册信息、给注册代表的邮件群发、内部信息通知；中文版须增加手机短信通知和验证；6、文件上传存储调用使用7牛；,2025-01-04,2025.02.18,任务编号：1102703,6000.0,"7天,15天","江苏省-徐州市,山东省-泰安市",正都科技,https://shop.epwk.com/qgdmj34mgdke/,正都科技,出售服务,https://shop.epwk.com/qgdmj34mgdke/chushou/,企业,四品,54分,总 13 次中标，交易总金额,￥4.88万,正都科技,,,,,,,,,,,,,,,,,,,,定制开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【产品卖点】AI论文写作业工具公众号请人编写广告文案撰写,,2337人,25人,¥200,圆满完成,,壹选Sv9gO,先关注论文快车服务公众号，根据公众号的功能和操作流程，以个例编写论文痛苦，结合案例！打造和宣传论文快车公众号品牌！吸引更多的潜在客户使用我们的论文写作工具！字数600-800字左右。,2025-03-24,2025.04.18,任务编号：1116369,200.0,,,诚创天翼,,,,,个人,七品,37分,,,,,,,,,,,,,,,,,,,,,,,产品卖点,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【公司起名】公司起名,,3187人,143人,¥100,圆满完成,,o5f7836c7b0e24,财税代账公司，山东注册，易传播，简单好记原则，2.3个字,2025-03-16,2025.04.03,任务编号：1115278,100.0,,,武林设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公司起名,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【公司起名】【重金悬赏】房地产项目创意设计征集,,6370人,170人,"¥2,000",圆满完成,,为客呈现Aox2z,【重金悬赏】房地产项目案名征集 一、任务类型：品牌设计（项目案名）二、任务预算：2000元三、任务周期：10天（2025年2月27日—3月9日）四、项目背景：我们目前正在筹备一个全新的房产地产纯洋房社区项目，项目位于安康市高新区，周边教育资源较为丰富，包含安康高新中学分校等学校，紧邻富家河湿地公园等，距离高铁站较近；项目总体量200多亩，面向改善类型客群，整体定位为轻奢改善生活方式。五、设计要求：1.  案名需求文字长度3-4个字之间。易读、易记、大气、避免生僻字，需提交命名释意。可结合一些安康本地的文化元素、文化理念等。      2、内容、元素等参考方向及建议       可参考安康“金州”、 “硒谷”、“秦巴”、“茶花”等历史文化属性等。六、提交格式：案名：Word/PDF文档，案名需提供相应释义。,2025-02-27,2025.03.27,任务编号：1111172,2000.0,,,隐形人设计工作室,,,,,工作室,一品,53分,,,,,企业电商详情页设计,"￥1000
            /起",产品字体设计,"￥500
            /起",产品海报设计,"￥1000
            /起",企业产品画册设计,"￥300
            /页",产品包装设计,"￥1000
            /起",logo品牌标志设计,"￥500
            /起",,,,,,,公司起名,,,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【品牌起名】品牌名字征集,,4131人,150人,¥100,圆满完成,,o5f7836c7b0e24,起一个祛痘品牌的名字，要求能注册商标，最好能引经据典，注册3-5-35-44，3 个字，要求能注册商标，最好能引经据典，能从名字上看到所做业务。比如：豆康。不要带痘字的带祛字的，成功率都是很低甚至为 0,2025-02-19,2025.03.13,任务编号：1109386,100.0,,,银子啦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌起名,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【公司起名】根据周易五行取公司名字,,5704人,183人,¥600,圆满完成,,企威特TqrGE,大致是本人准备注册一家公司，周易五行相生相克角度配合通俗易懂，大气的取公司名字。取的名字可以用于注册，而不是已经被注册的名字。公司主要是种植竹子，卖竹笋、竹竿、中草药、林下经济等业务。具体可以与我沟通,2025-02-19,2025.03.11,任务编号：1109344,600.0,,,o5eb2734f8c161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公司起名,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【广告口号】短视频平台认证话题挑战赛标语,,9201人,207人,¥700,圆满完成,,jmgzjb,活动背景：为做好“桃花开”各市场的品牌推广、动销拉动。公司就“中高考”推出短视频平台认证挑战赛活动。现对活动标题宣传语进行悬赏。 活动目的：在高考前让考生家长买一箱桃花开送给考生，增添好运气，从而形成一种风俗习惯，拉动产品动销。 标题宣传语需求： 1.文案需与高考、好运相关联，展现活动主题2.字数不得超过12字（建议4-10个汉字）3.不得出现绝对性的广告词以及过于宽泛的词句4.要求语句通顺，朗朗上口，便于传播示例：“旗开得胜桃花开、一举夺魁好运来”其他品牌挑战赛标语展示：   1. 事事可成58同城   2.传祺M8安全很开门   3.卡拉OK一步到魏,2025-02-11,2025.02.28,任务编号：1107904,700.0,,,zwh123123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广告口号,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【营销推广软文】正能量视频需要找人帮忙写文案,https://task.epwk.com/1121726/,628人,1人,1000元以内,选标中,,A任务编号：1121726,正能量视频需要找人帮忙写文案。长期合作，团队服务商，具体详谈,2025-05-09,,任务编号：1121726,800.0,7天,山东省-青岛市,B任务编号：1121726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,营销推广软文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【广告策划】新款服装拍摄模特,https://task.epwk.com/1119424/,229人,0人,1000元以内,投标中,,A任务编号：1119424,寻   服装拍摄模特，限年轻女士，限厦门市，长相甜美。根据开发的新款服饰，配合拍摄款式照片及衣服卖点视频。,2025-04-18,,任务编号：1119424,1000.0,,,B任务编号：1119424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广告策划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【编辑校对】将以上汉字按最大单元拆分，以前面的数组为标准,https://task.epwk.com/1110514/,997人,1人,1000元以内,圆满完成,,fleaphpnet,将以上汉字按最大单元拆分，以前面的数组为标准,2025-02-24,2025.03.11,任务编号：1110514,500.0,7天,河南省-郑州市,亿帆文创,https://shop.epwk.com/78dljrwl95lx/,亿帆文创,出售服务,https://shop.epwk.com/78dljrwl95lx/chushou/,企业,五品,55分,总 13 次中标，交易总金额,￥9601.00,亿帆文创,,商业宣传设计服务,"￥100
            /页",营销推广内容营销,"￥5
            /组",商业策划营销软文,"￥30
            /组",企业策划商业推广,"￥500
            /次",商业策划计划书,"￥1000
            /起",商业策划视频制作,"￥30
            /次",,,,,,,编辑校对,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【项目策划】ppt方案编写,https://task.epwk.com/1105124/,92人,1人,1000元以内,圆满完成,,友森联创,ppt20页左右  详细微信联系,2025-01-20,2025.01.21,任务编号：1105124,100.0,1天,河北省-保定市,千机阁软件开发,https://shop.epwk.com/2j5jjggq95pz/,千机阁软件开发,出售服务,https://shop.epwk.com/2j5jjggq95pz/chushou/,个人,四品,65分,总 4 次中标，交易总金额,￥4.02万,千机阁软件开发,,聊天app-安卓ios,"￥50000
            /套",公司人力成本和项目管理系统,"￥20000
            /套",java软件解决方案,"￥5000
            /次",java服务部署,"￥20000
            /次",java软件定制开发,"￥100000
            /款",微信小程序开发,"￥50000
            /款",,,,,,,项目策划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【宣传策划】宣传视频制作,https://task.epwk.com/1116281/,20人,1人,¥500,圆满完成,,o5b8023b3eebcd,宣传视频制作 具体按照谈好制作,2025-03-23,2025.04.10,任务编号：1116281,500.0,5天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",,,,,,,,,,,宣传策划,,,,,,文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",,,,,,,,,,,,,,,,,"￥50
            /起",,,,2025
【宣传策划】编写企业简介文案,https://task.epwk.com/1114885/,745人,1人,¥500,圆满完成,,赛威8dgq9,建筑企业资质文案，不能太过于做作，要有针对性符合公司实情和建筑行业要求文字1000-1500字左右能够体现“四川+北京”双总部运行模式知识产权说明：所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任,2025-03-14,2025.04.22,任务编号：1114885,500.0,7天,山东省-青岛市,利宏营销策划,https://shop.epwk.com/81n41zq1enp6/,利宏营销策划,出售服务,https://shop.epwk.com/81n41zq1enp6/chushou/,企业,一品,178分,总 3493 次中标，交易总金额,￥1074.59万,利宏营销策划,,二维Flash飞碟说逐帧手绘AE企业产品宣传广告MG动画制作,"￥300
            /起",创业商业计划书融资策划书招商项目路演可行性研究报告代写作撰写,"￥2000
            /起",动态logo设计海报名片公司企业标志产品商标品牌VI诊断升级,"￥100
            /起",微信代运营公众号文案原创微信文章写作公众号代运营微博文案撰写,"￥1500
            /起",,,,,,,,,,,宣传策划,,,,,,文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,"￥300
            /起",企业PPT设计公司简介项目汇报演示总结报告PPT策划招商课件,公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",公司起名取名企业产品网站店铺媒体组织品牌起名取名故事文案策划,"￥499
            /起",品牌取名起名公司宝宝取名人物取名笔名花名小名产品企业品牌取名,"￥399
            /起",会议展览策划周年庆典年会开业产品推介会发布会促销活动物料设计,"￥1200
            /起",,,,,,,,,,,,,,,,,"￥50
            /起",,,,2025
【招商加盟】测试任务，请勿参与,https://task.epwk.com/1122201/,71人,0人,1000元以内,投标中,招标,A任务编号：1122201,测试任务，请勿参与,2025-05-13,,任务编号：1122201,1000.0,,,B任务编号：1122201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,招商加盟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
【服务人员】小件采购及报销单填写外包,https://task.epwk.com/1120894/,342人,0人,1000元以内,投标中,招标,A任务编号：1120894,任务内容：1、根据我方提供的采购清单，在线下/线上购买小额办公物资（单价100元及以内）。2、收集正规采购票据。3、按照我方提供的报销单填写清单，确保信息完整。4、完成后打包邮寄（到付）或现场交付。 要求：--能快速响应，采购完成时间要求在当日内。--财务单据填写细致。--双方签订合同，优先本地武汉服务商。,2025-04-29,,任务编号：1120894,1000.0,,,B任务编号：1120894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,服务人员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025
