标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【英语】将中文说明书翻译为英文,https://task.epwk.com/352296/,5737人,7人,¥300,圆满完成,雇佣,floraman,中文说明书翻译成为英文，中文字数6575字，美容产品说明书。,2015.05.12,2015.05.26,任务编号：352296,"￥300,￥300,￥300,￥300,￥300,￥300,￥300","1天,2天,1天,4天,2天,5天,4天","辽宁省-大连市-甘井子区,广西-南宁市,湖南省-株洲市,广东省-云浮市-罗定市,山东省-青岛市-市南区,辽宁省-大连市-中山区,内蒙古-兴安盟-科尔沁右翼中旗",o55522183d4e97,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】找人做表格中的数据处理,https://task.epwk.com/346348/,5704人,5人,¥100,圆满完成,雇佣,sunnycheche,处理表格中的数据,2015.04.16,2015.05.04,任务编号：346348,"￥100,￥100,￥100,￥100,￥100","1天,1天,1天,1天,1天","江西省-南昌市-青云谱区,广西-南宁市-青秀区,山东省-滨州市-邹平县,黑龙江-哈尔滨市,湖南省-永州市-芝山区",蓝丨风工作室,https://shop.epwk.com/v0n1xrj6x57y/,蓝丨风工作室,出售服务,https://shop.epwk.com/v0n1xrj6x57y/chushou/,个人,九品,37分,,,蓝丨风工作室,,,,,,,,,,,,,,,,,,,
【网络接单】需要回答一个问题,https://task.epwk.com/343849/,12260人,51人,¥100,圆满完成,雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】对商城网站进行翻译，以供建立英文版,https://task.epwk.com/341844/,3818人,10人,¥200,圆满完成,雇佣,nanmingfeihong,"对商城网站进行翻译，以供建立英文版，地址：http://yungou.wxzzdk.com/.这次只是开始，如果翻译得专业，下一步需要商品产品翻译等任务还很多。希望长期合作。里面是从网站上剥离出来的内容，大致如下：'_CART_LIST_' =>'cart list',// '购物车', '_RETURN_HOME_' => 'back to home',//'返回首页', '_COMMIT_BOOKS' =>'',//'第一步：提交订单', '_ONLINE_PAY' => '',//'第二步：网银支付',也就是，只是将右边双斜杠后的中文翻译内容放在前面的两个单引号内。如前面的两行的示范。",2015.03.30,2015.04.03,任务编号：341844,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,2天,365天,2天,2天,21天,1天,1天,1天,5天","江苏省-南京市,山西省-朔州市-平鲁区,天津市-市辖区-武清区,广东省-广州市-番禺区,海南省-海口市,甘肃省-兰州市-安宁区,山东省-青岛市-市南区,江苏省-南京市-江宁区,辽宁省-营口市-西市区,吉林省-吉林市-昌邑区",o54fc6970c2c1e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】写一篇关于阅读SONY索尼的年度报告后的分析报告1500,https://task.epwk.com/339702/,3340人,1人,¥1500,圆满完成,雇佣,CRMOA,"You have to read SONY's annual reportfirst to complete this essay.To meet the requirement for the essay.Please follow theinstruction below：Read     and summarize the     CEO Letter to the shareholders.  Review     the section     headings in the general business section.   f rom     the MD&A     (Management Discussion and Analysis), prepare a SWOT     analysis     - Strengths, Weaknesses, Opportunities,     Threatso  Whatis the company good at,what do they have going for themo  Wheredoes the company needto improveo  Whatopportunities do yousee for the company to grow in the futureo  Whatforces could threatenthe company·        FinancialAnalysis. §  Note the revenuesfor thepast three years, are they increasing o r  decreasing, and at whatrate?§  The Gross Margin(GrossProfit) is the Revenues less the Cost of Goods Sold.  §  Total Income (NetIncome, Earnings,Profit) is the “bottom line”.  o  Fromthe Balance Sheet§  Calculate thecurrent ratio for three years.  §  Inventory is asignificantpart of any retail/merchandising operation. §  Calculate thetotal equitydivided by the total assets.  o  CashFlow Statemento  Footnotes. The original financial reports are morethan 10MB, plase noticeyour Email, then I will send SONY's annual reportsto you",2015.03.22,2015.03.27,任务编号：339702,￥1500,4天,江苏省-南京市-玄武区,o54fc6970c2c1e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】写一篇关于阅读SONY索尼的年度报告后的分析报告1000,https://task.epwk.com/339699/,2790人,1人,¥1000,圆满完成,雇佣,CRMOA,"You have to read SONY's annual reportfirst to complete this essay.To meet the requirement for the essay.Please follow theinstruction below：Read     and summarize the     CEO Letter to the shareholders.  Review     the section     headings in the general business section.   f rom     the MD&A     (Management Discussion and Analysis), prepare a SWOT     analysis     - Strengths, Weaknesses, Opportunities,     Threatso  What is the company good at,what do they have going for themo  Where does the company needto improveo  What opportunities do yousee for the company to grow in the futureo  What forces could threatenthe company·        FinancialAnalysis. §  Note the revenuesfor thepast three years, are they increasing o r  decreasing, and at whatrate?§  The Gross Margin(GrossProfit) is the Revenues less the Cost of Goods Sold.  §  Total Income (NetIncome, Earnings,Profit) is the “bottom line”.  o  Fromthe Balance Sheet§  Calculate thecurrent ratio for three years.  §  Inventory is asignificantpart of any retail/merchandising operation. §  Calculate thetotal equitydivided by the total assets.  o  CashFlow Statemento  Footnotes. The original financial reports are morethan 10MB, plase noticeyour Email, then I will send SONY's annual reportsto you",2015.03.22,2015.03.27,任务编号：339699,￥1000,4天,江苏省-南京市-玄武区,o54fc6970c2c1e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】化工英语专利翻译,https://task.epwk.com/336755/,3855人,2人,¥200,圆满完成,雇佣,mf186****0102,化工专业，英语六级。文章20页，总价格200元,2015.03.11,2015.03.17,任务编号：336755,"￥200,￥200","5天,4天","(null)-(null),广东省-深圳市-宝安区",o54fc6970c2c1e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【日语】一份日语规划文件翻译,https://task.epwk.com/334356/,11813人,2人,¥100,圆满完成,雇佣,o54d8f3f6a8cd4,一份向日本犬业协会提交的规划报告，需要专业的日语翻译，字数大约1600字，最好今天完成。,2015.02.27,2015.02.27,任务编号：334356,"￥100,￥100","1天,3天","内蒙古-呼和浩特市-土默特左旗,天津市-市辖区",“晨曦”    网络工作室,https://shop.epwk.com/81n4116vonp6/,“晨曦”    网络工作室,出售服务,https://shop.epwk.com/81n4116vonp6/chushou/,工作室,九品,36分,,,“晨曦”    网络工作室,,,,,,,,,,,,,,,,,,,
【数据录入】将高中物理习题的解析做出来并打成word版,https://task.epwk.com/329695/,4148人,10人,¥120,圆满完成,雇佣,authur2000,"手里有很多试卷，只有答案没有解析，所以现在要人帮我做出来。如果你能在网上找到现成的解析的电子版，我更欢迎，我一样给钱。要求里面的公式都用公式编辑器mathtype重新编写。图像只要相同即可，可以从网上复制，也可以截屏抓图，但不可以有水印，也不可是手绘版。高一至高三的物理题都会有，我提供习题，您给我习题的解析。选择题的解析一题二元，实验部分的解析共六元，大题的解析一题四元（本次已经有解析）。若原卷某题已带解析，不用您重做，我也不算钱。。。。急要！只设一天投标！有很多卷子上万道题，先来三套卷子,大概一共30道选择，3个实验解析要求：1、答案必须正确，解析过程不能出现硬伤。全套给钱，不允许挑会的答，不会的或不好写的不写2、只能文字、图片、mathtype三种组成，word自带的公式编辑器，不允许被使用3、选择题的答案格式是：A.（文字/图片）4、要用word2007或2010来完成。",2015.01.23,2015.01.29,任务编号：329695,"￥120,￥120,￥120,￥120,￥120,￥120,￥120,￥120,￥120,￥120","2天,2天,2天,1天,2天,10天,2天,4天,2天,7天","河南省-新乡市-红旗区,山东省-日照市-岚山区,山东省潍坊市青州市,河南省-郑州市-登封市,北京市北京市海淀区,浙江省-丽水市-松阳县,河南郑州（大学在云南昆明）,河北省-沧州市-黄骅市,上海,湖北省-武汉市-江夏区",京阳信息技术工作室,https://shop.epwk.com/qgdmjqwm8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】无技术要求下载网站图片到本地,https://task.epwk.com/329706/,3683人,9人,¥100,圆满完成,雇佣,jhmax720,下载某网站的产品图片（原图原始尺寸），图片量比较大，无技术含量，时间宽裕，适合新手操作。 可提供教程。,2015.01.23,2015.01.27,任务编号：329706,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,2天,2天,2天,5天,1天,1天,5天,1天","陕西省-西安市-莲湖区,河南省-新乡市-红旗区,河南省-周口市-扶沟县,河南郑州,安徽省-池州市-贵池区,重庆市-市辖区-渝中区,安徽省 宣城市 宣州区,山东省-烟台市-莱州市,湖北省-武汉市-江夏区",占山为王工作室,https://shop.epwk.com/4rn8q1jp3ngm/,占山为王工作室,出售服务,https://shop.epwk.com/4rn8q1jp3ngm/chushou/,个人,九品,36分,,,占山为王工作室,,,,,,,,,,,,,,,,,,,
【数据录入】将高中数学化学PDF试卷打成电子版,https://task.epwk.com/325442/,4815人,9人,¥110,圆满完成,雇佣,authur2000,PDF转成word后，有一些要手动处理，不然根本无法排版使用，所以现在要人帮我整理出来。如果你能找到现成的电子版，我更欢迎，我一样给钱。要求里面的公式都用公式编辑器mathtype重新编写。图像只要相同即可，可以从网上复制，也可以截屏抓图，但不可以有水印，也不可是手绘版。A4纸大小，每页6元。急要！只设一天投标！有很多，要先来18页。 题目要求：1、只能文字、图片、mathtype三种组成2、选择题的答案格式是：A.（文字/图片）答案要求:1、每套题答案要有选择题、填空题等标识2、除选择题之外，每道题的答案要在一个新行中，不允许一行中存在多道题的答案3、要用word2007或2010来完成。,2015.01.01,2015.01.03,任务编号：325442,"￥110,￥110,￥110,￥110,￥110,￥110,￥110,￥110,￥110","1天,4天,7天,2天,1天,3天,2天,1天,1天","河南省-新乡市-红旗区,广东省-肇庆市-高要市,辽宁省-沈阳市-苏家屯区,广东省-佛山市-顺德区,上海市-市辖区-浦东新区,山西省-吕梁市-交城县,西安市高陵县,湖南省-长沙市-岳麓区,四川省-成都市-新都区",京阳信息技术工作室,https://shop.epwk.com/qgdmjqwm8dke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】学术文档翻译,https://task.epwk.com/323941/,4008人,1人,¥100,圆满完成,雇佣,amazingtwigs,翻译nature文章http://www.ncbi.nlm.nih.gov/pubmed/24997786或者是大致讲解的ppt,2014.12.23,2014.12.24,任务编号：323941,￥100,7天,深圳,hiliang,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】网页资料录入excel,https://task.epwk.com/313791/,4617人,2人,¥120,圆满完成,雇佣,mf155****1690,我需要把网页上的讯息转到excel表，大约有4000~5000笔资料，网页内容如下http://www.a-hospital.com/w/%E5%85%A8%E5%9B%BD%E4%B8%89%E7%94%B2%E5%8C%BB%E9%99%A2%E5%90%8D%E5%8D%95把里面的医院资料 （三甲，三乙，三丙，医院名，地址，电话）整理到excel （附件）,2014.10.31,2014.11.03,任务编号：313791,"￥120,￥120","2天,2天","山西省-吕梁市-交城县,福建省-宁德市-周宁县",潮逸工作室,https://shop.epwk.com/2j5jjo6z95pz/,潮逸工作室,出售服务,https://shop.epwk.com/2j5jjo6z95pz/chushou/,工作室,七品,37分,,,潮逸工作室,,,,,,,,,,,,,,,,,,,
【数据录入】搜集整理三个省份的刊物邮寄地址，形成Excel表格,https://task.epwk.com/309876/,3918人,2人,¥110,圆满完成,雇佣,Osolemio,搜集整理四川、贵州、云南三个省份的所有市、区、县科技局通讯地址、邮编、及局长、区长姓名。格式如下：地市名（当地政府官网超链）、单位（超链）、收件人、地址、邮编。文件格式：Excel通过搜索引擎查找其实很方便的，有现成的地市名。只是最近手腕很不舒服，可能是鼠标手吧，希望有人能代劳。,2014.10.11,2014.10.17,任务编号：309876,"￥100,￥100","3天,5天","山东省-东营市-东营区,云南省-昆明市-官渡区",丽影工作室,https://shop.epwk.com/81n41pk3lnp6/,丽影工作室,出售服务,https://shop.epwk.com/81n41pk3lnp6/chushou/,工作室,九品,37分,,,丽影工作室,,,,,,,,,,,,,,,,,,,
【数据录入】excel表格数据导入和分析,https://task.epwk.com/304978/,5075人,4人,¥1000,圆满完成,雇佣,创新网络,导入excel表格中的数据到数据库，进行相关统计分析和展现。程序可安装在本地PC运行，也可安装到云主机上运行，访问方式浏览器。需要增加登录界面。完成时间：一周。提供axture的原型图，对美工和界面无特殊要求。,2014.09.10,2014.09.17,任务编号：304978,"￥1000,￥1000,￥1000,￥1000","5天,15天,7天,5天","四川省-成都市-青羊区,福建省-厦门市-思明区,湖南省-常德市-武陵区,南京",摩尔软件工作室,https://shop.epwk.com/4rn8qv7y9ngm/,摩尔软件工作室,出售服务,https://shop.epwk.com/4rn8qv7y9ngm/chushou/,工作室,六品,39分,,,摩尔软件工作室,,,,,,,,,,,,,,,,,,,
