标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【VI设计】公司整套VI设计,https://task.epwk.com/1006368/,1761人,7人,1000-3000元,圆满完成,合业手sgPD6,公司整套VI设计，具体细节详谈,2022.07.20,2022.09.17,任务编号：1006368,"￥1000,￥600,￥1000,￥1000","7天,10天,5天,6天","甘肃省-兰州市,河北省-石家庄市-新华区,江苏省-淮安市,四川省-攀枝花市-东　区",乾唐亿品牌设计,https://shop.epwk.com/78dljjk1x5lx/,,,,,,,,,,,,,,,,,,
【LOGO设计】logo设计,https://task.epwk.com/1006364/,540人,6人,1000元以内,圆满完成,k5461****56,项目:logo设计称呼:蒋先生地区:广西桂林需求:有参考的按参考的图片设计出源文件 就可以了，因为你们这个智能已设计出来了，照葫芦画瓢就行了，需要原文件，这种是否有版权？预算100元备注：微信是手机号【推广员任务许玲】,2022.07.20,2022.07.26,任务编号：1006364,"￥100,￥100,￥800","2天,5天,5天","北京市-北京市-东城区,河北省-石家庄市-新华区,山东省-德州市",铭悦广告设计,https://shop.epwk.com/81n41qyjynp6/,铭悦广告设计,出售服务,https://shop.epwk.com/81n41qyjynp6/chushou/,个人,五品,40分,,,铭悦广告设计,,网页设计,"￥1200
            /起",包装设计,"￥1800
            /起",商标设计,"￥800
            /起",宣传册设计,"￥320
            /页"
【LOGO设计】“七豀葫芦”31、35类商标修改,https://task.epwk.com/1006280/,284人,4人,1000元以内,圆满完成,佳佳最佳佳,因为原来的设计师另有高就，而本人的“七豀葫芦”第31类商标近日已经被中国商标局驳回，所以需要将原设计方案重新修改好重新提交申请，即将葫芦娃衣服上的“福”字去掉，并将衣服上的原小葫芦修改成与商标图形查询不一样的葫芦元素，或者直接肚兜上写个大大的看得清的“福”字，还有将源文件上的“五谷丰登”这个成语词组完美去掉不留痕迹。,2022.07.20,2022.07.21,任务编号：1006280,"￥300,￥500","1天,3天","四川省-成都市,海南省-海口市",威尔维森（西南）官方旗舰店,https://shop.epwk.com/z2nkzr90pnqy/,威尔维森（西南）官方旗舰店,出售服务,https://shop.epwk.com/z2nkzr90pnqy/chushou/,企业,三品,45分,,,威尔维森（西南）官方旗舰店,,LOGO设计,"￥100
            /起",VI系统设计,"￥100
            /起",宣传画册设计,"￥100
            /起",产品包装设计,"￥100
            /起"
【包装设计】炸鸡包装图案设计,https://task.epwk.com/1006058/,469人,1人,5000-10000元,圆满完成,k6314****97,"项目:炸鸡包装图案设计称呼:赵先生地区:陕西,咸阳市需求:炸鸡店，根据LOGO设计元素，设计包装上面的图案设计，具体详谈",2022.07.18,2022.08.01,任务编号：1006058,￥5000,7天,陕西省-西安市-雁塔区,李靖权设计事务所,https://shop.epwk.com/p05qjj8zydev/,李靖权设计事务所,出售服务,https://shop.epwk.com/p05qjj8zydev/chushou/,工作室,五品,39分,,,李靖权设计事务所,,,,,,,,,
【海报设计】期刊的封面设计,https://task.epwk.com/1005946/,513人,1人,1000元以内,圆满完成,k3932****94,项目:期刊的封面设计称呼:李先生地区:北京市(地域不限）需求:期刊的封面设计，做成类似杂志那种封面，期刊是针对 会计行业的，标题是 会（kuai）知道，会知道需要用数字来设计，还要备注拼音，配图还没想好，下边编辑人员名字要标注上预算:500-800,2022.07.18,2022.07.29,任务编号：1005946,￥680,5天,北京市-北京市-东城区,铭悦广告设计,https://shop.epwk.com/81n41qyjynp6/,铭悦广告设计,出售服务,https://shop.epwk.com/81n41qyjynp6/chushou/,个人,五品,40分,,,铭悦广告设计,,网页设计,"￥1200
            /起",包装设计,"￥1800
            /起",商标设计,"￥800
            /起",宣传册设计,"￥320
            /页"
【包装设计】包装印刷画面设计,https://task.epwk.com/1005430/,316人,1人,1000元以内,圆满完成,青之萃qzwgK,包装印刷画面设计，具体详聊,2022.07.14,2022.07.22,任务编号：1005430,￥258,4天,陕西省-西安市-未央区,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】怒江山如画公司产品草果面膜外包装设计,https://task.epwk.com/1005282/,1204人,18人,1000元以内,圆满完成,企威特GNXu3,"“怒江山如画”健康产业有限公司，系列产品——山如画草果面膜，面膜袋、包装盒的外包装设计 公司介绍：“怒江山如画健康产业有限公司成立于2020年5月。公司秉承“取之于林，用之于林” 的理念，产品融汇中华五千年养生文化与现代科技为一体，在满足国民健康的同时 ，更加注重乡村产业的振兴和自然生态环境的保护，力求人天共享、天人合一。产品介绍：山如画草果面膜：水润肌肤  细致呵护。蕴含草果等多种植物护肤精粹给予肌肤细致呵护，帮助肌肤补水的同时锁住水分，令肌肤水润柔滑，焕发肌肤亮泽光彩。使用方法：洁肤后，用面膜敷于面部，约15-20分钟后取下，精华液完全吸收即可。设计要求： 1、大气、简洁、明快;结合怒江草果、怒江独龙族及怒江壮景的思路设计，融入独龙族和草果的元素2、有视觉冲击力，醒目易识别，突出面膜品牌元素;3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2022.07.13,2022.08.24,任务编号：1005282,"￥800,￥1200","7天,7天","陕西省-西安市-未央区,广东省-广州市-白云区",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】宠物零食包装设计,https://task.epwk.com/1005255/,615人,1人,1000元以内,圆满完成,k6318****55,项目：宠物零食包装设计称呼：刘女士地区: 吉林长春，服务商地域不限需求: 提供案例和报价预算: 看服务商报价时间：未定备注：微信是手机号,2022.07.13,2022.07.30,任务编号：1005255,￥800,5天,陕西省-西安市-未央区,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】化妆品的外包装袋设计,https://task.epwk.com/1005161/,428人,1人,1000-3000元,圆满完成,k1072****04,项目:化妆品的外包装袋设计称呼:石先生地区:浙江绍兴需求:化妆品的外包装袋设计，具体详聊预算:需要报价备注：微信是手机号【推广员任务许玲】,2022.07.13,2022.08.08,任务编号：1005161,￥1000,7天,天津市-市辖区-河西区,千唐品牌设计,https://shop.epwk.com/2j5xog4e35xm/,千唐品牌设计,出售服务,https://shop.epwk.com/2j5xog4e35xm/chushou/,工作室,一品,36分,,,千唐品牌设计,,,,,,,,,
【包装设计】植物饮料的内外包装设计,https://task.epwk.com/1005006/,1321人,1人,1000-3000元,圆满完成,k1433****96,项目:植物饮料的内外包装设计地区:广西 桂林需求:植物饮料的内外包装设计，解酒的饮料，设计一款，宫廷国潮风，已有商标预算:需要报价备注：微信是手机号【推广员任务许玲】已谈好确认合作，勿扰,2022.07.12,2023.06.21,任务编号：1005006,￥1000,7天,陕西省-西安市-未央区,鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】独角兽卡通图案设计,https://task.epwk.com/1004809/,200人,1人,1000元以内,圆满完成,TNT_yang,项目:独角兽卡通图案设计称呼:杨女士 地区:广东广州需求:想要设计一款独角兽卡通图案  印刷在包包上面的  时间：3天左右   设计具体要求：设计一款独角兽卡通图案，外国喜欢的那种卡通形象风格，主色调偏粉色，可以有点其他元素（彩虹，星星，爱心）类似图片所示风格，想要了解报价预算:联系报价 注意：联系说一品威客小丽推荐，备注:推广员秀L引进【推广员任务】,2022.07.11,2022.07.18,任务编号：1004809,￥900,3天,广东省-深圳市-宝安区,塔米设计工作室,https://shop.epwk.com/2j5xog8gk5xm/,塔米设计工作室,出售服务,https://shop.epwk.com/2j5xog8gk5xm/chushou/,工作室,四品,39分,,,塔米设计工作室,,,,,,,,,
【LOGO设计】宠物类用品取名和商标设计,https://task.epwk.com/1004590/,720人,19人,1000元以内,圆满完成,赛威cURMu,需要商标起名与设计商标中英的,2022.07.09,2022.07.22,任务编号：1004590,"￥900,￥800,￥1800","14天,3天,5天","北京市-北京市,山东省-青岛市,广东省-广州市-白云区",亿赞智合●商标品牌符号设计,https://shop.epwk.com/z2nkz97wonqy/,亿赞智合●商标品牌符号设计,出售服务,https://shop.epwk.com/z2nkz97wonqy/chushou/,个人,三品,70分,,,亿赞智合●商标品牌符号设计,,商标、网站、企业商业餐饮品牌门店公司logo设计,"￥810
            /件",【资深设计师】产品精修详情页设计 电商店铺详情页装修淘宝京东,"￥500
            /件",【资深设计师】吉祥物设计 修改到满意为止,"￥1999
            /件",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【产品外观设计】ipad10.2外观设计,https://task.epwk.com/1004543/,1000人,1人,1000-3000元,圆满完成,平板配件大商,ipad10.2平板壳，外观平面图设计  要求：在不侵权的情况下，以国外大众熟知的经典英雄人物形象为设计背景，类似于蜘蛛侠、钢铁侠、美国队长等经典形象。详情参考见附件,2022.07.09,2022.07.29,任务编号：1004543,￥1000,3天,江苏省-淮安市-淮阴区,众腾传媒,https://shop.epwk.com/2j5xogjy95xm/,众腾传媒,出售服务,https://shop.epwk.com/2j5xogjy95xm/chushou/,企业,一品,53分,,,众腾传媒,,动画创意制作,"￥1500
            /件",影视后期制作,"￥100
            /件",商业影视制作,"￥1000
            /件",品牌全案咨询,"￥3000
            /件"
【标签设计】口服液的标签设计,https://task.epwk.com/1004484/,506人,1人,1000元以内,圆满完成,o58228fdc1e21a,项目:口服液的标签设计称呼:陈先生地区:安徽六安需求:雇主是厂家，有款口服液的标签需要设计， 这是款石斛原浆，需要做的有档次点，之前设计了两款，感觉不厚重，不大气如图所示，盖子可以更换颜色都可以，时间：现在可以设计预算:联系报价 注意：联系说一品威客小丽推荐，备注:推广员秀L引进【推广员任务】,2022.07.08,2022.07.18,任务编号：1004484,￥700,3天,四川省-成都市-双流区,七分云创意,https://shop.epwk.com/2j5jj2r8z5pz/,七分云创意,出售服务,https://shop.epwk.com/2j5jj2r8z5pz/chushou/,工作室,四品,70分,总 20 次中标，交易总金额,￥2.51万,七分云创意,,【七分云】吉祥物/IP形象/卡通形象设计/IP策略,"￥1500
            /起",【七分云】包装设计/礼盒设计/食品设计,"￥2000
            /起",【七分云】VI视觉识别系统/VI基础/VI应用,"￥2000
            /起",,
【包装设计】零食包装礼盒设计（预付款）,https://task.epwk.com/1004362/,95人,1人,1000-3000元,圆满完成,k6342****66,"项目:零食包装礼盒设计称呼:李先生地区:山东省,济南市（要面谈）需求:主要是巴掌大的小零食要做包装盒设计，作为赠品送人，以前做过现在更换场景使用，需要更换包装风格，设计时间：下周五定稿，青岛，济南，产品在山东省境内用，要求设计师熟悉山东文化地域元素。预算:5000元以内， 注意：联系说一品威客小丽推荐，",2022.07.08,2022.07.08,任务编号：1004362,￥1000,7天,山东省-青岛市,蒙面设计师,https://shop.epwk.com/2j5xogg895xm/,蒙面设计师,出售服务,https://shop.epwk.com/2j5xogg895xm/chushou/,工作室,五品,38分,,,蒙面设计师,,VI设计服务，打造最美品牌视觉是被系统,5000,高颜值logo，打造你的网红品牌,￥999,,,,
【包装设计】肉制品和野生菌菇的包装设计,https://task.epwk.com/1003800/,163人,1人,3000-5000元,圆满完成,k5077****33,项目:肉制品和野生菌菇的包装设计称呼:刘先生地区:昆明市需求:肉制品和野生菌菇的包装设计，厂家需求，具体设计风格未定，简单大方，时下流行的预算:需要报价备注：微信是手机号【推广员任务许玲】,2022.07.05,2022.07.24,任务编号：1003800,￥3000,5天,湖北省-武汉市-市辖区,艺行设计,https://shop.epwk.com/j7n38qj125e1/,,,,,,,,,,,,,,,,,,
【VI设计】面馆的vi设计,https://task.epwk.com/1003273/,962人,1人,1000-3000元,圆满完成,k8101****07,"项目:面馆的vi设计称呼:许先生地区:滨州市,滨州市需求:面馆的vi设计，升级vi，目前一家面店，具体详聊预算:需要报价备注：微信是手机号【推广员任务许玲】",2022.07.01,2022.07.25,任务编号：1003273,￥2500,5天,云南省-昆明市-市辖区,一点天青设计工作室,https://shop.epwk.com/7lngqrx0rdmr/,一点天青设计工作室,出售服务,https://shop.epwk.com/7lngqrx0rdmr/chushou/,工作室,五品,40分,,,一点天青设计工作室,,美工包月,"￥50
            /组",排版设计/环艺设计,"￥400
            /起",插画设计,"￥1400
            /起",UI界面设计,"￥500
            /次"
【包装设计】纸箱外观彩印品图案设计,https://task.epwk.com/1002962/,513人,15人,1000元以内,圆满完成,o62bc138f8c739,纸箱外观彩印品图案设计，具体细节详谈,2022.06.30,2022.07.07,任务编号：1002962,"￥800,￥2000,￥500,￥1000","3天,5天,2天,7天","山东省-青岛市,北京市-北京市-朝阳区,河北省-石家庄市,广东省-汕头市-龙湖区",华零创意,https://shop.epwk.com/mod04qgw45yv/,华零创意,出售服务,https://shop.epwk.com/mod04qgw45yv/chushou/,工作室,五品,40分,,,华零创意,,原创LOGO设计,"￥300
            /起",原创画册设计,"￥1000
            /起",原创包装设计,"￥800
            /起",,
【详情页设计】产品详情页设计,https://task.epwk.com/1002898/,1161人,16人,1000元以内,圆满完成,k7025****96,产品详情页设计，已有模板，具体详谈,2022.06.29,2022.07.20,任务编号：1002898,"￥680,￥200,￥680,￥380,￥100","4天,3天,7天,5天,3天","陕西省-西安市-未央区,河南省-安阳市,北京市-北京市-东城区,天津市-市辖区-塘沽区,广东省-深圳市",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【LOGO设计】品牌LOGO设计,https://task.epwk.com/1002887/,748人,1人,5000-10000元,圆满完成,k7989****33,项目:品牌LOGO设计称呼:朱先生地区:安徽合肥需求:易美合身内衣，要设计个LOGO，有提供原先的LOGO，上面那个圆圈，换个图形体现“合身”，如果能体现“易美”、或和“内衣”就更好。具体详谈,2022.06.29,2022.07.22,任务编号：1002887,￥5888,7天,安徽省-安庆市,顶新品牌形象设计,https://shop.epwk.com/rp5z400wxdx3/,顶新品牌形象设计,出售服务,https://shop.epwk.com/rp5z400wxdx3/chushou/,企业,四品,44分,,,顶新品牌形象设计,,【顶新传媒】单体/系列/食品/饮品包装设计,"￥1000
            /起",【顶新传媒】logo设计,"￥500
            /起",【顶新传媒】VI视觉识别系统/VI基础/VI应用,"￥800
            /起",【顶新传媒】产品文案/产品销售规划,"￥200
            /起"
【包装设计】夜视仪的包装设计,https://task.epwk.com/1002851/,201人,1人,1000元以内,圆满完成,k9965****92,"项目:夜视仪的包装设计称呼:雷先生地区:深圳市,深圳市需求:电子产品，夜视仪要做包装设计，天地盖的设计，具体详谈",2022.06.29,2022.07.13,任务编号：1002851,￥600,3天,广东省-深圳市-宝安区,深圳市壹方工业设计有限公司,https://shop.epwk.com/zqdplmjyon1v/,深圳市壹方工业设计有限公司,出售服务,https://shop.epwk.com/zqdplmjyon1v/chushou/,企业,八品,41分,,,深圳市壹方工业设计有限公司,,产品外观设计,"￥10000
            /件",产品结构设计,"￥8000
            /件",包装平面设计,"￥6800
            /件",电子硬件+软件开发,"￥6000
            /件"
【主图设计】化妆品电商主图、详情页设计，长期合作,https://task.epwk.com/1002752/,241人,1人,1000元以内,圆满完成,k4899****56,项目：化妆品电商主图、详情页设计，长期合作称呼：刘先生地区: 福建，服务商地域不限需求: 美工长期合作，与雇主详谈。预算: 看服务商报价时间：未定备注：微信不是手机号,2022.06.28,2022.07.05,任务编号：1002752,￥100,1天,陕西省-西安市,陆一捌（陕西）广告,https://shop.epwk.com/78dlj28ep5lx/,,,,,,,,,,,,,,,,,,
【详情页设计】红酒电商详情页设计,https://task.epwk.com/1002646/,241人,1人,3000-5000元,圆满完成,k9179****91,项目：红酒电商详情页设计称呼：秦女士（决策者）地区: 东莞，服务商地域不限需求: 约4-5页设计，需要拍摄产品图片（雇主把产品直接邮寄给服务商）预算: 1000-3000时间：尽快备注：微信不是手机号,2022.06.28,2022.07.09,任务编号：1002646,￥3000,7天,湖北省-武汉市-市辖区,艺行设计,https://shop.epwk.com/j7n38qj125e1/,,,,,,,,,,,,,,,,,,
【PPT设计】需要美化一下ppt,https://task.epwk.com/1002624/,702人,4人,1000元以内,圆满完成,winsoft,ppt美化，颜色可以用主题色：绿色环保的绿，以留白为主，辅助图形和主题色相关的。,2022.06.27,2022.06.30,任务编号：1002624,"￥800,￥800,￥800","2天,3天,3天","陕西省-西安市-未央区,山东省-青岛市,吉林省-长春市-宽城区",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【包装设计】固体饮料的包装设计,https://task.epwk.com/1002596/,260人,1人,1000-3000元,圆满完成,k8964****16,项目:固体饮料的包装设计称呼:陈先生地区:青岛市（地域不限）需求:固体饮料的包装设计，也有保健的作用，针对人群30.40岁以上，希望设计有年代感的，以白色，黄色，橙色，金色等为基调的，具体详聊预算:需要报价,2022.06.27,2022.07.18,任务编号：1002596,￥1200,8天,山东省-青岛市-市北区,奇胜正合品牌设计,https://shop.epwk.com/2j5jj7mov5pz/,奇胜正合品牌设计,出售服务,https://shop.epwk.com/2j5jj7mov5pz/chushou/,企业,三品,60分,,,奇胜正合品牌设计,,企业/公司品牌形象VI设计,"￥3600
            /起",企业/公司品牌形象LOGO设计,"￥1000
            /起",logo设计原创标志商标图餐饮店标店铺公司企业平面VI品牌包装画册,"￥1000
            /起",logo设计原创商标注册品牌企业店标卡通字体图标标志名片满意为止,"￥1000
            /起"
【宣传册设计】自动化公司宣传册设计,https://task.epwk.com/1002011/,312人,1人,1000元以内,圆满完成,k1754****52,项目：自动化公司宣传册设计称呼：安先生（决策者）地区: 江苏苏州，服务商地域不限需求: 约6-10页，简单明了，排版美观，具体以双方最终沟通为准预算:看服务商报价时间：未定备注：微信是手机号,2022.06.23,2022.07.08,任务编号：1002011,￥420,5天,广东省-揭阳市,壹新设计,https://shop.epwk.com/2j5xo3wxx5xm/,,,,,,,,,,,,,,,,,,
【海报设计】啤酒的户外海报设计,https://task.epwk.com/1001936/,362人,1人,1000元以内,圆满完成,k9971****27,"项目:啤酒的户外广告设计地区:湖南,永州市需求:啤酒的门头和户外广告设计，雇主是代理商，不是厂家，公司是有一套户外广告，但觉得不够美观高端，想要重新设计时间：有合适的随时可以设计，预算:联系报价 注意：联系说一品威客小丽推荐，备注:推广员秀L引进【推广员任务】已谈好确认合作，先合作一款，按事先沟通好的设计要求做，勿扰谢谢",2022.06.22,2022.07.04,任务编号：1001936,￥500,5天,甘肃省-兰州市-市辖区,雨琪文化创意工作室,https://shop.epwk.com/09drj1eg153w/,,,,,,,,,,,,,,,,,,
【卡通形象设计】动物系列卡通简约形象设计,https://task.epwk.com/1001888/,2020人,3人,1000元以内,圆满完成,云嘉嘉UY2p7,简单明了，动物系列，英伦风格（参考Jellycat）,2022.06.22,2022.08.20,任务编号：1001888,"￥800,￥2000","15天,7天","天津市-市辖区-和平区,广东省-深圳市",亘鼎文化,https://shop.epwk.com/89dvgv1ozdl2/,,,,,,,,,,,,,,,,,,
【包装设计】梨子包装设计,https://task.epwk.com/1001838/,182人,1人,1000-3000元,圆满完成,k1759****58,项目：梨子包装设计称呼：宋女士（对接人）地区: 山东莱阳，服务商地域不限需求: 体现产地：山东莱阳，口感独特，已有LOGO设计。雇主线下已经找了很多家，但是都不满意，要求色彩搭配，图文，广告词有新意。预算: 800-1000（可以协商）时间：尽快备注：微信是手机号,2022.06.22,2022.07.12,任务编号：1001838,￥1200,5天,陕西省-西安市,陆一捌（陕西）广告,https://shop.epwk.com/78dlj28ep5lx/,,,,,,,,,,,,,,,,,,
【包装设计】南瓜子包装设计,https://task.epwk.com/1001687/,1118人,7人,5000-10000元,圆满完成,o62b1428a96d48,礼盒包装里面有六罐；主要用于礼品，和采购市场，体现陕北文化特色和元素。,2022.06.21,2022.12.28,任务编号：1001687,"￥5000,￥2545,￥2300","10天,7天,7天","陕西省-西安市-未央区,四川省-成都市-武侯区,广东省-汕头市-龙湖区",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【LOGO设计】跨境贸易新零售logo设计,https://task.epwk.com/1001491/,477人,15人,1000元以内,圆满完成,o62a699bd5a212,1、底色为翠绿色（时尚，柔和）2、丰：蜜蜂（卡通）3、阁像蜂巢线条柔和，色彩搭配时尚,2022.06.20,2022.07.25,任务编号：1001491,"￥500,￥800,￥1000,￥500","4天,3天,5天,3天","陕西省-西安市-未央区,山东省-青岛市,河北省-石家庄市-新华区,广东省-深圳市",鲸叹号●爆款产品包装设计,https://shop.epwk.com/7g5ykpwg9n0q/,鲸叹号●爆款产品包装设计,出售服务,https://shop.epwk.com/7g5ykpwg9n0q/chushou/,企业,一品,109分,总 197 次中标，交易总金额,￥34.55万,鲸叹号●爆款产品包装设计,,VI设计/品牌设计/视觉识别系统/标志应用设计,8000,文创品设计/文创品开发/文创品规划,"￥5000
            /件",品牌策划/文案策划/营销策划/活动策划/广告策划,"￥8000
            /件",吉祥物设计/IP人物设计/插画设计/品牌IP设计,"￥4000
            /件"
【礼品设计】文创礼品设计,https://task.epwk.com/1001400/,836人,5人,1000-3000元,圆满完成,至盛OxmmF,帆布袋、笔、本、卡包、眼镜盒等文创礼品设计要求是整体性，原创性，工期半个月左右,2022.06.19,2022.08.12,任务编号：1001400,"￥1000,￥1000,￥1000,￥888","15天,10天,3天,15天","河南省-郑州市,陕西省-西安市-未央区,北京市-北京市-朝阳区,江苏省-苏州市-吴中区",灵智广告设计,https://shop.epwk.com/z2nkzr42pnqy/,灵智广告设计,出售服务,https://shop.epwk.com/z2nkzr42pnqy/chushou/,企业,六品,79分,,,灵智广告设计,,,,,,,,,
【礼品设计】礼盒包装设计,https://task.epwk.com/1001133/,739人,3人,1000-3000元,圆满完成,zf061****,1.单瓶培元膏的外包装设计2.3瓶培元膏装的礼盒包装设计3.宣传单页或折页设计（公司介绍、产品介绍）4.目前单瓶装培元膏外包装纸盒的尺寸：10cm9cm13cm5.公司名称：楚雄慷亿德健康管理服务有限公司                    咨询电话：营销人员自己手写,2022.06.17,2022.07.20,任务编号：1001133,￥1000,5天,江苏省-淮安市-淮阴区,江苏知然广告传媒有限公司,https://shop.epwk.com/z2nkzrzlxnqy/,江苏知然广告传媒有限公司,出售服务,https://shop.epwk.com/z2nkzrzlxnqy/chushou/,企业,七品,41分,,,江苏知然广告传媒有限公司,,LOGO设计 设计总监,"￥5000
            /起",视频剪辑 专业团队,"￥500
            /起",包装设计 资深设计师,"￥2000
            /起",动画视频制作,价格面议
【包装设计】坚果包装设计,https://task.epwk.com/1000945/,135人,1人,1000元以内,圆满完成,k7183****66,项目:坚果包装设计先设计一款称呼:侯先生地区:浙江嘉兴需求:坚果包装设计，一个系列的，有红枣，核桃，开心果，果仁，水果等农产品，放在农产品市场卖的，设计要给人很有食欲的感觉。需要做过农产品包装设计经验的带案例详谈，联系时请告知一品威客推荐预算:联系报价,2022.06.16,2022.06.30,任务编号：1000945,￥800,7天,四川省-成都市,威尔维森（西南）官方旗舰店,https://shop.epwk.com/z2nkzr90pnqy/,威尔维森（西南）官方旗舰店,出售服务,https://shop.epwk.com/z2nkzr90pnqy/chushou/,企业,三品,45分,,,威尔维森（西南）官方旗舰店,,LOGO设计,"￥100
            /起",VI系统设计,"￥100
            /起",宣传画册设计,"￥100
            /起",产品包装设计,"￥100
            /起"
【LOGO设计】白酒行业LOGO设计,https://task.epwk.com/1000878/,111人,1人,1000元以内,圆满完成,k9964****77,项目:白酒行业LOGO设计称呼：张先生地区:贵州需求:白酒行业LOGO设计，名称“秦公馆”，logo要求第一必须是原创，设计风格不能太过于年轻化，不能太浮夸,2022.06.16,2022.06.20,任务编号：1000878,￥600,3天,广东省-深圳市-宝安区,在腾品牌咨询与设计,https://shop.epwk.com/p05qj7wm1dev/,,,,,,,,,,,,,,,,,,
