标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929219/,313人,1人,"¥2,100",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2100,￥ 2100,任务编号：929219,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929222/,235人,1人,"¥1,800",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1800,￥ 1800,任务编号：929222,89-157.csv,,,
【小程序开发】狂派小程序定制化开发,https://task.epwk.com/929245/,327人,1人,"¥10,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,狂派小程序定制化开发,直接雇佣￥ 10000,￥ 10000,任务编号：929245,89-157.csv,,,
【手提袋设计】冷冻大福手提袋设计，国潮,https://task.epwk.com/929324/,512人,1人,"¥3,270",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,冷冻大福手提袋设计，国潮,直接雇佣￥ 3270,￥ 3270,任务编号：929324,89-157.csv,,,
【APP开发】营销工具软件开发2期,https://task.epwk.com/929372/,369人,1人,"¥40,390",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,营销工具软件开发2期,直接雇佣￥ 40390,￥ 40390,任务编号：929372,89-157.csv,,,
【电商】电商系统软件开发,https://task.epwk.com/929469/,175人,1人,"¥15,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,电商系统软件开发,直接雇佣￥ 15000,￥ 15000,任务编号：929469,89-157.csv,,,
【直播】视频直播软件开发,https://task.epwk.com/929511/,371人,1人,"¥50,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,视频直播软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：929511,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929516/,311人,1人,"¥1,500",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1500,￥ 1500,任务编号：929516,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929517/,266人,1人,"¥1,800",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1800,￥ 1800,任务编号：929517,89-157.csv,,,
【其他工具软件】指定标的,https://task.epwk.com/929598/,593人,1人,"¥8,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,指定标的,直接雇佣￥ 8000,￥ 8000,任务编号：929598,89-157.csv,,,
【其他网站】PHP文件管理移植,https://task.epwk.com/929636/,345人,1人,¥200,圆满完成,https://task.epwk.com/page142.html?m=6&o=7,PHP文件管理移植,直接雇佣￥ 200,￥ 200,任务编号：929636,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929703/,172人,1人,"¥1,600",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1600,￥ 1600,任务编号：929703,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929705/,148人,1人,"¥1,350",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1350,￥ 1350,任务编号：929705,89-157.csv,,,
【直播】视频直播软件开发尾款,https://task.epwk.com/929716/,300人,1人,"¥35,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,视频直播软件开发尾款,直接雇佣￥ 35000,￥ 35000,任务编号：929716,89-157.csv,,,
【企业官网】网站,https://task.epwk.com/929731/,386人,1人,"¥1,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,网站,直接雇佣￥ 1000,￥ 1000,任务编号：929731,89-157.csv,,,
【手机网站】购买手机建站系统3年送2年,https://task.epwk.com/929759/,383人,1人,"¥8,997",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,购买手机建站系统3年送2年,直接雇佣￥ 8997,￥ 8997,任务编号：929759,89-157.csv,,,
【微信推广】购买附近推一个季度,https://task.epwk.com/929763/,246人,1人,"¥2,800",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,购买附近推一个季度,直接雇佣￥ 2800,￥ 2800,任务编号：929763,89-157.csv,,,
【3D建模】产品外观设计机械工程车3d建模设计,https://task.epwk.com/929773/,840人,1人,"¥15,000",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,产品外观设计机械工程车3d建模设计,直接雇佣￥ 15000,￥ 15000,任务编号：929773,89-157.csv,,,
【广告设计】广告策划设计,https://task.epwk.com/929867/,392人,1人,"¥20,080",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,广告策划设计,直接雇佣￥ 20080,￥ 20080,任务编号：929867,89-157.csv,,,
【小程序开发】修改bug,https://task.epwk.com/929872/,304人,1人,¥500,圆满完成,https://task.epwk.com/page142.html?m=6&o=7,修改bug,直接雇佣￥ 500,￥ 500,任务编号：929872,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929923/,432人,1人,"¥2,680",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2680,￥ 2680,任务编号：929923,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/929925/,316人,1人,"¥2,800",圆满完成,https://task.epwk.com/page142.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2800,￥ 2800,任务编号：929925,89-157.csv,,,
【企业官网】医药行业公司官网定制开发,https://task.epwk.com/929945/,382人,1人,"¥10,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,医药行业公司官网定制开发,直接雇佣￥ 10000,￥ 10000,任务编号：929945,89-157.csv,,,
【LOGO设计】商标注册,https://task.epwk.com/929953/,178人,1人,¥600,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,商标注册,直接雇佣￥ 600,￥ 600,任务编号：929953,89-157.csv,,,
【旅游服务】小程序测试验证,https://task.epwk.com/929961/,531人,1人,¥100,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,小程序测试验证,直接雇佣￥ 100,￥ 100,任务编号：929961,89-157.csv,,,
【网站二次开发】校招网站开发二期,https://task.epwk.com/929995/,448人,1人,"¥4,950",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,校招网站开发二期,直接雇佣￥ 4950,￥ 4950,任务编号：929995,89-157.csv,,,
【小程序开发】小程序二开优化,https://task.epwk.com/930017/,221人,1人,"¥2,500",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,小程序二开优化,直接雇佣￥ 2500,￥ 2500,任务编号：930017,89-157.csv,,,
【3D建模】模型制作,https://task.epwk.com/930036/,878人,1人,"¥2,580",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,模型制作,直接雇佣￥ 2580,￥ 2580,任务编号：930036,89-157.csv,,,
【前端开发】前端开发含接口对接,https://task.epwk.com/930046/,1510人,1人,¥600,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,前端开发含接口对接,直接雇佣￥ 600,￥ 600,任务编号：930046,89-157.csv,,,
【营销推广软文】微信公众号上的宣传软文,https://task.epwk.com/930067/,444人,1人,¥800,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,微信公众号上的宣传软文,直接雇佣￥ 800,￥ 800,任务编号：930067,89-157.csv,,,
【产品原型设计】产品规划，需求分析，产品设计，原型设计,https://task.epwk.com/930071/,669人,1人,"¥5,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,产品规划，需求分析，产品设计，原型设计,直接雇佣￥ 5000,￥ 5000,任务编号：930071,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930107/,276人,1人,"¥2,699",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2699,￥ 2699,任务编号：930107,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930108/,270人,1人,"¥2,200",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2200,￥ 2200,任务编号：930108,89-157.csv,,,
【APP开发】抽奖小程序开发10-50000,https://task.epwk.com/930146/,330人,1人,¥10,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,抽奖小程序开发10-50000,直接雇佣￥ 10,￥ 10,任务编号：930146,89-157.csv,,,
【其他软件开发】基于Antd框架组件定制,https://task.epwk.com/930150/,187人,1人,"¥4,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,基于Antd框架组件定制,直接雇佣￥ 4000,￥ 4000,任务编号：930150,89-157.csv,,,
【小程序开发】考勤模块追加开发费用,https://task.epwk.com/930151/,216人,1人,"¥1,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,考勤模块追加开发费用,直接雇佣￥ 1000,￥ 1000,任务编号：930151,89-157.csv,,,
【手机网站】购买手机智能建站系统。,https://task.epwk.com/930167/,310人,1人,"¥2,999",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,购买手机智能建站系统。,直接雇佣￥ 2999,￥ 2999,任务编号：930167,89-157.csv,,,
【电商网站】购买5合一商城建站套餐,https://task.epwk.com/930169/,475人,1人,"¥4,950",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,购买5合一商城建站套餐,直接雇佣￥ 4950,￥ 4950,任务编号：930169,89-157.csv,,,
【VI设计】品牌整体VI设计,https://task.epwk.com/930180/,404人,1人,"¥20,088",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,品牌整体VI设计,直接雇佣￥ 20088,￥ 20088,任务编号：930180,89-157.csv,,,
【名片设计】简约大气黑色,https://task.epwk.com/930190/,356人,1人,¥200,圆满完成,https://task.epwk.com/page141.html?m=6&o=7,简约大气黑色,直接雇佣￥ 200,￥ 200,任务编号：930190,89-157.csv,,,
【APP开发】行政管理软件开发2期,https://task.epwk.com/930209/,187人,1人,"¥49,998",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,行政管理软件开发2期,直接雇佣￥ 49998,￥ 49998,任务编号：930209,89-157.csv,,,
【包装设计】宠物湿巾设计,https://task.epwk.com/930220/,411人,1人,"¥1,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,宠物湿巾设计,直接雇佣￥ 1000,￥ 1000,任务编号：930220,89-157.csv,,,
【产品外观设计】镀金纪念品设计风水摆件设计工艺品设计产品外观设计,https://task.epwk.com/930222/,518人,1人,"¥8,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,镀金纪念品设计风水摆件设计工艺品设计产品外观设计,直接雇佣￥ 8000,￥ 8000,任务编号：930222,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930225/,125人,1人,"¥2,100",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2100,￥ 2100,任务编号：930225,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930227/,235人,1人,"¥2,600",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 2600,￥ 2600,任务编号：930227,89-157.csv,,,
【小程序开发】安卓手机加速器开发,https://task.epwk.com/930231/,522人,1人,"¥36,500",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,安卓手机加速器开发,直接雇佣￥ 36500,￥ 36500,任务编号：930231,89-157.csv,,,
【小程序开发】商城小程序定制化开发,https://task.epwk.com/930278/,228人,1人,"¥10,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,商城小程序定制化开发,直接雇佣￥ 10000,￥ 10000,任务编号：930278,89-157.csv,,,
【前端开发】响应式网站前端开发,https://task.epwk.com/930315/,1563人,1人,"¥2,500",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,响应式网站前端开发,直接雇佣￥ 2500,￥ 2500,任务编号：930315,89-157.csv,,,
【APP开发】商城购物app、租赁交易app、电影购票app等,https://task.epwk.com/930353/,373人,1人,"¥35,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,商城购物app、租赁交易app、电影购票app等,直接雇佣￥ 35000,￥ 35000,任务编号：930353,89-157.csv,,,
【APP开发】上门服务多端适用APP开发,https://task.epwk.com/930377/,369人,1人,"¥2,000",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,上门服务多端适用APP开发,直接雇佣￥ 2000,￥ 2000,任务编号：930377,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930392/,241人,1人,"¥1,600",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1600,￥ 1600,任务编号：930392,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930393/,511人,1人,"¥1,800",圆满完成,https://task.epwk.com/page141.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1800,￥ 1800,任务编号：930393,89-157.csv,,,
【VI设计】VIS视觉系统定制版,https://task.epwk.com/930407/,323人,1人,"¥8,800",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,VIS视觉系统定制版,直接雇佣￥ 8800,￥ 8800,任务编号：930407,89-157.csv,,,
【前端开发】响应式网站前端开发小程序,https://task.epwk.com/930425/,1514人,1人,¥800,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,响应式网站前端开发小程序,直接雇佣￥ 800,￥ 800,任务编号：930425,89-157.csv,,,
【物业管理软件】物业管理软件开发一期,https://task.epwk.com/930431/,1477人,1人,"¥10,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,物业管理软件开发一期,直接雇佣￥ 10000,￥ 10000,任务编号：930431,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930562/,240人,1人,"¥1,499",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1499,￥ 1499,任务编号：930562,89-157.csv,,,
【LOGO设计】公司logo设计标志设计字体卡通logo设计商标设计,https://task.epwk.com/930563/,172人,1人,"¥1,800",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,公司logo设计标志设计字体卡通logo设计商标设计,直接雇佣￥ 1800,￥ 1800,任务编号：930563,89-157.csv,,,
【APP开发】点评、家政、运动健康、代驾、乘车、快递、外卖等app,https://task.epwk.com/930603/,250人,1人,"¥30,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,点评、家政、运动健康、代驾、乘车、快递、外卖等app,直接雇佣￥ 30000,￥ 30000,任务编号：930603,89-157.csv,,,
【广告设计】彩色户型图,https://task.epwk.com/930617/,242人,1人,¥800,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,彩色户型图,直接雇佣￥ 800,￥ 800,任务编号：930617,89-157.csv,,,
【小程序开发】机械贸易公司销售小程序定制开发,https://task.epwk.com/930620/,200人,1人,"¥20,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,机械贸易公司销售小程序定制开发,直接雇佣￥ 20000,￥ 20000,任务编号：930620,89-157.csv,,,
【小程序开发】商城开发,https://task.epwk.com/930626/,280人,1人,¥11,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,商城开发,直接雇佣￥ 11,￥ 11,任务编号：930626,89-157.csv,,,
【企业官网】落地页设计+前端制作,https://task.epwk.com/930665/,479人,1人,¥650,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,落地页设计+前端制作,直接雇佣￥ 650,￥ 650,任务编号：930665,89-157.csv,,,
【LOGO设计】LOGO设计/标志设计/企业标识设计/企业LOGO设计,https://task.epwk.com/930719/,615人,1人,¥500,待验收,,LOGO设计/标志设计/企业标识设计/企业LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：930719,0-88.csv,,,
【海报设计】宣传单页、宣传册、PC端网页设计,https://task.epwk.com/930815/,581人,1人,"¥2,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,宣传单页、宣传册、PC端网页设计,直接雇佣￥ 2000,￥ 2000,任务编号：930815,89-157.csv,,,
【LOGO设计】服装logo设计,https://task.epwk.com/930818/,514人,1人,"¥1,200",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,服装logo设计,直接雇佣￥ 1200,￥ 1200,任务编号：930818,89-157.csv,,,
【LOGO设计】餐饮logo设计,https://task.epwk.com/930819/,215人,1人,"¥1,800",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,餐饮logo设计,直接雇佣￥ 1800,￥ 1800,任务编号：930819,89-157.csv,,,
【小程序开发】运车小程序项目,https://task.epwk.com/930875/,186人,1人,"¥5,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,运车小程序项目,直接雇佣￥ 5000,￥ 5000,任务编号：930875,89-157.csv,,,
【小程序开发】香港财务网站开发,https://task.epwk.com/930877/,270人,1人,"¥4,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,香港财务网站开发,直接雇佣￥ 4000,￥ 4000,任务编号：930877,89-157.csv,,,
【生活家政】购买软件,https://task.epwk.com/930907/,427人,1人,"¥11,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,购买软件,直接雇佣￥ 11000,￥ 11000,任务编号：930907,89-157.csv,,,
【OA系统】人事管理软件开发一期,https://task.epwk.com/930975/,1429人,1人,"¥48,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,人事管理软件开发一期,直接雇佣￥ 48000,￥ 48000,任务编号：930975,89-157.csv,,,
【OA系统】人事管理软件开发二期,https://task.epwk.com/930976/,1514人,1人,"¥10,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,人事管理软件开发二期,直接雇佣￥ 10000,￥ 10000,任务编号：930976,89-157.csv,,,
【包装设计】蜜桃乌龙茶包装盒设计,https://task.epwk.com/930987/,384人,1人,"¥1,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,蜜桃乌龙茶包装盒设计,直接雇佣￥ 1000,￥ 1000,任务编号：930987,89-157.csv,,,
【APP开发】点评、家政、运动健康、代驾、乘车、快递、外卖等app,https://task.epwk.com/930993/,373人,1人,"¥48,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,点评、家政、运动健康、代驾、乘车、快递、外卖等app,直接雇佣￥ 48000,￥ 48000,任务编号：930993,89-157.csv,,,
【APP开发】商城购物app、租赁交易app、电影购票app等,https://task.epwk.com/930996/,358人,1人,"¥12,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,商城购物app、租赁交易app、电影购票app等,直接雇佣￥ 12000,￥ 12000,任务编号：930996,89-157.csv,,,
【动画设计】有关地质的教学动画设计,https://task.epwk.com/931023/,776人,1人,"¥9,500",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,有关地质的教学动画设计,直接雇佣￥ 9500,￥ 9500,任务编号：931023,89-157.csv,,,
【LOGO设计】logo设计,https://task.epwk.com/931024/,182人,1人,"¥2,180",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,logo设计,直接雇佣￥ 2180,￥ 2180,任务编号：931024,89-157.csv,,,
【包装设计】中药包装设计,https://task.epwk.com/931029/,167人,1人,"¥9,600",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,中药包装设计,直接雇佣￥ 9600,￥ 9600,任务编号：931029,89-157.csv,,,
【前端开发】微信小程序私有化前端开发,https://task.epwk.com/931046/,1516人,1人,¥500,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,微信小程序私有化前端开发,直接雇佣￥ 500,￥ 500,任务编号：931046,89-157.csv,,,
【创意短视频】改文字,https://task.epwk.com/931055/,1282人,1人,"¥1,040",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,改文字,直接雇佣￥ 1040,￥ 1040,任务编号：931055,89-157.csv,,,
【小程序开发】微信商城H5制作开发/公众号开发/小程序定制开发,https://task.epwk.com/931074/,244人,1人,"¥1,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,微信商城H5制作开发/公众号开发/小程序定制开发,直接雇佣￥ 1000,￥ 1000,任务编号：931074,89-157.csv,,,
【主图设计】3款产品，9张图,https://task.epwk.com/931076/,377人,1人,¥350,圆满完成,https://task.epwk.com/page140.html?m=6&o=7,3款产品，9张图,直接雇佣￥ 350,￥ 350,任务编号：931076,89-157.csv,,,
【小程序开发】房产小程序,https://task.epwk.com/931085/,229人,1人,"¥1,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,房产小程序,直接雇佣￥ 1000,￥ 1000,任务编号：931085,89-157.csv,,,
【小程序开发】微信开发,https://task.epwk.com/931086/,215人,1人,"¥1,000",圆满完成,https://task.epwk.com/page140.html?m=6&o=7,微信开发,直接雇佣￥ 1000,￥ 1000,任务编号：931086,89-157.csv,,,
【小程序开发】模板网站,https://task.epwk.com/931089/,297人,1人,"¥1,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,模板网站,直接雇佣￥ 1000,￥ 1000,任务编号：931089,89-157.csv,,,
【小程序开发】微信商城H5制作开发/公众号开发/小程序定制开发,https://task.epwk.com/931094/,282人,1人,"¥1,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,微信商城H5制作开发/公众号开发/小程序定制开发,直接雇佣￥ 1000,￥ 1000,任务编号：931094,89-157.csv,,,
【小程序开发】golink网页开发4个页面,https://task.epwk.com/931194/,300人,1人,¥700,圆满完成,https://task.epwk.com/page139.html?m=6&o=7,golink网页开发4个页面,直接雇佣￥ 700,￥ 700,任务编号：931194,89-157.csv,,,
【微信开发】拼团抢购第2期,https://task.epwk.com/931228/,347人,1人,"¥4,800",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,拼团抢购第2期,直接雇佣￥ 4800,￥ 4800,任务编号：931228,89-157.csv,,,
【插画设计】设计餐饮品牌VI形象,https://task.epwk.com/931276/,459人,1人,"¥5,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,设计餐饮品牌VI形象,直接雇佣￥ 5000,￥ 5000,任务编号：931276,89-157.csv,,,
【小程序开发】微信商城H5制作开发/公众号开发/小程序定制开发,https://task.epwk.com/931328/,340人,1人,"¥2,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,微信商城H5制作开发/公众号开发/小程序定制开发,直接雇佣￥ 2000,￥ 2000,任务编号：931328,89-157.csv,,,
【小程序开发】回收小程序,https://task.epwk.com/931330/,441人,1人,"¥3,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,回收小程序,直接雇佣￥ 3000,￥ 3000,任务编号：931330,89-157.csv,,,
【主图设计】主图需要 3d建模渲染,https://task.epwk.com/931355/,444人,1人,¥350,圆满完成,https://task.epwk.com/page139.html?m=6&o=7,主图需要 3d建模渲染,直接雇佣￥ 350,￥ 350,任务编号：931355,89-157.csv,,,
【小程序开发】微信商城开发,https://task.epwk.com/931383/,336人,1人,"¥13,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,微信商城开发,直接雇佣￥ 13000,￥ 13000,任务编号：931383,89-157.csv,,,
【APP开发】服务,https://task.epwk.com/931407/,396人,1人,"¥2,500",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,服务,直接雇佣￥ 2500,￥ 2500,任务编号：931407,89-157.csv,,,
【APP开发】商城APP定制化开发,https://task.epwk.com/931437/,193人,1人,"¥14,900",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,商城APP定制化开发,直接雇佣￥ 14900,￥ 14900,任务编号：931437,89-157.csv,,,
【LOGO设计】本公司新开发的APP需要设计LOGO,https://task.epwk.com/931444/,488人,1人,"¥39,011",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,本公司新开发的APP需要设计LOGO,直接雇佣￥ 39011,￥ 39011,任务编号：931444,89-157.csv,,,
【SAAS软件】直播系统,https://task.epwk.com/931445/,346人,1人,"¥20,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,直播系统,直接雇佣￥ 20000,￥ 20000,任务编号：931445,89-157.csv,,,
【OA系统】档案管理2期,https://task.epwk.com/931463/,1649人,1人,¥200,圆满完成,https://task.epwk.com/page139.html?m=6&o=7,档案管理2期,直接雇佣￥ 200,￥ 200,任务编号：931463,89-157.csv,,,
【海报设计】平面设计包月,https://task.epwk.com/931536/,795人,1人,"¥2,400",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,平面设计包月,直接雇佣￥ 2400,￥ 2400,任务编号：931536,89-157.csv,,,
【LOGO设计】勿扰专属设计师链接,https://task.epwk.com/931545/,355人,1人,¥600,圆满完成,https://task.epwk.com/page139.html?m=6&o=7,勿扰专属设计师链接,直接雇佣￥ 600,￥ 600,任务编号：931545,89-157.csv,,,
【包装设计】包装设计,https://task.epwk.com/931547/,753人,1人,"¥2,600",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,包装设计,直接雇佣￥ 2600,￥ 2600,任务编号：931547,89-157.csv,,,
【电商网站】JAVA电商二次升级,https://task.epwk.com/931650/,861人,1人,"¥2,500",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,JAVA电商二次升级,直接雇佣￥ 2500,￥ 2500,任务编号：931650,89-157.csv,,,
【其他软件开发】DXF文件读取及处理,https://task.epwk.com/931682/,221人,1人,"¥2,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,DXF文件读取及处理,直接雇佣￥ 2000,￥ 2000,任务编号：931682,89-157.csv,,,
【主图设计】2个角度，4个产品,https://task.epwk.com/931696/,801人,1人,¥230,圆满完成,https://task.epwk.com/page139.html?m=6&o=7,2个角度，4个产品,直接雇佣￥ 230,￥ 230,任务编号：931696,89-157.csv,,,
【APP开发】行政管理软件开发3期,https://task.epwk.com/931702/,362人,1人,"¥49,946",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,行政管理软件开发3期,直接雇佣￥ 49946,￥ 49946,任务编号：931702,89-157.csv,,,
【行政管理】行政管理软件二次开发,https://task.epwk.com/931707/,318人,1人,"¥19,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,行政管理软件二次开发,直接雇佣￥ 19000,￥ 19000,任务编号：931707,89-157.csv,,,
【APP开发】商业贸易软件开发尾款,https://task.epwk.com/931710/,211人,1人,"¥30,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,商业贸易软件开发尾款,直接雇佣￥ 30000,￥ 30000,任务编号：931710,89-157.csv,,,
【OA系统】OA系统开发一期,https://task.epwk.com/931713/,1474人,1人,"¥20,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,OA系统开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：931713,89-157.csv,,,
【OA系统】OA系统开发二期,https://task.epwk.com/931715/,1574人,1人,"¥20,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,OA系统开发二期,直接雇佣￥ 20000,￥ 20000,任务编号：931715,89-157.csv,,,
【直播】视频直播软件开发一期,https://task.epwk.com/931718/,304人,1人,"¥20,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,视频直播软件开发一期,直接雇佣￥ 20000,￥ 20000,任务编号：931718,89-157.csv,,,
【APP开发】视频直播软件开发二期,https://task.epwk.com/931719/,145人,1人,"¥30,000",圆满完成,https://task.epwk.com/page139.html?m=6&o=7,视频直播软件开发二期,直接雇佣￥ 30000,￥ 30000,任务编号：931719,89-157.csv,,,
