标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,
【视频定制】农业玉米视频定制,https://task.epwk.com/1042191/,46人,1人,"¥3,000",圆满完成,,农业玉米视频定制,直接雇佣￥ 3000,￥ 3000,任务编号：1042191,0-88.csv,,
【创意短视频】健康创意短视频,https://task.epwk.com/1042192/,69人,1人,"¥1,500",圆满完成,,健康创意短视频,直接雇佣￥ 1500,￥ 1500,任务编号：1042192,0-88.csv,,
【抖音视频】颜料短视频平台视频,https://task.epwk.com/1042193/,62人,1人,"¥1,000",圆满完成,,颜料短视频平台视频,直接雇佣￥ 1000,￥ 1000,任务编号：1042193,0-88.csv,,
【短视频营销】肥皂短视频营销,https://task.epwk.com/1042194/,21人,1人,"¥2,500",圆满完成,,肥皂短视频营销,直接雇佣￥ 2500,￥ 2500,任务编号：1042194,0-88.csv,,
【抖音代运营】豆浆机短视频平台代运营,https://task.epwk.com/1042196/,57人,1人,"¥3,000",圆满完成,,豆浆机短视频平台代运营,直接雇佣￥ 3000,￥ 3000,任务编号：1042196,0-88.csv,,
【剪辑服务】电视剧剪辑服务,https://task.epwk.com/1042200/,944人,1人,"¥3,000",圆满完成,,电视剧剪辑服务,直接雇佣￥ 3000,￥ 3000,任务编号：1042200,0-88.csv,,
【专题片制作】花瓷古董专题片制作,https://task.epwk.com/1042201/,106人,1人,"¥4,500",圆满完成,,花瓷古董专题片制作,直接雇佣￥ 4500,￥ 4500,任务编号：1042201,0-88.csv,,
【VR/AR/MR】ar汽车企业,https://task.epwk.com/1042202/,34人,1人,"¥5,500",圆满完成,,ar汽车企业,直接雇佣￥ 5500,￥ 5500,任务编号：1042202,0-88.csv,,
【3D视频】旅游鲜花3d视频,https://task.epwk.com/1042242/,23人,1人,"¥2,700",圆满完成,,旅游鲜花3d视频,直接雇佣￥ 2700,￥ 2700,任务编号：1042242,0-88.csv,,
【文学创作】文案撰写策划公司文学创作品牌文案活动策划广告语朋友圈文案,https://task.epwk.com/1042278/,935人,1人,¥500,待验收,,文案撰写策划公司文学创作品牌文案活动策划广告语朋友圈文案,直接雇佣￥ 500,￥ 500,任务编号：1042278,0-88.csv,,
【商业提案】创业商业计划书融资策划书招商项目路演可行性研究报告代写作,https://task.epwk.com/1042350/,11379人,1人,"¥3,000",圆满完成,,创业商业计划书融资策划书招商项目路演可行性研究报告代写作,直接雇佣￥ 3000,￥ 3000,任务编号：1042350,0-88.csv,,
【手机网站】AI百晓生需求开发,https://task.epwk.com/1042422/,110人,1人,"¥1,200",圆满完成,,AI百晓生需求开发,直接雇佣￥ 1200,￥ 1200,任务编号：1042422,0-88.csv,,
【画册设计】攀岩墙产品的画册设计,https://task.epwk.com/1042633/,102人,1人,"¥3,600",圆满完成,,攀岩墙产品的画册设计,直接雇佣￥ 3600,￥ 3600,任务编号：1042633,0-88.csv,,
【小程序开发】旅游小程序开发,https://task.epwk.com/1042673/,198人,1人,"¥10,000",圆满完成,,旅游小程序开发,直接雇佣￥ 10000,￥ 10000,任务编号：1042673,0-88.csv,,
【动画制作】简单动画制作,https://task.epwk.com/1042685/,19人,1人,"¥1,200",圆满完成,,简单动画制作,直接雇佣￥ 1200,￥ 1200,任务编号：1042685,0-88.csv,,
【产品视频】品牌概念+产品视频,https://task.epwk.com/1042687/,28人,1人,"¥1,500",圆满完成,,品牌概念+产品视频,直接雇佣￥ 1500,￥ 1500,任务编号：1042687,0-88.csv,,
【淘宝视频】童装淘宝视频,https://task.epwk.com/1042701/,56人,1人,"¥1,500",圆满完成,,童装淘宝视频,直接雇佣￥ 1500,￥ 1500,任务编号：1042701,0-88.csv,,
【3D效果图】3d室内效果图,https://task.epwk.com/1042702/,46人,1人,"¥2,500",圆满完成,,3d室内效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1042702,0-88.csv,,
【直播卖货】红枣直播卖货,https://task.epwk.com/1042703/,30人,1人,"¥5,500",圆满完成,,红枣直播卖货,直接雇佣￥ 5500,￥ 5500,任务编号：1042703,0-88.csv,,
【其他短视频】气垫产品视频,https://task.epwk.com/1042704/,62人,1人,"¥1,200",圆满完成,,气垫产品视频,直接雇佣￥ 1200,￥ 1200,任务编号：1042704,0-88.csv,,
【PS修图】ps装修设计修图,https://task.epwk.com/1042705/,66人,1人,"¥3,000",圆满完成,,ps装修设计修图,直接雇佣￥ 3000,￥ 3000,任务编号：1042705,0-88.csv,,
【创意短视频】美食创意短视频,https://task.epwk.com/1042707/,19人,1人,"¥2,000",圆满完成,,美食创意短视频,直接雇佣￥ 2000,￥ 2000,任务编号：1042707,0-88.csv,,
【创意短视频】文案+短视频拍摄,https://task.epwk.com/1042708/,21人,1人,"¥2,600",圆满完成,,文案+短视频拍摄,直接雇佣￥ 2600,￥ 2600,任务编号：1042708,0-88.csv,,
【专题片制作】牙齿专题片制作,https://task.epwk.com/1042711/,26人,1人,"¥3,800",圆满完成,,牙齿专题片制作,直接雇佣￥ 3800,￥ 3800,任务编号：1042711,0-88.csv,,
【广告片/MV】饮品tvc广告片,https://task.epwk.com/1042722/,50人,1人,"¥3,500",圆满完成,,饮品tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1042722,0-88.csv,,
【LOGO设计】高端定制logo创意设计商标建筑教育logo图标设计注册,https://task.epwk.com/1042839/,524人,1人,"¥1,000",工作中,,高端定制logo创意设计商标建筑教育logo图标设计注册,直接雇佣￥ 1000,￥ 1000,任务编号：1042839,0-88.csv,,
【抖音视频】美发视频剪辑，后期制作,https://task.epwk.com/1043222/,264人,1人,"¥2,000",圆满完成,,美发视频剪辑，后期制作,直接雇佣￥ 2000,￥ 2000,任务编号：1043222,0-88.csv,,
【抖音视频】短视频渠道加粉视频混剪,https://task.epwk.com/1043224/,134人,1人,"¥2,000",圆满完成,,短视频渠道加粉视频混剪,直接雇佣￥ 2000,￥ 2000,任务编号：1043224,0-88.csv,,
【淘宝视频】正宗烤鸭蛋淘宝视频,https://task.epwk.com/1043229/,57人,1人,"¥1,500",圆满完成,,正宗烤鸭蛋淘宝视频,直接雇佣￥ 1500,￥ 1500,任务编号：1043229,0-88.csv,,
【其他短视频】黄瓜创意短视频,https://task.epwk.com/1043230/,53人,1人,"¥1,200",圆满完成,,黄瓜创意短视频,直接雇佣￥ 1200,￥ 1200,任务编号：1043230,0-88.csv,,
【3D效果图】玩具3d效果图,https://task.epwk.com/1043231/,63人,1人,"¥2,500",圆满完成,,玩具3d效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1043231,0-88.csv,,
【直播卖货】水果麦片直播卖货,https://task.epwk.com/1043232/,25人,1人,"¥5,500",圆满完成,,水果麦片直播卖货,直接雇佣￥ 5500,￥ 5500,任务编号：1043232,0-88.csv,,
【PS修图】人物写真ps修图,https://task.epwk.com/1043236/,249人,1人,"¥3,000",圆满完成,,人物写真ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1043236,0-88.csv,,
【三维动画】风扇旋转三维动画,https://task.epwk.com/1043240/,20人,1人,"¥3,600",圆满完成,,风扇旋转三维动画,直接雇佣￥ 3600,￥ 3600,任务编号：1043240,0-88.csv,,
【专题片制作】燃气公司专题片制作,https://task.epwk.com/1043248/,25人,1人,"¥4,000",圆满完成,,燃气公司专题片制作,直接雇佣￥ 4000,￥ 4000,任务编号：1043248,0-88.csv,,
【其他网站】医院仿站+定制会员功能,https://task.epwk.com/1043533/,76人,1人,"¥5,000",圆满完成,,医院仿站+定制会员功能,直接雇佣￥ 5000,￥ 5000,任务编号：1043533,0-88.csv,,
【微信代运营】朋友圈转发视频号，并且点赞视频号视频。,https://task.epwk.com/1043569/,163人,1人,¥500,圆满完成,,朋友圈转发视频号，并且点赞视频号视频。,直接雇佣￥ 500,￥ 500,任务编号：1043569,0-88.csv,,
【动画制作】室内智能生态系统动画制作,https://task.epwk.com/1043645/,30人,1人,"¥2,500",圆满完成,,室内智能生态系统动画制作,直接雇佣￥ 2500,￥ 2500,任务编号：1043645,0-88.csv,,
【抖音视频】装修公司短视频渠道加粉视频,https://task.epwk.com/1043655/,81人,1人,"¥2,600",圆满完成,,装修公司短视频渠道加粉视频,直接雇佣￥ 2600,￥ 2600,任务编号：1043655,0-88.csv,,
【抖音视频】短视频点赞视频制作,https://task.epwk.com/1043656/,262人,1人,"¥2,000",圆满完成,,短视频点赞视频制作,直接雇佣￥ 2000,￥ 2000,任务编号：1043656,0-88.csv,,
【抖音视频】零食短视频点赞视频,https://task.epwk.com/1043657/,240人,1人,"¥1,500",圆满完成,,零食短视频点赞视频,直接雇佣￥ 1500,￥ 1500,任务编号：1043657,0-88.csv,,
【其他短视频】蒸汽眼罩视频,https://task.epwk.com/1043658/,56人,1人,¥900,圆满完成,,蒸汽眼罩视频,直接雇佣￥ 900,￥ 900,任务编号：1043658,0-88.csv,,
【3D效果图】种树游戏3d效果图,https://task.epwk.com/1043659/,64人,1人,"¥2,500",圆满完成,,种树游戏3d效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1043659,0-88.csv,,
【淘宝视频】风油精淘宝视频,https://task.epwk.com/1043660/,44人,1人,¥800,圆满完成,,风油精淘宝视频,直接雇佣￥ 800,￥ 800,任务编号：1043660,0-88.csv,,
【淘宝视频】淘宝积木视频,https://task.epwk.com/1043661/,67人,1人,"¥1,200",圆满完成,,淘宝积木视频,直接雇佣￥ 1200,￥ 1200,任务编号：1043661,0-88.csv,,
【淘宝视频】淘宝主图视频,https://task.epwk.com/1043662/,128人,1人,¥800,圆满完成,,淘宝主图视频,直接雇佣￥ 800,￥ 800,任务编号：1043662,0-88.csv,,
【直播卖货】银耳红枣燕窝直播卖货,https://task.epwk.com/1043666/,22人,1人,"¥5,500",圆满完成,,银耳红枣燕窝直播卖货,直接雇佣￥ 5500,￥ 5500,任务编号：1043666,0-88.csv,,
【PS修图】动物写真ps修图,https://task.epwk.com/1043667/,234人,1人,"¥3,000",圆满完成,,动物写真ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1043667,0-88.csv,,
【广告片/MV】美瞳tvc广告片,https://task.epwk.com/1043684/,22人,1人,"¥3,500",圆满完成,,美瞳tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1043684,0-88.csv,,
【LOGO设计】logo设计,https://task.epwk.com/1043785/,1091人,1人,"¥1,000",工作中,,logo设计,直接雇佣￥ 1000,￥ 1000,任务编号：1043785,0-88.csv,,
【小程序开发】已经沟通好二次开发,https://task.epwk.com/1043796/,72人,1人,¥800,圆满完成,,已经沟通好二次开发,直接雇佣￥ 800,￥ 800,任务编号：1043796,0-88.csv,,
【包装设计】两款包装盒提档升级,https://task.epwk.com/1043887/,72人,1人,¥200,圆满完成,,两款包装盒提档升级,直接雇佣￥ 200,￥ 200,任务编号：1043887,0-88.csv,,
【H5开发】手机页面开发,https://task.epwk.com/1043966/,163人,1人,¥600,圆满完成,,手机页面开发,直接雇佣￥ 600,￥ 600,任务编号：1043966,0-88.csv,,
【书籍装帧】商务杂志设计,https://task.epwk.com/1043975/,73人,1人,"¥8,700",圆满完成,,商务杂志设计,直接雇佣￥ 8700,￥ 8700,任务编号：1043975,0-88.csv,,
【APP开发】工厂ERP生产管理系统,https://task.epwk.com/1044101/,103人,1人,"¥34,250",圆满完成,,工厂ERP生产管理系统,直接雇佣￥ 34250,￥ 34250,任务编号：1044101,0-88.csv,,
【LOGO设计】奶茶商标设计,https://task.epwk.com/1044139/,98人,1人,"¥5,000",圆满完成,,奶茶商标设计,直接雇佣￥ 5000,￥ 5000,任务编号：1044139,0-88.csv,,
【定制开发】海博接口与自有商城小程序同步门店接口数据,https://task.epwk.com/1044211/,68人,1人,"¥1,500",圆满完成,,海博接口与自有商城小程序同步门店接口数据,直接雇佣￥ 1500,￥ 1500,任务编号：1044211,0-88.csv,,
【PPT设计】企业季度指标汇报PPT-50页,https://task.epwk.com/1044236/,63人,1人,"¥2,000",圆满完成,,企业季度指标汇报PPT-50页,直接雇佣￥ 2000,￥ 2000,任务编号：1044236,0-88.csv,,
【运维服务】6月基础服务器运维租赁费用,https://task.epwk.com/1044271/,452人,1人,"¥50,000",圆满完成,,6月基础服务器运维租赁费用,直接雇佣￥ 50000,￥ 50000,任务编号：1044271,0-88.csv,,
【包装设计】包装设计,https://task.epwk.com/1044302/,102人,1人,"¥1,300",圆满完成,,包装设计,直接雇佣￥ 1300,￥ 1300,任务编号：1044302,0-88.csv,,
【画册设计】宣传画册排版,https://task.epwk.com/1044303/,69人,1人,"¥5,600",圆满完成,,宣传画册排版,直接雇佣￥ 5600,￥ 5600,任务编号：1044303,0-88.csv,,
【LOGO设计】公司LOGO设计,https://task.epwk.com/1044319/,57人,1人,"¥2,600",圆满完成,,公司LOGO设计,直接雇佣￥ 2600,￥ 2600,任务编号：1044319,0-88.csv,,
【APP开发】android app开发,https://task.epwk.com/1044384/,70人,1人,"¥3,500",圆满完成,,android app开发,直接雇佣￥ 3500,￥ 3500,任务编号：1044384,0-88.csv,,
【APP开发】APP定制开发,https://task.epwk.com/1044396/,130人,1人,"¥53,000",圆满完成,,APP定制开发,直接雇佣￥ 53000,￥ 53000,任务编号：1044396,0-88.csv,,
【动画制作】水墨动画制作,https://task.epwk.com/1044434/,19人,1人,"¥1,500",圆满完成,,水墨动画制作,直接雇佣￥ 1500,￥ 1500,任务编号：1044434,0-88.csv,,
【动画制作】科普动画制作,https://task.epwk.com/1044435/,22人,1人,"¥1,200",圆满完成,,科普动画制作,直接雇佣￥ 1200,￥ 1200,任务编号：1044435,0-88.csv,,
【动画制作】动画制作,https://task.epwk.com/1044436/,29人,1人,"¥1,500",圆满完成,,动画制作,直接雇佣￥ 1500,￥ 1500,任务编号：1044436,0-88.csv,,
【抖音视频】餐饮短视频点赞视频,https://task.epwk.com/1044445/,151人,1人,"¥2,000",圆满完成,,餐饮短视频点赞视频,直接雇佣￥ 2000,￥ 2000,任务编号：1044445,0-88.csv,,
【抖音视频】美妆段子,https://task.epwk.com/1044446/,225人,1人,"¥3,200",圆满完成,,美妆段子,直接雇佣￥ 3200,￥ 3200,任务编号：1044446,0-88.csv,,
【抖音视频】美食类短视频平台认证视频,https://task.epwk.com/1044447/,206人,1人,"¥3,600",圆满完成,,美食类短视频平台认证视频,直接雇佣￥ 3600,￥ 3600,任务编号：1044447,0-88.csv,,
【淘宝视频】男士冰丝裤子淘宝视频,https://task.epwk.com/1044448/,53人,1人,¥800,圆满完成,,男士冰丝裤子淘宝视频,直接雇佣￥ 800,￥ 800,任务编号：1044448,0-88.csv,,
【淘宝视频】淘宝主图视频,https://task.epwk.com/1044449/,44人,1人,"¥1,100",圆满完成,,淘宝主图视频,直接雇佣￥ 1100,￥ 1100,任务编号：1044449,0-88.csv,,
【3D效果图】3d客厅效果图,https://task.epwk.com/1044450/,33人,1人,"¥2,500",圆满完成,,3d客厅效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1044450,0-88.csv,,
【PS修图】ps翡翠修图,https://task.epwk.com/1044451/,53人,1人,"¥1,200",圆满完成,,ps翡翠修图,直接雇佣￥ 1200,￥ 1200,任务编号：1044451,0-88.csv,,
【直播卖货】红薯直播卖货,https://task.epwk.com/1044452/,20人,1人,"¥5,500",圆满完成,,红薯直播卖货,直接雇佣￥ 5500,￥ 5500,任务编号：1044452,0-88.csv,,
【其他短视频】洗衣液视频,https://task.epwk.com/1044453/,100人,1人,¥900,圆满完成,,洗衣液视频,直接雇佣￥ 900,￥ 900,任务编号：1044453,0-88.csv,,
【创意短视频】牛肉干创意短视频,https://task.epwk.com/1044457/,16人,1人,"¥2,500",圆满完成,,牛肉干创意短视频,直接雇佣￥ 2500,￥ 2500,任务编号：1044457,0-88.csv,,
【专题片制作】励志校园专题片制作,https://task.epwk.com/1044458/,24人,1人,"¥4,000",圆满完成,,励志校园专题片制作,直接雇佣￥ 4000,￥ 4000,任务编号：1044458,0-88.csv,,
【二维动画】搞笑二维动画,https://task.epwk.com/1044463/,68人,1人,¥800,圆满完成,,搞笑二维动画,直接雇佣￥ 800,￥ 800,任务编号：1044463,0-88.csv,,
【二维动画】二维动画制作,https://task.epwk.com/1044465/,64人,1人,"¥1,300",圆满完成,,二维动画制作,直接雇佣￥ 1300,￥ 1300,任务编号：1044465,0-88.csv,,
【三维动画】跑步三维动画,https://task.epwk.com/1044467/,30人,1人,"¥1,800",圆满完成,,跑步三维动画,直接雇佣￥ 1800,￥ 1800,任务编号：1044467,0-88.csv,,
【广告片/MV】老年服装tvc广告片,https://task.epwk.com/1044468/,24人,1人,"¥3,500",圆满完成,,老年服装tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1044468,0-88.csv,,
【产品推广】视频拍摄制作,https://task.epwk.com/1044594/,126人,1人,"¥1,200",圆满完成,,视频拍摄制作,直接雇佣￥ 1200,￥ 1200,任务编号：1044594,0-88.csv,,
【动画制作】动画头像制作,https://task.epwk.com/1044648/,32人,1人,"¥2,500",圆满完成,,动画头像制作,直接雇佣￥ 2500,￥ 2500,任务编号：1044648,0-88.csv,,
【抖音视频】短视频点赞视频剪辑,https://task.epwk.com/1044654/,724人,1人,"¥5,000",圆满完成,,短视频点赞视频剪辑,直接雇佣￥ 5000,￥ 5000,任务编号：1044654,0-88.csv,,
【抖音视频】短视频点赞宣传视频,https://task.epwk.com/1044655/,107人,1人,"¥2,000",圆满完成,,短视频点赞宣传视频,直接雇佣￥ 2000,￥ 2000,任务编号：1044655,0-88.csv,,
【抖音视频】零食短视频平台视频,https://task.epwk.com/1044656/,126人,1人,"¥1,200",圆满完成,,零食短视频平台视频,直接雇佣￥ 1200,￥ 1200,任务编号：1044656,0-88.csv,,
【抖音视频】短视频点赞视频剪辑,https://task.epwk.com/1044657/,161人,1人,"¥1,300",圆满完成,,短视频点赞视频剪辑,直接雇佣￥ 1300,￥ 1300,任务编号：1044657,0-88.csv,,
【3D效果图】3d背景墙装修效果图,https://task.epwk.com/1044660/,29人,1人,"¥2,500",圆满完成,,3d背景墙装修效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1044660,0-88.csv,,
【直播卖货】防晒喷雾直播卖货,https://task.epwk.com/1044661/,17人,1人,"¥5,500",圆满完成,,防晒喷雾直播卖货,直接雇佣￥ 5500,￥ 5500,任务编号：1044661,0-88.csv,,
【PS修图】七分裤ps修图,https://task.epwk.com/1044664/,100人,1人,"¥3,000",圆满完成,,七分裤ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1044664,0-88.csv,,
【淘宝视频】烟台大樱桃淘宝视频,https://task.epwk.com/1044666/,33人,1人,"¥1,000",圆满完成,,烟台大樱桃淘宝视频,直接雇佣￥ 1000,￥ 1000,任务编号：1044666,0-88.csv,,
【企业宣传片】企业宣传片,https://task.epwk.com/1044668/,18人,1人,"¥2,000",圆满完成,,企业宣传片,直接雇佣￥ 2000,￥ 2000,任务编号：1044668,0-88.csv,,
【企业宣传片】科技公司宣传片,https://task.epwk.com/1044669/,27人,1人,"¥3,000",圆满完成,,科技公司宣传片,直接雇佣￥ 3000,￥ 3000,任务编号：1044669,0-88.csv,,
【视频定制】视频制作,https://task.epwk.com/1044671/,16人,1人,"¥3,000",圆满完成,,视频制作,直接雇佣￥ 3000,￥ 3000,任务编号：1044671,0-88.csv,,
【专题片制作】保温杯专题片制作,https://task.epwk.com/1044672/,20人,1人,"¥4,000",圆满完成,,保温杯专题片制作,直接雇佣￥ 4000,￥ 4000,任务编号：1044672,0-88.csv,,
【创意短视频】洗洁精创意短视频,https://task.epwk.com/1044673/,16人,1人,"¥2,500",圆满完成,,洗洁精创意短视频,直接雇佣￥ 2500,￥ 2500,任务编号：1044673,0-88.csv,,
【其他短视频】蚕豆短视频,https://task.epwk.com/1044674/,49人,1人,"¥1,200",圆满完成,,蚕豆短视频,直接雇佣￥ 1200,￥ 1200,任务编号：1044674,0-88.csv,,
【Vlog/微电影】Vlog制作,https://task.epwk.com/1044676/,178人,1人,¥800,圆满完成,,Vlog制作,直接雇佣￥ 800,￥ 800,任务编号：1044676,0-88.csv,,
【三维动画】施工三维动画制作,https://task.epwk.com/1044678/,32人,1人,"¥4,500",圆满完成,,施工三维动画制作,直接雇佣￥ 4500,￥ 4500,任务编号：1044678,0-88.csv,,
【三维动画】地产三维动画,https://task.epwk.com/1044679/,63人,1人,"¥2,000",圆满完成,,地产三维动画,直接雇佣￥ 2000,￥ 2000,任务编号：1044679,0-88.csv,,
【广告片/MV】炸鸡tvc广告片,https://task.epwk.com/1044680/,20人,1人,"¥3,500",圆满完成,,炸鸡tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1044680,0-88.csv,,
【书籍装帧】书籍装帧排版设计,https://task.epwk.com/1044779/,56人,1人,"¥7,680",圆满完成,,书籍装帧排版设计,直接雇佣￥ 7680,￥ 7680,任务编号：1044779,0-88.csv,,
【插画设计】插画更换配色方案，有例子参考,https://task.epwk.com/1044782/,52人,1人,¥150,圆满完成,,插画更换配色方案，有例子参考,直接雇佣￥ 150,￥ 150,任务编号：1044782,0-88.csv,,
【VI设计】设计LOGO和基础VI,https://task.epwk.com/1044794/,36人,1人,"¥6,000",圆满完成,,设计LOGO和基础VI,直接雇佣￥ 6000,￥ 6000,任务编号：1044794,0-88.csv,,
【电商网站】三期改造,https://task.epwk.com/1044901/,151人,1人,"¥5,100",圆满完成,,三期改造,直接雇佣￥ 5100,￥ 5100,任务编号：1044901,0-88.csv,,
【数据采集】美团外卖采集,https://task.epwk.com/1044906/,164人,1人,¥800,圆满完成,,美团外卖采集,直接雇佣￥ 800,￥ 800,任务编号：1044906,0-88.csv,,
【产品原型设计】页面设计,https://task.epwk.com/1044934/,74人,1人,¥400,圆满完成,,页面设计,直接雇佣￥ 400,￥ 400,任务编号：1044934,0-88.csv,,
【小程序开发】脚本和系统开发,https://task.epwk.com/1045064/,158人,1人,"¥20,000",圆满完成,,脚本和系统开发,直接雇佣￥ 20000,￥ 20000,任务编号：1045064,0-88.csv,,
【H5开发】积分系统,https://task.epwk.com/1045095/,57人,1人,"¥6,575",圆满完成,,积分系统,直接雇佣￥ 6575,￥ 6575,任务编号：1045095,0-88.csv,,
【包装设计】粗粮薄饼包装设计,https://task.epwk.com/1045115/,267人,1人,"¥5,000",圆满完成,,粗粮薄饼包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：1045115,0-88.csv,,
【网站二次开发】网页制作,https://task.epwk.com/1045118/,57人,1人,¥800,圆满完成,,网页制作,直接雇佣￥ 800,￥ 800,任务编号：1045118,0-88.csv,,
【包装设计】包装及海报等宣传物料设计,https://task.epwk.com/1045151/,51人,1人,"¥8,500",圆满完成,,包装及海报等宣传物料设计,直接雇佣￥ 8500,￥ 8500,任务编号：1045151,0-88.csv,,
【LOGO设计】商标设计,https://task.epwk.com/1045168/,56人,1人,"¥2,800",圆满完成,,商标设计,直接雇佣￥ 2800,￥ 2800,任务编号：1045168,0-88.csv,,
【动画制作】海带丝动画制作,https://task.epwk.com/1045341/,19人,1人,"¥2,500",圆满完成,,海带丝动画制作,直接雇佣￥ 2500,￥ 2500,任务编号：1045341,0-88.csv,,
【抖音代运营】短视频点赞账号策划,https://task.epwk.com/1045343/,32人,1人,"¥2,000",圆满完成,,短视频点赞账号策划,直接雇佣￥ 2000,￥ 2000,任务编号：1045343,0-88.csv,,
【抖音视频】短视频渠道加粉建材视频,https://task.epwk.com/1045347/,38人,1人,"¥1,000",圆满完成,,短视频渠道加粉建材视频,直接雇佣￥ 1000,￥ 1000,任务编号：1045347,0-88.csv,,
【3D效果图】吉祥物3d效果图,https://task.epwk.com/1045349/,36人,1人,"¥2,500",圆满完成,,吉祥物3d效果图,直接雇佣￥ 2500,￥ 2500,任务编号：1045349,0-88.csv,,
【淘宝视频】螺蛳粉淘宝视频,https://task.epwk.com/1045350/,43人,1人,"¥1,000",圆满完成,,螺蛳粉淘宝视频,直接雇佣￥ 1000,￥ 1000,任务编号：1045350,0-88.csv,,
【直播卖货】南瓜直播卖货,https://task.epwk.com/1045353/,23人,1人,"¥6,000",圆满完成,,南瓜直播卖货,直接雇佣￥ 6000,￥ 6000,任务编号：1045353,0-88.csv,,
【PS修图】臭豆腐ps修图,https://task.epwk.com/1045354/,84人,1人,"¥3,000",圆满完成,,臭豆腐ps修图,直接雇佣￥ 3000,￥ 3000,任务编号：1045354,0-88.csv,,
【企业宣传片】企业宣传片,https://task.epwk.com/1045355/,18人,1人,"¥3,000",圆满完成,,企业宣传片,直接雇佣￥ 3000,￥ 3000,任务编号：1045355,0-88.csv,,
【企业宣传片】公司宣传片剪辑,https://task.epwk.com/1045357/,35人,1人,¥500,圆满完成,,公司宣传片剪辑,直接雇佣￥ 500,￥ 500,任务编号：1045357,0-88.csv,,
【其他短视频】燕麦片视频,https://task.epwk.com/1045358/,74人,1人,¥900,圆满完成,,燕麦片视频,直接雇佣￥ 900,￥ 900,任务编号：1045358,0-88.csv,,
【专题片制作】电子体温表专题片制作,https://task.epwk.com/1045359/,22人,1人,"¥4,000",圆满完成,,电子体温表专题片制作,直接雇佣￥ 4000,￥ 4000,任务编号：1045359,0-88.csv,,
【视频定制】短视频制作,https://task.epwk.com/1045362/,27人,1人,"¥1,000",圆满完成,,短视频制作,直接雇佣￥ 1000,￥ 1000,任务编号：1045362,0-88.csv,,
【创意短视频】洗脸巾创意短视频,https://task.epwk.com/1045363/,14人,1人,"¥2,500",圆满完成,,洗脸巾创意短视频,直接雇佣￥ 2500,￥ 2500,任务编号：1045363,0-88.csv,,
【剪辑服务】视频剪辑,https://task.epwk.com/1045367/,136人,1人,¥800,圆满完成,,视频剪辑,直接雇佣￥ 800,￥ 800,任务编号：1045367,0-88.csv,,
【剪辑服务】剪辑合作,https://task.epwk.com/1045368/,152人,1人,"¥3,000",圆满完成,,剪辑合作,直接雇佣￥ 3000,￥ 3000,任务编号：1045368,0-88.csv,,
【三维动画】监控安装三维动画,https://task.epwk.com/1045369/,23人,1人,"¥3,500",圆满完成,,监控安装三维动画,直接雇佣￥ 3500,￥ 3500,任务编号：1045369,0-88.csv,,
【广告片/MV】儿童网眼跑鞋tvc广告片,https://task.epwk.com/1045370/,15人,1人,"¥3,500",圆满完成,,儿童网眼跑鞋tvc广告片,直接雇佣￥ 3500,￥ 3500,任务编号：1045370,0-88.csv,,
【VI设计】食品品牌设计,https://task.epwk.com/1045517/,68人,1人,"¥9,800",圆满完成,,食品品牌设计,直接雇佣￥ 9800,￥ 9800,任务编号：1045517,0-88.csv,,
【海报设计】长图设计,https://task.epwk.com/1045610/,277人,1人,¥500,圆满完成,,长图设计,直接雇佣￥ 500,￥ 500,任务编号：1045610,0-88.csv,,
【LOGO设计】LOGO修改完善或者重新设计,https://task.epwk.com/1045619/,62人,1人,¥200,圆满完成,,LOGO修改完善或者重新设计,直接雇佣￥ 200,￥ 200,任务编号：1045619,0-88.csv,,
【模板建站】模板站扒站仿站,https://task.epwk.com/1045802/,87人,1人,¥900,圆满完成,,模板站扒站仿站,直接雇佣￥ 900,￥ 900,任务编号：1045802,0-88.csv,,
【网站UI设计】响应式网站UI设计一套并出HTML5网站自适应静态页面,https://task.epwk.com/1045872/,99人,1人,"¥2,000",圆满完成,,响应式网站UI设计一套并出HTML5网站自适应静态页面,直接雇佣￥ 2000,￥ 2000,任务编号：1045872,0-88.csv,,
【脚本开发】监控库存数据,https://task.epwk.com/1046021/,81人,1人,"¥7,000",圆满完成,,监控库存数据,直接雇佣￥ 7000,￥ 7000,任务编号：1046021,0-88.csv,,
【网站二次开发】大商创X商城二次开发,https://task.epwk.com/1046153/,273人,1人,"¥45,000",圆满完成,,大商创X商城二次开发,直接雇佣￥ 45000,￥ 45000,任务编号：1046153,0-88.csv,,
