标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【产品推广】Steam 游戏添加 [愿望单],https://task.epwk.com/1101348/,1297人,53人,"¥2,100",,,MoshowGames,"steam国产独立游戏""硬币与仙人掌""https://store.steampowered.com/app/2529540/_Coins__Wishpalm/前提: 拥有steam账号并至少拥有一款收费游戏.要求: 进入游戏的商店页面.如果认为该游戏值得玩,则将其加入""愿望单"".交稿条件：  1.一张游戏库中已购买过的其他收费游戏的截图(包含账户名称) 【该条件是为了查看是否是新账号，需要老账号才可参与该任务】                    2.提交一张加入愿望单的截图,(包含账户名称)                    3.以上截图需要参考任务附件：“steam截图”截取上传完成时限：2025-01-09之前",2024-12-26,,任务编号：1101348,2100.0,,,B任务编号：1101348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广,,,,,,,,,,,,,,,,,,,,,,￥138,hinai,yutea,老叔爱吃肉,游风W,威威虎o74d5,东池咸鱼,chenxivfx,,银归,yumi2000,,,,,2024
【公众号推广】简单手机注册，10元一稿在线结佣金,https://task.epwk.com/1086125/,1978人,6人,¥500,,,威威起家xqeST,"1，手机打开微信，扫一扫--1附件-的二维码注册下载，注册时必须要填邀请码--Z9mA7G，否则无效。2，注册下载完成打开优客帮APP找到拉新任务选项，找到：快手极速-立返-LS,点击进去--2附件，先别急着做，一定要先看下流程文件中的提示--3和3-1附件，不按要求的无效，然后再看下提交截图，保留好每一步的提交截图--4附件。3，了解以上步骤后点击领取任务开始按步骤做任务，做完直接提交，一单顺利完成。任务简单务必按要求做，我会根据后天提交截图真实数据支付佣金。                          （任务完成优客帮可以不用卸载，我会不定期在威客发布高单值简单注册任务）",2024-07-12,,任务编号：1086125,500.0,,,B任务编号：1086125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公众号推广,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【信息流】论坛发帖，一贴三元，审核严格,https://task.epwk.com/1085490/,1458人,11人,¥501,,,威威起家1v9vG,任务需求：第一:论坛发帖，各类与英语学习、经验分享或华人留学相关的论坛发布 ，论坛最近3天内有新帖子发布。不能在同一论坛一直发， 否则不通过。第二:发布的帖子需要存活3天以上，被删除的不算通过。第三:在帖子内包含我们网址链接，文案可灵活变动，但链接原则不变。第三:不得在论坛“商家发布信息处发布”文案内容已经上传在文档，下载即可看到，从中选择一个发布到论坛。审核标准：提供发帖链接，多张论坛截图（显示论坛最近3天内有新帖子发布，发布的帖子存活3天以上）。,2024-07-07,,任务编号：1085490,501.0,,,B任务编号：1085490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信息流,,,,,,,,,,,,,,,,,,,,,,￥24,"工作室 |            
            小小龙儿",陆壹贰,在线接单专业靠谱,spark乄原始人,spark乄原始人,spark乄原始人,spark乄原始人,,,,,,,,2024
【产品推广】小红书推广，产品推广,https://task.epwk.com/1082615/,1639人,83人,¥501,,,xushunbin8939,"步骤：    1.小红书搜索""洗碗机放错洗碗盐"" 找到帐号 ""废物搭子"" 发的文章    2.进去查看洗碗机那篇，点赞，并且写条常规评论自由发挥，可以说同样求助，或者说问问处理好了没，结果怎样等等。。       禁止评论随便敷衍      3.截图自己的主页，截图关注主页，评论截图，上传，收钱！只要认真对待基本都会选稿，会通过截图的内容以及标题进行审核, 谢谢理解。营销工作室（非真实个人账号）稿件无效。",2024-06-07,,任务编号：1082615,501.0,,,B任务编号：1082615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,产品推广,,,,,,,,,,,,,,,,,,,,,,￥315,qwepoi2008,"工作室 |            
            小小龙儿","个人 |            
            叶忆长安",可可谷谷,四川曾先生,乔伊伊,鸡肉烧麦,,南风顺我意,YB2018,,,,,2024
【APP推广】APP下载，一稿3元,https://task.epwk.com/1077943/,1063人,4人,¥501,,,蓝忆欢,"1:识别二维码,（附1图片2:按要求下载注册（注：电话号码，昵称不可以重复），3:完成新人任务即刻。交稿要求：提供新人奖励成功的截图（如附2）及手机号前三后二位及个人ID。",2024-04-22,,任务编号：1077943,501.0,,,B任务编号：1077943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP推广,,,,,,,,,,,,,,,,,,,,,,￥3,M企****SRYP,,,,,,,,,,,,,,2024
【微信推广】微信关注公众号，转发朋友圈，一单3元,https://task.epwk.com/1077337/,625人,6人,¥501,,,o5a794c8275f3a,一、任务要求：1、在微信上关注公众号“大国护眼”，关注后再给此公众号发“威客”2个字即可，不能取消关注；2、将公众号当天推文【跟着赵阳学护眼，守护明亮视界！】或【赵阳医生团队挂号指南】分享至朋友圈（不可以屏蔽任何人）48小时后截图即为合格。朋友圈内容编辑：【跟着眼科医生赵阳学习护眼，还能免费领书籍】（8：30-21：00时间段发布为有效）；3、将公众号分享至一个100人以上的微信群，僵尸群除外！群发时间（8：30-21：00时间段发布为有效）；4、微信隐私设置中要把“允许陌生人查看十条朋友圈”打开，方便我们其他号审核；5、微信好友至少200人以上，一个威客账号限参加一次，重复无效；6、完成任务之后，回到威客，打开该任务，把截图上传附件以便审核； 注：营销团队请勿参加，全是运营推广好友的用户不要参加，必须是新媒体推广。 二、审核标准：1、上传您的微信呢称（不是微信号！！！）图片一张，以便审核；2、上传关注公众号并发了“威客”2字截图一张；3、上传好友数量截图一张；4、上传朋友圈超过24小时截图一张；5、上传微信群分享截图一张。,2024-04-16,,任务编号：1077337,501.0,,,B任务编号：1077337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信推广,,,,,,,,,,,,,,,,,,,,,,￥18,"工作室 |            
            小小龙儿","个人 |            
            叶忆长安",qwepoi2008,可可谷谷,乔伊伊,四川曾先生,,,,,,,,,2024
【小程序推广】按要求微信扫码截图，快手极速版刷视频就可以赚钱,https://task.epwk.com/1077029/,717人,0人,¥500,,,威镇天下sFGbO,任务步骤：1.用微信扫码，附件1中的小程序二维码，扫码进入小程序主页截图一张，截图小程序首页上的推广二维码（下快手免费拿礼品上的二维码）；          2.下载快手极速版app注册登录后，用快手极速版20分钟内扫步骤1中推广二维码，扫码后绑定设备并截图一张（设备必须提示为纯新）；根据自己需要可以申请领取礼品，同时需要连续8天用快手极速版app刷短视频（非直播），每天2分钟以上。         3.再次用微信扫小程序二维码，点里面的“天天领券”版块，浏览里面三个活动并截图三张；         4.后台审核内容：以上所述至少5张截图，绑定设备及连续8天刷快手极速版app短视频。         5.稿件只需要截图。         6.绑定设备、连续刷快手短视频等只是后台审核。         7.期间如果不知道是否刷视频达标，可以联系微信，下附作者微信二维码。,2024-04-12,,任务编号：1077029,500.0,,,B任务编号：1077029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序推广,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序推广】商城推广注册任务,https://task.epwk.com/1076016/,1607人,110人,¥501,,,大海啊你全是水,一、商城推广，需要注册量，操作步骤如下：      1：识别二维码      2：输入手机号码，设置密码      3：邀请码请不要更改，注册完之后我后台会显示，没有显示说明注册没成功视为无效      4：最后点注册，就算完成了。 二、一人仅可注册一次，无需重复注册。 三、下面两张二维码可任选一张 交稿要求：提供注册成功的截图及手机号后四位。,2024-04-02,,任务编号：1076016,501.0,,,B任务编号：1076016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序推广,,,,,,,,,,,,,,,,,,,,,,￥501,"工作室 |            
            小小龙儿","个人 |            
            叶忆长安","工作室 |            
            小小龙儿","个人 |            
            叶忆长安","工作室 |            
            小小龙儿",乔伊伊,"工作室 |            
            小小龙儿",,"工作室 |            
            小小龙儿",乔伊伊,,,,,2024
【问卷调查】面向产品设计师的问卷调查-合格填写1份25元-共需20份,https://task.epwk.com/1074729/,1419人,19人,¥500,,,o592780fa9144b,烦请一品威客网站上有设计经验的设计师填写（要求有开通商铺，会通过商铺核实是否有参加过设计类任务或商铺中是否有上传设计案例作品为判断依据，如还未开通商铺的设计师请勿参加）。问卷共5题，第一题一定要填写在一品威客上的昵称/账号名/店铺名，以保证赏金发放正确。最后两题，请认真详细填写。如第四题，如果填写成“上网搜索”，那么就不清晰，需要补充说明具体的网站或根据问题的关键词在百度上搜索，则为合格。如果问卷填写比较模糊，我们会在平台上跟您沟通，然后需要您补充一下，然后我们再发放赏金。请大家认真放心填写，我们不会无缘无故的不发放赏金。谢谢支持！问卷链接：https://www.wjx.cn/vm/wF5xF21.aspx问卷二维码见附件。,2024-03-20,,任务编号：1074729,500.0,,,B任务编号：1074729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,问卷调查,,,,,,,,,,,,,,,,,,,,,,￥300,"工作室 |            
            老燕勤琢泥",乔伊伊,"工作室 |            
            小小龙儿",四川曾先生,方圆台1zpUb,"个人 |            
            微创客云商",维联创8kic1,,"个人 |            
            叶忆长安",俫骄霸3Nwkn,,,,,2024
【门头设计】店铺招牌和形象墙设计,https://task.epwk.com/1096845/,447人,5人,¥300,圆满完成,单人悬赏,壹选EL9nN,此招牌和形象墙就着原来的底板基材，仅仅更换内容，底色不变。主要大字内容做红色发光字，次要内容做立体小字。素材有好喜彩品牌logo，见附件。招牌主要内容：好喜彩糖果次要内容：囍糖、喜饼、巧克力、新年糖、喜礼、果冻地址：新广丰A区12栋19号    电话：13357240786招牌尺寸：高1.63m宽4.85m形象墙：宽1.96高2.1m,2024-11-15,2024.12.10,任务编号：1096845,300.0,,,浅茉之设工作室,https://shop.epwk.com/v0n1xwg0x57y/,浅茉之设工作室,出售服务,https://shop.epwk.com/v0n1xwg0x57y/chushou/,个人,三品,37分,,,浅茉之设工作室,,,,,,,,,,,,,,,,,,,,门头设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【门头设计】公司入口，门头设计,https://task.epwk.com/1093139/,1753人,15人,¥500,圆满完成,单人悬赏,益企发gj9MR,· 场地信息：公司入口· 功能需求：体大气，上档次· 交付方式：效果图1张，公司名称  XGY广告语   专业工程照明灯具生产商,2024-09-30,2024.10.27,任务编号：1093139,500.0,,,奇墨设计,https://shop.epwk.com/v0n1x1qp057y/,奇墨设计,出售服务,https://shop.epwk.com/v0n1x1qp057y/chushou/,工作室,四品,38分,,,奇墨设计,,新年贺卡设计,"￥500
            /件",宣传折页设计,"￥500
            /件",网页美化,￥1000,字体设计,100,产品包装设计,"￥1000
            /件",海报设计,"￥500
            /件",企业/产品宣传册,"￥150
            /件",企业VIS设计,15000,企业标志设计,"￥1500
            /件",门头设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【庭院设计】别墅室外简单亮化设计,https://task.epwk.com/1080677/,426人,3人,¥300,圆满完成,单人悬赏,微服c8RIL,草原小型别墅    增加5-7处正面外墙及前园亮化即可  外墙可布线，但是前园尽量选择太阳能之类的灯具，光线要求暖色系   且可直接淘宝采购的，灯具采购限制在1800元以内     注意：需要提供亮化具体安装点位及采购明细  最好有效果图,2024-05-18,2024.06.13,任务编号：1080677,300.0,,,寻隐者建筑园林设计,https://shop.epwk.com/omdwkjp6qdrp/,寻隐者建筑园林设计,出售服务,https://shop.epwk.com/omdwkjp6qdrp/chushou/,工作室,七品,40分,,,寻隐者建筑园林设计,,厂区建筑园林景观鸟瞰图设计,"￥100
            /日",自建房厂房建筑设计,价格面议,夜景效果图亮化工程灯光效果图设计,价格面议,接建筑园林方案设计，施工图，效果图绘制,"￥100
            /日",,,,,,,,,,,庭院设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【效果图设计】卫生间布局规划设计,,515人,3人,1000元以内,圆满完成,招标,优觅rvmkt,住宅一楼公卫，带马桶 淋浴房。面积较小。希望能有实际工程经验的设计师，设计规划淋浴房门，地板，洗手台 置物架 镜子的布局选择。,2024-11-06,2024.12.18,任务编号：1096028,700.0,"3天,1天,5天","河北省-石家庄市,陕西省-西安市,辽宁省-沈阳市",艺弘设计,,,,,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,效果图设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【效果图设计】学校景观主题园效果图,,457人,1人,1000-3000元,圆满完成,招标,mayuan1007,中学校园主题园设计：设计方案基本已经构思好了了，需要出景观效果图，能看懂CAD布局，懂基础的室外景观施工材料,2024-05-17,2024.06.23,任务编号：1080651,1200.0,7天,河北省-石家庄市,艺弘设计,,,,,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,效果图设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【餐饮饮食】家具效果图设计,https://task.epwk.com/1076862/,1661人,1人,¥120,工作中,雇佣,A任务编号：1076862,我是做红木家具圆台的，需要做20张豪华餐厅圆台和椅子摆放的效果图。先做3张，然后做20张,2024-04-11,,任务编号：1076862,120.0,3天,广东省-中山市-中山市,B任务编号：1076862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,餐饮饮食,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【自建房】庭院设计,https://task.epwk.com/1099535/,342人,1人,¥800,圆满完成,雇佣,jcdzzm,庭院墙景，鱼池，路径，灯光设计，面积约70平方米，设计部分为黄线区域，3D效果图，施工图，加微信给到参考效果,2024-12-14,2025.01.17,任务编号：1099535,600.0,3天,河北省-石家庄市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,自建房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【商业空间】商业空间设计,https://task.epwk.com/1097663/,93人,1人,"¥1,800",圆满完成,雇佣,心静1211,商业空间设计，已谈好合作细节。,2024-11-26,2024.11.30,任务编号：1097663,1800.0,1天,河北省-石家庄市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,商业空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【效果图设计】科技公司办公楼入口外立面设计,https://task.epwk.com/1096489/,227人,1人,¥800,圆满完成,雇佣,威品ciPAt,科技公司办公楼入口外立面及标识设计要求:简洁、‌现代感、科技感。体现其行业特色和技术感，‌通过设计元素的创新，‌展现公司的科技实力和创新精神。标识设计可使用中英文双语。,2024-11-11,2024.11.27,任务编号：1096489,800.0,4天,河北省-石家庄市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,效果图设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【门头设计】网吧的门头设计确定合作者,https://task.epwk.com/1081268/,482人,1人,¥800,圆满完成,雇佣,k3882****95,称呼:谢女士地区:湖南益阳（服务商地域不限）需求:网吧的门头设计，第一次装修，具体详谈预算:报价联系备注 微信号是手机号,2024-05-24,2024.08.29,任务编号：1081268,800.0,7天,重庆市-市辖区,指上花开©品牌设计,https://shop.epwk.com/j7n3880995e1/,指上花开©品牌设计,出售服务,https://shop.epwk.com/j7n3880995e1/chushou/,个人,一品,80分,,,指上花开©品牌设计,,总监logo设计,"￥8000
            /件",【资深设计师】LOGO设计 3套方案 30天内修改满意为止,"￥5000
            /件",专业VI设计-因定制类商品无法完全规定价格！是方便拍的基数价格！具体找客服索取!,"￥1000
            /件",【总监设计师】包装设计 1套方案 30天内修改满意为止,"￥8000
            /件",原创海报设计,"￥1000
            /件",总监包装设计,"￥5000
            /件",【总监设计师】卡通设计 1套方案 30天内修改满意为止,"￥10000
            /件",卡通logo设计|企业卡通形象|企业|商业|零售满意为止,"￥8000
            /件",卡通三视图设计,"￥4000
            /件",门头设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【施工图设计】家具效果图设计，剪辑成小视频,https://task.epwk.com/1081094/,180人,1人,¥480,圆满完成,雇佣,五花马红木家具,红木家具的效果图AI生成，有参考的样板,2024-05-22,2024.05.31,任务编号：1081094,480.0,5天,河北省-石家庄市,艺弘设计,https://shop.epwk.com/j7n38j0oe5e1/,艺弘设计,出售服务,https://shop.epwk.com/j7n38j0oe5e1/chushou/,工作室,四品,55分,总 25 次中标，交易总金额,￥2.94万,艺弘设计,,医疗美容空间设计,"￥60
            /㎡",娱乐空间设计,"￥60
            /㎡",餐饮空间设计,"￥100
            /㎡",办公空间设计,"￥70
            /㎡",,,,,,,,,,,施工图设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【商业空间】家具效果图设计,https://task.epwk.com/1079940/,238人,1人,¥500,圆满完成,雇佣,五花马红木家具,家具的效果图设计，有样稿，做2个场景，每一个场景做一个效果图，共计20个，最后做成视频，总金额2000元,2024-05-12,2024.05.22,任务编号：1079940,500.0,7天,广东省-中山市-中山市,禾晟创意,https://shop.epwk.com/2j5xoj49x5xm/,禾晟创意,出售服务,https://shop.epwk.com/2j5xoj49x5xm/chushou/,企业,五品,69分,总 30 次中标，交易总金额,￥2.63万,禾晟创意,,品牌形象设计,"￥1000
            /套",包装设计/插画包装/礼盒包装,"￥1500
            /起",商业插画/书籍装帧/海报设计,"￥1000
            /套",电商装修/主图设计/详情页设计,"￥500
            /套",网页设计,价格面议,文案业务,价格面议,型录设计,价格面议,,,,,商业空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【图片处理】南瓜子图片处理,https://task.epwk.com/1083997/,2033人,13人,¥200,圆满完成,,威创未来q3mTK,精修南瓜子，在原图的基础上精修南瓜子，整体外观完整无瑕疵，美观。精修的图会在包装上使用，优先精修剥壳的两张南瓜子图。,2024-06-22,2024.07.16,任务编号：1083997,200.0,,,阙歌影视制作服务商,,,品牌战略规划,,企业,四品,61分,总 39 次中标，交易总金额,￥8849.46,,"￥1999
            /起",,,,,,,,,,,,,,,,,,,图片处理,,,15.0,https://shop.epwk.com/09drjyrk653w/,https://shop.epwk.com/09drjyrk653w/chushou/,企业全网优化,"￥999
            /起",企业品牌设计,"￥199
            /起",品牌广告制作,"￥1000
            /起",二三维动画制作,"￥999
            /起",企业影视制作,"￥500
            /起",,,,,,,,,,,,,,,,,,,,,,2024
【影视拍摄】根据证件照ps工作照,https://task.epwk.com/1071072/,3289人,10人,¥166,圆满完成,,臻品记JcIz1,根据证件照头像ps常规自然的单人工作照,2024-01-31,2024.02.13,任务编号：1071072,166.0,,,镇添文化传媒,,,活动现场跟拍,,工作室,七品,39分,,,,"￥200
            /小时",,,,,,,,,,,,,,,,,,,影视拍摄,,,11.0,https://shop.epwk.com/78dlj0j1x5lx/,https://shop.epwk.com/78dlj0j1x5lx/chushou/,门店开业拍摄,"￥200
            /小时",企业会议拍摄,"￥200
            /小时",旅拍团建活动拍摄,"￥800
            /日",婚礼现场拍摄,"￥1200
            /日",企业宣传片拍摄,"￥1200
            /起",视频剪辑制作,"￥200
            /起",量身定制服务,"￥200
            /起",单人精品拍摄,"￥400
            /起",,,,,,,,,,,,,,,,2024
【视频定制】产品使用说明视频定制,https://task.epwk.com/1101280/,533人,1人,1000元以内,圆满完成,,致利昂ofCoB,我手头有素材，一些图片和视频，需要制作成使用说明视频。,2024-12-26,2025.01.08,任务编号：1101280,100.0,5天,河北省-唐山市-路北区,慧域工作室,https://shop.epwk.com/m7d7wozxp5q8/,慧域工作室,出售服务,https://shop.epwk.com/m7d7wozxp5q8/chushou/,工作室,五品,53分,总 24 次中标，交易总金额,￥1.45万,慧域工作室,,,,,,,,,,,,,,,,,,,,视频定制,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【影视拍摄】产品开箱视频拍摄,https://task.epwk.com/1097485/,263人,1人,1000-3000元,圆满完成,,k3692****40,地区:深圳及周边需求:拍摄产品开箱视频，用于电商店铺首页需要有模特进行产品开箱体验，一共两款，每款拍一条预算1000内完成时间:看沟通进展备注：手机微信同号,2024-11-23,2024.12.02,任务编号：1097485,1000.0,7天,河北省-唐山市,慧域工作室,https://shop.epwk.com/m7d7wozxp5q8/,慧域工作室,出售服务,https://shop.epwk.com/m7d7wozxp5q8/chushou/,工作室,五品,53分,总 24 次中标，交易总金额,￥1.45万,慧域工作室,,,,,,,,,,,,,,,,,,,,影视拍摄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【剪辑服务】企业宣传视频制作,https://task.epwk.com/1096260/,173人,1人,3000-5000元,圆满完成,,k7383****90,称呼:姚先生地区:上海需求:做企业宣传视频，做个 1-2 分钟的企业介绍视频，有初步起草的脚本 11月 19 日参会要使用 经济一点，快速一点，尽可能用公开素材或者自拍素材,2024-11-08,2024.11.18,任务编号：1096260,3000.0,7天,河北省-唐山市-路北区,慧域工作室,https://shop.epwk.com/m7d7wozxp5q8/,慧域工作室,出售服务,https://shop.epwk.com/m7d7wozxp5q8/chushou/,工作室,五品,53分,总 24 次中标，交易总金额,￥1.45万,慧域工作室,,,,,,,,,,,,,,,,,,,,剪辑服务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【动画制作】动画制作,https://task.epwk.com/1094509/,249人,1人,5000-10000元,圆满完成,,k7936****12,项目:动画制作称呼:陈总 地区:湖北武汉需求:动画制作，要跟参考的视频一樣的等級，具体详谈,2024-10-21,2024.11.19,任务编号：1094509,5000.0,15天,安徽省-合肥市,合肥四维虹动画,https://shop.epwk.com/0jnek9e99nv3/,合肥四维虹动画,出售服务,https://shop.epwk.com/0jnek9e99nv3/chushou/,企业,五品,41分,,,合肥四维虹动画,,AI动画/图生图/图生动画,价格面议,企业宣传片拍摄/剪辑,价格面议,360°全景VR,价格面议,视频剪辑/AE特效,"￥500
            /起",三维工程动画/桥梁/隧道/铁路/公路等三维施工模拟动画,"￥1000
            /起",效果图/鸟瞰图/彩平图,"￥500
            /起",,,,,,,动画制作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【剪辑服务】企业宣传视频剪辑,https://task.epwk.com/1093896/,1555人,8人,1000元以内,圆满完成,,威品堂9jBdx,企业宣传视频剪辑，时长5-7分钟，有视频机图片，需要拼到一起，预算500以内，超过不考虑。,2024-10-14,2024.11.14,任务编号：1093896,200.0,"1天,5天,5天,3天,3天,3天,5天,4天","广东省-东莞市,贵州省-贵阳市,安徽省-安庆市,河南省-安阳市,江苏省-南京市,宁夏-银川市,江苏省-南京市",铭睿剪辑,https://shop.epwk.com/p05qj330wdev/,铭睿剪辑,出售服务,https://shop.epwk.com/p05qj330wdev/chushou/,工作室,九品,37分,,,铭睿剪辑,,,,,,,,,,,,,,,,,,,,剪辑服务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【后期制作】服装宣传片剪辑制作,https://task.epwk.com/1093371/,2098人,4人,1000元以内,圆满完成,,威恒天下2TVWX,剪辑1分钟以内，已经拍摄好了，希望可以长期合作的视频后期剪辑的工作室， 可以调色， 有很多后期制作方面的经验。,2024-10-08,2024.10.24,任务编号：1093371,800.0,"2天,5天","四川省-成都市,江苏省-南京市",澜图工作室,https://shop.epwk.com/89dvg1144dl2/,澜图工作室,出售服务,https://shop.epwk.com/89dvg1144dl2/chushou/,个人,七品,37分,,,澜图工作室,,,,,,,,,,,,,,,,,,,,后期制作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【剪辑服务】化妆品产品宣传视频拍摄,https://task.epwk.com/1092208/,396人,1人,1000元以内,圆满完成,,k3923****78,"称呼:王先生 所在行业:化妆品组织性质:公司地区:河北省,石家庄市需求:化妆品产品宣传视频拍摄，有参考的样版，大概在30秒左右，不用太长，石家庄，我可以带产品上门拍摄，性价比高的团队完成时间:越快越好预算:报价联系",2024-09-19,2024.09.24,任务编号：1092208,160.0,2天,河北省-唐山市,安生工作室,https://shop.epwk.com/zqdpl2g6on1v/,安生工作室,出售服务,https://shop.epwk.com/zqdpl2g6on1v/chushou/,个人,七品,55分,总 5 次中标，交易总金额,￥1569.50,安生工作室,,【产品文案】,价格面议,【产品拍摄】,价格面议,【字幕处理】,价格面议,【视频配音】,价格面议,【视频剪辑】,"￥100
            /件",视频代运营,"￥8888
            /件",【视频拍摄】,价格面议,,,,,剪辑服务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【剪辑服务】投流视频代剪辑,https://task.epwk.com/1090380/,230人,2人,1000元以内,圆满完成,,DZZ威,称呼:吴女士需求:投流视频代剪辑，有素材和文案 一周10-20条目前 ，30-60秒，需要能开fa票，税点我可以出，对投流视频很熟悉，懂得剪辑基本要求的卡点、音乐、配音、字幕等等技能完成时间:未定预算:50-80备注：微信手机号,2024-08-27,2024.08.31,任务编号：1090380,500.0,"5天,4天","山东省-滨州市,云南省-文山壮族苗族自治州-富宁县",HR传媒,https://shop.epwk.com/81n41g9qlnp6/,HR传媒,出售服务,https://shop.epwk.com/81n41g9qlnp6/chushou/,个人,七品,37分,,,HR传媒,,短视频（拍摄/剪辑）,"￥500
            /起",小红书视频（拍摄/剪辑）,"￥500
            /起",淘宝短视频剪辑,"￥500
            /起",短视频点赞视频（拍摄/剪辑）,"￥500
            /起",,,,,,,,,,,剪辑服务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【剪辑服务】剧情剪辑，加静帧动画,https://task.epwk.com/1090372/,727人,1人,1000元以内,圆满完成,,领域之巅CIJ2E,视频时长：3分钟脚本和文案提供，素材已拍摄好，灰片，套的LUT也提供提供参考视频要求：3天时间剪好，至少修改5次,2024-08-27,2024.09.03,任务编号：1090372,688.0,3天,山东省-淄博市,卓益工作室,https://shop.epwk.com/2j5xo4go95xm/,卓益工作室,出售服务,https://shop.epwk.com/2j5xo4go95xm/chushou/,个人,八品,36分,,,卓益工作室,,,,,,,,,,,,,,,,,,,,剪辑服务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
